mass,intensity,assign,C,O,H,N,numbers,O/C,H/C,volume,color
195.54957,640770,False,,,,,1,,,0.5005286339138868,blue
195.56799,629529,False,,,,,1,,,0.49174788204687364,blue
195.57934,702638,False,,,,,1,,,0.5488559674703647,blue
195.5867,594434,False,,,,,1,,,0.4643339075986194,blue
195.63239,593037,False,,,,,1,,,0.46324266034675415,blue
195.63692,751863,False,,,,,1,,,0.5873073962270341,blue
195.65221,608382,False,,,,,1,,,0.4752291951211796,blue
195.65396,763823,False,,,,,1,,,0.5966497850117932,blue
195.66009,595281,False,,,,,1,,,0.4649955299481755,blue
195.68911,613342,False,,,,,1,,,0.47910363060382216,blue
195.69464,627304,False,,,,,1,,,0.4900098540329866,blue
195.69752,647586,False,,,,,1,,,0.5058528581577763,blue
195.73827,597043,False,,,,,1,,,0.4663718919079369,blue
195.76586,610591,False,,,,,1,,,0.47695472495609037,blue
195.84636,620658,False,,,,,1,,,0.48481842294072,blue
195.85764,586327,False,,,,,1,,,0.4580012365385825,blue
195.89296,671991,False,,,,,1,,,0.5249164867775125,blue
195.90132,625994,False,,,,,1,,,0.4889865656293048,blue
195.91916,658210,False,,,,,1,,,0.5141516489980171,blue
195.95254,687801,False,,,,,1,,,0.5372662498784356,blue
195.9559,648786,False,,,,,1,,,0.5067902215809962,blue
195.98576,615455,False,,,,,1,,,0.48075417136487536,blue
195.98828,617568,False,,,,,1,,,0.4824047121259285,blue
196.00137,1003894,False,,,,,1,,,0.7841779303249956,blue
196.01952,815454,False,,,,,1,,,0.6369806274320187,blue
196.02516,805408,True,8.0,5.0,7.0,1.0,1,0.625,0.875,0.6291333333072955,orange
196.02708,649729,False,,,,,1,,,0.5075268330044099,blue
196.03326,697540,False,,,,,1,,,0.5448737351940518,blue
196.03774,1439814,False,,,,,1,,,1.1246908165333722,blue
196.05243,616340,False,,,,,1,,,0.48144547688950007,blue
196.05594,606926,False,,,,,1,,,0.47409186083433935,blue
196.06154,824560,True,9.0,4.0,11.0,1.0,1,0.4444444444444444,1.2222222222222223,0.6440936535418863,orange
196.08971,2165629,False,,,,,1,,,1.6916511773870448,blue
196.09803,623344,True,10.0,3.0,15.0,1.0,1,0.3,1.5,0.4869165547363607,orange
196.10512,723795,False,,,,,1,,,0.5653824657579188,blue
196.1333,593728,False,,,,,1,,,0.46378242545129167,blue
196.13925,588138,False,,,,,1,,,0.4594158741714586,blue
196.26132,599760,False,,,,,1,,,0.4684942389253441,blue
196.26258,629753,False,,,,,1,,,0.49192285655254137,blue
196.28033,586577,False,,,,,1,,,0.45819652058508664,blue
196.29583,726376,False,,,,,1,,,0.5673985782540278,blue
196.32603,622277,False,,,,,1,,,0.48608308242588094,blue
196.3466,622542,False,,,,,1,,,0.48629008351517533,blue
196.34838,618159,False,,,,,1,,,0.48286636361186436,blue
196.36934,627216,False,,,,,1,,,0.4899411140486171,blue
196.37326,626362,False,,,,,1,,,0.4892740237457589,blue
196.39847,635077,False,,,,,1,,,0.496081625606894,blue
196.41349,583844,False,,,,,1,,,0.4560616753887031,blue
196.44179,590456,False,,,,,1,,,0.4612265478506452,blue
196.48827,586317,False,,,,,1,,,0.4579934251767223,blue
196.48979,639742,False,,,,,1,,,0.49972562591466163,blue
196.49908,640834,False,,,,,1,,,0.5005786266297918,blue
196.50345,751636,False,,,,,1,,,0.5871300783128083,blue
196.52355,644237,False,,,,,1,,,0.5032368330708065,blue
196.58094,617926,False,,,,,1,,,0.48268435888052247,blue
196.59499,624773,False,,,,,1,,,0.48803279834617846,blue
196.62477,672202,False,,,,,1,,,0.525081306512762,blue
196.62925,636460,False,,,,,1,,,0.497161936952155,blue
196.63035,604556,False,,,,,1,,,0.4722405680734799,blue
196.63691,609855,False,,,,,1,,,0.47637980872318214,blue
196.6466,616500,False,,,,,1,,,0.48157045867926274,blue
196.69652,622090,False,,,,,1,,,0.4859370099590958,blue
196.79993,612728,False,,,,,1,,,0.47862401298560797,blue
196.80397,606970,False,,,,,1,,,0.4741262308265241,blue
196.81379,620175,False,,,,,1,,,0.48444113416287393,blue
196.84173,757211,False,,,,,1,,,0.5914849125498511,blue
196.86038,628980,False,,,,,1,,,0.4913190382807505,blue
196.86917,670792,False,,,,,1,,,0.5239799044904785,blue
196.87283,719401,False,,,,,1,,,0.5619501533565617,blue
196.90077,593606,False,,,,,1,,,0.46368712683659763,blue
196.91497,595484,False,,,,,1,,,0.4651541005939369,blue
196.94702,1654587,False,,,,,1,,,1.2924577786127256,blue
196.95363,589838,False,,,,,1,,,0.4607438056876869,blue
196.96793,8521028,False,,,,,1,,,6.656083312861056,blue
196.98045,766298,False,,,,,1,,,0.5985830970721844,blue
197.00434,819125,False,,,,,1,,,0.6398481783708858,blue
197.00918,5295319,True,8.0,6.0,6.0,0.0,1,0.75,0.75,4.1363652874014845,blue
197.01685,627050,False,,,,,1,,,0.4898114454417384,blue
197.02737,835359,False,,,,,1,,,0.65252914321468,blue
197.04262,661582,False,,,,,1,,,0.5167856402172653,blue
197.04506,639879,False,,,,,1,,,0.4998326415721459,blue
197.04535,1206503,False,,,,,1,,,0.9424431518376424,blue
197.04557,4999400,True,9.0,5.0,10.0,0.0,1,0.5555555555555556,1.1111111111111112,3.905212248371624,blue
197.04582,733607,False,,,,,1,,,0.5730469740151142,blue
197.06376,599600,False,,,,,1,,,0.4683692571355814,blue
197.08195,3677816,True,10.0,4.0,14.0,0.0,1,0.4,1.4,2.872875163111,blue
197.09953,772064,False,,,,,1,,,0.6030871283207564,blue
197.11593,5410567,False,,,,,1,,,4.226389670567531,blue
197.11831,606888,True,11.0,3.0,18.0,0.0,1,0.2727272727272727,1.6363636363636365,0.4740621776592707,blue
197.17742,599939,False,,,,,1,,,0.46863406230264104,blue
197.27845,602577,False,,,,,1,,,0.47069469956135296,blue
197.31514,735058,False,,,,,1,,,0.5741804026210243,blue
197.34391,628127,False,,,,,1,,,0.4906527291140783,blue
197.35044,610378,False,,,,,1,,,0.47678834294846884,blue
197.36187,596359,False,,,,,1,,,0.46583759475670145,blue
197.36855,589738,False,,,,,1,,,0.46066569206908525,blue
197.44045,603275,False,,,,,1,,,0.4712399326191926,blue
197.48761,606609,False,,,,,1,,,0.4738442406633721,blue
197.55181,619375,False,,,,,1,,,0.4838162252140606,blue
197.55717,587849,False,,,,,1,,,0.4591901258136998,blue
197.59688,757043,False,,,,,1,,,0.5913536816706003,blue
197.64619,693866,False,,,,,1,,,0.5420038408466267,blue
197.70526,604645,False,,,,,1,,,0.4723100891940354,blue
197.75033,607930,False,,,,,1,,,0.47487612156510006,blue
197.77531,600318,False,,,,,1,,,0.4689301129171414,blue
197.77838,622791,False,,,,,1,,,0.48648458642549347,blue
197.79519,616847,False,,,,,1,,,0.4818415129358105,blue
197.83972,596116,False,,,,,1,,,0.46564777866349943,blue
197.84783,621415,False,,,,,1,,,0.48540974303353457,blue
197.84926,626456,False,,,,,1,,,0.4893474505472445,blue
197.86128,602094,False,,,,,1,,,0.4703174107835069,blue
197.88509,644441,False,,,,,1,,,0.5033961848527538,blue
197.90688,618259,False,,,,,1,,,0.482944477230466,blue
197.94139,669203,False,,,,,1,,,0.5227386790908981,blue
197.94456,675748,False,,,,,1,,,0.527851215428377,blue
197.95519,731257,False,,,,,1,,,0.571211303977975,blue
197.96319,2986125,False,,,,,1,,,2.3325702934689594,blue
198.01256,602276,False,,,,,1,,,0.47045957756936196,blue
198.02465,947082,False,,,,,1,,,0.7398000213250179,blue
198.04277,735826,False,,,,,1,,,0.5747803152118851,blue
198.05336,652903,False,,,,,1,,,0.5100061592588268,blue
198.05592,630952,True,12.0,2.0,9.0,1.0,1,0.16666666666666666,0.75,0.49285943883957534,orange
198.06619,610861,False,,,,,1,,,0.4771656317263149,blue
198.09955,653805,False,,,,,1,,,0.5107107440986137,blue
198.10097,664237,False,,,,,1,,,0.5188595567911394,blue
198.10344,644095,False,,,,,1,,,0.5031259117323921,blue
198.11932,807206,False,,,,,1,,,0.6305378161697534,blue
198.13102,604875,False,,,,,1,,,0.47248975051681924,blue
198.20165,610445,False,,,,,1,,,0.47684067907293193,blue
198.22104,648182,False,,,,,1,,,0.5063184153246422,blue
198.31315,683041,False,,,,,1,,,0.5335480416329964,blue
198.32966,588169,False,,,,,1,,,0.4594400893932251,blue
198.4426,590878,False,,,,,1,,,0.46155618732114423,blue
198.4771,651022,False,,,,,1,,,0.5085368420929294,blue
198.48729,669883,False,,,,,1,,,0.5232698516973894,blue
198.48859,630436,False,,,,,1,,,0.4924563725675907,blue
198.52471,741109,False,,,,,1,,,0.5789070576826111,blue
198.59642,589879,False,,,,,1,,,0.4607758322713136,blue
198.60459,625467,False,,,,,1,,,0.488574906859274,blue
198.61559,725152,False,,,,,1,,,0.5664424675623435,blue
198.62369,586732,False,,,,,1,,,0.4583175966939192,blue
198.65726,664148,False,,,,,1,,,0.5187900356705839,blue
198.66574,665912,False,,,,,1,,,0.5201679599027172,blue
198.67529,600052,False,,,,,1,,,0.4687223306916609,blue
198.6955,588310,False,,,,,1,,,0.4595502295954535,blue
198.79445,631429,False,,,,,1,,,0.49323204080030525,blue
198.79699,706230,False,,,,,1,,,0.5516618086505365,blue
198.81608,600111,False,,,,,1,,,0.4687684177266359,blue
198.81865,601057,False,,,,,1,,,0.4695073725586077,blue
198.85137,673056,False,,,,,1,,,0.5257483968156202,blue
198.87143,642378,False,,,,,1,,,0.5017847009010016,blue
198.90353,620617,False,,,,,1,,,0.4847863963570933,blue
198.93818,605978,False,,,,,1,,,0.4733513437299956,blue
198.95649,590242,False,,,,,1,,,0.46105938470683766,blue
198.98363,63883760,False,,,,,1,,,49.90191663480282,blue
198.98841,1339602,False,,,,,1,,,1.046411597060272,blue
199.02481,2446531,True,8.0,6.0,8.0,0.0,1,0.75,1.0,1.9110738943114929,blue
199.02744,641076,False,,,,,1,,,0.5007676615868079,blue
199.03246,648999,False,,,,,1,,,0.5069566035886177,blue
199.06121,2836629,True,9.0,5.0,12.0,0.0,1,0.5555555555555556,1.3333333333333333,2.215793558204215,blue
199.07929,629501,False,,,,,1,,,0.4917260102336652,blue
199.09761,1590566,True,10.0,4.0,16.0,0.0,1,0.4,1.6,1.242448658847754,blue
199.11283,814157,True,14.0,1.0,16.0,0.0,1,0.07142857142857142,1.1428571428571428,0.6359674937987551,blue
199.11954,640001,False,,,,,1,,,0.49992794018683995,blue
199.12421,592755,True,13.0,0.0,16.0,2.0,1,0.0,1.2307692307692308,0.46302237994229745,blue
199.12947,728789,False,,,,,1,,,0.569283459870886,blue
199.1339,654040,True,11.0,3.0,20.0,0.0,1,0.2727272727272727,1.8181818181818181,0.5108943111023276,blue
199.13463,659400,False,,,,,1,,,0.5150812010593769,blue
199.15807,595843,False,,,,,1,,,0.4654345284847169,blue
199.17036,2192521,True,12.0,2.0,24.0,0.0,1,0.16666666666666666,2.0,1.7126574917014044,blue
199.19338,610052,False,,,,,1,,,0.4765336925518274,blue
199.21447,635166,False,,,,,1,,,0.4961511467274495,blue
199.24585,798222,False,,,,,1,,,0.6235200886745799,blue
199.28611,627905,False,,,,,1,,,0.4904793168807826,blue
199.29955,675818,False,,,,,1,,,0.5279058949613982,blue
199.32085,633506,False,,,,,1,,,0.49485446065866184,blue
199.34694,623390,False,,,,,1,,,0.4869524870009174,blue
199.3542,674450,False,,,,,1,,,0.5268373006589274,blue
199.46206,602358,False,,,,,1,,,0.47052363073661535,blue
199.50748,713868,False,,,,,1,,,0.5576281268393316,blue
199.51021,623230,False,,,,,1,,,0.48682750521115475,blue
199.52638,666661,False,,,,,1,,,0.5207530309060437,blue
199.53033,601751,False,,,,,1,,,0.47004948107170325,blue
199.53828,630699,False,,,,,1,,,0.4926618113845131,blue
199.55885,632405,False,,,,,1,,,0.4939944297178575,blue
199.57311,641828,False,,,,,1,,,0.5013550759986923,blue
199.59424,747255,False,,,,,1,,,0.5837079206818694,blue
199.60393,652043,False,,,,,1,,,0.5093343821388524,blue
199.6206,825571,False,,,,,1,,,0.6448833822259491,blue
199.73537,600971,False,,,,,1,,,0.46944019484661026,blue
199.74786,645553,False,,,,,1,,,0.5042648082916044,blue
199.75031,629731,False,,,,,1,,,0.491905671556449,blue
199.7527,604244,False,,,,,1,,,0.47199685358344273,blue
199.83512,611836,False,,,,,1,,,0.4779272395076811,blue
199.89726,732603,False,,,,,1,,,0.5722627132843535,blue
199.92768,606122,False,,,,,1,,,0.47346382734078196,blue
199.96613,662333,False,,,,,1,,,0.5173722734929638,blue
199.98108,640772,False,,,,,1,,,0.5005301961862588,blue
199.98696,2900823,False,,,,,1,,,2.2659378145293676,blue
200.01956,593799,False,,,,,1,,,0.46383788612049887,blue
200.02206,1318248,False,,,,,1,,,1.0297312149440725,blue
200.02254,611192,False,,,,,1,,,0.4774241878038864,blue
200.02343,613385,False,,,,,1,,,0.4791372194598209,blue
200.02776,645947,False,,,,,1,,,0.5045725759488949,blue
200.03883,606320,False,,,,,1,,,0.47361849230561326,blue
200.04028,955633,False,,,,,1,,,0.7464795168516463,blue
200.04866,741781,False,,,,,1,,,0.5794319811996143,blue
200.05088,603766,False,,,,,1,,,0.47162347048652675,blue
200.10048,624095,False,,,,,1,,,0.48750318801205916,blue
200.10395,610592,False,,,,,1,,,0.4769555060922764,blue
200.10715,607826,False,,,,,1,,,0.47479488340175435,blue
200.11573,714982,False,,,,,1,,,0.5584983125505542,blue
200.12402,706378,False,,,,,1,,,0.551777416806067,blue
200.14723,618166,False,,,,,1,,,0.4828718315651665,blue
200.15854,623835,False,,,,,1,,,0.48730009260369483,blue
200.17673,638436,False,,,,,1,,,0.4987054620557239,blue
200.18473,621864,False,,,,,1,,,0.48576047318105603,blue
200.19902,596767,False,,,,,1,,,0.46615629832059624,blue
200.21702,653448,False,,,,,1,,,0.5104318784802058,blue
200.29874,611473,False,,,,,1,,,0.47764368707215704,blue
200.29919,602801,False,,,,,1,,,0.4708696740670207,blue
200.3072,624245,False,,,,,1,,,0.48762035843996165,blue
200.31318,699368,False,,,,,1,,,0.5463016521420903,blue
200.39996,617891,False,,,,,1,,,0.48265701911401193,blue
200.42049,601501,False,,,,,1,,,0.46985419702519904,blue
200.44202,597224,False,,,,,1,,,0.46651327755760585,blue
200.4483,608043,False,,,,,1,,,0.47496438995412,blue
200.46832,590389,False,,,,,1,,,0.46117421172618206,blue
200.49254,623065,False,,,,,1,,,0.486698617740462,blue
200.52082,633487,False,,,,,1,,,0.4948396190711275,blue
200.56536,766741,False,,,,,1,,,0.5989291404025898,blue
200.57499,609482,False,,,,,1,,,0.47608844492579794,blue
200.58123,647789,False,,,,,1,,,0.5060114288035376,blue
200.60466,658201,False,,,,,1,,,0.514144618772343,blue
200.61546,645502,False,,,,,1,,,0.5042249703461176,blue
200.6227,688450,False,,,,,1,,,0.5377732072631605,blue
200.65064,634432,False,,,,,1,,,0.49557779276691327,blue
200.66178,604326,False,,,,,1,,,0.47206090675069606,blue
200.68598,596642,False,,,,,1,,,0.46605865629734416,blue
200.70012,602873,False,,,,,1,,,0.4709259158724139,blue
200.72876,605783,False,,,,,1,,,0.47319902217372234,blue
200.76028,602855,False,,,,,1,,,0.4709118554210656,blue
200.7953,618120,False,,,,,1,,,0.4828358993006097,blue
200.80113,717243,False,,,,,1,,,0.5602644614671378,blue
200.8331,619963,False,,,,,1,,,0.4842755332914384,blue
200.89221,694137,False,,,,,1,,,0.5422155287530371,blue
200.93297,1597550,False,,,,,1,,,1.2479041139708942,blue
200.94192,1915442,False,,,,,1,,,1.496221058416098,blue
200.9449,12964276,False,,,,,1,,,10.12686510910715,blue
200.94742,643589,False,,,,,1,,,0.5027306568222677,blue
200.94965,670454,False,,,,,1,,,0.5237158804596049,blue
200.9565,598890,False,,,,,1,,,0.4678146504435096,blue
200.96531,849790,False,,,,,1,,,0.6638017195150863,blue
200.96911,680512,False,,,,,1,,,0.5315725482185604,blue
200.96934,1523904,False,,,,,1,,,1.1903765584155122,blue
200.98787,1004233,False,,,,,1,,,0.7844427354920552,blue
200.99581,846861,False,,,,,1,,,0.6615137716262435,blue
201.00401,742689,False,,,,,1,,,0.5801412528565174,blue
201.00513,733778,False,,,,,1,,,0.5731805483029231,blue
201.01171,941557,False,,,,,1,,,0.735484243897276,blue
201.01929,910665,True,11.0,4.0,6.0,0.0,1,0.36363636363636365,0.5454545454545454,0.7113533848388497,blue
201.02756,597085,False,,,,,1,,,0.46640469962774955,blue
201.0299,1707167,False,,,,,1,,,1.3335299192734809,blue
201.03806,1432355,False,,,,,1,,,1.1188643217218741,blue
201.04047,4259428,True,8.0,6.0,10.0,0.0,1,0.75,1.25,3.3271933425325138,blue
201.04536,620662,False,,,,,1,,,0.484821547485464,blue
201.04726,599591,False,,,,,1,,,0.46836222690990725,blue
201.04809,1273704,False,,,,,1,,,0.9949362846741471,blue
201.05574,1131308,True,12.0,3.0,10.0,0.0,1,0.25,0.8333333333333334,0.8837056163301207,blue
201.06628,730577,False,,,,,1,,,0.5706801313714838,blue
201.07686,2583158,True,9.0,5.0,14.0,0.0,1,0.5555555555555556,1.5555555555555556,2.0177981879983893,blue
201.08431,639594,False,,,,,1,,,0.49961001775913116,blue
201.09215,637006,True,13.0,2.0,14.0,0.0,1,0.15384615384615385,1.0769230769230769,0.49758843730972013,blue
201.09476,631359,False,,,,,1,,,0.4931773612672841,blue
201.11324,1489897,True,10.0,4.0,18.0,0.0,1,0.4,1.8,1.163812460137644,blue
201.11413,601577,False,,,,,1,,,0.46991356337533635,blue
201.13189,621442,False,,,,,1,,,0.485430833710557,blue
201.13335,664947,False,,,,,1,,,0.5194141634832112,blue
201.15539,614654,False,,,,,1,,,0.480128481279876,blue
201.18361,596620,False,,,,,1,,,0.4660414713012518,blue
201.20068,601061,False,,,,,1,,,0.46951049710335174,blue
201.24123,604073,False,,,,,1,,,0.4718632792956339,blue
201.26003,671827,False,,,,,1,,,0.5247883804430058,blue
201.2754,672475,False,,,,,1,,,0.5252945566915446,blue
201.29331,606308,False,,,,,1,,,0.47360911867138106,blue
201.3168,626800,False,,,,,1,,,0.48961616139523423,blue
201.32497,609716,False,,,,,1,,,0.47627123079332584,blue
201.40359,614940,False,,,,,1,,,0.48035188622907676,blue
201.40414,617500,False,,,,,1,,,0.4823515948652794,blue
201.43476,793196,False,,,,,1,,,0.6195940982036602,blue
201.44348,619024,False,,,,,1,,,0.48354204641276877,blue
201.46148,620553,False,,,,,1,,,0.4847364036411882,blue
201.47915,595106,False,,,,,1,,,0.4648588311156226,blue
201.4857,655174,False,,,,,1,,,0.5117801195372705,blue
201.52083,594808,False,,,,,1,,,0.46462605253218964,blue
201.54382,665763,False,,,,,1,,,0.5200515706110008,blue
201.60378,681490,False,,,,,1,,,0.5323364994084846,blue
201.60904,607797,False,,,,,1,,,0.4747722304523599,blue
201.8084,613547,False,,,,,1,,,0.4792637635219556,blue
201.89272,632550,False,,,,,1,,,0.49410769446482994,blue
201.91826,694963,False,,,,,1,,,0.542860747242687,blue
201.94452,796529,False,,,,,1,,,0.6221976251116537,blue
201.95856,597176,False,,,,,1,,,0.46647578302067705,blue
202.01457,653845,True,10.0,4.0,5.0,1.0,1,0.4,0.5,0.5107419895460544,orange
202.01934,767799,False,,,,,1,,,0.5997555824873954,blue
202.01957,1315735,False,,,,,1,,,1.0277682197086129,blue
202.02645,596571,False,,,,,1,,,0.46600319562813697,blue
202.02718,623835,False,,,,,1,,,0.48730009260369483,blue
202.03774,1129537,False,,,,,1,,,0.8823222241446852,blue
202.05092,633608,True,11.0,3.0,9.0,1.0,1,0.2727272727272727,0.8181818181818182,0.49493413654963553,orange
202.05594,1083082,False,,,,,1,,,0.8460345426232818,blue
202.058,871259,False,,,,,1,,,0.6805719322926777,blue
202.07413,679348,False,,,,,1,,,0.530663305698037,blue
202.0803,646503,False,,,,,1,,,0.5050068876683202,blue
202.0807,598215,False,,,,,1,,,0.46728738351794835,blue
202.13221,745858,False,,,,,1,,,0.5826166734300041,blue
202.15061,594667,False,,,,,1,,,0.4645159123299613,blue
202.22286,627744,False,,,,,1,,,0.49035355395483393,blue
202.22826,617947,False,,,,,1,,,0.48270076274042883,blue
202.2353,671655,False,,,,,1,,,0.5246540250190109,blue
202.29196,627172,False,,,,,1,,,0.4899067440564324,blue
202.34919,638242,False,,,,,1,,,0.49855392163563667,blue
202.48749,603130,False,,,,,1,,,0.4711266678722202,blue
202.54854,635498,False,,,,,1,,,0.496410483941207,blue
202.55117,713851,False,,,,,1,,,0.5576148475241693,blue
202.58036,640906,False,,,,,1,,,0.500634868435185,blue
202.74568,625761,False,,,,,1,,,0.4888045608979629,blue
202.78103,600547,False,,,,,1,,,0.46910899310373916,blue
202.79122,767465,False,,,,,1,,,0.5994946830012658,blue
202.82083,616184,False,,,,,1,,,0.4813236196444815,blue
202.85596,619339,False,,,,,1,,,0.483788104311364,blue
202.86958,657698,False,,,,,1,,,0.5137517072707766,blue
202.88166,665976,False,,,,,1,,,0.5202179526186224,blue
202.91897,600492,False,,,,,1,,,0.46906603061350827,blue
202.94021,706743,False,,,,,1,,,0.552062531513963,blue
202.94174,624984,False,,,,,1,,,0.488197618081428,blue
202.95511,650431,False,,,,,1,,,0.5080751906069936,blue
202.99854,887430,True,10.0,5.0,4.0,0.0,1,0.5,0.4,0.6932036855567528,blue
203.00344,617816,False,,,,,1,,,0.48259843390006063,blue
203.0092,774875,False,,,,,1,,,0.6052829021396492,blue
203.01671,816847,False,,,,,1,,,0.6380687501391399,blue
203.01973,3414241,False,,,,,1,,,2.666987192881662,blue
203.02738,1343525,False,,,,,1,,,1.0494759943180154,blue
203.03261,713255,False,,,,,1,,,0.5571492903573034,blue
203.03497,2933993,True,11.0,4.0,8.0,0.0,1,0.36363636363636365,0.7272727272727273,2.29184810181954,blue
203.03562,610409,False,,,,,1,,,0.4768125581702354,blue
203.0455,1328558,False,,,,,1,,,1.0377847290219042,blue
203.0475,669087,False,,,,,1,,,0.5226480672933201,blue
203.05612,2275124,True,8.0,6.0,12.0,0.0,1,0.75,1.5,1.7771816840749375,blue
203.06351,778488,False,,,,,1,,,0.6081051471797273,blue
203.06374,1124120,False,,,,,1,,,0.878090809425033,blue
203.06898,614363,False,,,,,1,,,0.4799011706497452,blue
203.07134,1899004,True,12.0,3.0,12.0,0.0,1,0.25,1.0,1.4833807417903564,blue
203.0819,945249,False,,,,,1,,,0.7383681986960494,blue
203.09245,720903,True,9.0,5.0,16.0,0.0,1,0.5555555555555556,1.7777777777777777,0.5631234199079588,blue
203.10018,615595,False,,,,,1,,,0.4808635304309177,blue
203.10777,1408207,True,13.0,2.0,16.0,0.0,1,0.15384615384615385,1.2307692307692308,1.1000014451019442,blue
203.11364,634274,False,,,,,1,,,0.49545437324952263,blue
203.12135,632070,False,,,,,1,,,0.49373274909554193,blue
203.19192,622587,False,,,,,1,,,0.4863252346435461,blue
203.19234,690348,False,,,,,1,,,0.5392558037442201,blue
203.21141,626966,False,,,,,1,,,0.48974583000211297,blue
203.3303,661093,False,,,,,1,,,0.516403664622303,blue
203.33982,720266,False,,,,,1,,,0.5626258361574661,blue
203.34539,624013,False,,,,,1,,,0.48743913484480583,blue
203.35835,619908,False,,,,,1,,,0.48423257080120746,blue
203.36302,603382,False,,,,,1,,,0.47132351419109636,blue
203.36375,613910,False,,,,,1,,,0.4795473159574796,blue
203.36944,633961,False,,,,,1,,,0.49520987762329943,blue
203.44626,691522,False,,,,,1,,,0.5401728576266036,blue
203.47054,644223,False,,,,,1,,,0.5032258971642023,blue
203.47929,601892,False,,,,,1,,,0.47015962127393157,blue
203.48491,600895,False,,,,,1,,,0.469380828496473,blue
203.48837,598017,False,,,,,1,,,0.46713271855311705,blue
203.51446,773910,False,,,,,1,,,0.6045291057201431,blue
203.56115,601775,False,,,,,1,,,0.47006822834016765,blue
203.56337,607024,False,,,,,1,,,0.474168412180569,blue
203.58968,605342,False,,,,,1,,,0.472854541115689,blue
203.64244,692250,False,,,,,1,,,0.5407415247700238,blue
203.68632,618434,False,,,,,1,,,0.4830811760630189,blue
203.89461,605425,False,,,,,1,,,0.4729193754191284,blue
203.9177,620910,False,,,,,1,,,0.48501526925959615,blue
203.93122,614229,False,,,,,1,,,0.47979649840081895,blue
203.93731,629048,False,,,,,1,,,0.4913721555413996,blue
203.96574,630231,False,,,,,1,,,0.49229623964945735,blue
203.97835,600526,False,,,,,1,,,0.46909258924383285,blue
203.9922,624341,False,,,,,1,,,0.48769534751381927,blue
204.00645,874925,False,,,,,1,,,0.6834355775506147,blue
204.00955,613823,False,,,,,1,,,0.4794793571092962,blue
204.01698,885267,False,,,,,1,,,0.6915140879863989,blue
204.02461,812183,False,,,,,1,,,0.6344255309675583,blue
204.03028,793626,True,10.0,4.0,7.0,1.0,1,0.4,0.7,0.6199299867636473,orange
204.03495,733756,False,,,,,1,,,0.5731633633068307,blue
204.0352,1476413,False,,,,,1,,,1.1532796198053956,blue
204.04281,1310721,False,,,,,1,,,1.0238516028719253,blue
204.05,597412,False,,,,,1,,,0.466660131160577,blue
204.05341,1512518,False,,,,,1,,,1.1814825418015267,blue
204.0666,747277,True,11.0,3.0,11.0,1.0,1,0.2727272727272727,1.0,0.5837251056779618,orange
204.06982,618639,False,,,,,1,,,0.48324130898115236,blue
204.07159,1256048,False,,,,,1,,,0.9811445441738371,blue
204.08974,763450,False,,,,,1,,,0.596358421214409,blue
204.09054,604890,False,,,,,1,,,0.4725014675596095,blue
204.11687,632136,False,,,,,1,,,0.493784304083819,blue
204.18088,657627,False,,,,,1,,,0.5136962466015694,blue
204.252,628705,False,,,,,1,,,0.4911042258295959,blue
204.2596,611717,False,,,,,1,,,0.4778342843015451,blue
204.2855,785027,False,,,,,1,,,0.6132129967000902,blue
204.34245,617410,False,,,,,1,,,0.4822812926085379,blue
204.42143,636765,False,,,,,1,,,0.4974001834888901,blue
204.47486,629049,False,,,,,1,,,0.49137293667758564,blue
204.48181,772349,False,,,,,1,,,0.6033097521337711,blue
204.48589,618879,False,,,,,1,,,0.48342878166579634,blue
204.50169,604744,False,,,,,1,,,0.47238742167645104,blue
204.53835,634748,False,,,,,1,,,0.4958246318016945,blue
204.54179,647006,False,,,,,1,,,0.5053997991698865,blue
204.58809,602775,False,,,,,1,,,0.47084936452618426,blue
204.63447,629312,False,,,,,1,,,0.491578375494508,blue
204.67901,789880,False,,,,,1,,,0.617003850610829,blue
204.68243,598690,False,,,,,1,,,0.4676584232063063,blue
204.69399,647296,False,,,,,1,,,0.5056263286638314,blue
204.76608,631911,False,,,,,1,,,0.4936085484419653,blue
204.77279,653355,False,,,,,1,,,0.5103592328149062,blue
204.78402,603889,False,,,,,1,,,0.4717195502374068,blue
204.83154,638603,False,,,,,1,,,0.49883591179878867,blue
204.83298,683116,False,,,,,1,,,0.5336066268469477,blue
204.85555,721384,False,,,,,1,,,0.5634991464134327,blue
204.86453,605373,False,,,,,1,,,0.4728787563374555,blue
204.8658,603710,False,,,,,1,,,0.47157972686010985,blue
204.91329,2417752,False,,,,,1,,,1.88859357601412,blue
204.92553,628734,False,,,,,1,,,0.4911268787789904,blue
204.97034,1954423,False,,,,,1,,,1.526670528083213,blue
204.97058,7964919,False,,,,,1,,,6.221686449591524,blue
204.98131,615949,False,,,,,1,,,0.4811400526407676,blue
205.01424,4563599,True,10.0,5.0,6.0,0.0,1,0.5,0.6,3.5647923173693834,blue
205.02479,936852,False,,,,,1,,,0.7318089981420676,blue
205.03247,1100313,False,,,,,1,,,0.8594943002445347,blue
205.03536,1186010,False,,,,,1,,,0.9264353279776033,blue
205.04129,632141,False,,,,,1,,,0.49378820976474913,blue
205.04302,1036958,False,,,,,1,,,0.8100054171794501,blue
205.04824,660929,False,,,,,1,,,0.5162755582877964,blue
205.05012,628738,False,,,,,1,,,0.49113000332373447,blue
