,Unnamed: 0,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
2790,2790,2790,470.121426037,0.0295254366674433,0.2740206951222805,13.0,O10,H22_C24_O10,0,24,22,10,0,0,True
2791,2791,2791,470.127166037,0.0229325714105402,-0.0096250553794088,4.0,O15,H26_C17_O15,0,17,26,15,0,0,True
2792,2792,2792,470.142506037,0.045992131975999,0.1688743284870222,8.0,O12,H26_C21_O12,0,21,26,12,0,0,True
2793,2793,2793,470.157786037,0.0229015507883801,0.2197453771013453,12.0,O9,H26_C25_O9,0,25,26,9,0,0,True
2794,2794,2794,470.163666037,0.0169300688861703,0.2338908936569495,3.0,O14,H30_C18_O14,0,18,30,14,0,0,True
2795,2795,2795,470.178846037,0.0371436936871334,0.0720725746339584,7.0,O11,H30_C22_O11,0,22,30,11,0,0,True
2796,2796,2796,470.194146037,0.0187321291603557,0.1654784532749354,11.0,O8,H30_C26_O8,0,26,30,8,0,0,True
2797,2797,2797,470.201346037,0.0204751216066643,-0.377089520113626,2.0,N1O10S1,H35_C18_13C_N_O10_S,0,19,35,10,1,1,True
2798,2798,2798,470.215236037,0.0376905717212318,0.0816200690752011,6.0,O10,H34_C23_O10,0,23,34,10,0,0,True
2799,2799,2799,470.230366037,0.0228768168181288,-0.1865064579370606,10.0,O7,H34_C27_O7,0,27,34,7,0,0,True
2800,2800,2800,470.251576037,0.0251449024719406,-0.0151599705401616,5.0,O9,H38_C24_O9,0,24,38,9,0,0,True
2801,2801,2801,470.287926037,0.0170079481241989,-0.0906614812290242,4.0,O8,H42_C25_O8,0,25,42,8,0,0,True
2802,2802,2802,471.080196037,0.0232883376538894,0.0750572839726398,14.0,N1O11,H17_C22_N_O11,0,22,17,11,1,0,True
2803,2803,2803,472.025236037,0.0234825017476406,-0.1129748917241021,19.0,O8S1,H12_C25_O8_S,0,25,12,8,0,1,True
2804,2804,2804,472.027916037,0.0155847253776845,0.2653932019299813,15.0,O13,H12_C21_O13,0,21,12,13,0,0,True
2805,2805,2805,472.061706037,0.0293049244630859,0.0660189116254677,18.0,O7S1,H16_C26_O7_S,0,26,16,7,0,1,True
2806,2806,2806,472.064186037,0.0372089268029826,0.0206857463551348,14.0,O12,H16_C22_O12,0,22,16,12,0,0,True
2807,2807,2807,472.098196037,0.0186296191114218,0.2873491174629382,17.0,O6S1,H20_C27_O6_S,0,27,20,6,0,1,True
2808,2808,2808,472.100636037,0.0363390507883801,0.1572906162924224,13.0,O11,H20_C23_O11,0,23,20,11,0,0,True
2809,2809,2809,472.121696037,0.0310138257796419,0.0102282951072964,8.0,O13,H24_C20_O13,0,20,24,13,0,0,True
2810,2810,2810,472.136926037,0.0313431832304167,-0.0450102476469502,12.0,O10,H24_C24_O10,0,24,24,10,0,0,True
2811,2811,2811,472.142786037,0.1483621087226688,-0.0732807977290331,3.0,O15,H28_C17_O15,0,17,28,15,0,0,True
2812,2812,2812,472.148136037,0.0146155615266612,-0.0945275362339789,12.0,N2O9,H24_C23_N2_O9,0,23,24,9,2,0,True
2813,2813,2813,472.157966037,0.0255022161054798,-0.2344109555474371,7.0,O12,H28_C21_O12,0,21,28,12,0,0,True
2814,2814,2814,472.173306037,0.0295847290186026,-0.0566719880968786,11.0,O9,H28_C25_O9,0,25,28,9,0,0,True
2815,2815,2815,472.194506037,0.0335305436618897,0.0927859165817742,6.0,O11,H32_C22_O11,0,22,32,11,0,0,True
2816,2816,2816,472.209706037,0.0333814359295506,-0.0259778649854365,10.0,O8,H32_C26_O8,0,26,32,8,0,0,True
2817,2817,2817,472.230876037,0.0318901522874674,0.0599389014573175,5.0,O10,H36_C23_O10,0,23,36,10,0,0,True
2818,2818,2818,472.246216037,0.016641429036079,0.2376408665614591,9.0,O7,H36_C27_O7,0,27,36,7,0,0,True
2819,2819,2819,472.267186037,0.0274597496504718,-0.0999497771682335,4.0,O9,H40_C24_O9,0,24,40,9,0,0,True
2820,2820,2820,472.303686037,0.023532661462581,0.142469775282156,3.0,O8,H44_C25_O8,0,25,44,8,0,0,True
2821,2821,2821,472.339886037,0.0369856717736611,-0.2502837543378724,2.0,O7,H48_C26_O7,0,26,48,7,0,0,True
2822,2822,2822,473.059496037,0.0189169846401802,0.149647138609655,14.0,N1O12,H15_C21_N_O12,0,21,15,12,1,0,True
2823,2823,2823,473.132226037,0.0165744846887257,0.0629337812577613,12.0,N1O10,H23_C23_N_O10,0,23,23,10,1,0,True
2824,2824,2824,474.041116037,0.0227151782593498,0.3725394149742994,18.0,O8S1,H14_C25_O8_S,0,25,14,8,0,1,True
2825,2825,2825,474.043466037,0.0211306507048817,0.0531575726654133,14.0,O13,H14_C21_O13,0,21,14,13,0,0,True
2826,2826,2826,474.077456037,0.0256854453085556,0.2765181055225347,17.0,O7S1,H18_C26_O7_S,0,26,18,7,0,1,True
2827,2827,2827,474.079736037,0.0374855212823799,-0.1904932718369062,13.0,O12,H18_C22_O12,0,22,18,12,0,0,True
2828,2828,2828,474.101046037,0.0167996997456211,0.1903876837198505,8.0,O14,H22_C19_O14,0,19,22,14,0,0,True
2829,2829,2829,474.116116037,0.0370941043826944,-0.2020960620122466,12.0,O11,H22_C23_O11,0,23,22,11,0,0,True
2830,2830,2830,474.127586037,0.0180269743485183,0.296972806832363,12.0,N2O10,H22_C22_N2_O10,0,22,22,10,2,0,True
2831,2831,2831,474.137476037,0.0224357013864616,0.2842108182621738,7.0,O13,H26_C20_O13,0,20,26,13,0,0,True
2832,2832,2832,474.152606037,0.0346148394112392,0.0182957974923452,11.0,O10,H26_C24_O10,0,24,26,10,0,0,True
2833,2833,2833,474.158456037,0.0455263432560487,-0.0309453512133317,2.0,O15,H30_C17_O15,0,17,30,15,0,0,True
2834,2834,2834,474.173846037,0.0202298450910714,0.2514837142180536,6.0,O12,H30_C21_O12,0,21,30,12,0,0,True
2835,2835,2835,474.189056037,0.0388278731698318,0.1542992168435198,10.0,O9,H30_C25_O9,0,25,30,9,0,0,True
2836,2836,2836,474.225376037,0.0276430334673191,0.0161505486460526,9.0,O8,H34_C26_O8,0,26,34,8,0,0,True
2837,2837,2837,474.261716037,0.0200249281525496,-0.0798061465709009,8.0,O7,H38_C27_O7,0,27,38,7,0,0,True
2838,2838,2838,474.282746037,0.0181235254281719,-0.2894412691835258,3.0,O9,H42_C24_O9,0,24,42,9,0,0,True
2839,2839,2839,475.147856037,0.0191563446638704,0.0204189073641146,11.0,N1O10,H25_C23_N_O10,0,23,25,10,1,0,True
2840,2840,2840,476.059006037,0.0349159979513767,-0.1782867226418057,13.0,O13,H16_C21_O13,0,21,16,13,0,0,True
2841,2841,2841,476.095416037,0.0410428924424249,-0.1268296185398609,12.0,O12,H20_C22_O12,0,22,20,12,0,0,True
2842,2842,2842,476.132016037,0.0512087726707833,0.3236686357132277,11.0,O11,H24_C23_O11,0,23,24,11,0,0,True
2843,2843,2843,476.153026037,0.0216061060623713,0.072835828291925,6.0,O13,H28_C20_O13,0,20,28,13,0,0,True
2844,2844,2844,476.168326037,0.0383959085789739,0.1650697782408541,10.0,O10,H28_C24_O10,0,24,28,10,0,0,True
2845,2845,2845,476.179666037,0.0147429633189638,0.3889729301601297,10.0,N2O9,H28_C23_N2_O9,0,23,28,9,2,0,True
2846,2846,2846,476.189596037,0.0222151163637422,0.4602641507269043,5.0,O12,H32_C21_O12,0,21,32,12,0,0,True
2847,2847,2847,476.204506037,0.042671074604839,-0.2664968482488208,9.0,O9,H32_C25_O9,0,25,32,9,0,0,True
2848,2848,2848,476.225816037,0.0190088328672958,0.1126881371094992,4.0,O11,H36_C22_O11,0,22,36,11,0,0,True
2849,2849,2849,476.240896037,0.0377994837178142,-0.2570442837644952,8.0,O8,H36_C26_O8,0,26,36,8,0,0,True
2850,2850,2850,477.054346037,0.0154401991339469,0.012895805429624,13.0,N1O13,H15_C20_N_O13,0,20,15,13,1,0,True
2851,2851,2851,477.090856037,0.0220673072255233,0.2738346341589964,12.0,N1O12,H19_C21_N_O12,0,21,19,12,1,0,True
2852,2852,2852,477.127126037,0.0206443939570468,0.0317232017059384,11.0,N1O11,H23_C22_N_O11,0,22,23,11,1,0,True
2853,2853,2853,477.135366037,0.0172827221445493,0.3128441332255552,11.0,O11,H24_C22_13C_O11,0,23,24,11,0,0,True
2854,2854,2854,478.014936037,0.0149786581517728,0.4422183996765206,22.0,O7S1,H10_C27_O7_S,0,27,10,7,0,1,True
2855,2855,2855,478.074686037,0.0358510099906792,-0.1149381082233815,12.0,O13,H18_C21_O13,0,21,18,13,0,0,True
2856,2856,2856,478.111236037,0.0579723059633383,0.2291161380328668,11.0,O12,H22_C22_O12,0,22,22,12,0,0,True
2857,2857,2857,478.122386037,0.0220252970989164,0.0547202991049394,11.0,N2O11,H22_C21_N2_O11,0,21,22,11,2,0,True
2858,2858,2858,478.147556037,0.0568290152044739,0.0920950017926159,10.0,O11,H26_C23_O11,0,23,26,11,0,0,True
2859,2859,2859,478.183926037,0.0436557426987455,0.0596569614475188,9.0,O10,H30_C24_O10,0,24,30,10,0,0,True
2860,2860,2860,478.220126037,0.0428604205503126,-0.3282609649510521,8.0,O9,H34_C25_O9,0,25,34,9,0,0,True
2861,2861,2861,478.256546037,0.0235354528331197,-0.2561156789019687,7.0,O8,H38_C26_O8,0,26,38,8,0,0,True
2862,2862,2862,478.293256037,0.0206398549458231,0.4223413093892346,6.0,O7,H42_C27_O7,0,27,42,7,0,0,True
2863,2863,2863,479.114336037,0.0161919091518117,-0.3032616415094861,11.0,O12,H22_C21_13C_O12,0,22,22,12,0,0,True
2864,2864,2864,479.142926037,0.0156078452075808,0.3444942856049154,10.0,N1O11,H25_C22_N_O11,0,22,25,11,1,0,True
2865,2865,2865,479.179156037,0.0215856076935026,0.0199382629854689,9.0,N1O10,H29_C23_N_O10,0,23,29,10,1,0,True
2866,2866,2866,480.032716037,0.0151243980348751,-0.3334918530241143,17.0,O12,H12_C23_O12,0,23,12,12,0,0,True
2867,2867,2867,480.053856037,0.0232769779894364,-0.3114546380479125,12.0,O14,H16_C20_O14,0,20,16,14,0,0,True
2868,2868,2868,480.087796037,0.0183743118664802,-0.1950122472821987,15.0,O8S1,H20_C25_O8_S,0,25,20,8,0,1,True
2869,2869,2869,480.090306037,0.0372208690143306,-0.1770979312178741,11.0,O13,H20_C21_O13,0,21,20,13,0,0,True
2870,2870,2870,480.124326037,0.0173552917103576,0.1059496411747796,14.0,O7S1,H24_C26_O7_S,0,26,24,7,0,1,True
2871,2871,2871,480.126846037,0.0559494118703638,0.1446888475661835,10.0,O12,H24_C22_O12,0,22,24,12,0,0,True
2872,2872,2872,480.138106037,0.019011296555206,0.2001278357246648,10.0,N2O11,H24_C21_N2_O11,0,21,24,11,2,0,True
2873,2873,2873,480.142106037,0.0184054538525768,0.1528484987174811,14.0,O9,H24_C26_O9,0,26,24,9,0,0,True
2874,2874,2874,480.163286037,0.0484058725581576,0.2581642612987599,9.0,O11,H28_C23_O11,0,23,28,11,0,0,True
2875,2875,2875,480.199516037,0.044752186978135,-0.065695609717003,8.0,O10,H32_C24_O10,0,24,32,10,0,0,True
2876,2876,2876,480.235886037,0.0357421768806555,-0.0979830982022551,7.0,O9,H36_C25_O9,0,25,36,9,0,0,True
2877,2877,2877,480.272236037,0.0274281161404326,-0.1719087505791014,6.0,O8,H40_C26_O8,0,26,40,8,0,0,True
2878,2878,2878,481.121756037,0.0165799096566856,-0.0012948904112135,23.0,O2S1,H20_C32_13C_O2_S,0,33,20,2,0,1,True
2879,2879,2879,481.158516037,0.0170925994698823,0.218198361939129,9.0,N1O11,H27_C22_N_O11,0,22,27,11,1,0,True
2880,2880,2880,482.009776037,0.0169539168996854,0.28370171489105,21.0,O8S1,H10_C26_O8_S,0,26,10,8,0,1,True
2881,2881,2881,482.048506037,0.0253612883024583,-0.0418235919342603,16.0,O12,H14_C23_O12,0,23,14,12,0,0,True
2882,2882,2882,482.069556037,0.0237084328517612,-0.2065863706888889,11.0,O14,H18_C20_O14,0,20,18,14,0,0,True
2883,2883,2883,482.084836037,0.0144436313060701,-0.1569619998356612,15.0,O11,H18_C24_O11,0,24,18,11,0,0,True
2884,2884,2884,482.106036037,0.0363039219969707,-0.0105723629321096,10.0,O13,H22_C21_O13,0,21,22,13,0,0,True
2885,2885,2885,482.121186037,0.0207569286671327,-0.2305996983427879,14.0,O10,H22_C25_O10,0,25,22,10,0,0,True
2886,2886,2886,482.142416037,0.0406785093595867,-0.021995575678883,9.0,O12,H26_C22_O12,0,22,26,12,0,0,True
2887,2887,2887,482.157646037,0.0171529537554856,-0.0760850736253701,13.0,O9,H26_C26_O9,0,26,26,9,0,0,True
2888,2888,2888,482.178856037,0.0444192857004155,0.0910180930881347,8.0,O11,H30_C23_O11,0,23,30,11,0,0,True
2889,2889,2889,482.194196037,0.0155653678298186,0.2650529621944555,12.0,O8,H30_C27_O8,0,27,30,8,0,0,True
2890,2890,2890,482.200146037,0.0175879767175424,0.4240127293849407,3.0,O13,H34_C20_O13,0,20,34,13,0,0,True
2891,2891,2891,482.215246037,0.0468303016622004,0.1003265666481899,7.0,O10,H34_C24_O10,0,24,34,10,0,0,True
2892,2892,2892,482.230466037,0.0166435164957862,0.0255044026810738,11.0,O7,H34_C28_O7,0,28,34,7,0,0,True
2893,2893,2893,482.251656037,0.029916295293021,0.1511057536394925,6.0,O9,H38_C25_O9,0,25,38,9,0,0,True
2894,2894,2894,483.137666037,0.0206836794632801,-0.0198245772935685,9.0,N1O12,H25_C21_N_O12,0,21,25,12,1,0,True
2895,2895,2895,484.025296037,0.0179569352207852,0.0137864696008935,20.0,O8S1,H12_C26_O8_S,0,26,12,8,0,1,True
2896,2896,2896,484.027836037,0.0201131354615713,0.0935338768585656,16.0,O13,H12_C22_O13,0,22,12,13,0,0,True
2897,2897,2897,484.064186037,0.0230740756922598,0.0201729446163946,15.0,O12,H16_C23_O12,0,23,16,12,0,0,True
2898,2898,2898,484.085416037,0.0240652064157831,0.2279287835750164,10.0,O14,H20_C20_O14,0,20,20,14,0,0,True
2899,2899,2899,484.100436037,0.0261344372596994,-0.2597456863325865,14.0,O11,H20_C24_O11,0,24,20,11,0,0,True
2900,2900,2900,484.121686037,0.0400596625111654,-0.0106811987363306,9.0,O13,H24_C21_O13,0,21,24,13,0,0,True
2901,2901,2901,484.136896037,0.0263643915783137,-0.1058605539500598,13.0,O10,H24_C25_O10,0,25,24,10,0,0,True
2902,2902,2902,484.142736037,0.0243635432443978,-0.1747397899279504,4.0,O15,H28_C18_O15,0,18,28,15,0,0,True
2903,2903,2903,484.157996037,0.0332617710881976,-0.1666377518647884,8.0,O12,H28_C22_O12,0,22,28,12,0,0,True
2904,2904,2904,484.173296037,0.0237981208008077,-0.0759211634656861,12.0,O9,H28_C26_O9,0,26,28,9,0,0,True
2905,2905,2905,484.194436037,0.0324664489397646,-0.0540836449105229,7.0,O11,H32_C23_O11,0,23,32,11,0,0,True
2906,2906,2906,484.209536037,0.0247053890442347,-0.3764217480074772,11.0,O8,H32_C27_O8,0,27,32,8,0,0,True
2907,2907,2907,484.230916037,0.0328393214299584,0.1410587339519681,6.0,O10,H36_C24_O10,0,24,36,10,0,0,True
2908,2908,2908,484.246156037,0.0174818500233018,0.1078480424455192,10.0,O7,H36_C28_O7,0,28,36,7,0,0,True
2909,2909,2909,484.267396037,0.0178267481261408,0.3361717127879626,5.0,O9,H40_C25_O9,0,25,40,9,0,0,True
2910,2910,2910,485.095836037,0.0218294824556293,0.052121659642378,14.0,N1O11,H19_C23_N_O11,0,23,19,11,1,0,True
2911,2911,2911,486.040856037,0.0200161899491242,-0.1715925707635311,19.0,O8S1,H14_C26_O8_S,0,26,14,8,0,1,True
2912,2912,2912,486.043216037,0.0185683667326886,-0.4625123704731413,15.0,O13,H14_C22_O13,0,22,14,13,0,0,True
2913,2913,2913,486.077296037,0.0165333787234455,-0.0594740799772887,18.0,O7S1,H18_C27_O7_S,0,27,18,7,0,1,True
2914,2914,2914,486.079766037,0.0235643313818012,-0.1240722288916058,14.0,O12,H18_C23_O12,0,23,18,12,0,0,True
2915,2915,2915,486.116356037,0.0300640498174686,0.2966018284329082,13.0,O11,H22_C24_O11,0,24,22,11,0,0,True
2916,2916,2916,486.127676037,0.0189910105732261,0.4747785641495533,13.0,N2O10,H22_C23_N2_O10,0,23,22,10,2,0,True
2917,2917,2917,486.152646037,0.0312944313371393,0.1001228738956872,12.0,O10,H26_C25_O10,0,25,26,10,0,0,True
2918,2918,2918,486.158616037,0.0772954471532875,0.2989291874034097,3.0,O15,H30_C18_O15,0,18,30,15,0,0,True
2919,2919,2919,486.173766037,0.0280694759990679,0.080726280929991,7.0,O12,H30_C22_O12,0,22,30,12,0,0,True
2920,2920,2920,486.188976037,0.0297099462600489,-0.0140542060390033,11.0,O9,H30_C26_O9,0,26,30,9,0,0,True
2921,2921,2921,486.209986037,0.0278209651345683,-0.259684094562462,6.0,O11,H34_C23_O11,0,23,34,11,0,0,True
2922,2922,2922,486.225366037,0.0217189987960697,-0.0048146397399104,10.0,O8,H34_C27_O8,0,27,34,8,0,0,True
2923,2923,2923,486.246336037,0.0293496106644918,-0.3326893962965189,5.0,O10,H38_C24_O10,0,24,38,10,0,0,True
2924,2924,2924,486.282996037,0.0150423014000543,0.2318053498640416,4.0,O9,H42_C25_O9,0,25,42,9,0,0,True
2925,2925,2925,486.355506037,0.035538722377568,-0.304906592306391,2.0,O7,H50_C27_O7,0,27,50,7,0,0,True
2926,2926,2926,488.022736037,0.0215036142180278,0.0627696166371159,15.0,O14,H12_C21_O14,0,21,12,14,0,0,True
2927,2927,2927,488.056756037,0.0180611929104042,0.3412000714965678,18.0,O8S1,H16_C26_O8_S,0,26,16,8,0,1,True
2928,2928,2928,488.059266037,0.0296313509747951,0.3588191274809483,14.0,O13,H16_C22_O13,0,22,16,13,0,0,True
2929,2929,2929,488.095436037,0.0320237193677424,-0.0827358688826986,13.0,O12,H20_C23_O12,0,23,20,12,0,0,True
2930,2930,2930,488.116476037,0.0197141393840537,-0.2659426721653826,8.0,O14,H24_C20_O14,0,20,24,14,0,0,True
2931,2931,2931,488.131746037,0.0408598331488601,-0.2374174613539019,12.0,O11,H24_C24_O11,0,24,24,11,0,0,True
2932,2932,2932,488.137686037,0.06255854596295,-0.1008711299537548,3.0,O16,H28_C17_O16,0,17,28,16,0,0,True
2933,2933,2933,488.152916037,0.023330632985747,-0.154293864662018,7.0,O13,H28_C21_O13,0,21,28,13,0,0,True
2934,2934,2934,488.168176037,0.04028820293992,-0.146259021957812,11.0,O10,H28_C25_O10,0,25,28,10,0,0,True
2935,2935,2935,488.204646037,0.0425997914967571,0.0268186714590486,10.0,O9,H32_C26_O9,0,26,32,9,0,0,True
2936,2936,2936,488.225856037,0.0293332811468406,0.191847684530283,5.0,O11,H36_C23_O11,0,23,36,11,0,0,True
2937,2937,2937,488.241136037,0.0282955891490931,0.2408338653161598,9.0,O8,H36_C27_O8,0,27,36,8,0,0,True
2938,2938,2938,488.262156037,0.0182074485902365,0.0167061892204175,4.0,O10,H40_C24_O10,0,24,40,10,0,0,True
2939,2939,2939,488.277516037,0.0213237043186143,0.2295354512585287,8.0,O7,H40_C28_O7,0,28,40,7,0,0,True
2940,2940,2940,489.127236037,0.0190566138490815,0.2558352732082871,12.0,N1O11,H23_C23_N_O11,0,23,23,11,1,0,True
2941,2941,2941,490.038236037,0.0210211925705852,-0.2437381232679185,14.0,O14,H14_C21_O14,0,21,14,14,0,0,True
2942,2942,2942,490.074666037,0.03172767024933,-0.1529338388678707,13.0,O13,H18_C22_O13,0,22,18,13,0,0,True
2943,2943,2943,490.111056037,0.0385629235601382,-0.1437572141691375,12.0,O12,H22_C23_O12,0,23,22,12,0,0,True
2944,2944,2944,490.132226037,0.0186103283137209,-0.0609733422108436,7.0,O14,H26_C20_O14,0,20,26,14,0,0,True
2945,2945,2945,490.147576037,0.0411976314614159,0.1306443266627046,11.0,O11,H26_C24_O11,0,24,26,11,0,0,True
2946,2946,2946,490.183906037,0.0434346479474931,0.0173955120293578,10.0,O10,H30_C25_O10,0,25,30,10,0,0,True
2947,2947,2947,490.205216037,0.0169016029748728,0.385754769276783,5.0,O12,H34_C22_O12,0,22,34,12,0,0,True
2948,2948,2948,490.220246037,0.0390601516078294,-0.0754375208890943,9.0,O9,H34_C26_O9,0,26,34,9,0,0,True
2949,2949,2949,490.241386037,0.0218789200551477,-0.0538693810742672,4.0,O11,H38_C23_O11,0,23,38,11,0,0,True
2950,2950,2950,490.256546037,0.0262286217425919,-0.249846740380561,8.0,O8,H38_C27_O8,0,27,38,8,0,0,True
2951,2951,2951,491.070196037,0.0149886706765311,0.4196507988861476,13.0,N1O13,H17_C21_N_O13,0,21,17,13,1,0,True
2952,2952,2952,491.117446037,0.0149700777214649,0.2159788882692483,25.0,N2O1S1,H18_C32_13C_N2_O_S,0,33,18,1,2,1,True
2953,2953,2953,492.054106037,0.0234715911297526,0.204215347023288,13.0,O14,H16_C21_O14,0,21,16,14,0,0,True
2954,2954,2954,492.090376037,0.0387265888966561,-0.0305289449553915,12.0,O13,H20_C22_O13,0,22,20,13,0,0,True
2955,2955,2955,492.126916037,0.0401558070216319,0.283400471479173,11.0,O12,H24_C23_O12,0,23,24,12,0,0,True
2956,2956,2956,492.163306037,0.0557401379665229,0.292506569024983,10.0,O11,H28_C24_O11,0,24,28,11,0,0,True
2957,2957,2957,492.199566037,0.0365642901180628,0.0374908904210641,9.0,O10,H32_C25_O10,0,25,32,10,0,0,True
2958,2958,2958,492.235846037,0.0294308456153637,-0.1768562787439971,8.0,O9,H36_C26_O9,0,26,36,9,0,0,True
2959,2959,2959,492.272246037,0.0267340782651753,-0.147404206894699,7.0,O8,H40_C27_O8,0,27,40,8,0,0,True
2960,2960,2960,493.158156037,0.0195238285952852,0.0281228240329289,23.0,O1S1,H24_C34_13C_O_S,0,35,24,1,0,1,True
2961,2961,2961,494.009506037,0.0149109067342421,-0.2697377243070873,22.0,O8S1,H10_C27_O8_S,0,27,10,8,0,1,True
2962,2962,2962,494.069656037,0.0227341838518,0.0008318665706982,12.0,O14,H18_C21_O14,0,21,18,14,0,0,True
2963,2963,2963,494.142526037,0.0359821497922249,0.2011464198471151,10.0,O12,H26_C23_O12,0,23,26,12,0,0,True
2964,2964,2964,494.178736037,0.0431529501145675,-0.1540191724713171,9.0,O11,H30_C24_O11,0,24,30,11,0,0,True
2965,2965,2965,494.215066037,0.0356839586003339,-0.2663233256635132,8.0,O10,H34_C25_O10,0,25,34,10,0,0,True
2966,2966,2966,494.251516037,0.0233060325158258,-0.1358195126976707,7.0,O9,H38_C26_O9,0,26,38,9,0,0,True
2967,2967,2967,494.288056037,0.0195591272962056,0.1767451164704296,6.0,O8,H42_C27_O8,0,27,42,8,0,0,True
2968,2968,2968,496.085296037,0.0199398945104664,-0.0194785051916753,11.0,O14,H20_C21_O14,0,21,20,14,0,0,True
2969,2969,2969,496.100656037,0.0152981729873004,0.1899957173078658,15.0,O11,H20_C25_O11,0,25,20,11,0,0,True
2970,2970,2970,496.121746037,0.0367421368305565,0.1105152121612175,10.0,O13,H24_C22_O13,0,22,24,13,0,0,True
2971,2971,2971,496.158076037,0.0465475965086022,-0.0013685154275773,9.0,O12,H28_C23_O12,0,23,28,12,0,0,True
2972,2972,2972,496.194516037,0.0377612722824187,0.1084514203261789,8.0,O11,H32_C24_O11,0,24,32,11,0,0,True
2973,2973,2973,496.230696037,0.0251596481902209,-0.3056945111777122,7.0,O10,H36_C25_O10,0,25,36,10,0,0,True
2974,2974,2974,496.267216037,0.0234633080410889,-0.0346647924167602,6.0,O9,H40_C26_O9,0,26,40,9,0,0,True
2975,2975,2975,498.040826037,0.0184721069264825,-0.2276941849666199,20.0,O8S1,H14_C27_O8_S,0,27,14,8,0,1,True
2976,2976,2976,498.043436037,0.0165768876946677,-0.0096397214405166,16.0,O13,H14_C23_O13,0,23,14,13,0,0,True
2977,2977,2977,498.077416037,0.015480176414618,0.1828852244022055,19.0,O7S1,H18_C28_O7_S,0,28,18,7,0,1,True
2978,2978,2978,498.079706037,0.0172759743096819,-0.2415456774330583,15.0,O12,H18_C24_O12,0,24,18,12,0,0,True
2979,2979,2979,498.100946037,0.0252234916889976,-0.0195482464048068,10.0,O14,H22_C21_O14,0,21,22,14,0,0,True
2980,2980,2980,498.116396037,0.0196434813002446,0.369758958969767,14.0,O11,H22_C25_O11,0,25,22,11,0,0,True
2981,2981,2981,498.122286037,0.0157567344848343,0.4031841289108511,5.0,O16,H26_C18_O16,0,18,26,16,0,0,True
2982,2982,2982,498.137356037,0.0380985851392287,0.0296203444153973,9.0,O13,H26_C22_O13,0,22,26,13,0,0,True
2983,2983,2983,498.152666037,0.0202462534952813,0.1378593446581388,13.0,O10,H26_C26_O10,0,26,26,10,0,0,True
2984,2984,2984,498.173746037,0.0344759505223503,0.0386351150871704,8.0,O12,H30_C23_O12,0,23,30,12,0,0,True
2985,2985,2985,498.188956037,0.0145015947221251,-0.053861089701618,12.0,O9,H30_C27_O9,0,27,30,9,0,0,True
2986,2986,2986,498.194896037,0.0151820155637112,0.0799265514579068,3.0,O14,H34_C20_O14,0,20,34,14,0,0,True
2987,2987,2987,498.209966037,0.0358243888112159,-0.2935730113169428,7.0,O11,H34_C24_O11,0,24,34,11,0,0,True
2988,2988,2988,498.225356037,0.0256461415977319,-0.0247699155651837,11.0,O8,H34_C28_O8,0,28,34,8,0,0,True
2989,2989,2989,498.246416037,0.026149480319624,-0.1641135737865066,6.0,O10,H38_C25_O10,0,25,38,10,0,0,True
2990,2990,2990,498.283056037,0.0187612625733038,0.3466363103374529,5.0,O9,H42_C26_O9,0,26,42,9,0,0,True
2991,2991,2991,499.147816037,0.0263118227892345,-0.0606994541147575,13.0,N1O10,H25_C25_N_O10,0,25,25,10,1,0,True
2992,2992,2992,500.056686037,0.017954987329605,0.193028116122955,19.0,O8S1,H16_C27_O8_S,0,27,16,8,0,1,True
2993,2993,2993,500.095466037,0.0247032469707561,-0.0207620358956262,14.0,O12,H20_C24_O12,0,24,20,12,0,0,True
2994,2994,2994,500.116706037,0.0202199842712338,0.2003312403147317,9.0,O14,H24_C21_O14,0,21,24,14,0,0,True
2995,2995,2995,500.131876037,0.0254862203386539,0.0282105595313947,13.0,O11,H24_C25_O11,0,25,24,11,0,0,True
2996,2996,2996,500.137856037,0.0190859778535088,0.2414554279471325,4.0,O16,H28_C18_O16,0,18,28,16,0,0,True
2997,2997,2997,500.153096037,0.0250264148607712,0.2092979147152268,8.0,O13,H28_C22_O13,0,22,28,13,0,0,True
2998,2998,2998,500.168266037,0.0260019988640335,0.0371894845897098,12.0,O10,H28_C26_O10,0,26,28,10,0,0,True
2999,2999,2999,500.174126037,0.0235226853470037,0.010502342504322,3.0,O15,H32_C19_O15,0,19,32,15,0,0,True
3000,3000,3000,500.204666037,0.0193035166414229,0.0661589190588394,11.0,O9,H32_C27_O9,0,27,32,9,0,0,True
3001,3001,3001,500.225876037,0.0251258968794904,0.2272273496032712,6.0,O11,H36_C24_O11,0,24,36,11,0,0,True
3002,3002,3002,500.241216037,0.0194775343217212,0.3949794492921643,10.0,O8,H36_C28_O8,0,28,36,8,0,0,True
3003,3003,3003,500.262216037,0.0256727445726047,0.1362425498972395,5.0,O10,H40_C25_O10,0,25,40,10,0,0,True
3004,3004,3004,500.298456037,0.0155815092333682,-0.1546097116280194,4.0,O9,H44_C26_O9,0,26,44,9,0,0,True
3005,3005,3005,500.371296037,0.0200617439026758,-0.0167215827268539,2.0,O7,H52_C28_O7,0,28,52,7,0,0,True
3006,3006,3006,501.127326037,0.0202674193658006,0.4293040688214267,13.0,N1O11,H23_C24_N_O11,0,24,23,11,1,0,True
