,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
24,24,181.081996037,0.00037187155674484496,-0.0174893145524676,4.0,O3,H12_C9_13C_O3,0,10,12,3,0,0,True
25,25,182.021526037,0.0061850700456477,0.0143664328335577,5.0,O5,H6_C8_O5,0,8,6,5,0,0,True
26,26,182.057906037,0.0052662128128443,-0.0158905485078866,4.0,O4,H10_C9_O4,0,9,10,4,0,0,True
27,27,182.079036037,0.0006670077128915473,-0.0127472115019251,-1.0,O6,H14_C6_O6,0,6,14,6,0,0,True
28,28,182.094296037,0.0068589642688493,0.0087811646803398,3.0,O3,H14_C10_O3,0,10,14,3,0,0,True
29,29,182.130676037,0.0015278215016527,-0.0214626118971408,2.0,O2,H18_C11_O2,0,11,18,2,0,0,True
30,30,182.167066037,0.00035219581300173145,0.0032003589602411,1.0,O1,H22_C12_O,0,12,22,1,0,0,True
31,31,183.016776037,0.0006817645206988824,0.0198998150588706,5.0,N1O5,H5_C7_N_O5,0,7,5,5,1,0,True
32,32,183.024876037,0.0004771367857705022,-0.012156817428791,5.0,O5,H6_C7_13C_O5,0,8,6,5,0,0,True
33,33,183.053156037,0.0013163072564142,-0.0101937602790718,4.0,N1O4,H9_C8_N_O4,0,8,9,4,1,0,True
34,34,183.061256037,0.000631591374153943,-0.0422426907009936,4.0,O4,H10_C8_13C_O4,0,9,10,4,0,0,True
35,35,183.089546037,0.0003364552180072407,0.0143427085480745,3.0,N1O3,H13_C9_N_O3,0,9,13,3,1,0,True
36,36,183.097646037,0.0008293325987722336,-0.0177009374147353,3.0,O3,H14_C9_13C_O3,0,10,14,3,0,0,True
37,37,184.000786037,0.0004004013851723596,-0.0106032157361748,5.0,O6,H4_C7_O6,0,7,4,6,0,0,True
38,38,184.037176037,0.003905635133008,0.0138069930736883,4.0,O5,H8_C8_O5,0,8,8,5,0,0,True
39,39,184.073556037,0.0077207618447977,-0.0161185564305448,3.0,O4,H12_C9_O4,0,9,12,4,0,0,True
40,40,184.109946037,0.0207195419486856,0.0082830939905699,2.0,O3,H16_C10_O3,0,10,16,3,0,0,True
41,41,184.146326037,0.0062244215331339,-0.0216295383855442,1.0,O2,H20_C11_O2,0,11,20,2,0,0,True
42,42,185.032426037,0.0006335589485282544,0.0192831066825393,4.0,N1O5,H7_C7_N_O5,0,7,7,5,1,0,True
43,43,185.040526037,0.00032956870769715096,-0.0124243052965366,4.0,O5,H8_C7_13C_O5,0,8,8,5,0,0,True
44,44,185.068806037,0.0006522509050842122,-0.0104825877776996,3.0,N1O4,H11_C8_N_O4,0,8,11,4,1,0,True
45,45,185.076916037,0.0008145757909648985,0.0118491276341713,3.0,O4,H12_C8_13C_O4,0,9,12,4,0,0,True
46,46,185.113296037,0.0023689595466708,-0.0179079518191493,2.0,O3,H16_C9_13C_O3,0,10,16,3,0,0,True
47,47,185.149676037,0.0006561860538328349,-0.0476533375081294,1.0,O2,H20_C10_13C_O2,0,11,20,2,0,0,True
48,48,186.016436037,0.000831300173146545,-0.010886134738965,4.0,O6,H6_C7_O6,0,7,6,6,0,0,True
49,49,186.052826037,0.0051235636707067,0.0132596749759942,3.0,O5,H10_C8_O5,0,8,10,5,0,0,True
50,50,186.068076037,0.0005814182276090037,-0.019417624426654,7.0,O2,H10_C12_O2,0,12,10,2,0,0,True
51,51,186.089206037,0.021461317487801,-0.016341624804156,2.0,O4,H14_C9_O4,0,9,14,4,0,0,True
52,52,186.125596037,0.0242867542893121,0.007795811181866,1.0,O3,H18_C10_O3,0,10,18,3,0,0,True
53,53,186.161976037,0.0436417834094128,-0.0217928499618762,0.0,O2,H22_C11_O2,0,11,22,2,0,0,True
54,54,187.056176037,0.0004604124035888557,-0.0126860286103264,3.0,O5,H10_C7_13C_O5,0,8,10,5,0,0,True
55,55,187.084456037,0.0003492444514402644,-0.0107651916149935,2.0,N1O4,H13_C8_N_O4,0,8,13,4,1,0,True
56,56,187.092566037,0.00208562883677,0.0113259443275472,2.0,O4,H14_C8_13C_O4,0,9,14,4,0,0,True
57,57,187.128946037,0.0028146151424523,-0.0181105065331402,1.0,O3,H18_C9_13C_O3,0,10,18,3,0,0,True
58,58,187.165336037,0.0052652290256571,0.0058931851997203,0.0,O2,H22_C10_13C_O2,0,11,22,2,0,0,True
59,59,188.010956037,0.0005056666141980168,-0.0142066189151144,8.0,O4,H4_C10_O4,0,10,4,4,0,0,True
60,60,188.032086037,0.0018160711474893,-0.0111629884230292,3.0,O6,H8_C7_O6,0,7,8,6,0,0,True
61,61,188.047336037,0.0010073980796474,-0.0434943677662653,7.0,O3,H8_C11_O3,0,11,8,3,0,0,True
62,62,188.068466037,0.0060837399653706,-0.0404480354769749,2.0,O5,H12_C8_O5,0,8,12,5,0,0,True
63,63,188.083726037,0.0006512671178970565,-0.0196029719357951,6.0,O2,H12_C12_O2,0,12,12,2,0,0,True
64,64,188.104856037,0.0166240358885565,-0.0165599127211018,1.0,O4,H16_C9_O4,0,9,16,4,0,0,True
65,65,188.141246037,0.0056341492208405,0.0073189692244182,0.0,O3,H20_C10_O3,0,10,20,3,0,0,True
66,66,189.042596037,0.0008204785140878326,0.0150653877378698,7.0,N1O3,H7_C10_N_O3,0,10,7,3,1,0,True
67,67,189.071826037,0.0006050291201007398,-0.012942171433153,2.0,O5,H12_C7_13C_O5,0,8,12,5,0,0,True
68,68,189.108206037,0.0015750432866362,-0.0420658636008169,1.0,O4,H16_C8_13C_O4,0,9,16,4,0,0,True
69,69,189.144596037,0.0006119156304108295,-0.0183087441329464,0.0,O3,H20_C9_13C_O3,0,10,20,3,0,0,True
70,70,190.026606037,0.0026572091925074,-0.0144453455562744,7.0,O4,H6_C10_O4,0,10,6,4,0,0,True
71,71,190.047736037,0.0017580277034471,-0.0114339694759332,2.0,O6,H10_C7_O6,0,7,10,6,0,0,True
72,72,190.062996037,0.001921336376515,0.0091916892573137,6.0,O3,H10_C11_O3,0,11,10,3,0,0,True
73,73,190.084116037,0.0026404848103258,-0.0404084263310982,1.0,O5,H14_C8_O5,0,8,14,5,0,0,True
74,74,190.099376037,0.0006650401385172359,-0.0197843890638508,5.0,O2,H14_C12_O2,0,12,14,2,0,0,True
75,75,190.120506037,0.000985754761529986,-0.0167735720785202,0.0,O4,H18_C9_O4,0,9,18,4,0,0,True
76,76,191.021856037,0.0007112781363135528,-0.0089937353609574,7.0,N1O4,H5_C9_N_O4,0,9,5,4,1,0,True
77,77,191.029966037,0.00036006611049897686,0.0126419957121094,7.0,O4,H6_C9_13C_O4,0,10,6,4,0,0,True
78,78,191.058246037,0.0004377852982842752,0.0145191325293831,6.0,N1O3,H9_C10_N_O3,0,10,9,3,1,0,True
79,79,192.005876037,0.006502833307099,0.0140047797930964,7.0,O5,H4_C9_O5,0,9,4,5,0,0,True
80,80,192.042256037,0.0047093892649142,-0.0146790610592264,6.0,O4,H8_C10_O4,0,10,8,4,0,0,True
81,81,192.063386037,0.0006424130332126554,-0.0116992626444215,1.0,O6,H12_C7_O6,0,7,12,6,0,0,True
82,82,192.078646037,0.0024338895010231,0.0087099740059464,5.0,O3,H12_C11_O3,0,11,12,3,0,0,True
83,83,192.115026037,0.0026847552337478,-0.0199619992263343,4.0,O2,H16_C12_O2,0,12,16,2,0,0,True
84,84,193.009226037,0.0006797969463245711,-0.0111445450679651,7.0,O5,H4_C8_13C_O5,0,9,4,5,0,0,True
85,85,193.037506037,0.0006611049897686132,-0.0092831701100547,6.0,N1O4,H7_C9_N_O4,0,9,7,4,1,0,True
86,86,193.045606037,0.0005735479301117582,-0.0396745627217758,6.0,O4,H8_C9_13C_O4,0,10,8,4,0,0,True
87,87,193.073896037,0.0004682827010861011,0.013984282894965,5.0,N1O3,H11_C10_N_O3,0,10,11,3,1,0,True
88,88,193.081996037,0.0003551471745631985,-0.0164023576773631,5.0,O3,H12_C10_13C_O3,0,11,12,3,0,0,True
89,89,193.118386037,0.0003187470486384385,0.0068610763930214,4.0,O2,H16_C11_13C_O2,0,12,16,2,0,0,True
90,90,194.021526037,0.0052416181331654,0.0134778860958632,6.0,O5,H6_C9_O5,0,9,6,5,0,0,True
91,91,194.057906037,0.0059637179285376,-0.014907921280845,5.0,O4,H10_C10_O4,0,10,10,4,0,0,True
92,92,194.079036037,0.0003699039823705337,-0.0119590452932165,0.0,O6,H14_C7_O6,0,7,14,6,0,0,True
93,93,194.094296037,0.0026473713206359,0.0082382637382946,4.0,O3,H14_C11_O3,0,11,14,3,0,0,True
94,94,194.130676037,0.0006247048638438533,-0.020135921298708,3.0,O2,H18_C12_O2,0,12,18,2,0,0,True
95,95,195.024876037,0.0005400991657484652,-0.0114088010110402,6.0,O5,H6_C8_13C_O5,0,9,6,5,0,0,True
96,96,195.053156037,0.0011333228396033,-0.0095666229087558,5.0,N1O4,H9_C9_N_O4,0,9,9,4,1,0,True
97,97,195.061256037,0.0006532346922713679,-0.0396439568534284,5.0,O4,H10_C9_13C_O4,0,10,10,4,0,0,True
98,98,195.089546037,0.0020502124980324,0.0134604854557913,4.0,N1O3,H13_C10_N_O3,0,10,13,3,1,0,True
99,99,196.000796037,0.0004495907445301433,0.0410661596072223,6.0,O6,H4_C8_O6,0,8,4,6,0,0,True
100,100,196.037176037,0.0055042893121359,0.0129618272728252,5.0,O5,H8_C9_O5,0,9,8,5,0,0,True
101,101,196.073556037,0.0043050527309932,-0.0151320761039894,4.0,O4,H12_C10_O4,0,10,12,4,0,0,True
102,102,196.109946037,0.0022548402329608,0.0077762501007241,3.0,O3,H16_C11_O3,0,11,16,3,0,0,True
103,103,196.146326037,0.0026031008972139,-0.0203062688353535,2.0,O2,H20_C12_O2,0,12,20,2,0,0,True
104,104,197.032426037,0.0015779946481977,0.0181086945066114,5.0,N1O5,H7_C8_N_O5,0,8,7,5,1,0,True
105,105,197.040526037,0.0004889422320163702,-0.0116676504775658,5.0,O5,H8_C8_13C_O5,0,9,8,5,0,0,True
106,106,197.068806037,0.0019252715252636,-0.0098442773099816,4.0,N1O4,H11_C9_N_O4,0,9,11,4,1,0,True
107,107,197.076916037,0.0005942074610420274,0.0111276350592451,4.0,O4,H12_C9_13C_O4,0,10,12,4,0,0,True
108,108,197.113296037,0.0003797418542420904,-0.0168177391031615,3.0,O3,H16_C10_13C_O3,0,11,16,3,0,0,True
109,109,197.149686037,0.00034137415394301906,0.0059700830628827,2.0,O2,H20_C11_13C_O2,0,12,20,2,0,0,True
110,110,198.016436037,0.0028195340783881,-0.0102264237600078,5.0,O6,H6_C8_O6,0,8,6,6,0,0,True
111,111,198.027666037,0.00045647725484023296,-0.0272941660333823,5.0,N2O5,H6_C7_N2_O5,0,7,6,5,2,0,True
112,112,198.052826037,0.0053458995750039,0.0124562726570482,4.0,O5,H10_C9_O5,0,9,10,5,0,0,True
113,113,198.068076037,0.0004427042342200536,-0.0182412031790607,8.0,O2,H10_C13_O2,0,13,10,2,0,0,True
114,114,198.089206037,0.0088294900047221,-0.0153516693110069,3.0,O4,H14_C10_O4,0,10,14,4,0,0,True
115,115,198.104466037,0.0016507949000472,0.004437053056539,7.0,O1,H14_C14_O,0,14,14,1,0,0,True
116,116,198.125596037,0.0058033606170313,0.0073236372878633,2.0,O3,H18_C11_O3,0,11,18,3,0,0,True
117,117,198.161976037,0.0052002990713048,-0.0204731507704749,1.0,O2,H22_C12_O2,0,12,22,2,0,0,True
118,118,199.048066037,0.0010821659058712,-0.0326855725601093,4.0,N1O5,H9_C8_N_O5,0,8,9,5,1,0,True
119,119,199.056176037,0.0005676452069888242,-0.0119212578488524,4.0,O5,H10_C8_13C_O5,0,9,10,5,0,0,True
120,120,199.084456037,0.0004427042342200536,-0.010116309575817,3.0,N1O4,H13_C9_N_O4,0,9,13,4,1,0,True
121,121,199.092566037,0.000972965528096962,0.0106432904936336,3.0,O4,H14_C9_13C_O4,0,10,14,4,0,0,True
122,122,199.128946037,0.0007722729419172045,-0.0170191228708307,2.0,O3,H18_C10_13C_O3,0,11,18,3,0,0,True
123,123,199.165336037,0.0006188021407209193,0.0055381122547802,1.0,O2,H22_C11_13C_O2,0,12,22,2,0,0,True
124,124,199.995706037,0.0003758067054934677,0.0170453658967858,5.0,O7,H4_C7_O7,0,7,4,7,0,0,True
125,125,200.032086037,0.001877065953093,-0.0104933165532294,4.0,O6,H8_C8_O6,0,8,8,6,0,0,True
126,126,200.047346037,0.0006778293719502598,0.0091028450002824,8.0,O3,H8_C12_O3,0,12,8,3,0,0,True
127,127,200.068476037,0.0065254604124035,0.0119609049072116,3.0,O5,H12_C9_O5,0,9,12,5,0,0,True
128,128,200.083736037,0.0005155044860695734,0.0315517898912265,7.0,O2,H12_C13_O2,0,13,12,2,0,0,True
129,129,200.104856037,0.0149860302219423,-0.015566838606916,2.0,O4,H16_C10_O4,0,10,16,4,0,0,True
130,130,200.141246037,0.012924012277664,0.0068801409847021,1.0,O3,H20_C11_O3,0,11,20,3,0,0,True
131,131,200.177626037,0.196221273414135,-0.0206366719346731,0.0,O2,H24_C12_O2,0,12,24,2,0,0,True
132,132,201.063726037,0.0004574610420273887,0.0170095326510385,3.0,N1O5,H11_C8_N_O5,0,8,11,5,1,0,True
133,133,201.071826037,0.000650283330709901,-0.0121697804907778,3.0,O5,H12_C8_13C_O5,0,9,12,5,0,0,True
134,134,201.108216037,0.0016980166850306,0.0101686548215015,2.0,O4,H16_C9_13C_O4,0,10,16,4,0,0,True
135,135,201.144596037,0.0016311191563041,-0.0172164705450696,1.0,O3,H20_C10_13C_O3,0,11,20,3,0,0,True
136,136,201.180986037,0.0252361089249173,0.0051147973537443,0.0,O2,H24_C11_13C_O2,0,12,24,2,0,0,True
137,137,202.026606037,0.0010821659058712,-0.013587319229566,8.0,O4,H6_C11_O4,0,11,6,4,0,0,True
138,138,202.047736037,0.0023128836770029,-0.0107548842438865,3.0,O6,H10_C8_O6,0,8,10,6,0,0,True
139,139,202.062996037,0.0011608688808436,0.0086458185474309,7.0,O3,H10_C12_O3,0,12,10,3,0,0,True
140,140,202.084116037,0.0079844168109554,-0.038008924947801,2.0,O5,H14_C9_O5,0,9,14,5,0,0,True
141,141,202.099386037,0.0004791043601448135,0.030870949730251,6.0,O2,H14_C13_O2,0,13,14,2,0,0,True
142,142,202.120506037,0.0130863371635447,-0.0157777163442911,1.0,O4,H18_C10_O4,0,10,18,4,0,0,True
143,143,202.156886037,0.0022026995120415,-0.0430210425619652,0.0,O3,H22_C11_O3,0,11,22,3,0,0,True
144,144,203.042996037,0.0003177632614512829,0.0436065274810066,3.0,N1O6,H9_C7_N_O6,0,7,9,6,1,0,True
145,145,203.058246037,0.0005263261451282858,0.0136611048759734,7.0,N1O3,H9_C11_N_O3,0,11,9,3,1,0,True
146,146,203.079366037,0.0006788131591374155,-0.0327655149476101,2.0,N1O5,H13_C8_N_O5,0,8,13,5,1,0,True
147,147,203.087486037,0.0008549110656382812,0.036826493597115,2.0,O5,H14_C8_13C_O5,0,9,14,5,0,0,True
148,148,203.123866037,0.0016202974972453,0.0097034388714371,1.0,O4,H18_C9_13C_O4,0,10,18,4,0,0,True
149,149,203.160246037,0.0003157956870769715,-0.017409902118022,0.0,O3,H22_C10_13C_O3,0,11,22,3,0,0,True
150,150,204.005876037,0.0017875413190618,0.013180992945473,8.0,O5,H4_C10_O5,0,10,4,5,0,0,True
151,151,204.027006037,0.00041417440579253896,0.0159831783101414,3.0,O7,H8_C7_O7,0,7,8,7,0,0,True
152,152,204.042256037,0.0030684322367385,-0.0138157657000593,7.0,O4,H8_C11_O4,0,11,8,4,0,0,True
153,153,204.063386037,0.0028952856917991,-0.0110112844898906,2.0,O6,H12_C8_O6,0,8,12,6,0,0,True
154,154,204.078646037,0.001782622383126,0.0081978200393212,6.0,O3,H12_C12_O3,0,12,12,3,0,0,True
155,155,204.099776037,0.0032819140563513,0.0109995220668243,1.0,O5,H16_C9_O5,0,9,16,5,0,0,True
156,156,204.115026037,0.0005489532504328664,-0.0187884257008233,5.0,O2,H16_C13_O2,0,13,16,2,0,0,True
157,157,204.136156037,0.0014628915473004,-0.0159844295090549,0.0,O4,H20_C10_O4,0,10,20,4,0,0,True
158,158,205.037506037,0.0009296788918621125,-0.0087398644316265,7.0,N1O4,H7_C10_N_O4,0,10,7,4,1,0,True
159,159,205.045606037,0.00042007712891547306,-0.0373526658430131,7.0,O4,H8_C10_13C_O4,0,11,8,4,0,0,True
160,160,205.073896037,0.0003315362820714624,0.0131659856958456,6.0,N1O3,H11_C11_N_O3,0,11,11,3,1,0,True
161,161,205.095026037,0.0004004013851723596,0.0159535803950658,1.0,N1O5,H15_C8_N_O5,0,8,15,5,1,0,True
162,162,205.103136037,0.0004574610420273887,0.0361037872655039,1.0,O5,H16_C8_13C_O5,0,9,16,5,0,0,True
163,163,206.021526037,0.0068481426097906,0.012692848550217,7.0,O5,H6_C10_O5,0,10,6,5,0,0,True
164,164,206.042656037,0.0010693766724382,0.0154676709456373,2.0,O7,H10_C7_O7,0,7,10,7,0,0,True
165,165,206.057906037,0.0039558082795529,-0.0140397427245803,6.0,O4,H10_C11_O4,0,11,10,4,0,0,True
166,166,206.079036037,0.0007161970722493311,-0.0112626690568058,1.0,O6,H14_C8_O6,0,8,14,6,0,0,True
167,167,206.094296037,0.0065362820714623,0.0077585844518684,5.0,O3,H14_C12_O3,0,12,14,3,0,0,True
168,168,206.115426037,0.000583385801983315,0.0105329330213981,0.0,O5,H18_C9_O5,0,9,18,5,0,0,True
169,169,206.130676037,0.0011539823705336,-0.0189636986085679,4.0,O2,H18_C13_O2,0,13,18,2,0,0,True
170,170,206.167066037,0.0042971824334959,0.002827803747994,3.0,O1,H22_C14_O,0,14,22,1,0,0,True
171,171,207.016776037,0.000701440264441996,0.0175927770953022,7.0,N1O5,H5_C9_N_O5,0,9,5,5,1,0,True
172,172,207.024876037,0.0007909648984731623,-0.0107475007134469,7.0,O5,H6_C9_13C_O5,0,10,6,5,0,0,True
173,173,207.053156037,0.0007093105619392413,-0.009012178450616,6.0,N1O4,H9_C10_N_O4,0,10,9,4,1,0,True
174,174,207.061256037,0.0005361640169998426,-0.0373464363450233,6.0,O4,H10_C10_13C_O4,0,11,10,4,0,0,True
175,175,207.089536037,0.0003285849205099953,-0.0356077865993609,5.0,N1O3,H13_C11_N_O3,0,11,13,3,1,0,True
176,176,207.097646037,0.0008322839603337005,-0.0156496224621851,5.0,O3,H14_C11_13C_O3,0,12,14,3,0,0,True
177,177,208.000786037,0.0065923579411301,-0.009379772390038,7.0,O6,H4_C9_O6,0,9,4,6,0,0,True
178,178,208.037176037,0.0057108846214386,0.0122141631762589,6.0,O5,H8_C10_O5,0,10,8,5,0,0,True
179,179,208.058296037,0.0012494097276877,-0.0331012995627457,1.0,O7,H12_C7_O7,0,7,12,7,0,0,True
180,180,208.073556037,0.0037344561624429,-0.0142593803289646,5.0,O4,H12_C11_O4,0,11,12,4,0,0,True
181,181,208.094686037,0.0004771367857705022,-0.0115091838300602,0.0,O6,H16_C8_O6,0,8,16,6,0,0,True
182,182,208.109946037,0.0035101526837714,0.0073278573016981,4.0,O3,H16_C12_O3,0,12,16,3,0,0,True
183,183,208.146326037,0.0016321029434912,-0.0191355768963523,3.0,O2,H20_C13_O2,0,13,20,2,0,0,True
184,184,209.004136037,0.0006571698410199906,-0.0324921799772976,7.0,O6,H4_C8_13C_O6,0,9,4,6,0,0,True
185,185,209.032416037,0.0006473319691484338,-0.0307703470787759,6.0,N1O5,H7_C9_N_O5,0,9,7,5,1,0,True
186,186,209.040536037,0.0006325751613410987,0.0368397447357957,6.0,O5,H8_C9_13C_O5,0,10,8,5,0,0,True
187,187,209.068806037,0.000791948685660318,-0.0092792418006806,5.0,N1O4,H11_C10_N_O4,0,10,11,4,1,0,True
188,188,209.076916037,0.0005548559735558005,0.0104889629627732,5.0,O4,H12_C10_13C_O4,0,11,12,4,0,0,True
189,189,209.105186037,0.0013182748307886,-0.0356184374578581,4.0,N1O3,H15_C11_N_O3,0,11,15,3,1,0,True
190,190,209.113296037,0.0005046828270108611,-0.0158526504499645,4.0,O3,H16_C11_13C_O3,0,12,16,3,0,0,True
191,191,210.016436037,0.0037570832677475,-0.0096421024209938,6.0,O6,H6_C9_O6,0,9,6,6,0,0,True
192,192,210.052826037,0.0054649378246497,0.0117446646548866,5.0,O5,H10_C10_O5,0,10,10,5,0,0,True
193,193,210.068086037,0.0003531796001888872,0.0304044279423414,9.0,O2,H10_C14_O2,0,14,10,2,0,0,True
194,194,210.089206037,0.0038239807964741,-0.0144748035490427,4.0,O4,H14_C11_O4,0,11,14,4,0,0,True
195,195,210.125596037,0.0025253817094286,0.0069053938700605,3.0,O3,H18_C12_O3,0,12,18,3,0,0,True
196,196,210.161976037,0.0020964504958287,-0.0193041581016848,2.0,O2,H22_C13_O2,0,13,22,2,0,0,True
197,197,211.019796037,0.0004781205729576578,0.0148564260069819,6.0,O6,H6_C8_13C_O6,0,9,6,6,0,0,True
198,198,211.048076037,0.0009286951046749569,0.0165554695564236,5.0,N1O5,H9_C9_N_O5,0,9,9,5,1,0,True
199,199,211.056176037,0.0005607586966787345,-0.0112434522122174,5.0,O5,H10_C9_13C_O5,0,10,10,5,0,0,True
200,200,211.084456037,0.0011136470958602,-0.0095412046287785,4.0,N1O4,H13_C10_N_O4,0,10,13,4,1,0,True
201,201,211.092576037,0.0004436880214072092,0.0574108301018822,4.0,O4,H14_C10_13C_O4,0,11,14,4,0,0,True
202,202,211.128946037,0.00041122304423107193,-0.0160518018175907,3.0,O3,H18_C11_13C_O3,0,12,18,3,0,0,True
203,203,212.032086037,0.0040837006138832,-0.0098994451208803,5.0,O6,H8_C9_O6,0,9,8,6,0,0,True
204,204,212.043326037,0.00035908232331182115,0.0213211143138736,5.0,N2O5,H8_C8_N2_O5,0,8,8,5,2,0,True
205,205,212.047346037,0.0008844246812529514,0.0085877046693851,9.0,O3,H8_C13_O3,0,13,8,3,0,0,True
206,206,212.068476037,0.005561348968991,0.0112840911649301,4.0,O5,H12_C10_O5,0,10,12,5,0,0,True
207,207,212.104856037,0.006528411773965,-0.0146861323997446,3.0,O4,H16_C11_O4,0,11,16,4,0,0,True
208,208,212.141246037,0.0111728710845269,0.0064909583370145,2.0,O3,H20_C12_O3,0,12,20,3,0,0,True
209,209,212.177626037,0.0044536045962537,-0.0194695363236219,1.0,O2,H24_C13_O2,0,13,24,2,0,0,True
210,210,213.027336037,0.0005587911223044232,-0.0050322180400657,5.0,N1O6,H7_C8_N_O6,0,8,7,6,1,0,True
211,211,213.035436037,0.0004181095545411617,-0.0325720459057495,5.0,O6,H8_C8_13C_O6,0,9,8,6,0,0,True
212,212,213.042596037,0.0005725641429246026,0.0133682186626015,9.0,N1O3,H7_C12_N_O3,0,12,7,3,1,0,True
213,213,213.063726037,0.0006827483078860381,0.0160515357380538,4.0,N1O5,H11_C9_N_O5,0,9,11,5,1,0,True
214,214,213.071826037,0.0006355265229025658,-0.0114843901761335,4.0,O5,H12_C9_13C_O5,0,10,12,5,0,0,True
215,215,213.100106037,0.0004810719345191248,-0.0097982119345783,3.0,N1O4,H15_C10_N_O4,0,10,15,4,1,0,True
216,216,213.108216037,0.0008116244294034315,0.0095960637683399,3.0,O4,H16_C10_13C_O4,0,11,16,4,0,0,True
217,217,213.144596037,0.0014658429088619,-0.0162471865454651,2.0,O3,H20_C11_13C_O3,0,12,20,3,0,0,True
218,218,213.180976037,0.0007004564772548403,-0.0420816162630355,1.0,O2,H24_C12_13C_O2,0,13,24,2,0,0,True
219,219,214.011356037,0.0006935699669447505,0.0155832852243766,5.0,O7,H6_C8_O7,0,8,6,7,0,0,True
220,220,214.026606037,0.0015376593735243,-0.0128255081922663,9.0,O4,H6_C12_O4,0,12,6,4,0,0,True
221,221,214.047736037,0.0032819140563513,-0.0101519411186001,4.0,O6,H10_C9_O6,0,9,10,6,0,0,True
222,222,214.062996037,0.0010841334802455,0.0081611489665603,8.0,O3,H10_C13_O3,0,13,10,3,0,0,True
223,223,214.084116037,0.0100916889658429,-0.0358784207898242,3.0,O5,H14_C10_O5,0,10,14,5,0,0,True
224,224,214.099376037,0.0004594286164017,-0.0175666089548123,7.0,O2,H14_C14_O2,0,14,14,2,0,0,True
225,225,214.120506037,0.005339996851881,-0.0148934825096355,2.0,O4,H18_C11_O4,0,11,18,4,0,0,True
226,226,214.156886037,0.0165876357626318,-0.0406104149127828,1.0,O3,H22_C12_O3,0,12,22,3,0,0,True
227,227,214.193276037,0.053678380292775,-0.0196318021191714,0.0,O2,H26_C13_O2,0,13,26,2,0,0,True
228,228,215.021856037,0.0004102392570439163,-0.0079898854218724,9.0,N1O4,H5_C11_N_O4,0,11,5,4,1,0,True
229,229,215.042986037,0.0003157956870769715,-0.0053291671483002,4.0,N1O6,H9_C8_N_O6,0,8,9,6,1,0,True
