,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
2664,2664,380.147116037,0.0519116423796173,-0.0051848348554304,7.0,O8,H24_C19_O8,0,19,24,8,0,0,True
2665,2665,380.158376037,0.0036353553713916,0.0648387660633021,7.0,N2O7,H24_C18_N2_O7,0,18,24,7,2,0,True
2666,2666,380.183496037,0.0200098585908376,-0.0196720795450999,6.0,O7,H28_C20_O7,0,20,28,7,0,0,True
2667,2667,380.219856037,0.0036199513232077,-0.0867576994561529,5.0,O6,H32_C21_O6,0,21,32,6,0,0,True
2668,2668,380.223256037,0.002803536769463,-0.012979216589992,0.0,O6S1,H36_C18_O6_S,0,18,36,6,0,1,True
2669,2669,381.012086037,0.0050679318524908,0.0131439400480685,15.0,N1O9,H7_C18_N_O9,0,18,7,9,1,0,True
2670,2670,381.015456037,0.0037431837086786,0.0080311702181502,10.0,N1O9S1,H11_C15_N_O9_S,0,15,11,9,1,1,True
2671,2671,381.020166037,0.0034351027450013,-0.054745133922913,15.0,O9,H8_C18_13C_O9,0,19,8,9,0,0,True
2672,2672,381.033216037,0.0120767737761483,0.0146443925565565,10.0,N1O11,H11_C15_N_O11,0,15,11,11,1,0,True
2673,2673,381.041306037,0.0169906651468005,-0.0269970729926973,10.0,O11,H12_C15_13C_O11,0,16,12,11,0,0,True
2674,2674,381.048466037,0.010428540620475,-0.001312169186196,14.0,N1O8,H11_C19_N_O8,0,19,11,8,1,0,True
2675,2675,381.056576037,0.0034042946486336,0.0095340174951112,14.0,O8,H12_C19_13C_O8,0,20,12,8,0,0,True
2676,2676,381.069596037,0.0388798176160695,0.0001889419547709739,9.0,N1O10,H15_C16_N_O10,0,16,15,10,1,0,True
2677,2677,381.077686037,0.0261868819125666,-0.0414482416659288,9.0,O10,H16_C16_13C_O10,0,17,16,10,0,0,True
2678,2678,381.084836037,0.0068548014418189,-0.0420063945738666,13.0,N1O7,H15_C20_N_O7,0,20,15,7,1,0,True
2679,2679,381.088916037,0.0043439415878492,-0.0503163414811808,9.0,N2O9,H16_C15_13C_N2_O9,0,16,16,9,2,0,True
2680,2680,381.105976037,0.030407591114945,-0.0142637491392528,8.0,N1O9,H19_C17_N_O9,0,17,19,9,1,0,True
2681,2681,381.114076037,0.0190856156998059,-0.0296577866360815,8.0,O9,H20_C17_13C_O9,0,18,20,9,0,0,True
2682,2682,381.125306037,0.0030962136849564,-0.0385253872808616,8.0,N2O8,H20_C16_13C_N2_O8,0,17,20,8,2,0,True
2683,2683,381.127126037,0.0038356079977818,0.0397137830602318,3.0,N1O11,H23_C14_N_O11,0,14,23,11,1,0,True
2684,2684,381.142356037,0.0106287932468652,-0.0287136809191406,7.0,N1O8,H23_C18_N_O8,0,18,23,8,1,0,True
2685,2685,381.150476037,0.0109676823069102,0.0083667742366536,7.0,O8,H24_C18_13C_O8,0,19,24,8,0,0,True
2686,2686,381.178736037,0.0030654055885886,-0.0431608544731965,6.0,N1O7,H27_C19_N_O7,0,19,27,7,1,0,True
2687,2687,381.186826037,0.0046212144551588,-0.0847851965196799,6.0,O7,H28_C19_13C_O7,0,20,28,7,0,0,True
2688,2688,381.996096037,0.019855818108999,-0.0015314292878705,15.0,O10,H6_C18_O10,0,18,6,10,0,0,True
2689,2689,381.999486037,0.0032194460704273,0.0457251924650391,10.0,O10S1,H10_C15_O10_S,0,15,10,10,0,1,True
2690,2690,382.017226037,0.0260020333343602,-3.402981677420476e-05,10.0,O12,H10_C15_O12,0,15,10,12,0,0,True
2691,2691,382.032476037,0.0326873902461566,-0.0159489059352394,14.0,O9,H10_C19_O9,0,19,10,9,0,0,True
2692,2692,382.043706037,0.006947225730922,-0.0247955924531302,14.0,N2O8,H10_C18_N2_O8,0,18,10,8,2,0,True
2693,2693,382.047726037,0.0095967220185464,-0.0318625112244983,18.0,O6,H10_C23_O6,0,23,10,6,0,0,True
2694,2694,382.051806037,0.0024184355648664,-0.0401516227958509,14.0,N1O8,H11_C18_13C_N_O8,0,19,11,8,1,0,True
2695,2695,382.053606037,0.1308727933700976,-0.0144508515227205,9.0,O11,H14_C16_O11,0,16,14,11,0,0,True
2696,2696,382.064836037,0.0106904094396007,-0.0232970928090197,9.0,N2O10,H14_C15_N2_O10,0,15,14,10,2,0,True
2697,2697,382.068856037,0.0206722326627437,-0.0303636368145937,13.0,O8,H14_C20_O8,0,20,14,8,0,0,True
2698,2698,382.072936037,0.0061924273699128,-0.0386523059742914,9.0,N1O10,H15_C15_13C_N_O10,0,16,15,10,1,0,True
2699,2699,382.080086037,0.0057303059243969,-0.0392090573154871,13.0,N2O7,H14_C19_N2_O7,0,19,14,7,2,0,True
2700,2700,382.084096037,0.0027727286730952,-0.0724474017449309,17.0,O5,H14_C24_O5,0,24,14,5,0,0,True
2701,2701,382.089986037,0.1376505745709972,-0.0288649281835236,8.0,O10,H18_C17_O10,0,17,18,10,0,0,True
2702,2702,382.101226037,0.0159431898702979,-0.0115388272558916,8.0,N2O9,H18_C16_N2_O9,0,16,18,9,2,0,True
2703,2703,382.104616037,0.0032348501186111,0.0357048813749078,3.0,N2O9S1,H22_C13_N2_O9_S,0,13,22,9,2,1,True
2704,2704,382.105236037,0.0072090945500477,-0.0447756230077296,12.0,O7,H18_C21_O7,0,21,18,7,0,0,True
2705,2705,382.109316037,0.0058381342616839,-0.0530633491318283,8.0,N1O9,H19_C16_13C_N_O9,0,17,19,9,1,0,True
2706,2706,382.111116037,0.0027419205767275,-0.0273663853037863,3.0,O12,H22_C14_O12,0,14,22,12,0,0,True
2707,2707,382.116506037,0.0023106072275794,0.0510603433683622,12.0,N2O6,H18_C20_N2_O6,0,20,18,6,2,0,True
2708,2708,382.126376037,0.0901290859237807,-0.0171069059874847,7.0,O9,H22_C18_O9,0,18,22,9,0,0,True
2709,2709,382.137606037,0.0076712159955636,-0.0259513846404826,7.0,N2O8,H22_C17_N2_O8,0,17,22,8,2,0,True
2710,2710,382.141626037,0.002572476046705,-0.0330165550645761,11.0,O6,H22_C22_O6,0,22,22,6,0,0,True
2711,2711,382.162766037,0.040050525278043,-0.005351123166327,6.0,O8,H26_C19_O8,0,19,26,8,0,0,True
2712,2712,382.199146037,0.0118149049570227,-0.0197619488879524,5.0,O7,H30_C20_O7,0,20,30,7,0,0,True
2713,2713,382.238896037,0.0090421762839274,-0.0392660195920616,-1.0,O6S1,H38_C18_O6_S,0,18,38,6,0,1,True
2714,2714,383.020586037,0.0054068209125358,0.0134379199322394,10.0,O12,H10_C14_13C_O12,0,15,10,12,0,0,True
2715,2715,383.027716037,0.0120767737761483,-0.0393339682020851,14.0,N1O9,H9_C18_N_O9,0,18,9,9,1,0,True
2716,2716,383.031116037,0.0050217197079392,0.0339032509754009,9.0,N1O9S1,H13_C15_N_O9_S,0,15,13,9,1,1,True
2717,2717,383.035826037,0.0058381342616839,-0.0285430219720554,14.0,O9,H10_C18_13C_O9,0,19,10,9,0,0,True
2718,2718,383.048856037,0.0157583412920915,-0.0117321847267703,9.0,N1O11,H13_C15_N_O11,0,15,13,11,1,0,True
2719,2719,383.056956037,0.0208416771927662,-0.0270481968862642,9.0,O11,H14_C15_13C_O11,0,16,14,11,0,0,True
2720,2720,383.064116037,0.0152037955574725,-0.0014984435531595,13.0,N1O8,H13_C19_N_O8,0,19,13,8,1,0,True
2721,2721,383.068186037,0.0024954558057857,-0.0358708985316631,9.0,N2O10,H14_C14_13C_N2_O10,0,15,14,10,2,0,True
2722,2722,383.072236037,0.0038202039495979,0.0353954130541022,13.0,O8,H14_C19_13C_O8,0,20,14,8,0,0,True
2723,2723,383.085236037,0.0314858744878154,-0.0261090720016132,8.0,N1O10,H17_C16_N_O10,0,16,17,10,1,0,True
2724,2724,383.093346037,0.0257863766597861,-0.0153200258105674,8.0,O10,H18_C16_13C_O10,0,17,18,10,0,0,True
2725,2725,383.100496037,0.0058535383098678,-0.0158757298234677,12.0,N1O7,H17_C20_N_O7,0,20,17,7,1,0,True
2726,2726,383.104586037,0.0028959610585661,0.0019603002504392,8.0,N2O9,H18_C15_13C_N2_O9,0,16,18,9,2,0,True
2727,2727,383.121626037,0.01862349425429,-0.0143818558379018,7.0,N1O9,H21_C17_N_O9,0,17,21,9,1,0,True
2728,2728,383.129726037,0.017498998736868,-0.0296949029219561,7.0,O9,H22_C17_13C_O9,0,18,22,9,0,0,True
2729,2729,383.158006037,0.0057303059243969,-0.028755760901888,6.0,N1O8,H25_C18_N_O8,0,18,25,8,1,0,True
2730,2730,383.166116037,0.0088111155611694,-0.0179687078700903,6.0,O8,H26_C18_13C_O8,0,19,26,8,0,0,True
2731,2731,384.011736037,0.0529283095597523,-0.027756964168087,14.0,O10,H8_C18_O10,0,18,8,10,0,0,True
2732,2732,384.015116037,0.0052527804306971,-0.0067887951105914,9.0,O10S1,H12_C15_O10_S,0,15,12,10,0,1,True
2733,2733,384.022956037,0.006392679996303,-0.0625978204184227,14.0,N2O9,H8_C17_N2_O9,0,17,8,9,2,0,True
2734,2734,384.027006037,0.0133707138235928,0.0084915901992998,18.0,O7,H8_C22_O7,0,22,8,7,0,0,True
2735,2735,384.032866037,0.0403586062417203,-0.0262659810038639,9.0,O12,H12_C15_O12,0,15,12,12,0,0,True
2736,2736,384.048126037,0.0453495178532918,-0.0160578834256694,13.0,O9,H12_C19_O9,0,19,12,9,0,0,True
2737,2737,384.059346037,0.0120613697279645,-0.050895779954359,13.0,N2O8,H12_C18_N2_O8,0,18,12,8,2,0,True
2738,2738,384.062756037,0.0022489910348439,0.0481822299174437,8.0,N2O8S1,H16_C15_N2_O8_S,0,15,16,8,2,1,True
2739,2739,384.063396037,0.0090575803321112,0.0201867715433759,17.0,O6,H12_C23_O6,0,23,12,6,0,0,True
2740,2740,384.067476037,0.0026032841430727,0.0119406102615428,13.0,N1O8,H13_C18_13C_N_O8,0,19,13,8,1,0,True
2741,2741,384.069256037,0.1101081364182507,-0.0145676851679409,8.0,O11,H16_C16_O11,0,16,16,11,0,0,True
2742,2742,384.080496037,0.01076742968052,0.002668711301511,8.0,N2O10,H16_C15_N2_O10,0,15,16,10,2,0,True
2743,2743,384.084516037,0.0211959703009951,-0.0043610192407386,12.0,O8,H16_C20_O8,0,20,16,8,0,0,True
2744,2744,384.088576037,0.005160356141594,-0.0646777893591544,8.0,N1O10,H17_C15_13C_N_O10,0,16,17,10,1,0,True
2745,2745,384.090366037,0.0065929326226932,-0.065148731107339,3.0,O13,H20_C13_O13,0,13,20,13,0,0,True
2746,2746,384.095736037,0.0063002557071998,-0.0391959571358245,12.0,N2O7,H16_C19_N2_O7,0,19,16,7,2,0,True
2747,2747,384.105636037,0.1107242983456052,-0.0289061105104868,7.0,O10,H20_C17_O10,0,17,20,10,0,0,True
2748,2748,384.116866037,0.0095659139221787,-0.0377046707739396,7.0,N2O9,H20_C16_N2_O9,0,16,20,9,2,0,True
2749,2749,384.120886037,0.0077790443328506,-0.0447333134851858,11.0,O7,H20_C21_O7,0,21,20,7,0,0,True
2750,2750,384.124266037,0.0025416679503373,-0.0237709532135161,6.0,O7S1,H24_C18_O7_S,0,18,24,7,0,1,True
2751,2751,384.124986037,0.0035583351304722,-0.0009111617472295336,7.0,N1O9,H21_C16_13C_N_O9,0,17,21,9,1,0,True
2752,2752,384.126786037,0.0037277796604947,0.0246507152425528,2.0,O12,H24_C14_O12,0,14,24,12,0,0,True
2753,2753,384.132136037,0.0022952031793955,-0.0014656415378748,11.0,N2O6,H20_C20_N2_O6,0,20,20,6,2,0,True
2754,2754,384.142026037,0.0628947287347114,-0.0172097806418989,6.0,O9,H24_C18_O9,0,18,24,9,0,0,True
2755,2755,384.153236037,0.0036353553713916,-0.0780704082360088,6.0,N2O8,H24_C17_N2_O8,0,17,24,8,2,0,True
2756,2756,384.157306037,0.003804799901414,0.0450570632681782,10.0,O6,H24_C22_O6,0,22,24,6,0,0,True
2757,2757,384.178406037,0.0217505160356141,-0.0315452398452043,5.0,O8,H28_C19_O8,0,19,28,8,0,0,True
2758,2758,384.214806037,0.0058689423580516,0.0061762326492353,4.0,O7,H32_C20_O7,0,20,32,7,0,0,True
2759,2759,385.006986037,0.0081641455374472,-0.025017727860714,14.0,N1O10,H7_C17_N_O10,0,17,7,10,1,0,True
2760,2760,385.015086037,0.0077636402846668,-0.0402555653882928,14.0,O10,H8_C17_13C_O10,0,18,8,10,0,0,True
2761,2761,385.022286037,0.0027573246249114,0.0890545853971146,18.0,N1O7,H7_C21_N_O7,0,21,7,7,1,0,True
2762,2762,385.036206037,0.0057303059243969,-0.0647393662702086,9.0,O12,H12_C14_13C_O12,0,15,12,12,0,0,True
2763,2763,385.043376037,0.0239841030222742,-0.0133491454767904,13.0,N1O9,H11_C18_N_O9,0,18,11,9,1,0,True
2764,2764,385.046726037,0.0032656582149788,-0.0703499035121646,8.0,N1O9S1,H15_C15_N_O9_S,0,15,15,9,1,1,True
2765,2765,385.047486037,0.0026803043839921,0.0563385057545535,9.0,N2O11,H12_C13_13C_N2_O11,0,14,12,11,2,0,True
2766,2766,385.051476037,0.0080563172001602,-0.0285857882388317,13.0,O9,H12_C18_13C_O9,0,19,12,9,0,0,True
2767,2767,385.062706037,0.0021565667457407,-0.03736274570126,13.0,N2O8,H12_C17_13C_N2_O8,0,18,12,8,2,0,True
2768,2768,385.064496037,0.0139868757509473,-0.0378326233397322,8.0,N1O11,H15_C15_N_O11,0,15,15,11,1,0,True
2769,2769,385.072596037,0.0173757663513971,-0.0530679154108358,8.0,O11,H16_C15_13C_O11,0,16,16,11,0,0,True
2770,2770,385.079756037,0.0147108660155888,-0.0276514146303847,12.0,N1O8,H15_C19_N_O8,0,19,15,8,1,0,True
2771,2771,385.087846037,0.0042207092023783,-0.0688544191094661,12.0,O8,H16_C19_13C_O8,0,20,16,8,0,0,True
2772,2772,385.100896037,0.0188083428324963,-0.0001973508575532151,7.0,N1O10,H19_C16_N_O10,0,16,19,10,1,0,True
2773,2773,385.108996037,0.0199020302535506,-0.015431994786858,7.0,O10,H20_C16_13C_O10,0,17,20,10,0,0,True
2774,2774,385.116146037,0.0069934378754736,-0.0159847879400861,11.0,N1O7,H19_C20_N_O7,0,20,19,7,1,0,True
2775,2775,385.124226037,0.0023876274684987,-0.0831497938900305,11.0,O7,H20_C20_13C_O7,0,21,20,7,0,0,True
2776,2776,385.137276037,0.0085800548384115,-0.0144987264404353,6.0,N1O9,H23_C17_N_O9,0,17,23,9,1,0,True
2777,2777,385.145376037,0.0119843494870451,-0.029731630418092,6.0,O9,H24_C17_13C_O9,0,18,24,9,0,0,True
2778,2778,385.173666037,0.0030037893958532,-0.002835084760887,5.0,N1O8,H27_C18_N_O8,0,18,27,8,1,0,True
2779,2779,385.181756037,0.0039588403832527,-0.0440285648791064,5.0,O8,H28_C18_13C_O8,0,19,28,8,0,0,True
2780,2780,385.991006037,0.01367879478727,-0.0135365848261081,14.0,O11,H6_C17_O11,0,17,6,11,0,0,True
2781,2781,385.994346037,0.0030808096367725,-0.0963045193136306,9.0,O11S1,H10_C14_O11_S,0,14,10,11,0,1,True
2782,2782,386.002226037,0.0038356079977818,-0.0481992038511195,14.0,N2O10,H6_C16_N2_O10,0,16,6,10,2,0,True
2783,2783,386.012146037,0.0054068209125358,0.0138518956219021,9.0,O13,H10_C14_O13,0,14,10,13,0,0,True
2784,2784,386.027386037,0.0779290797621615,-0.0278037268824844,13.0,O10,H10_C18_O10,0,18,10,10,0,0,True
2785,2785,386.030766037,0.0065313164299577,-0.0069450423336461,8.0,O10S1,H14_C15_O10_S,0,15,14,10,0,1,True
2786,2786,386.038606037,0.0132936935826735,-0.0624626646606159,13.0,N2O9,H10_C17_N2_O9,0,17,10,9,2,0,True
2787,2787,386.041996037,0.0021873748421085,-0.015700364426911,8.0,N2O9S1,H14_C14_N2_O9_S,0,14,14,9,2,1,True
2788,2788,386.042646037,0.0138790474136603,-0.0176483091708836,17.0,O7,H10_C22_O7,0,22,10,7,0,0,True
2789,2789,386.046756037,0.0035275270341045,0.0518590033697761,13.0,N1O9,H11_C17_13C_N_O9,0,18,11,9,1,0,True
2790,2790,386.048516037,0.0383560799778181,-0.0263205259321386,8.0,O12,H14_C15_O12,0,15,14,12,0,0,True
2791,2791,386.059776037,0.0030345974922209,0.0426332941571503,8.0,N2O11,H14_C14_N2_O11,0,14,14,11,2,0,True
2792,2792,386.063776037,0.0523121476323978,-0.016165722672443,12.0,O9,H14_C19_O9,0,19,14,9,0,0,True
2793,2793,386.067116037,0.0042823253951138,-0.0989180335887804,7.0,O9S1,H18_C16_O9_S,0,16,18,9,0,1,True
2794,2794,386.074996037,0.0138174312209248,-0.0508217319949463,12.0,N2O8,H14_C18_N2_O8,0,18,14,8,2,0,True
2795,2795,386.079026037,0.0054838411534551,-0.0319131554803074,16.0,O6,H14_C23_O6,0,23,14,6,0,0,True
2796,2796,386.083096037,0.0031270217813241,-0.0660168761866591,12.0,N1O8,H15_C18_13C_N_O8,0,19,15,8,1,0,True
2797,2797,386.084906037,0.0809174651098308,-0.0146832986018723,7.0,O11,H18_C16_O11,0,16,18,11,0,0,True
2798,2798,386.096146037,0.0059921747435225,0.0024631170599355,7.0,N2O10,H18_C15_N2_O10,0,15,18,10,2,0,True
2799,2799,386.100166037,0.0292060753566037,-0.0045299125242224,11.0,O8,H18_C20_O8,0,20,18,8,0,0,True
2800,2800,386.103516037,0.0039896484796204,-0.0613747323612818,6.0,O8S1,H22_C17_O8_S,0,17,22,8,0,1,True
2801,2801,386.104216037,0.0035121229859207,-0.0904315429718418,7.0,N1O10,H19_C15_13C_N_O10,0,16,19,10,1,0,True
2802,2802,386.111386037,0.0071474783573123,-0.0391829937321186,11.0,N2O7,H18_C19_N2_O7,0,19,18,7,2,0,True
2803,2803,386.121286037,0.072599279090545,-0.0289468630205057,6.0,O10,H22_C17_O10,0,17,22,10,0,0,True
2804,2804,386.132526037,0.0055762654425583,-0.0118016476309009,6.0,N2O9,H22_C16_N2_O9,0,16,22,9,2,0,True
2805,2805,386.136536037,0.0101358637049816,-0.0446914456778446,10.0,O7,H22_C21_O7,0,21,22,7,0,0,True
2806,2806,386.139936037,0.0022952031793955,0.0279561862751759,5.0,O7S1,H26_C18_O7_S,0,18,26,7,0,1,True
2807,2807,386.147766037,0.0023260112757632,-0.0534432718489623,10.0,N2O6,H22_C20_N2_O6,0,20,22,6,2,0,True
2808,2808,386.157676037,0.0331803197880403,-0.0173115813345092,5.0,O9,H26_C18_O9,0,18,26,9,0,0,True
2809,2809,386.168926037,0.0026032841430727,0.0257270830639644,5.0,N2O8,H26_C17_N2_O8,0,17,26,8,2,0,True
2810,2810,386.172936037,0.0040512646723558,-0.0071600045433259,9.0,O6,H26_C22_O6,0,22,26,6,0,0,True
2811,2811,386.194066037,0.0099202070304075,-0.0056784922222267,4.0,O8,H30_C19_O8,0,19,30,8,0,0,True
2812,2812,387.022646037,0.022551526541175,0.0007596455148832166,13.0,N1O10,H9_C17_N_O10,0,17,9,10,1,0,True
2813,2813,387.026056037,0.0034505067931852,0.099078600519264,8.0,N1O10S1,H13_C14_N_O10_S,0,14,13,10,1,1,True
2814,2814,387.030746037,0.0126005114143997,-0.0143993729796032,13.0,O10,H10_C17_13C_O10,0,18,10,10,0,0,True
2815,2815,387.037886037,0.0057303059243969,-0.0407867046573672,17.0,N1O7,H9_C21_N_O7,0,21,9,7,1,0,True
2816,2816,387.042006037,0.0033426784558982,0.0543791103633206,13.0,N2O9,H10_C16_13C_N2_O9,0,17,10,9,2,0,True
2817,2817,387.043776037,0.0037277796604947,0.0022374729865457,8.0,N1O12,H13_C14_N_O12,0,14,13,12,1,0,True
2818,2818,387.051866037,0.0055608613943744,-0.0387570795230818,8.0,O12,H14_C14_13C_O12,0,15,14,12,0,0,True
2819,2819,387.059026037,0.0296836008503034,-0.0134708134687327,12.0,N1O9,H13_C18_N_O9,0,18,13,9,1,0,True
2820,2820,387.062386037,0.003250254166795,-0.0443391054472708,7.0,N1O9S1,H17_C15_N_O9_S,0,15,17,9,1,1,True
2821,2821,387.067126037,0.0099048029822237,-0.028628109389108,12.0,O9,H14_C18_13C_O9,0,19,14,9,0,0,True
2822,2822,387.074256037,0.0029883853476693,-0.0808475363776319,16.0,N1O6,H13_C22_N_O6,0,22,13,6,1,0,True
2823,2823,387.078386037,0.0028497489140146,0.0401443236401415,12.0,N2O8,H14_C17_13C_N2_O8,0,18,14,8,2,0,True
2824,2824,387.080156037,0.0112449551742197,-0.0119923480769106,7.0,N1O11,H17_C15_N_O11,0,15,17,11,1,0,True
2825,2825,387.088256037,0.0146030376783018,-0.0271488473961704,7.0,O11,H18_C15_13C_O11,0,16,18,11,0,0,True
2826,2826,387.095406037,0.017837887796913,-0.0276985979320814,11.0,N1O8,H17_C19_N_O8,0,19,17,8,1,0,True
2827,2827,387.103516037,0.0063772759481191,-0.0170212867589746,11.0,O8,H18_C19_13C_O8,0,20,18,8,0,0,True
2828,2828,387.116536037,0.0090729843802951,-0.0262194947391447,6.0,N1O10,H21_C16_N_O10,0,16,21,10,1,0,True
2829,2829,387.124646037,0.0137558150281894,-0.0155427974870523,6.0,O10,H22_C16_13C_O10,0,17,22,10,0,0,True
2830,2830,387.131796037,0.0063464678517514,-0.0160927105541531,10.0,N1O7,H21_C20_N_O7,0,20,21,7,1,0,True
2831,2831,387.139936037,0.00223358698666,0.0720747135374733,10.0,O7,H22_C20_13C_O7,0,21,22,7,0,0,True
2832,2832,387.152946037,0.0049909116115715,0.0370447910384092,5.0,N1O9,H25_C17_N_O9,0,17,25,9,1,0,True
2833,2833,387.161036037,0.006392679996303,-0.0039389296208583,5.0,O9,H26_C17_13C_O9,0,18,26,9,0,0,True
2834,2834,387.168166037,0.0021873748421085,-0.0561461449923256,9.0,N1O6,H25_C21_N_O6,0,21,25,6,1,0,True
2835,2835,387.189326037,0.0022797991312116,0.0228157116775655,4.0,N1O8,H29_C18_N_O8,0,18,29,8,1,0,True
2836,2836,388.006656037,0.0597831110015712,-0.0136569822350098,13.0,O11,H8_C17_O11,0,17,8,11,0,0,True
2837,2837,388.010036037,0.0040512646723558,0.0070951774204451,8.0,O11S1,H12_C14_O11_S,0,14,12,11,0,1,True
2838,2838,388.017886037,0.0065467204781416,-0.0223675256490405,13.0,N2O10,H8_C16_N2_O10,0,16,8,10,2,0,True
2839,2839,388.021926037,0.0141717243291537,0.0222178166434147,17.0,O8,H8_C21_O8,0,21,8,8,0,0,True
2840,2840,388.025986037,0.0030808096367725,-0.0374871800135734,13.0,N1O10,H9_C16_13C_N_O10,0,17,9,10,1,0,True
2841,2841,388.027786037,0.0086262669829631,-0.0121821172234183,8.0,O13,H12_C14_O13,0,14,12,13,0,0,True
2842,2842,388.043046037,0.1064881850950429,-0.0020796660153114,12.0,O10,H12_C18_O10,0,18,12,10,0,0,True
2843,2843,388.046396037,0.0065159123817739,-0.0586398949983723,7.0,O10S1,H16_C15_O10_S,0,15,16,10,0,1,True
2844,2844,388.054266037,0.0174527865923164,-0.0365593197092193,12.0,N2O9,H12_C17_N2_O9,0,17,12,9,2,0,True
2845,2845,388.058306037,0.0127083397516867,0.0080219905089825,16.0,O7,H12_C22_O7,0,22,12,7,0,0,True
2846,2846,388.062376037,0.0052989925752487,-0.0259082061281813,12.0,N1O9,H13_C17_13C_N_O9,0,18,13,9,1,0,True
2847,2847,388.064176037,0.0373394127976832,-0.0006055699814683936,7.0,O12,H16_C15_O12,0,15,16,12,0,0,True
2848,2848,388.071796037,0.0181151606642225,0.0701261991570362,25.0,N1O1,H9_C28_13C_N_O,0,29,9,1,1,0,True
2849,2849,388.073596037,0.0026340922394405,0.0954277755315573,20.0,O4,H12_C26_O4,0,26,12,4,0,0,True
2850,2850,388.079436037,0.0613081117717736,0.0094954785675351,11.0,O9,H16_C19_O9,0,19,16,9,0,0,True
2851,2851,388.082776037,0.006839397393635,-0.072827246639506,6.0,O9S1,H20_C16_O9_S,0,16,20,9,0,1,True
2852,2852,388.090656037,0.0169598570504328,-0.0249812765811446,11.0,N2O8,H16_C18_N2_O8,0,18,16,8,2,0,True
2853,2853,388.094696037,0.0032194460704273,0.0195957329104816,15.0,O6,H16_C23_O6,0,23,16,6,0,0,True
2854,2854,388.098746037,0.0031578298776918,-0.0658646806336959,11.0,N1O8,H17_C18_13C_N_O8,0,19,17,8,1,0,True
2855,2855,388.100556037,0.0448719923595921,-0.014797711422349,6.0,O11,H20_C16_O11,0,16,20,11,0,0,True
2856,2856,388.111806037,0.0039126282387011,0.0280254292613978,6.0,N2O10,H20_C15_N2_O10,0,15,20,10,2,0,True
2857,2857,388.115816037,0.0297760251394066,-0.004697051538837,10.0,O8,H20_C20_O8,0,20,20,8,0,0,True
2858,2858,388.119196037,0.0042053051541945,0.016049193317297,5.0,O8S1,H24_C17_O8_S,0,17,24,8,0,1,True
2859,2859,388.127036037,0.0067777812008995,-0.0391701649734246,10.0,N2O7,H20_C19_N2_O7,0,19,20,7,2,0,True
2860,2860,388.136936037,0.0340429464863366,-0.028987192263429,5.0,O10,H24_C17_O10,0,17,24,10,0,0,True
2861,2861,388.148166037,0.0041128808650913,-0.0376943684894399,5.0,N2O9,H24_C16_N2_O9,0,16,24,9,2,0,True
2862,2862,388.152196037,0.0137404109800055,-0.0188869212235986,9.0,O7,H24_C21_O7,0,21,24,7,0,0,True
2863,2863,388.173336037,0.0127545518962383,0.008349362920287,4.0,O9,H28_C18_O9,0,18,28,9,0,0,True
2864,2864,388.184566037,0.0049446994670199,-0.00035807696458372375,4.0,N2O8,H28_C17_N2_O8,0,17,28,8,2,0,True
2865,2865,388.188616037,0.0052219723343294,0.0699685639126243,8.0,O6,H28_C22_O6,0,22,28,6,0,0,True
2866,2866,388.209726037,0.0052219723343294,0.0199196452315812,3.0,O8,H32_C19_O8,0,19,32,8,0,0,True
2867,2867,388.246106037,0.0022181829384762,0.0057309010143604,2.0,O7,H36_C20_O7,0,20,36,7,0,0,True
2868,2868,389.001916037,0.0072090945500477,0.0147248632540017,13.0,N1O11,H7_C16_N_O11,0,16,7,11,1,0,True
2869,2869,389.010006037,0.0101050556086139,-0.0260635970340045,13.0,O11,H8_C16_13C_O11,0,17,8,11,0,0,True
2870,2870,389.031116037,0.0021565667457407,-0.0760016326126473,8.0,O13,H12_C13_13C_O13,0,14,12,13,0,0,True
2871,2871,389.038286037,0.034443451739117,-0.0251389140313909,12.0,N1O10,H11_C17_N_O10,0,17,11,10,1,0,True
2872,2872,389.041636037,0.002572476046705,-0.0815542528474466,7.0,N1O10S1,H15_C14_N_O10_S,0,14,15,10,1,1,True
2873,2873,389.046386037,0.0176838473150744,-0.0402188545106032,12.0,O10,H12_C17_13C_O10,0,18,12,10,0,0,True
2874,2874,389.053516037,0.0050525278043069,-0.0921724094254657,16.0,N1O7,H11_C21_N_O7,0,21,11,7,1,0,True
2875,2875,389.057606037,0.0031886379740595,-0.0746084887912193,12.0,N2O9,H12_C16_13C_N2_O9,0,17,12,9,2,0,True
2876,2876,389.059436037,0.0031424258295079,0.0277386923751021,7.0,N1O12,H15_C14_N_O12,0,14,15,12,1,0,True
2877,2877,389.067496037,0.0063002557071998,-0.0901514527129609,7.0,O12,H16_C14_13C_O12,0,15,16,12,0,0,True
2878,2878,389.074676037,0.0352752703410456,-0.0135912212664865,11.0,N1O9,H15_C18_N_O9,0,18,15,9,1,0,True
2879,2879,389.078066037,0.0024030315166825,0.0328057556466019,6.0,N1O9S1,H19_C15_N_O9_S,0,15,19,9,1,1,True
2880,2880,389.082776037,0.0118457130533904,-0.0286699917563015,11.0,O9,H16_C18_13C_O9,0,19,16,9,0,0,True
2881,2881,389.089936037,0.0024030315166825,-0.0035158967149271,15.0,N1O6,H15_C22_N_O6,0,22,15,6,1,0,True
