,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
16,16,184.037176037,0.0070550540682091,0.0138069930736883,4.0,O5,H8_C8_O5,0,8,8,5,0,0,True
17,17,184.073556037,0.003250254166795,-0.0161185564305448,3.0,O4,H12_C9_O4,0,9,12,4,0,0,True
18,18,184.109946037,0.0034813148895529,0.0082830939905699,2.0,O3,H16_C10_O3,0,10,16,3,0,0,True
19,19,185.032426037,0.0021873748421085,0.0192831066825393,4.0,N1O5,H7_C7_N_O5,0,7,7,5,1,0,True
20,20,186.031696037,0.004035860624172,0.0101864361680817,8.0,O3,H6_C11_O3,0,11,6,3,0,0,True
21,21,186.052836037,0.003250254166795,0.0670078471811666,3.0,O5,H10_C8_O5,0,8,10,5,0,0,True
22,22,186.089206037,0.0044055577805847,-0.016341624804156,2.0,O4,H14_C9_O4,0,9,14,4,0,0,True
23,23,186.125586037,0.0026032841430727,-0.0459313530309473,1.0,O3,H18_C10_O3,0,10,18,3,0,0,True
24,24,186.161976037,0.003358082504082,-0.0217928499618762,0.0,O2,H22_C11_O2,0,11,22,2,0,0,True
25,25,188.010956037,0.0035583351304722,-0.0142066189151144,8.0,O4,H4_C10_O4,0,10,4,4,0,0,True
26,26,188.032086037,0.0034042946486336,-0.0111629884230292,3.0,O6,H8_C7_O6,0,7,8,6,0,0,True
27,27,188.047336037,0.004929295418836,-0.0434943677662653,7.0,O3,H8_C11_O3,0,11,8,3,0,0,True
28,28,188.068476037,0.0048368711297328,0.0127240889448081,2.0,O5,H12_C8_O5,0,8,12,5,0,0,True
29,29,188.104856037,0.0071320743091284,-0.0165599127211018,1.0,O4,H16_C9_O4,0,9,16,4,0,0,True
30,30,189.042586037,0.0039588403832527,-0.0378327452286514,7.0,N1O3,H7_C10_N_O3,0,10,7,3,1,0,True
31,31,190.026606037,0.0089805600911919,-0.0144453455562744,7.0,O4,H6_C10_O4,0,10,6,4,0,0,True
32,32,190.047736037,0.0034967189377368,-0.0114339694759332,2.0,O6,H10_C7_O6,0,7,10,6,0,0,True
33,33,190.062996037,0.004482578021504,0.0091916892573137,6.0,O3,H10_C11_O3,0,11,10,3,0,0,True
34,34,191.021856037,0.0031270217813241,-0.0089937353609574,7.0,N1O4,H5_C9_N_O4,0,9,5,4,1,0,True
35,35,192.005876037,0.0150189469792661,0.0140047797930964,7.0,O5,H4_C9_O5,0,9,4,5,0,0,True
36,36,192.042256037,0.0118149049570227,-0.0146790610592264,6.0,O4,H8_C10_O4,0,10,8,4,0,0,True
37,37,192.063386037,0.004482578021504,-0.0116992626444215,1.0,O6,H12_C7_O6,0,7,12,6,0,0,True
38,38,192.078646037,0.0026494962876243,0.0087099740059464,5.0,O3,H12_C11_O3,0,11,12,3,0,0,True
39,39,193.037506037,0.0031270217813241,-0.0092831701100547,6.0,N1O4,H7_C9_N_O4,0,9,7,4,1,0,True
40,40,194.021526037,0.0145876336301179,0.0134778860958632,6.0,O5,H6_C9_O5,0,9,6,5,0,0,True
41,41,194.057906037,0.0192396561816445,-0.014907921280845,5.0,O4,H10_C10_O4,0,10,10,4,0,0,True
42,42,194.079036037,0.0067623771527157,-0.0119590452932165,0.0,O6,H14_C7_O6,0,7,14,6,0,0,True
43,43,194.094286037,0.0029421732031177,-0.0432830876882239,4.0,O3,H14_C11_O3,0,11,14,3,0,0,True
44,44,195.053156037,0.0030500015404048,-0.0095666229087558,5.0,N1O4,H9_C9_N_O4,0,9,9,4,1,0,True
45,45,195.061266037,0.0021873748421085,0.0116219894965601,5.0,O4,H10_C9_13C_O4,0,10,10,4,0,0,True
46,46,196.037176037,0.0385717366523922,0.0129618272728252,5.0,O5,H8_C9_O5,0,9,8,5,0,0,True
47,47,196.048406037,0.0022952031793955,-0.0042795552984697,5.0,N2O4,H8_C8_N2_O4,0,8,8,4,2,0,True
48,48,196.052426037,0.0039588403832527,-0.0180512941185459,9.0,O2,H8_C13_O2,0,13,8,2,0,0,True
49,49,196.073556037,0.0059613666471548,-0.0151320761039894,4.0,O4,H12_C10_O4,0,10,12,4,0,0,True
50,50,197.032416037,0.0065313164299577,-0.0326443745731958,5.0,N1O5,H7_C8_N_O5,0,8,7,5,1,0,True
51,51,197.040526037,0.0042515172987461,-0.0116676504775658,5.0,O5,H8_C8_13C_O5,0,9,8,5,0,0,True
52,52,198.016436037,0.0139252595582118,-0.0102264237600078,5.0,O6,H6_C8_O6,0,8,6,6,0,0,True
53,53,198.027676037,0.00291136510675,0.0232038273594572,5.0,N2O5,H6_C7_N2_O5,0,7,6,5,2,0,True
54,54,198.031696037,0.0033426784558982,0.0095691752120672,9.0,O3,H6_C12_O3,0,12,6,3,0,0,True
55,55,198.052826037,0.0179457161342,0.0124562726570482,4.0,O5,H10_C9_O5,0,9,10,5,0,0,True
56,56,198.089206037,0.0045595982624233,-0.0153516693110069,3.0,O4,H14_C10_O4,0,10,14,4,0,0,True
57,57,199.011686037,0.0051449520934101,-0.0050147809834669,5.0,N1O6,H5_C7_N_O6,0,7,5,6,1,0,True
58,58,199.019776037,0.0022027788902923,-0.0847403225766909,5.0,O6,H6_C7_13C_O6,0,8,6,6,0,0,True
59,59,199.048076037,0.0029267691549339,0.0175535482047204,4.0,N1O5,H9_C8_N_O5,0,8,9,5,1,0,True
60,60,199.995706037,0.0048522751779167,0.0170453658967858,5.0,O7,H4_C7_O7,0,7,4,7,0,0,True
61,61,200.032086037,0.0039280322868849,-0.0104933165532294,4.0,O6,H8_C8_O6,0,8,8,6,0,0,True
62,62,200.047346037,0.0038664160941495,0.0091028450002824,8.0,O3,H8_C12_O3,0,12,8,3,0,0,True
63,63,200.068466037,0.0052219723343294,-0.0380219838590555,3.0,O5,H12_C9_O5,0,9,12,5,0,0,True
64,64,200.104856037,0.004143688961459,-0.015566838606916,2.0,O4,H16_C10_O4,0,10,16,4,0,0,True
65,65,200.141226037,0.0022489910348439,-0.0930492951677878,1.0,O3,H20_C11_O3,0,11,20,3,0,0,True
66,66,200.177626037,0.017606827074155,-0.0206366719346731,0.0,O2,H24_C12_O2,0,12,24,2,0,0,True
67,67,202.026606037,0.0053606087679842,-0.013587319229566,8.0,O4,H6_C11_O4,0,11,6,4,0,0,True
68,68,202.047736037,0.0038202039495979,-0.0107548842438865,3.0,O6,H10_C8_O6,0,8,10,6,0,0,True
69,69,202.062996037,0.0050987399488585,0.0086458185474309,7.0,O3,H10_C12_O3,0,12,10,3,0,0,True
70,70,202.084116037,0.0037277796604947,-0.038008924947801,2.0,O5,H14_C9_O5,0,9,14,5,0,0,True
71,71,202.120506037,0.0036507594195754,-0.0157777163442911,1.0,O4,H18_C10_O4,0,10,18,4,0,0,True
72,72,203.058246037,0.0050833359006746,0.0136611048759734,7.0,N1O3,H9_C11_N_O3,0,11,9,3,1,0,True
73,73,204.005876037,0.0088111155611694,0.013180992945473,8.0,O5,H4_C10_O5,0,10,4,5,0,0,True
74,74,204.042256037,0.0125542992698481,-0.0138157657000593,7.0,O4,H8_C11_O4,0,11,8,4,0,0,True
75,75,204.063386037,0.0053298006716165,-0.0110112844898906,2.0,O6,H12_C8_O6,0,8,12,6,0,0,True
76,76,204.078636037,0.0039126282387011,-0.0408028990726141,6.0,O3,H12_C12_O3,0,12,12,3,0,0,True
77,77,204.099776037,0.0023106072275794,0.0109995220668243,1.0,O5,H16_C9_O5,0,9,16,5,0,0,True
78,78,205.037506037,0.0059767706953387,-0.0087398644316265,7.0,N1O4,H7_C10_N_O4,0,10,7,4,1,0,True
79,79,206.021526037,0.025693952370683,0.012692848550217,7.0,O5,H6_C10_O5,0,10,6,5,0,0,True
80,80,206.032746037,0.0027573246249114,-0.0522489759119402,7.0,N2O4,H6_C9_N2_O4,0,9,6,4,2,0,True
81,81,206.042656037,0.0033426784558982,0.0154676709456373,2.0,O7,H10_C7_O7,0,7,10,7,0,0,True
82,82,206.057906037,0.0116454604270002,-0.0140397427245803,6.0,O4,H10_C11_O4,0,11,10,4,0,0,True
83,83,206.079026037,0.0025416679503373,-0.0597877436755367,1.0,O6,H14_C8_O6,0,8,14,6,0,0,True
84,84,206.094296037,0.0044979820696879,0.0077585844518684,5.0,O3,H14_C12_O3,0,12,14,3,0,0,True
85,85,207.016776037,0.00650050833359,0.0175927770953022,7.0,N1O5,H5_C9_N_O5,0,9,5,5,1,0,True
86,86,207.024866037,0.0024492436612341,-0.0590508773737183,7.0,O5,H6_C9_13C_O5,0,10,6,5,0,0,True
87,87,207.053156037,0.0038510120459656,-0.009012178450616,6.0,N1O4,H9_C10_N_O4,0,10,9,4,1,0,True
88,88,208.000786037,0.0293601158384423,-0.009379772390038,7.0,O6,H4_C9_O6,0,9,4,6,0,0,True
89,89,208.037176037,0.034890169136449,0.0122141631762589,6.0,O5,H8_C10_O5,0,10,8,5,0,0,True
90,90,208.058296037,0.0030962136849564,-0.0331012995627457,1.0,O7,H12_C7_O7,0,7,12,7,0,0,True
91,91,208.073556037,0.0137096028836378,-0.0142593803289646,5.0,O4,H12_C11_O4,0,11,12,4,0,0,True
92,92,208.109956037,0.0026803043839921,0.0553793783356925,4.0,O3,H16_C12_O3,0,12,16,3,0,0,True
93,93,209.032426037,0.0059305585507871,0.0170691221388254,6.0,N1O5,H7_C9_N_O5,0,9,7,5,1,0,True
94,94,209.040526037,0.003696971564127,-0.0109978675413887,6.0,O5,H8_C9_13C_O5,0,10,8,5,0,0,True
95,95,209.068816037,0.0032964663113466,0.0385518995695216,5.0,N1O4,H11_C10_N_O4,0,10,11,4,1,0,True
96,96,210.016436037,0.0703348840075171,-0.0096421024209938,6.0,O6,H6_C9_O6,0,9,6,6,0,0,True
97,97,210.031686037,0.0023568193721309,-0.0385894155266907,10.0,O3,H6_C13_O3,0,13,6,3,0,0,True
98,98,210.052826037,0.0329338550170984,0.0117446646548866,5.0,O5,H10_C10_O5,0,10,10,5,0,0,True
99,99,210.089216037,0.0092732370066853,0.0331240229712152,4.0,O4,H14_C11_O4,0,11,14,4,0,0,True
100,100,211.019796037,0.0073015188391509,0.0148564260069819,6.0,O6,H6_C8_13C_O6,0,9,6,6,0,0,True
101,101,211.048066037,0.006161619273545,-0.0308271008001617,5.0,N1O5,H9_C9_N_O5,0,9,9,5,1,0,True
102,102,211.056186037,0.0034351027450013,0.0361372965039352,5.0,O5,H10_C9_13C_O5,0,10,10,5,0,0,True
103,103,211.084456037,0.002464647709418,-0.0095412046287785,4.0,N1O4,H13_C10_N_O4,0,10,13,4,1,0,True
104,104,212.032086037,0.0603068486398225,-0.0098994451208803,5.0,O6,H8_C9_O6,0,9,8,6,0,0,True
105,105,212.043326037,0.0029267691549339,0.0213211143138736,5.0,N2O5,H8_C8_N2_O5,0,8,8,5,2,0,True
106,106,212.047346037,0.0084722265011244,0.0085877046693851,9.0,O3,H8_C13_O3,0,13,8,3,0,0,True
107,107,212.068476037,0.029621984657568,0.0112840911649301,4.0,O5,H12_C10_O5,0,10,12,5,0,0,True
108,108,212.104856037,0.0044363658769524,-0.0146861323997446,3.0,O4,H16_C11_O4,0,11,16,4,0,0,True
109,109,212.141246037,0.002464647709418,0.0064909583370145,2.0,O3,H20_C12_O3,0,12,20,3,0,0,True
110,110,213.027336037,0.0153578360393111,-0.0050322180400657,5.0,N1O6,H7_C8_N_O6,0,8,7,6,1,0,True
111,111,213.035446037,0.0055608613943744,0.0143685007802516,5.0,O6,H8_C8_13C_O6,0,9,8,6,0,0,True
112,112,213.042596037,0.0036199513232077,0.0133682186626015,9.0,N1O3,H7_C12_N_O3,0,12,7,3,1,0,True
113,113,213.063726037,0.0039434363350688,0.0160515357380538,4.0,N1O5,H11_C9_N_O5,0,9,11,5,1,0,True
114,114,213.071816037,0.0031424258295079,-0.058416923553901,4.0,O5,H12_C9_13C_O5,0,10,12,5,0,0,True
115,115,214.011356037,0.0076404078991959,0.0155832852243766,5.0,O7,H6_C8_O7,0,8,6,7,0,0,True
116,116,214.026616037,0.0140022797991312,0.0338976532378076,9.0,O4,H6_C12_O4,0,12,6,4,0,0,True
117,117,214.037846037,0.0026649003358082,0.018104274903596,9.0,N2O3,H6_C11_N2_O3,0,11,6,3,2,0,True
118,118,214.047736037,0.009088388428479,-0.0101519411186001,4.0,O6,H10_C9_O6,0,9,10,6,0,0,True
119,119,214.062996037,0.0051449520934101,0.0081611489665603,8.0,O3,H10_C13_O3,0,13,10,3,0,0,True
120,120,214.084126037,0.0098277827413044,0.0108321903473604,3.0,O5,H14_C10_O5,0,10,14,5,0,0,True
121,121,214.120516037,0.0046520225515265,0.0318091891315114,2.0,O4,H18_C11_O4,0,11,18,4,0,0,True
122,122,214.156896037,0.0031886379740595,0.0060843242916487,1.0,O3,H22_C12_O3,0,12,22,3,0,0,True
123,123,214.193276037,0.0056378816352937,-0.0196318021191714,0.0,O2,H26_C13_O2,0,13,26,2,0,0,True
124,124,215.021856037,0.0039280322868849,-0.0079898854218724,9.0,N1O4,H5_C11_N_O4,0,11,5,4,1,0,True
125,125,215.058246037,0.0028189408176468,0.0128988311127834,8.0,N1O3,H9_C12_N_O3,0,12,9,3,1,0,True
126,126,216.005876037,0.0086416710311469,0.0124487353482756,9.0,O5,H4_C11_O5,0,11,4,5,0,0,True
127,127,216.009246037,0.0034351027450013,0.0034304087515447,4.0,O5S1,H8_C8_O5_S,0,8,8,5,0,1,True
128,128,216.027006037,0.0030962136849564,0.0150953349648106,4.0,O7,H8_C8_O7,0,8,8,7,0,0,True
129,129,216.042256037,0.0135247543054314,-0.0130483732859923,8.0,O4,H8_C12_O4,0,12,8,4,0,0,True
130,130,216.053496037,0.0021411626975569,0.0175928650122295,8.0,N2O3,H8_C11_N2_O3,0,11,8,3,2,0,True
131,131,216.063386037,0.0072244985982316,-0.0103997259269046,3.0,O6,H12_C9_O6,0,9,12,6,0,0,True
132,132,216.078656037,0.0045287901660556,0.0540219947279521,7.0,O3,H12_C13_O3,0,13,12,3,0,0,True
133,133,216.099776037,0.0060075787917064,0.0103887196531314,2.0,O5,H16_C10_O5,0,10,16,5,0,0,True
134,134,216.136156037,0.0043285375396654,-0.0150969650624502,1.0,O4,H20_C11_O4,0,11,20,4,0,0,True
135,135,217.037506037,0.0049909116115715,-0.0082566374765507,8.0,N1O4,H7_C11_N_O4,0,11,7,4,1,0,True
136,136,217.058646037,0.0039434363350688,0.0404498975830256,3.0,N1O6,H11_C8_N_O6,0,8,11,6,1,0,True
137,137,217.073886037,0.0028497489140146,-0.0336291027660295,7.0,N1O3,H11_C12_N_O3,0,12,11,3,1,0,True
138,138,217.095016037,0.0045133861178717,-0.0309910385760217,2.0,N1O5,H15_C9_N_O5,0,9,15,5,1,0,True
139,139,218.021526037,0.0159739979666656,0.0119942286232252,8.0,O5,H6_C11_O5,0,11,6,5,0,0,True
140,140,218.042646037,0.0033272744077143,-0.0312461810689664,3.0,O7,H10_C8_O7,0,8,10,7,0,0,True
141,141,218.057906037,0.0125542992698481,-0.0132671180774997,7.0,O4,H10_C12_O4,0,12,10,4,0,0,True
142,142,218.069136037,0.0023414153239471,-0.0287661066540787,7.0,N2O3,H10_C11_N2_O3,0,11,10,3,2,0,True
143,143,218.079046037,0.0057303059243969,0.0352120028579879,2.0,O6,H14_C9_O6,0,9,14,6,0,0,True
144,144,218.094296037,0.0035737391786561,0.0073316910616505,6.0,O3,H14_C13_O3,0,13,14,3,0,0,True
145,145,218.115426037,0.0036815675159431,0.0099534453686755,1.0,O5,H18_C10_O5,0,10,18,5,0,0,True
146,146,218.151816037,0.0023106072275794,0.0305429500564628,0.0,O4,H22_C11_O4,0,11,22,4,0,0,True
147,147,219.016766037,0.0028189408176468,-0.0290297409371448,8.0,N1O5,H5_C10_N_O5,0,10,5,5,1,0,True
148,148,219.053166037,0.005376012816168,0.0371325380014435,7.0,N1O4,H9_C11_N_O4,0,11,9,4,1,0,True
149,149,220.000796037,0.0117840968606549,0.0365862311327473,8.0,O6,H4_C10_O6,0,10,4,6,0,0,True
150,150,220.037176037,0.0289750146338457,0.0115480486552724,7.0,O5,H8_C11_O5,0,11,8,5,0,0,True
151,151,220.048386037,0.0044517699251363,-0.0947018988708078,7.0,N2O4,H8_C10_N2_O4,0,10,8,4,2,0,True
152,152,220.052436037,0.0023568193721309,0.0293611837000496,11.0,O2,H8_C15_O2,0,15,8,2,0,0,True
153,153,220.058306037,0.0070396500200252,0.0141462509441272,2.0,O7,H12_C8_O7,0,8,12,7,0,0,True
154,154,220.073556037,0.0128469761853415,-0.013481855909271,6.0,O4,H12_C12_O4,0,12,12,4,0,0,True
155,155,220.094696037,0.0022181829384762,0.0345533088459212,1.0,O6,H16_C9_O6,0,9,16,6,0,0,True
156,156,220.109946037,0.0045287901660556,0.0069283556471677,5.0,O3,H16_C13_O3,0,13,16,3,0,0,True
157,157,221.032416037,0.0084876305493083,-0.0290998040355171,7.0,N1O5,H7_C10_N_O5,0,10,7,5,1,0,True
158,158,221.040536037,0.0028805570103823,0.0348397634438776,7.0,O5,H8_C10_13C_O5,0,11,8,5,0,0,True
159,159,221.068816037,0.0041590930096429,0.0364592353795762,6.0,N1O4,H11_C11_N_O4,0,11,11,4,1,0,True
160,160,222.016436037,0.0525894204997073,-0.0091209462799564,7.0,O6,H6_C10_O6,0,10,6,6,0,0,True
161,161,222.027676037,0.0039280322868849,0.0206956181732557,7.0,N2O5,H6_C9_N2_O5,0,9,6,5,2,0,True
162,162,222.052826037,0.0373856249422348,0.0111099689458793,6.0,O5,H10_C11_O5,0,11,10,5,0,0,True
163,163,222.064056037,0.0025108598539696,-0.0041114263349683,6.0,N2O4,H10_C10_N2_O4,0,10,10,4,2,0,True
164,164,222.073956037,0.0030037893958532,0.0136846303841428,1.0,O7,H14_C8_O7,0,8,14,7,0,0,True
165,165,222.089206037,0.0303767830185772,-0.0136926960090681,5.0,O4,H14_C12_O4,0,12,14,4,0,0,True
166,166,222.125586037,0.0029729812994855,-0.0384872366704004,4.0,O3,H18_C13_O3,0,13,18,3,0,0,True
167,167,223.011686037,0.0051449520934101,-0.0044751018942588,7.0,N1O6,H5_C9_N_O6,0,9,5,6,1,0,True
168,168,223.019796037,0.0059305585507871,0.0140570480358254,7.0,O6,H6_C9_13C_O6,0,10,6,6,0,0,True
169,169,223.048076037,0.0120459656797806,0.0156647842915835,6.0,N1O5,H9_C10_N_O5,0,10,9,5,1,0,True
170,170,223.056176037,0.0040204565759881,-0.0106385757683379,6.0,O5,H10_C10_13C_O5,0,11,10,5,0,0,True
171,171,223.084456037,0.0036353553713916,-0.0090279709522629,5.0,N1O4,H13_C11_N_O4,0,11,13,4,1,0,True
172,172,223.092556037,0.0047444468406297,-0.0353261448938288,5.0,O4,H14_C11_13C_O4,0,12,14,4,0,0,True
173,173,223.995706037,0.0130934409562833,0.0152190416838775,7.0,O7,H4_C9_O7,0,9,4,7,0,0,True
174,174,224.032086037,0.1171939985828275,-0.0093691936575656,6.0,O6,H8_C10_O6,0,10,8,6,0,0,True
175,175,224.043316037,0.0034042946486336,-0.0244550923354425,6.0,N2O5,H8_C9_N2_O5,0,9,8,5,2,0,True
176,176,224.047346037,0.0058381342616839,0.00812774628177,10.0,O3,H8_C14_O3,0,14,8,3,0,0,True
177,177,224.068476037,0.0192550602298284,0.0106797710197045,5.0,O5,H12_C11_O5,0,11,12,5,0,0,True
178,178,224.104866037,0.0065775285745093,0.03072222449489,4.0,O4,H16_C12_O4,0,12,16,4,0,0,True
179,179,225.027336037,0.0135247543054314,-0.0047638656809956,6.0,N1O6,H7_C9_N_O6,0,9,7,6,1,0,True
180,180,225.035446037,0.0124002587880094,0.0136023014441049,6.0,O6,H8_C9_13C_O6,0,10,8,6,0,0,True
181,181,225.063736037,0.0062232354662805,0.0596275536166876,5.0,N1O5,H11_C10_N_O5,0,10,11,5,1,0,True
182,182,225.071846037,0.0031578298776918,0.0779884304930459,5.0,O5,H12_C10_13C_O5,0,11,12,5,0,0,True
183,183,226.011356037,0.1612803844850426,0.0147558957251431,6.0,O7,H6_C9_O7,0,9,6,7,0,0,True
184,184,226.026616037,0.0051911642379617,0.0320979897911492,10.0,O4,H6_C13_O4,0,13,6,4,0,0,True
185,185,226.047736037,0.0319017837887797,-0.0096130138302362,5.0,O6,H10_C10_O6,0,10,10,6,0,0,True
186,186,226.063006037,0.0054992452016389,0.051963389357645,9.0,O3,H10_C14_O3,0,14,10,3,0,0,True
187,187,226.084126037,0.0172525339659262,0.0102572438155236,4.0,O5,H14_C11_O5,0,11,14,5,0,0,True
188,188,226.120516037,0.0045287901660556,0.0301211058197093,3.0,O4,H18_C12_O4,0,12,18,4,0,0,True
189,189,226.156896037,0.0025416679503373,0.0057614869482858,2.0,O3,H22_C13_O3,0,13,22,3,0,0,True
190,190,227.006606037,0.0078098524292183,0.0192152997054368,6.0,N1O7,H5_C8_N_O7,0,8,5,7,1,0,True
191,191,227.014706037,0.0159431898702979,-0.0066295264586691,6.0,O7,H6_C8_13C_O7,0,9,6,7,0,0,True
192,192,227.042986037,0.0059767706953387,-0.0050475023988365,5.0,N1O6,H9_C9_N_O6,0,9,9,6,1,0,True
193,193,227.051096037,0.0034505067931852,0.0131556290188999,5.0,O6,H10_C9_13C_O6,0,10,10,6,0,0,True
194,194,227.058236037,0.0036507594195754,-0.0318244347100183,9.0,N1O3,H9_C13_N_O3,0,13,9,3,1,0,True
195,195,227.079376037,0.0038356079977818,0.0147349356781411,4.0,N1O5,H13_C10_N_O5,0,10,13,5,1,0,True
196,196,228.005876037,0.0028189408176468,0.0117935556363498,10.0,O5,H4_C12_O5,0,12,4,5,0,0,True
197,197,228.027006037,0.0086416710311469,0.0143009377452622,5.0,O7,H8_C9_O7,0,9,8,7,0,0,True
198,198,228.042256037,0.0110601065960134,-0.0123617440526519,9.0,O4,H8_C13_O4,0,13,8,4,0,0,True
199,199,228.053506037,0.0022027788902923,0.0605164999837109,9.0,N2O3,H8_C12_N2_O3,0,12,8,3,2,0,True
200,200,228.063396037,0.0141717243291537,0.0339949336029905,4.0,O6,H12_C10_O6,0,10,12,6,0,0,True
201,201,228.078646037,0.004590406358791,0.0073351891689512,8.0,O3,H12_C14_O3,0,14,12,3,0,0,True
202,202,228.099766037,0.0092116208139499,-0.033998281311535,3.0,O5,H16_C11_O5,0,11,16,5,0,0,True
203,203,228.111016037,0.0027111124803598,0.0388626561657718,3.0,N2O4,H16_C10_N2_O4,0,10,16,4,2,0,True
204,204,228.136166037,0.0042207092023783,0.0295306093890375,2.0,O4,H20_C12_O4,0,12,20,4,0,0,True
205,205,228.208926037,0.0188237468806802,-0.0187503620893785,0.0,O2,H28_C14_O2,0,14,28,2,0,0,True
206,206,229.037506037,0.0055454573461905,-0.0078240461013084,9.0,N1O4,H7_C12_N_O4,0,12,7,4,1,0,True
207,207,229.058646037,0.0028651529621984,0.0383307949890205,4.0,N1O6,H11_C9_N_O6,0,9,11,6,1,0,True
208,208,229.073896037,0.0026803043839921,0.0117865895177264,8.0,N1O3,H11_C13_N_O3,0,13,11,3,1,0,True
209,209,230.021526037,0.0138944514618441,0.0113685013447463,9.0,O5,H6_C12_O5,0,12,6,5,0,0,True
210,210,230.032756037,0.0041590930096429,-0.0033256133743084,9.0,N2O4,H6_C11_N2_O4,0,11,6,4,2,0,True
211,211,230.042656037,0.0068856095381866,0.0138539523897379,4.0,O7,H10_C9_O7,0,9,10,7,0,0,True
212,212,230.053896037,0.0038818201423334,0.04262914098992,4.0,N2O6,H10_C8_N2_O6,0,8,10,6,2,0,True
213,213,230.057916037,0.0105055608613943,0.0308922210113569,8.0,O4,H10_C13_O4,0,13,10,4,0,0,True
214,214,230.079036037,0.016266674882159,-0.0100878377378851,3.0,O6,H14_C10_O6,0,10,14,6,0,0,True
215,215,230.115426037,0.0047598508888135,0.0094343956618344,2.0,O5,H18_C11_O5,0,11,18,5,0,0,True
216,216,230.151816037,0.003358082504082,0.0289504559932457,1.0,O4,H22_C12_O4,0,12,22,4,0,0,True
217,217,231.016756037,0.0043439415878492,-0.0708087164876455,9.0,N1O5,H5_C11_N_O5,0,11,5,5,1,0,True
218,218,231.053166037,0.0080255091037924,0.035204018848644,8.0,N1O4,H9_C12_N_O4,0,12,9,4,1,0,True
219,219,231.074296037,0.0021873748421085,0.0376761940475904,3.0,N1O6,H13_C9_N_O6,0,9,13,6,1,0,True
220,220,231.089536037,0.0021411626975569,-0.0319097096849314,7.0,N1O3,H13_C13_N_O3,0,13,13,3,1,0,True
221,221,232.000786037,0.0119689454388613,-0.0084094543958351,9.0,O6,H4_C11_O6,0,11,4,6,0,0,True
222,222,232.037176037,0.0177762716041775,0.0109508314927899,8.0,O5,H8_C12_O5,0,12,8,5,0,0,True
223,223,232.048426037,0.0031116177331402,0.082573281406611,8.0,N2O4,H8_C11_N2_O4,0,11,8,4,2,0,True
224,224,232.058316037,0.0049755075633876,0.0565073480091199,3.0,O7,H12_C9_O7,0,9,12,7,0,0,True
225,225,232.073566037,0.0088419236575372,0.0303050457289957,7.0,O4,H12_C13_O4,0,13,12,4,0,0,True
226,226,232.094686037,0.006392679996303,-0.0103190643291018,2.0,O6,H16_C10_O6,0,10,16,6,0,0,True
227,227,232.109936037,0.0031270217813241,-0.036512870410683,6.0,O3,H16_C14_O3,0,14,16,3,0,0,True
228,228,232.131086037,0.0033118703595304,0.0521127961514918,1.0,O5,H20_C11_O5,0,11,20,5,0,0,True
229,229,233.032426037,0.0121537940170676,0.0153111739498177,8.0,N1O5,H7_C11_N_O5,0,11,7,5,1,0,True
230,230,233.040526037,0.0024954558057857,-0.0098652369835971,8.0,O5,H8_C11_13C_O5,0,12,8,5,0,0,True
231,231,233.053556037,0.0032964663113466,0.0177641572439178,3.0,N1O7,H11_C8_N_O7,0,8,11,7,1,0,True
