,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
0,0,206.021486037,0.0030675482050458,-0.1814616557901646,7.0,O5,H6_C10_O5,0,10,6,5,0,0,True
1,1,208.000796037,0.0030661608198082,0.0386969671585597,7.0,O6,H4_C9_O6,0,9,4,6,0,0,True
2,2,210.161936037,0.0041582910973059,-0.2096335845940205,2.0,O2,H22_C13_O2,0,13,22,2,0,0,True
3,3,211.026906037,0.0041172173844725,-0.175702713400425,10.0,N1O3,H5_C12_N_O3,0,12,5,3,1,0,True
4,4,220.037176037,0.0033219627122058,0.0115480486552724,7.0,O5,H8_C11_O5,0,11,8,5,0,0,True
5,5,222.161946037,0.0049090491255932,-0.1532980809765206,3.0,O2,H22_C14_O2,0,14,22,2,0,0,True
6,6,226.026596037,0.0046275160824172,-0.0563871695443235,10.0,O4,H6_C13_O4,0,13,6,4,0,0,True
7,7,226.062976037,0.0030190505933192,-0.0807429873190496,9.0,O3,H10_C14_O3,0,14,10,3,0,0,True
8,8,228.042336037,0.0048784394822525,0.3384503129371995,9.0,O4,H8_C13_O4,0,13,8,4,0,0,True
9,9,228.208936037,0.0105876636523273,0.0250691322929817,0.0,O2,H28_C14_O2,0,14,28,2,0,0,True
10,10,230.057876037,0.003919757744013,-0.1429770654379052,8.0,O4,H10_C13_O4,0,13,10,4,0,0,True
11,11,234.161976037,0.0040934083149621,-0.0173256140089101,4.0,O2,H22_C15_O2,0,15,22,2,0,0,True
12,12,236.083796037,0.0034090159009064,0.2808875539273408,10.0,O2,H12_C16_O2,0,16,12,2,0,0,True
13,13,237.042546037,0.0037352846916601,-0.1989178769630656,11.0,N1O3,H7_C14_N_O3,0,14,7,3,1,0,True
14,14,238.026586037,0.0030704900071588,-0.0955565526277101,11.0,O4,H6_C14_O4,0,14,6,4,0,0,True
15,15,238.062966037,0.0034287231993195,-0.1186786860676394,10.0,O3,H10_C15_O3,0,15,10,3,0,0,True
16,16,239.058196037,0.0041831267052791,-0.1975502233502951,10.0,N1O3,H9_C14_N_O3,0,14,9,3,1,0,True
17,17,240.042246037,0.0051319594205527,-0.0534030997340232,10.0,O4,H8_C14_O4,0,14,8,4,0,0,True
18,18,240.208896037,0.0084887669777177,-0.1427049562704967,1.0,O2,H28_C15_O2,0,15,28,2,0,0,True
19,19,241.037516037,0.0033868664343759,0.0340527903372186,10.0,N1O4,H7_C13_N_O4,0,13,7,4,1,0,True
20,20,242.021526037,0.0078439289216548,0.0108048241447435,10.0,O5,H6_C13_O5,0,13,6,5,0,0,True
21,21,242.188156037,0.0045179934861186,-0.1603918236200401,1.0,O3,H26_C14_O3,0,14,26,3,0,0,True
22,22,242.224576037,0.0389345298808502,-0.0179709263183321,0.0,O2,H30_C15_O2,0,15,30,2,0,0,True
23,23,243.227906037,0.0063293805015394,-0.1200232344412624,0.0,O2,H30_C14_13C_O2,0,15,30,2,0,0,True
24,24,244.073506037,0.0032114778578414,-0.2170124928666897,8.0,O4,H12_C14_O4,0,14,12,4,0,0,True
25,25,245.032486037,0.0038091993567702,0.2594268255190655,9.0,N1O5,H7_C12_N_O5,0,12,7,5,1,0,True
26,26,246.016316037,0.003974788094582,-0.4960036877297059,9.0,O6,H6_C12_O6,0,12,6,6,0,0,True
27,27,248.032046037,0.004332882012549,-0.1697320998835994,8.0,O6,H8_C12_O6,0,12,8,6,0,0,True
28,28,248.141236037,0.0037275588696896,-0.0347503710036322,5.0,O3,H20_C15_O3,0,15,20,3,0,0,True
29,29,249.027346037,0.0031311044737402,0.0358514843523051,8.0,N1O6,H7_C11_N_O6,0,11,7,6,1,0,True
30,30,250.011306037,0.0055655759875029,-0.1866515587825563,8.0,O7,H6_C11_O7,0,11,6,7,0,0,True
31,31,250.099326037,0.0033262417413678,-0.2149585960731729,10.0,O2,H14_C17_O2,0,17,14,2,0,0,True
32,32,250.156896037,0.0069516595470266,0.0052087311020571,4.0,O3,H22_C15_O3,0,15,22,3,0,0,True
33,33,252.042246037,0.004054193376945,-0.0508605212302822,11.0,O4,H8_C15_O4,0,15,8,4,0,0,True
34,34,252.078636037,0.003773511562058,-0.0330333427695643,10.0,O3,H12_C16_O3,0,16,12,3,0,0,True
35,35,252.208846037,0.0036561185128954,-0.3341635367533037,2.0,O2,H28_C16_O2,0,16,28,2,0,0,True
36,36,253.073846037,0.0043246073723395,-0.1869019685215481,10.0,N1O3,H11_C15_N_O3,0,15,11,3,1,0,True
37,37,254.021426037,0.0035762019091918,-0.3833731724703514,11.0,O5,H6_C14_O5,0,14,6,5,0,0,True
38,38,254.057906037,0.0060162117635325,-0.0113871677219283,10.0,O4,H10_C15_O4,0,15,10,4,0,0,True
39,39,254.224576037,0.0569722788966196,-0.0171226561818187,1.0,O2,H30_C16_O2,0,16,30,2,0,0,True
40,40,255.053166037,0.0058768479668223,0.0318913900916856,10.0,N1O4,H9_C14_N_O4,0,14,9,4,1,0,True
41,41,255.227926037,0.0116037823602456,-0.0360187857392033,1.0,O2,H30_C15_13C_O2,0,16,30,2,0,0,True
42,42,256.037186037,0.0124053852086994,0.048981166527223,10.0,O5,H8_C14_O5,0,14,8,5,0,0,True
43,43,256.203846037,0.0044357379525112,0.0042192965103379,1.0,O3,H28_C15_O3,0,15,28,3,0,0,True
44,44,256.240226037,1.0,-0.0172767563988791,0.0,O2,H32_C16_O2,0,16,32,2,0,0,True
45,45,257.032446037,0.0060351282182722,0.0916927040952494,10.0,N1O5,H7_C13_N_O5,0,13,7,5,1,0,True
46,46,257.243586037,0.1739176623296802,0.0028494395023488,0.0,O2,H32_C15_13C_O2,0,16,32,2,0,0,True
47,47,258.016436037,0.004049653330413,-0.0078483372838006,10.0,O6,H6_C13_O6,0,13,6,6,0,0,True
48,48,258.052816037,0.005041994135074,-0.0291916983849403,9.0,O5,H10_C14_O5,0,14,10,5,0,0,True
49,49,259.011656037,0.0033080036396067,-0.1196780116926423,10.0,N1O6,H5_C12_N_O6,0,12,5,6,1,0,True
50,50,259.048136037,0.0044072456664934,0.2451050256070874,9.0,N1O5,H9_C13_N_O5,0,13,9,5,1,0,True
51,51,260.032116037,0.0058702319556473,0.1072982846702032,9.0,O6,H8_C13_O6,0,13,8,6,0,0,True
52,52,260.083696037,0.0037712856098218,-0.1295236898640175,12.0,O2,H12_C18_O2,0,18,12,2,0,0,True
53,53,261.027276037,0.0032489348243922,-0.2339678861200652,9.0,N1O6,H7_C12_N_O6,0,12,7,6,1,0,True
54,54,262.047756037,0.0043451829430863,0.0680295845105126,8.0,O6,H10_C13_O6,0,13,10,6,0,0,True
55,55,262.062976037,0.0037384685192077,-0.0696511971415794,12.0,O3,H10_C17_O3,0,17,10,3,0,0,True
56,56,263.058306037,0.0050683802641412,0.2386315070593442,12.0,N1O3,H9_C16_N_O3,0,16,9,3,1,0,True
57,57,263.066406037,0.0044233800461673,0.2163218055372014,12.0,O3,H10_C16_13C_O3,0,17,10,3,0,0,True
58,58,264.063336037,0.0036416052653577,-0.1978578350526936,7.0,O6,H12_C13_O6,0,13,12,6,0,0,True
59,59,264.078546037,0.0032860913287837,-0.3723399776618733,11.0,O3,H12_C17_O3,0,17,12,3,0,0,True
60,60,265.037486037,0.0031491419427466,-0.0822223313008882,12.0,N1O4,H7_C15_N_O4,0,15,7,4,1,0,True
61,61,266.057866037,0.0059131532429249,-0.1612168083534758,11.0,O4,H10_C16_O4,0,16,10,4,0,0,True
62,62,266.094386037,0.0034486618097677,0.3442349962236278,10.0,O3,H14_C17_O3,0,17,14,3,0,0,True
63,63,266.155166037,0.0374031088304395,-0.0574289058087107,-1.0,O4S1,H26_C12_O4_S,0,12,26,4,0,1,True
64,64,266.261076037,0.0032286533851594,0.4136503977740138,1.0,O1,H34_C18_O,0,18,34,1,0,0,True
65,65,267.016706037,0.0035124854264774,-0.2485162855704368,12.0,N1O5,H5_C14_N_O5,0,14,5,5,1,0,True
66,66,267.053066037,0.0033539850633647,-0.3439990461610587,11.0,N1O4,H9_C15_N_O4,0,15,9,4,1,0,True
67,67,268.037176037,0.0098028423702729,0.0094800283020936,11.0,O5,H8_C15_O5,0,15,8,5,0,0,True
68,68,268.203796037,0.0044797344755222,-0.1823948829836147,2.0,O3,H28_C16_O3,0,16,28,3,0,0,True
69,69,268.240236037,0.0110022819531233,0.0207761523485564,1.0,O2,H32_C17_O2,0,17,32,2,0,0,True
70,70,269.032476037,0.0044049943916765,0.199113507735335,11.0,N1O5,H7_C14_N_O5,0,14,7,5,1,0,True
71,71,269.243636037,0.0038509124647657,0.1884278520746794,1.0,O2,H32_C16_13C_O2,0,17,32,2,0,0,True
72,72,270.016456037,0.0039823785381404,0.0665700167144724,11.0,O6,H6_C14_O6,0,14,6,6,0,0,True
73,73,270.052816037,0.0071649009989213,-0.0278945433107593,10.0,O5,H10_C15_O5,0,15,10,5,0,0,True
74,74,270.067976037,0.0033099154944479,-0.3836552616938226,14.0,O2,H10_C19_O2,0,19,10,2,0,0,True
75,75,270.219486037,0.0263744957761648,-0.0332803532029025,1.0,O3,H30_C16_O3,0,16,30,3,0,0,True
76,76,270.255886037,0.0292578222067736,0.0203473829093083,0.0,O2,H34_C17_O2,0,17,34,2,0,0,True
77,77,271.048096037,0.0057156887327384,0.0866783436136496,10.0,N1O5,H9_C14_N_O5,0,14,9,5,1,0,True
78,78,271.084386037,0.0033100386985424,-0.2656515967739775,9.0,N1O4,H13_C15_N_O4,0,15,13,4,1,0,True
79,79,271.259306037,0.0036288490153408,0.2604850725626747,0.0,O2,H34_C16_13C_O2,0,17,34,2,0,0,True
80,80,272.032116037,0.0121294455340171,0.102565095682079,10.0,O6,H8_C14_O6,0,14,8,6,0,0,True
81,81,272.068556037,0.0032068701221033,0.3028391123690738,9.0,O5,H12_C15_O5,0,15,12,5,0,0,True
82,82,272.177656037,0.0036522685066869,0.0950445396179711,6.0,O2,H24_C18_O2,0,18,24,2,0,0,True
83,83,272.235156037,0.0186383655674315,0.0401601327242707,0.0,O3,H32_C16_O3,0,16,32,3,0,0,True
84,84,273.027376037,0.0055015127802222,0.1425791091088619,10.0,N1O6,H7_C13_N_O6,0,13,7,6,1,0,True
85,85,274.011306037,0.0034499386522012,-0.1703031916148228,10.0,O7,H6_C13_O7,0,13,6,7,0,0,True
86,86,274.047746037,0.0052090973579996,0.0285607165303965,9.0,O6,H10_C14_O6,0,14,10,6,0,0,True
87,87,276.027066037,0.003716173934811,0.2291840466517702,9.0,O7,H8_C13_O7,0,13,8,7,0,0,True
88,88,276.042216037,0.0045187974780552,-0.1551175780332606,13.0,O4,H8_C17_O4,0,17,8,4,0,0,True
89,89,276.078666037,0.0039783215685321,0.0785029874273046,12.0,O3,H12_C18_O3,0,18,12,3,0,0,True
90,90,276.136216037,0.0034442454543028,0.2054674348046264,6.0,O4,H20_C16_O4,0,16,20,4,0,0,True
91,91,276.172526037,0.0201890721978925,-0.0679683828646226,5.0,O3,H24_C17_O3,0,17,24,3,0,0,True
92,92,277.037596037,0.0032760967009789,0.3183972185877051,13.0,N1O4,H7_C16_N_O4,0,16,7,4,1,0,True
93,93,277.073886037,0.0035653906281602,-0.0263467629423695,12.0,N1O3,H11_C17_N_O3,0,17,11,3,1,0,True
94,94,278.057916037,0.0035781522348768,0.0255594233349627,12.0,O4,H10_C17_O4,0,17,10,4,0,0,True
95,95,278.151796037,0.0049577527267742,-0.0479486387448291,5.0,O4,H22_C16_O4,0,16,22,4,0,0,True
96,96,278.188186037,0.0040709559514088,-0.0317950239039703,4.0,O3,H26_C17_O3,0,17,26,3,0,0,True
97,97,279.053146037,0.0063635917950089,-0.0425223660477607,12.0,N1O4,H9_C16_N_O4,0,16,9,4,1,0,True
98,98,280.037176037,0.0125670543032058,0.0090737953110493,12.0,O5,H8_C16_O5,0,16,8,5,0,0,True
99,99,280.073566037,0.0059152477125306,0.0251112594234254,11.0,O4,H12_C17_O4,0,17,12,4,0,0,True
100,100,280.131066037,0.0457725066237564,-0.0282117943971049,5.0,O5,H20_C15_O5,0,15,20,5,0,0,True
101,101,280.170796037,0.0100176586918967,-0.1262051594262078,-1.0,O4S1,H28_C13_O4_S,0,13,28,4,0,1,True
102,102,280.203846037,0.0037250056717954,0.0038579056240945,3.0,O3,H28_C17_O3,0,17,28,3,0,0,True
103,103,280.240226037,0.0325342860851724,-0.0157971609837714,2.0,O2,H32_C18_O2,0,18,32,2,0,0,True
104,104,281.032406037,0.0048551582911547,-0.058470125303572,12.0,N1O5,H7_C15_N_O5,0,15,7,5,1,0,True
105,105,281.068806037,0.0059078978334887,-0.0069022245177272,11.0,N1O4,H11_C16_N_O4,0,16,11,4,1,0,True
106,106,281.243516037,0.0064036433521338,-0.2462883444712193,2.0,O2,H32_C17_13C_O2,0,18,32,2,0,0,True
107,107,282.016456037,0.0055134747777566,0.0637374153414913,12.0,O6,H6_C15_O6,0,15,6,6,0,0,True
108,108,282.052846037,0.0093754147394352,0.0796552856091969,11.0,O5,H10_C16_O5,0,16,10,5,0,0,True
109,109,282.089196037,0.0051282696283642,-0.0462300583345402,10.0,O4,H14_C17_O4,0,17,14,4,0,0,True
110,110,282.255876037,0.0594267971287711,-0.0159465235631557,1.0,O2,H34_C18_O2,0,18,34,2,0,0,True
111,111,283.011666037,0.0037572739441705,-0.0741948214326582,12.0,N1O6,H5_C14_N_O6,0,14,5,6,1,0,True
112,112,283.048046037,0.0105839962608833,-0.0936448788622391,11.0,N1O5,H9_C15_N_O5,0,15,9,5,1,0,True
113,113,283.259246037,0.01001889949835,0.037629839613114,1.0,O2,H34_C17_13C_O2,0,18,34,2,0,0,True
114,114,284.032086037,0.0182222527474028,-0.0073900100529273,11.0,O6,H8_C15_O6,0,15,8,6,0,0,True
115,115,284.068436037,0.0067965197825537,-0.132387112587935,10.0,O5,H12_C16_O5,0,16,12,5,0,0,True
116,116,284.104846037,0.0034834876627914,-0.0461625353615203,9.0,O4,H16_C17_O4,0,17,16,4,0,0,True
117,117,284.198766037,0.0033254557674213,0.0226637155117751,2.0,O4,H28_C16_O4,0,16,28,4,0,0,True
118,118,284.235116037,0.0042005442580317,-0.1022639300143839,1.0,O3,H32_C17_O3,0,17,32,3,0,0,True
119,119,284.271526037,0.9223596732658972,-0.0160937680079007,0.0,O2,H36_C18_O2,0,18,36,2,0,0,True
120,120,285.027306037,0.0047587040943771,-0.1090141165354803,11.0,N1O6,H7_C14_N_O6,0,14,7,6,1,0,True
121,121,285.035426037,0.0043508142954511,-0.059427700862508,11.0,O6,H8_C14_13C_O6,0,15,8,6,0,0,True
122,122,285.063656037,0.0034284675386492,-0.2335618680222474,10.0,N1O5,H11_C15_N_O5,0,15,11,5,1,0,True
123,123,285.274876037,0.181488251036954,-0.0330032567053259,0.0,O2,H36_C17_13C_O2,0,18,36,2,0,0,True
124,124,286.011336037,0.0035301070207935,-0.0582669211873144,11.0,O7,H6_C14_O7,0,14,6,7,0,0,True
125,125,286.047766037,0.0078596615488468,0.0972809552942368,10.0,O6,H10_C15_O6,0,15,10,6,0,0,True
126,126,286.084076037,0.0057770711552761,-0.1666677875706821,9.0,O5,H14_C16_O5,0,16,14,5,0,0,True
127,127,286.120456037,0.0032555347654679,-0.1858972293145263,8.0,O4,H18_C17_O4,0,17,18,4,0,0,True
128,128,286.214406037,0.0053933288718906,-0.0126932814320006,1.0,O4,H30_C16_O4,0,16,30,4,0,0,True
129,129,286.250846037,0.0039962708954789,0.1776728373112054,0.0,O3,H34_C17_O3,0,17,34,3,0,0,True
130,130,287.058286037,0.0049966004873714,0.1490080659167104,14.0,N1O3,H9_C18_N_O3,0,18,9,3,1,0,True
131,131,288.026996037,0.0102491348367435,-0.0233971124469057,10.0,O7,H8_C14_O7,0,14,8,7,0,0,True
132,132,288.063346037,0.0040446185196123,-0.1466587144512789,9.0,O6,H12_C15_O6,0,15,12,6,0,0,True
133,133,288.136156037,0.0033732949920503,-0.0113245074764143,7.0,O4,H20_C17_O4,0,17,20,4,0,0,True
134,134,288.172436037,0.0039676344655403,-0.3774510896404838,6.0,O3,H24_C18_O3,0,18,24,3,0,0,True
135,135,289.022336037,0.0046934823790304,0.2916314397634981,10.0,N1O7,H7_C13_N_O7,0,13,7,7,1,0,True
136,136,289.058666037,0.0040527645990275,0.0995645639380102,9.0,N1O6,H11_C14_N_O6,0,14,11,6,1,0,True
137,137,290.042636037,0.0053262177024471,-0.0579673394742371,9.0,O7,H10_C14_O7,0,14,10,7,0,0,True
138,138,290.057916037,0.0168841856705727,0.0245020032024246,13.0,O4,H10_C18_O4,0,18,10,4,0,0,True
139,139,291.053156037,0.0099978096844263,-0.0064111999896386,13.0,N1O4,H9_C17_N_O4,0,17,9,4,1,0,True
140,140,291.061236037,0.0033647715087884,-0.095282355019372,13.0,O4,H10_C17_13C_O4,0,18,10,4,0,0,True
141,141,292.021956037,0.0038862866490557,0.1322537541749841,9.0,O8,H8_C13_O8,0,13,8,8,0,0,True
142,142,292.037196037,0.008029677355523,0.0771853733944783,13.0,O5,H8_C17_O5,0,17,8,5,0,0,True
143,143,292.073466037,0.0046064335730841,-0.3183000539621831,12.0,O4,H12_C18_O4,0,18,12,4,0,0,True
144,144,292.167446037,0.0033307613350462,-0.0459017600336396,5.0,O4,H24_C17_O4,0,17,24,4,0,0,True
145,145,292.203836037,0.0075230538405856,-0.0305232133809065,4.0,O3,H28_C18_O3,0,18,28,3,0,0,True
146,146,293.105156037,0.003306308974592,-0.1277630202989942,11.0,N1O3,H15_C18_N_O3,0,18,15,3,1,0,True
147,147,294.016556037,0.0042733822264902,0.4012529143141766,13.0,O6,H6_C16_O6,0,16,6,6,0,0,True
148,148,294.052836037,0.0080428095484684,0.0423971426401851,12.0,O5,H10_C17_O5,0,17,10,5,0,0,True
149,149,294.146646037,0.0036827953646677,-0.2650956624528406,5.0,O5,H22_C16_O5,0,16,22,5,0,0,True
150,150,294.183116037,0.0307619625592574,0.0221460703906233,4.0,O4,H26_C17_O4,0,17,26,4,0,0,True
151,151,294.186496037,0.0248319025979478,0.0495162089016197,-1.0,O4S1,H30_C14_O4_S,0,14,30,4,0,1,True
152,152,294.219506037,0.0075543798207759,0.0374108438972856,3.0,O3,H30_C18_O3,0,18,30,3,0,0,True
153,153,295.048156037,0.0055001740922551,0.2829843139663445,12.0,N1O5,H9_C16_N_O5,0,16,9,5,1,0,True
154,154,295.084426037,0.0058021677806194,-0.1084909848631308,11.0,N1O4,H13_C17_N_O4,0,17,13,4,1,0,True
155,155,295.222826037,0.0033687929293892,-0.0807288525759461,3.0,O3,H30_C17_13C_O3,0,18,30,3,0,0,True
156,156,296.032076037,0.0119667922676732,-0.0408705708782975,12.0,O6,H8_C16_O6,0,16,8,6,0,0,True
157,157,296.068466037,0.0085021567792243,-0.0256933812917927,11.0,O5,H12_C17_O5,0,17,12,5,0,0,True
158,158,296.083616037,0.003832976286082,-0.3839692363745199,15.0,O2,H12_C21_O2,0,21,12,2,0,0,True
159,159,296.104786037,0.004426413399149,-0.2469227228615986,10.0,O4,H16_C18_O4,0,18,16,4,0,0,True
160,160,296.235136037,0.0212287107135342,-0.030607442888062,2.0,O3,H32_C18_O3,0,18,32,3,0,0,True
161,161,296.271656037,0.0041935406165832,0.4233445807785504,1.0,O2,H36_C19_O2,0,19,36,2,0,0,True
162,162,297.027336037,0.0056106141451306,-0.0036090953422458,12.0,N1O6,H7_C15_N_O6,0,15,7,6,1,0,True
163,163,297.063716037,0.0069986884490739,-0.0221501302077186,11.0,N1O5,H11_C16_N_O5,0,16,11,5,1,0,True
164,164,298.011296037,0.0060090011586843,-0.1901437988591015,12.0,O7,H6_C15_O7,0,15,6,7,0,0,True
165,165,298.047736037,0.0203766969375945,-0.007290778551558,11.0,O6,H10_C16_O6,0,16,10,6,0,0,True
166,166,298.062966037,0.0040550772324052,-0.0947886963545392,15.0,O3,H10_C20_O3,0,20,10,3,0,0,True
167,167,298.084096037,0.0045572590692971,-0.092863055674414,10.0,O5,H14_C17_O5,0,17,14,5,0,0,True
168,168,298.141626037,0.0316585197285562,-0.0423188138784353,4.0,O6,H22_C15_O6,0,15,22,6,0,0,True
169,169,298.160246037,0.0092447750587415,-0.0692412898125365,3.0,O3S1,H26_C16_O3_S,0,16,26,3,0,1,True
170,170,298.250786037,0.0483189117356819,-0.0306487036816747,1.0,O3,H34_C18_O3,0,18,34,3,0,0,True
171,171,298.287216037,0.0113308560726642,0.1185132922484748,0.0,O2,H38_C19_O2,0,19,38,2,0,0,True
172,172,299.042976037,0.0149043567442594,-0.0372722348056616,11.0,N1O6,H9_C15_N_O6,0,15,9,6,1,0,True
173,173,299.047136037,0.0035506217199521,0.2196543355362807,7.0,N2O8,H10_C10_13C_N2_O8,0,11,10,8,2,0,True
174,174,299.079416037,0.0046197956171465,0.1449314050374165,10.0,N1O5,H13_C16_N_O5,0,16,13,5,1,0,True
175,175,299.163586037,0.0041152733894327,-0.1186140346336354,3.0,O3S1,H26_C15_13C_O3_S,0,16,26,3,0,1,True
176,176,299.290626037,0.003942172610668,0.302418425844888,0.0,O2,H38_C18_13C_O2,0,19,38,2,0,0,True
177,177,300.026986037,0.0328869575620652,-0.0557916481671209,11.0,O7,H8_C15_O7,0,15,8,7,0,0,True
178,178,300.038206037,0.006061556226992,-0.1003838825323214,11.0,N2O6,H8_C14_N2_O6,0,14,8,6,2,0,True
179,179,300.063356037,0.0088431180234713,-0.1074673042540662,10.0,O6,H12_C16_O6,0,16,12,6,0,0,True
180,180,300.099726037,0.0054899306213979,-0.1591304352594776,9.0,O5,H16_C17_O5,0,17,16,5,0,0,True
181,181,300.136176037,0.005649304613544,0.0557646871299469,8.0,O4,H20_C18_O4,0,18,20,4,0,0,True
182,182,300.172686037,0.0040077678340797,0.4704925084028524,7.0,O3,H24_C19_O3,0,19,24,3,0,0,True
183,183,300.208926037,0.0057733258481992,-0.0142534069579749,6.0,O2,H28_C20_O2,0,20,28,2,0,0,True
184,184,300.230006037,0.0047750381328603,-0.1788861836807175,1.0,O4,H32_C17_O4,0,17,32,4,0,0,True
185,185,300.266446037,0.0177220504545582,0.0026143445295565,0.0,O3,H36_C18_O3,0,18,36,3,0,0,True
186,186,301.022216037,0.009711652835413,-0.1186357620680621,11.0,N1O7,H7_C14_N_O7,0,14,7,7,1,0,True
187,187,301.094946037,0.0035188345766098,-0.2548299166769583,9.0,N1O5,H15_C16_N_O5,0,16,15,5,1,0,True
188,188,302.006246037,0.0069654218826528,-0.070544898650179,11.0,O8,H6_C14_O8,0,14,6,8,0,0,True
189,189,302.042706037,0.0074254869111763,0.1760909930469318,10.0,O7,H10_C15_O7,0,15,10,7,0,0,True
190,190,302.057916037,0.0045417567801947,0.0235286003454935,14.0,O4,H10_C19_O4,0,19,10,4,0,0,True
191,191,302.078926037,0.00513369596522,-0.3718266662653197,9.0,O6,H14_C16_O6,0,16,14,6,0,0,True
192,192,302.094266037,0.0033552774889247,-0.0940137010253364,13.0,O3,H14_C20_O3,0,20,14,3,0,0,True
193,193,302.151746037,0.0038499974430524,-0.2096198377225215,7.0,O4,H22_C18_O4,0,18,22,4,0,0,True
194,194,302.224516037,0.0069061373385298,-0.2129311043806027,5.0,O2,H30_C20_O2,0,20,30,2,0,0,True
195,195,303.001366037,0.0040985151977232,-0.495964760633761,11.0,N1O8,H5_C13_N_O8,0,13,5,8,1,0,True
196,196,303.037846037,0.0033943331868672,-0.1840892175391456,10.0,N1O7,H9_C14_N_O7,0,14,9,7,1,0,True
197,197,303.053066037,0.0068796138831597,-0.3031350290971754,14.0,N1O4,H9_C18_N_O4,0,18,9,4,1,0,True
198,198,303.074346037,0.0045471612032788,0.1937016470446574,9.0,N1O6,H13_C15_N_O6,0,15,13,6,1,0,True
199,199,304.021866037,0.0039662806814194,-0.1689977128371325,10.0,O8,H8_C14_O8,0,14,8,8,0,0,True
200,200,304.037236037,0.0051633350719589,0.2057017780094471,14.0,O5,H8_C18_O5,0,18,8,5,0,0,True
201,201,304.073506037,0.0074794113467314,-0.1741914337691667,13.0,O4,H12_C19_O4,0,19,12,4,0,0,True
202,202,304.110046037,0.0036519962889446,0.3338429669483332,12.0,O3,H16_C20_O3,0,20,16,3,0,0,True
203,203,304.240186037,0.0066256844008143,-0.1460260741890572,4.0,O2,H32_C20_O2,0,20,32,2,0,0,True
204,204,305.032356037,0.0063283154922328,-0.2177867320237286,14.0,N1O5,H7_C17_N_O5,0,17,7,5,1,0,True
205,205,305.068766037,0.0125940282083283,-0.1374772008348006,13.0,N1O4,H11_C18_N_O4,0,18,11,4,1,0,True
206,206,306.037656037,0.003541290348972,0.2893336758236406,9.0,O8,H10_C14_O8,0,14,10,8,0,0,True
207,207,306.052816037,0.0245746670579057,-0.0246133986632748,13.0,O5,H10_C18_O5,0,18,10,5,0,0,True
208,208,306.063986037,0.0048850900684896,-0.2316933818971598,13.0,N2O4,H10_C17_N2_O4,0,17,10,4,2,0,True
209,209,306.089176037,0.0049442148855652,-0.10794566610447,12.0,O4,H14_C19_O4,0,19,14,4,0,0,True
210,210,306.146756037,0.0046366190631985,0.1046001611500461,6.0,O5,H22_C17_O5,0,17,22,5,0,0,True
211,211,306.255906037,0.0111879120526242,0.0832604351471898,3.0,O2,H34_C20_O2,0,20,34,2,0,0,True
212,212,307.048086037,0.0226152666365822,0.0439475139009403,13.0,N1O5,H9_C17_N_O5,0,17,9,5,1,0,True
213,213,307.056196037,0.0057225453084299,0.0574064298473197,13.0,O5,H10_C17_13C_O5,0,18,10,5,0,0,True
214,214,307.084486037,0.0039706653836585,0.0911345288876091,12.0,N1O4,H13_C18_N_O4,0,18,13,4,1,0,True
215,215,308.016926037,0.0034398310467288,0.3051163493825645,9.0,O9,H8_C13_O9,0,13,8,9,0,0,True
216,216,308.032106037,0.0147955870077634,0.0581140721513967,13.0,O6,H8_C17_O6,0,17,8,6,0,0,True
217,217,308.068426037,0.0062867489630215,-0.1545338501951629,12.0,O5,H12_C18_O5,0,18,12,5,0,0,True
218,218,308.104826037,0.0051174393553971,-0.1074796537069945,11.0,O4,H16_C19_O4,0,19,16,4,0,0,True
219,219,308.162346037,0.0036148032616002,-0.0910266952440307,5.0,O5,H24_C17_O5,0,17,24,5,0,0,True
220,220,308.198756037,0.0070610905924566,-0.011547742885974,4.0,O4,H28_C18_O4,0,18,28,4,0,0,True
221,221,309.027356037,0.0056614428951978,0.061250240995076,13.0,N1O6,H7_C16_N_O6,0,16,7,6,1,0,True
222,222,309.063746037,0.0069275884862008,0.0757772475458465,12.0,N1O5,H11_C17_N_O5,0,17,11,5,1,0,True
223,223,310.011366037,0.005771683289264,0.043014552120667,13.0,O7,H6_C16_O7,0,16,6,7,0,0,True
224,224,310.047726037,0.0149099252771452,-0.039261697454084,12.0,O6,H10_C17_O6,0,17,10,6,0,0,True
225,225,310.063006037,0.0046377975371454,0.0378858481822137,16.0,O3,H10_C21_O3,0,21,10,3,0,0,True
226,226,310.084076037,0.0054503913595591,-0.1537679735821073,11.0,O5,H14_C18_O5,0,18,14,5,0,0,True
227,227,310.141486037,0.0036631435811429,-0.492088310788132,5.0,O6,H22_C16_O6,0,16,22,6,0,0,True
228,228,310.178086037,0.0083178088788566,0.1994821775421649,4.0,O5,H26_C17_O5,0,17,26,5,0,0,True
229,229,310.214426037,0.009030440840096,0.0527602800737436,3.0,O4,H30_C18_O4,0,18,30,4,0,0,True
230,230,310.287166037,0.0043383935696282,-0.0472111050107861,1.0,O2,H38_C20_O2,0,20,38,2,0,0,True
231,231,311.042996037,0.0060472815960798,0.0284655179487151,12.0,N1O6,H9_C16_N_O6,0,16,9,6,1,0,True
232,232,311.079316037,0.0046677853163414,-0.1821207552872047,11.0,N1O5,H13_C17_N_O5,0,17,13,5,1,0,True
