,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
476,476,354.073936037,0.0111511636313597,-0.0479024244525116,12.0,O7,H14_C19_O7,0,19,14,7,0,0,True
477,477,354.110426037,0.0069370401394391,0.2471856053471146,11.0,O6,H18_C20_O6,0,20,18,6,0,0,True
478,478,354.146756037,0.006294818587722,0.0904229656612893,10.0,O5,H22_C21_O5,0,21,22,5,0,0,True
479,479,354.183086037,0.0057757660684257,-0.0663075141401839,9.0,O4,H26_C22_O4,0,22,26,4,0,0,True
480,480,354.277006037,0.0053151405343183,-0.0110901921143114,2.0,O4,H38_C21_O4,0,21,38,4,0,0,True
481,481,354.349776037,0.0088537379242298,-0.0139551379314903,0.0,O2,H46_C23_O2,0,23,46,2,0,0,True
482,482,355.032796037,0.0114916456944647,-0.0575327132498835,13.0,N1O8,H9_C17_N_O8,0,17,9,8,1,0,True
483,483,355.048046037,0.00659283127422,-0.0746546848495151,17.0,N1O5,H9_C21_N_O5,0,21,9,5,1,0,True
484,484,355.069206037,0.0069773293392442,0.0114512888241434,12.0,N1O7,H13_C18_N_O7,0,18,13,7,1,0,True
485,485,355.084416037,0.0059850177529454,-0.1183211600751968,16.0,N1O4,H13_C22_N_O4,0,22,13,4,1,0,True
486,486,356.016756037,0.0101287512881974,-0.2135264667070594,13.0,O9,H8_C17_O9,0,17,8,9,0,0,True
487,487,356.032056037,0.00612503214519,-0.0901576121161844,17.0,O6,H8_C21_O6,0,21,8,6,0,0,True
488,488,356.053196037,0.010748140637651,-0.0604600665967957,12.0,O8,H12_C18_O8,0,18,12,8,0,0,True
489,489,356.060836037,0.0046241077604524,0.4587923845460745,3.0,N1O10S1,H17_C10_13C_N_O10_S,0,11,17,10,1,1,True
490,490,356.068466037,0.0155452727221534,-0.0213638687835231,16.0,O5,H12_C22_O5,0,22,12,5,0,0,True
491,491,356.089576037,0.0082898001567352,-0.0759219079573134,11.0,O7,H16_C19_O7,0,19,16,7,0,0,True
492,492,356.126016037,0.0047979867216003,0.0770991130975244,10.0,O6,H20_C20_O6,0,20,20,6,0,0,True
493,493,356.162406037,0.0044509724066256,0.0897034596079374,9.0,O5,H24_C21_O5,0,21,24,5,0,0,True
494,494,356.292776037,0.004332857176941,0.3255665221631719,1.0,O4,H40_C21_O4,0,21,40,4,0,0,True
495,495,357.012016037,0.0040283643446528,-0.1820442927909792,13.0,N1O9,H7_C16_N_O9,0,16,7,9,1,0,True
496,496,357.035386037,0.003931160209909,-0.1594771897026947,17.0,O6,H8_C20_13C_O6,0,21,8,6,0,0,True
497,497,357.048526037,0.0064297158707787,0.1666440150975387,12.0,N1O8,H11_C17_N_O8,0,17,11,8,1,0,True
498,498,357.063686037,0.0169808862755392,-0.1024467102138145,16.0,N1O5,H11_C21_N_O5,0,21,11,5,1,0,True
499,499,357.071716037,0.0045637640506952,-0.3149143293684793,16.0,O5,H12_C21_13C_O5,0,22,12,5,0,0,True
500,500,357.121266037,0.0039026143568936,0.0797600218537892,10.0,N1O6,H19_C19_N_O6,0,19,19,6,1,0,True
501,501,358.032526037,0.0121273710302923,0.1226341095480084,12.0,O9,H10_C17_O9,0,17,10,9,0,0,True
502,502,358.047716037,0.0299973749931106,-0.0619275001560197,16.0,O6,H10_C21_O6,0,21,10,6,0,0,True
503,503,358.059036037,0.0057034223772632,0.1799898718184725,16.0,N2O5,H10_C20_N2_O5,0,20,10,5,2,0,True
504,504,358.068906037,0.008042401952314,0.1072391357003401,11.0,O8,H14_C18_O8,0,18,14,8,0,0,True
505,505,358.084086037,0.0104858585994633,-0.1052294738861984,15.0,O5,H14_C22_O5,0,22,14,5,0,0,True
506,506,358.105236037,0.0041254813112824,-0.0477764586393942,10.0,O7,H18_C19_O7,0,19,18,7,0,0,True
507,507,358.141576037,0.0051073970042672,-0.1748386789348836,9.0,O6,H22_C20_O6,0,20,22,6,0,0,True
508,508,358.177996037,0.0053881971535216,-0.0785224114345607,8.0,O5,H26_C21_O5,0,21,26,5,0,0,True
509,509,358.214356037,0.0040156894190778,-0.1497232008971459,7.0,O4,H30_C22_O4,0,22,30,4,0,0,True
510,510,359.027836037,0.0060668988045424,0.2922726024154726,12.0,N1O9,H9_C16_N_O9,0,16,9,9,1,0,True
511,511,359.043006037,0.0139649488987253,0.0525118153009399,16.0,N1O6,H9_C20_N_O6,0,20,9,6,1,0,True
512,512,359.051216037,0.0056430728238335,0.3425333058467947,16.0,O6,H10_C20_13C_O6,0,21,10,6,0,0,True
513,513,359.064076037,0.0054852659098533,-0.1129993298567634,11.0,N1O8,H13_C17_N_O8,0,17,13,8,1,0,True
514,514,359.079396037,0.0069767814949507,0.0650162616828579,15.0,N1O5,H13_C21_N_O5,0,21,13,5,1,0,True
515,515,360.011596037,0.0087603974309303,-0.4184837423109407,12.0,O10,H8_C16_O10,0,16,8,10,0,0,True
516,516,360.026966037,0.0113953400243623,-0.1020451340062877,16.0,O7,H8_C20_O7,0,20,8,7,0,0,True
517,517,360.048076037,0.0054932318093676,-0.1559986117504651,11.0,O9,H12_C17_O9,0,17,12,9,0,0,True
518,518,360.063356037,0.016091775405878,-0.0895592385008231,15.0,O6,H12_C21_O6,0,21,12,6,0,0,True
519,519,360.084406037,0.0036469980010968,-0.3101356184792015,10.0,O8,H16_C18_O8,0,18,16,8,0,0,True
520,520,360.099896037,0.0062801957713255,0.339475243801404,14.0,O5,H16_C22_O5,0,22,16,5,0,0,True
521,521,360.157236037,0.0059825824024459,-0.1462999897781926,8.0,O6,H24_C20_O6,0,20,24,6,0,0,True
522,522,360.193736037,0.0049788352361072,0.171577109294719,7.0,O5,H28_C21_O5,0,21,28,5,0,0,True
523,523,360.229936037,0.0042578273443357,-0.3434112149621256,6.0,O4,H32_C22_O4,0,22,32,4,0,0,True
524,524,361.022126037,0.0041428433491465,-0.3482113447701209,16.0,N1O7,H7_C19_N_O7,0,19,7,7,1,0,True
525,525,361.058616037,0.014808738679617,-0.0587716206324819,15.0,N1O6,H11_C20_N_O6,0,20,11,6,1,0,True
526,526,361.066636037,0.0044161767459097,-0.2965851431802905,15.0,O6,H12_C20_13C_O6,0,21,12,6,0,0,True
527,527,361.094896037,0.0055810894769774,-0.3509548359413134,14.0,N1O5,H15_C21_N_O5,0,21,15,5,1,0,True
528,528,361.160626037,0.003887490932556,-0.0485407288669591,8.0,O6,H24_C19_13C_O6,0,20,24,6,0,0,True
529,529,362.042646037,0.0238878514676681,-0.0188182249936121,15.0,O7,H10_C20_O7,0,20,10,7,0,0,True
530,530,362.054056037,0.0036028768130732,0.4690100751222477,15.0,N2O6,H10_C19_N2_O6,0,19,10,6,2,0,True
531,531,362.063816037,0.0038798975671614,0.0932404690092337,10.0,O9,H14_C17_O9,0,17,14,9,0,0,True
532,532,362.079036037,0.0118362913742005,-0.0064102026901519,14.0,O6,H14_C21_O6,0,21,14,6,0,0,True
533,533,362.115356037,0.0062224320429614,-0.1873132384868089,13.0,O5,H18_C22_O5,0,22,18,5,0,0,True
534,534,362.188136037,0.0047589767990921,-0.1624708103344464,11.0,O3,H26_C24_O3,0,24,26,3,0,0,True
535,535,362.209246037,0.0045505690382709,-0.2160988457415951,6.0,O5,H30_C21_O5,0,21,30,5,0,0,True
536,536,362.245716037,0.004213281516113,0.0171679048891324,5.0,O4,H34_C22_O4,0,22,34,4,0,0,True
537,537,363.037886037,0.0099558258196066,-0.0434830648705187,15.0,N1O7,H9_C19_N_O7,0,19,9,7,1,0,True
538,538,363.046086037,0.0059463623465668,0.2158045576361691,15.0,O7,H10_C19_13C_O7,0,20,10,7,0,0,True
539,539,363.074276037,0.0088668087586143,-0.0311065826880474,14.0,N1O6,H13_C20_N_O6,0,20,13,6,1,0,True
540,540,363.110616037,0.0047808443084263,-0.1564316697221282,13.0,N1O5,H17_C21_N_O5,0,21,17,5,1,0,True
541,541,364.004126037,0.0051986128356532,-0.0931280651353013,15.0,O6S1,H8_C19_O6_S,0,19,8,6,0,1,True
542,542,364.021916037,0.0129463217944017,-0.0037882335225689,15.0,O8,H8_C19_O8,0,19,8,8,0,0,True
543,543,364.058316037,0.023013327865396,0.0360189547802566,14.0,O7,H12_C20_O7,0,20,12,7,0,0,True
544,544,364.073646037,0.0079986976129263,0.2390532820685052,18.0,O4,H12_C24_O4,0,24,12,4,0,0,True
545,545,364.094736037,0.0077324457732444,0.1307489378681225,13.0,O6,H16_C21_O6,0,21,16,6,0,0,True
546,546,364.131126037,0.0066648715813872,0.1430720865495949,12.0,O5,H20_C22_O5,0,22,20,5,0,0,True
547,547,364.167406037,0.0055688732796908,-0.1466660638072086,11.0,O4,H24_C23_O4,0,23,24,4,0,0,True
548,548,364.188626037,0.0036064297659315,0.1020377830777133,6.0,O6,H28_C20_O6,0,20,28,6,0,0,True
549,549,364.224986037,0.0041727147418659,0.0319939610079478,5.0,O5,H32_C21_O5,0,21,32,5,0,0,True
550,550,364.261426037,0.0038960153897633,0.1815866167000438,4.0,O4,H36_C22_O4,0,22,36,4,0,0,True
551,551,365.025346037,0.0041385628590664,0.2021256902486315,15.0,O8,H8_C18_13C_O8,0,19,8,8,0,0,True
552,552,365.053566037,0.0172802941388381,0.0387340414600772,14.0,N1O7,H11_C19_N_O7,0,19,11,7,1,0,True
553,553,365.061566037,0.005257114327666,-0.2512644674675757,14.0,O7,H12_C19_13C_O7,0,20,12,7,0,0,True
554,554,365.064866037,0.0040837720990685,-0.4483449797023514,9.0,O7S1,H16_C16_13C_O7_S,0,17,16,7,0,1,True
555,555,365.089816037,0.0045331042491659,-0.3324332662209068,13.0,N1O6,H15_C20_N_O6,0,20,15,6,1,0,True
556,556,365.126176037,0.003942747725433,-0.4022609432389437,12.0,N1O5,H19_C21_N_O5,0,21,19,5,1,0,True
557,557,366.001186037,0.0037970221173,0.0110791991617251,15.0,O9,H6_C18_O9,0,18,6,9,0,0,True
558,558,366.037566037,0.031756948599654,-0.0039695380292264,14.0,O8,H10_C19_O8,0,19,10,8,0,0,True
559,559,366.048776037,0.0079958152214833,-0.0678406859418203,14.0,N2O7,H10_C18_N2_O7,0,18,10,7,2,0,True
560,560,366.052836037,0.0054561459160183,0.0340579249929688,18.0,O5,H10_C23_O5,0,23,10,5,0,0,True
561,561,366.073926037,0.0139817703968865,-0.0736490585250987,13.0,O7,H14_C20_O7,0,20,14,7,0,0,True
562,562,366.089166037,0.003933295585222,-0.1175697180340161,17.0,O4,H14_C24_O4,0,24,14,4,0,0,True
563,563,366.110406037,0.006869938222477,0.1844552869838596,12.0,O6,H18_C21_O6,0,21,18,6,0,0,True
564,564,366.146796037,0.0055580210929519,0.1967052579796686,11.0,O5,H22_C22_O5,0,22,22,5,0,0,True
565,565,366.183246037,0.0038843265839166,0.3728051501147504,10.0,O4,H26_C23_O4,0,23,26,4,0,0,True
566,566,366.204336037,0.0035894027652887,0.2651170138491783,5.0,O6,H30_C20_O6,0,20,30,6,0,0,True
567,567,366.219626037,0.0037098530290955,0.3577279608623171,9.0,O3,H30_C24_O3,0,24,30,3,0,0,True
568,568,366.240676037,0.00435839402561,0.140833619462972,4.0,O5,H34_C21_O5,0,21,34,5,0,0,True
569,569,367.032816037,0.0364080356219287,-0.0011606592755179,14.0,N1O8,H9_C18_N_O8,0,18,9,8,1,0,True
570,570,367.040876037,0.006847480502224,-0.1261249169988277,14.0,O8,H10_C18_13C_O8,0,19,10,8,0,0,True
571,571,367.048156037,0.0038241163046807,0.2274742391424761,18.0,N1O5,H9_C22_N_O5,0,22,9,5,1,0,True
572,572,367.069226037,0.0068340619693278,0.0655625651244635,13.0,N1O7,H13_C19_N_O7,0,19,13,7,1,0,True
573,573,367.077426037,0.0042422895062258,0.3220001875842044,13.0,O7,H14_C19_13C_O7,0,20,14,7,0,0,True
574,574,367.084506037,0.007009614655664,0.1307219432606265,17.0,N1O4,H13_C23_N_O4,0,23,13,4,1,0,True
575,575,367.105686037,0.0059096041858482,0.2684730958852524,12.0,N1O6,H17_C20_N_O6,0,20,17,6,1,0,True
576,576,367.141896037,0.0043503521583537,-0.209591988339975,11.0,N1O5,H21_C21_N_O5,0,21,21,5,1,0,True
577,577,367.999056037,0.0038213989969848,-0.0503778466044074,14.0,O7S1,H8_C18_O7_S,0,18,8,7,0,1,True
578,578,368.016786037,0.0176280773837145,-0.1250459266261902,14.0,O9,H8_C18_O9,0,18,8,9,0,0,True
579,579,368.028116037,0.0056295870887041,0.1374922126683627,14.0,N2O8,H8_C17_N2_O8,0,17,8,8,2,0,True
580,580,368.032106037,0.0046125762467895,0.0486397781190802,18.0,O6,H8_C22_O6,0,22,8,6,0,0,True
581,581,368.053196037,0.0163256357690903,-0.058488827637391,13.0,O8,H12_C19_O8,0,19,12,8,0,0,True
582,582,368.068416037,0.0072769748452232,-0.1565116632230212,17.0,O5,H12_C23_O5,0,23,12,5,0,0,True
583,583,368.089506037,0.0099947062073751,-0.2636179473165509,12.0,O7,H16_C20_O7,0,20,16,7,0,0,True
584,584,368.104866037,0.0056137531711893,0.0187039092389882,16.0,O4,H16_C24_O4,0,24,16,4,0,0,True
585,585,368.125976037,0.0065914102878658,-0.0340725752643665,11.0,O6,H20_C21_O6,0,21,20,6,0,0,True
586,586,368.162396037,0.0055771941823073,0.0596177129041923,10.0,O5,H24_C22_O5,0,22,24,5,0,0,True
587,587,368.365456037,0.0127298020422546,0.0678158052410258,0.0,O2,H48_C24_O2,0,24,48,2,0,0,True
588,588,369.012176037,0.0051696632822651,0.2574657590894212,14.0,N1O9,H7_C17_N_O9,0,17,7,9,1,0,True
589,589,369.048416037,0.0093031148758161,-0.136838414279949,13.0,N1O8,H11_C18_N_O8,0,18,11,8,1,0,True
590,590,369.056616037,0.0036632833423094,0.1182284726038961,13.0,O8,H12_C18_13C_O8,0,19,12,8,0,0,True
591,591,369.063666037,0.0057387176719748,-0.1533068822114418,17.0,N1O5,H11_C22_N_O5,0,22,11,5,1,0,True
592,592,369.071646037,0.0041273108677364,-0.4943403318708221,17.0,O5,H12_C22_13C_O5,0,23,12,5,0,0,True
593,593,369.084686037,0.0045230185574652,-0.4497829530408528,12.0,N1O7,H15_C19_N_O7,0,19,15,7,1,0,True
594,594,369.121146037,0.0047734048264065,-0.2479294424699944,11.0,N1O6,H19_C20_N_O6,0,20,19,6,1,0,True
595,595,370.032486037,0.0150243443839961,0.0105585324383774,13.0,O9,H10_C18_O9,0,18,10,9,0,0,True
596,596,370.047716037,0.0128352515988455,-0.0599192996735773,17.0,O6,H10_C22_O6,0,22,10,6,0,0,True
597,597,370.068946037,0.0074677093926217,0.2118497130246435,12.0,O8,H14_C19_O8,0,19,14,8,0,0,True
598,598,370.084116037,0.0064075829613201,-0.0207547410622322,16.0,O5,H14_C23_O5,0,23,14,5,0,0,True
599,599,370.105196037,0.0074687656364196,-0.154304777728815,11.0,O7,H18_C20_O7,0,20,18,7,0,0,True
600,600,370.141726037,0.0068833986350258,0.2360798414402193,10.0,O6,H22_C21_O6,0,21,22,6,0,0,True
601,601,370.178126037,0.0076174856397178,0.2752053479631918,9.0,O5,H26_C22_O5,0,22,26,5,0,0,True
602,602,370.308256037,0.0069634559738412,-0.1460323909448353,1.0,O4,H42_C22_O4,0,22,42,4,0,0,True
603,603,371.042906037,0.008542420169476,-0.2186970796005379,17.0,N1O6,H9_C21_N_O6,0,21,9,6,1,0,True
604,604,371.051136037,0.0049600600034521,0.1158519563854107,17.0,O6,H10_C21_13C_O6,0,22,10,6,0,0,True
605,605,371.064106037,0.0038216405354467,-0.0284964237033045,12.0,N1O8,H13_C18_N_O8,0,18,13,8,1,0,True
606,606,371.079406037,0.0080308548555246,0.0898621682226556,16.0,N1O5,H13_C22_N_O5,0,22,13,5,1,0,True
607,607,372.011736037,0.0088591710787034,-0.0286523218618129,13.0,O10,H8_C17_O10,0,17,8,10,0,0,True
608,608,372.026996037,0.006159450889032,-0.0181142768826161,17.0,O7,H8_C21_O7,0,21,8,7,0,0,True
609,609,372.048086037,0.0102948737480943,-0.1240887985350656,12.0,O9,H12_C18_O9,0,18,12,9,0,0,True
610,610,372.059366037,0.0039606629642904,0.0012175477420693,12.0,N2O8,H12_C17_N2_O8,0,17,12,8,2,0,True
611,611,372.063386037,0.021823420773253,-0.0060392935234974,16.0,O6,H12_C22_O6,0,22,12,6,0,0,True
612,612,372.084566037,0.0041225200302611,0.1298763894929638,11.0,O8,H16_C19_O8,0,19,16,8,0,0,True
613,613,372.099846037,0.0070905699721482,0.1941548774663779,15.0,O5,H16_C23_O5,0,23,16,5,0,0,True
614,614,372.120896037,0.0044641625493229,-0.0193028665044126,10.0,O7,H20_C20_O7,0,20,20,7,0,0,True
615,615,372.136066037,0.0037540954733227,-0.2506153220960288,14.0,O4,H20_C24_O4,0,24,20,4,0,0,True
616,616,372.157286037,0.006927603095382,-0.0072308135948699,9.0,O6,H24_C21_O6,0,21,24,6,0,0,True
617,617,372.193726037,0.00574932978117,0.139177520629534,8.0,O5,H28_C22_O5,0,22,28,5,0,0,True
618,618,372.229936037,0.0036779558299218,-0.3323402768655834,7.0,O4,H32_C23_O4,0,23,32,4,0,0,True
619,619,373.043426037,0.0038441162736898,0.1202540960961755,12.0,N1O9,H11_C17_N_O9,0,17,11,9,1,0,True
620,620,373.058616037,0.021783187575309,-0.0568811417177158,16.0,N1O6,H11_C21_N_O6,0,21,11,6,1,0,True
621,621,373.066786037,0.0050212422802079,0.1150276615925584,16.0,O6,H12_C21_13C_O6,0,22,12,6,0,0,True
622,622,373.079816037,0.0036536890060684,0.1322826856283318,11.0,N1O8,H15_C18_N_O8,0,18,15,8,1,0,True
623,623,373.094986037,0.0039967924432463,-0.098441419403377,15.0,N1O5,H15_C22_N_O5,0,22,15,5,1,0,True
624,624,374.027346037,0.0061129221079531,-0.13563981500489,12.0,O10,H10_C17_O10,0,17,10,10,0,0,True
625,625,374.042626037,0.0496120609371424,-0.0716843432013091,16.0,O7,H10_C21_O7,0,21,10,7,0,0,True
626,626,374.053956037,0.006964677788359,0.1866228089874324,16.0,N2O6,H10_C20_N2_O6,0,20,10,6,2,0,True
627,627,374.063786037,0.00499748044705,0.010049088358129,11.0,O9,H14_C18_O9,0,18,14,9,0,0,True
628,628,374.079036037,0.0137494887991851,-0.0062045711928706,15.0,O6,H14_C22_O6,0,22,14,6,0,0,True
629,629,374.090356037,0.0044036211286474,0.225343953991959,15.0,N2O5,H14_C21_N2_O5,0,21,14,5,2,0,True
630,630,374.115346037,0.0069089315879131,-0.2080347701431885,14.0,O5,H18_C23_O5,0,23,18,5,0,0,True
631,631,374.136536037,0.0054725768620698,-0.0461248725059614,9.0,O7,H22_C20_O7,0,20,22,7,0,0,True
632,632,374.151796037,0.0038990808829435,-0.0356459602292756,13.0,O4,H22_C24_O4,0,24,22,4,0,0,True
633,633,374.172916037,0.0057252090491282,-0.0608408546080647,8.0,O6,H26_C21_O6,0,21,26,6,0,0,True
634,634,374.209236037,0.0058097932862126,-0.2358920932897471,7.0,O5,H30_C22_O5,0,22,30,5,0,0,True
635,635,375.037866037,0.0232944630518717,-0.095419698105419,16.0,N1O7,H9_C20_N_O7,0,20,9,7,1,0,True
636,636,375.045996037,0.0106035788942838,-0.0310708556404332,16.0,O7,H10_C20_13C_O7,0,21,10,7,0,0,True
637,637,375.074236037,0.0118283357011131,-0.1367569272262263,15.0,N1O6,H13_C21_N_O6,0,21,13,6,1,0,True
638,638,375.082416037,0.0041614510631909,0.0608906176872284,15.0,O6,H14_C21_13C_O6,0,22,14,6,0,0,True
639,639,376.021876037,0.0202124225391144,-0.1100441295439578,16.0,O8,H8_C20_O8,0,20,8,8,0,0,True
640,640,376.033196037,0.0048367580274828,0.1203111865817919,16.0,N2O7,H8_C19_N2_O7,0,19,8,7,2,0,True
641,641,376.041326037,0.0049659251027155,0.1844850425118848,16.0,N1O7,H9_C19_13C_N_O7,0,20,9,7,1,0,True
642,642,376.058286037,0.0291524622531605,-0.044905272893591,15.0,O7,H12_C21_O7,0,21,12,7,0,0,True
643,643,376.069606037,0.0049382976802224,0.1854257798445895,15.0,N2O6,H12_C20_N2_O6,0,20,12,6,2,0,True
644,644,376.094676037,0.0111568806909206,-0.0329571269911122,14.0,O6,H16_C22_O6,0,22,16,6,0,0,True
645,645,376.130936037,0.0038580553804079,-0.3666356229697475,13.0,O5,H20_C23_O5,0,23,20,5,0,0,True
646,646,376.224956037,0.0050584908224408,-0.0487660367611329,6.0,O5,H32_C22_O5,0,22,32,5,0,0,True
647,647,377.053566037,0.019934941108847,0.0375013029779489,15.0,N1O7,H11_C20_N_O7,0,20,11,7,1,0,True
648,648,377.061586037,0.0051367190917749,-0.1902262193576499,15.0,O7,H12_C20_13C_O7,0,21,12,7,0,0,True
649,649,377.068666037,0.0043463550863881,-0.3764301114796515,19.0,N1O4,H11_C24_N_O4,0,24,11,4,1,0,True
650,650,377.089936037,0.0079192913566179,-0.0036277818557042,14.0,N1O6,H15_C21_N_O6,0,21,15,6,1,0,True
651,651,377.126156037,0.0042452264386118,-0.4424938374304863,13.0,N1O5,H19_C22_N_O5,0,22,19,5,1,0,True
652,652,378.037566037,0.033681706269691,-0.0038435334713988,15.0,O8,H10_C20_O8,0,20,10,8,0,0,True
653,653,378.073926037,0.012880663751511,-0.0713114503446956,14.0,O7,H14_C21_O7,0,21,14,7,0,0,True
654,654,378.089056037,0.0039519325176287,-0.4047750062826344,18.0,O4,H14_C25_O4,0,25,14,4,0,0,True
655,655,378.110356037,0.0083080143968337,0.046364770731972,13.0,O6,H18_C22_O6,0,22,18,6,0,0,True
656,656,378.146786037,0.0071442051459163,0.1640183183659868,12.0,O5,H22_C23_O5,0,23,22,5,0,0,True
657,657,378.182976037,0.0044692061256323,-0.3529640635623072,11.0,O4,H26_C24_O4,0,24,26,4,0,0,True
658,658,378.204176037,0.0046021355519866,-0.1663466559899578,6.0,O6,H30_C21_O6,0,21,30,6,0,0,True
659,659,378.240556037,0.0037564714131521,-0.1808928179307671,5.0,O5,H34_C22_O5,0,22,34,5,0,0,True
660,660,379.032856037,0.0135495402412286,0.1044078352048737,15.0,N1O8,H9_C19_N_O8,0,19,9,8,1,0,True
661,661,379.040976037,0.0082228677062746,0.14169180484897,15.0,O8,H10_C19_13C_O8,0,20,10,8,0,0,True
662,662,379.048046037,0.0045701950122422,-0.0699278106310064,19.0,N1O5,H9_C23_N_O5,0,23,9,5,1,0,True
663,663,379.069086037,0.0078025464681261,-0.3058387092950245,14.0,N1O7,H13_C20_N_O7,0,20,13,7,1,0,True
664,664,379.084426037,0.0046774707164782,-0.0844508447186937,18.0,N1O4,H13_C24_N_O4,0,24,13,4,1,0,True
665,665,379.105476037,0.0040880910599923,-0.2939604067420074,13.0,N1O6,H17_C21_N_O6,0,21,17,6,1,0,True
666,666,380.016776037,0.0101164951591489,-0.1474119131869253,15.0,O9,H8_C19_O9,0,19,8,9,0,0,True
667,667,380.053186037,0.0188211687903778,-0.0829541788735999,14.0,O8,H12_C20_O8,0,20,12,8,0,0,True
668,668,380.068466037,0.0142434967992175,-0.0200148148718664,18.0,O5,H12_C24_O5,0,24,12,5,0,0,True
669,669,380.089556037,0.0105773851194353,-0.1237471517406442,13.0,O7,H16_C21_O7,0,21,16,7,0,0,True
670,670,380.104896037,0.0047281295130712,0.0970390025765315,17.0,O4,H16_C25_O4,0,25,16,4,0,0,True
671,671,380.125976037,0.01022539540433,-0.032996955788331,12.0,O6,H20_C22_O6,0,22,20,6,0,0,True
672,672,380.162476037,0.0075232208722236,0.268172180117221,11.0,O5,H24_C23_O5,0,23,24,5,0,0,True
673,673,380.198716037,0.005416944613237,-0.1145690350015538,10.0,O4,H28_C24_O4,0,24,28,4,0,0,True
674,674,380.223446037,0.004031710821084,0.4867269546664893,0.0,O6S1,H36_C18_O6_S,0,18,36,6,0,1,True
675,675,380.256236037,0.0048291257042717,-0.1012343687343804,4.0,O5,H36_C22_O5,0,22,36,5,0,0,True
676,676,381.048426037,0.0119144918860904,-0.1062857034541368,14.0,N1O8,H11_C19_N_O8,0,19,11,8,1,0,True
677,677,381.063696037,0.0119075374288852,-0.0697521182757219,18.0,N1O5,H11_C23_N_O5,0,23,11,5,1,0,True
678,678,381.084746037,0.0061141424615528,-0.2781743459722226,13.0,N1O7,H15_C20_N_O7,0,20,15,7,1,0,True
679,679,381.100266037,0.0049772253043433,0.4143581467559463,17.0,N1O4,H15_C24_N_O4,0,24,15,4,1,0,True
680,680,382.014716037,0.0043764728872964,-0.0225462517951713,14.0,O7S1,H10_C19_O7_S,0,19,10,7,0,1,True
681,681,382.032486037,0.0160062542333085,0.0102268789955645,14.0,O9,H10_C19_O9,0,19,10,9,0,0,True
682,682,382.043816037,0.0052574074852346,0.263129504398472,14.0,N2O8,H10_C18_N2_O8,0,18,10,8,2,0,True
683,683,382.047726037,0.0149012508323447,-0.0318625112244983,18.0,O6,H10_C23_O6,0,23,10,6,0,0,True
684,684,382.068866037,0.0090530037464534,-0.0041903439238199,13.0,O8,H14_C20_O8,0,20,14,8,0,0,True
685,685,382.084126037,0.0092774275525812,0.0060693439405928,17.0,O5,H14_C24_O5,0,24,14,5,0,0,True
686,686,382.105396037,0.0069826324720055,0.3739570324781127,12.0,O7,H18_C21_O7,0,21,18,7,0,0,True
687,687,382.141626037,0.0049304618024205,-0.0330165550645761,11.0,O6,H22_C22_O6,0,22,22,6,0,0,True
688,688,382.381206037,0.0055640644242254,0.3266556985902448,0.0,O2,H50_C25_O2,0,25,50,2,0,0,True
689,689,383.027716037,0.0149748168249977,-0.0393339682020851,14.0,N1O9,H9_C18_N_O9,0,18,9,9,1,0,True
690,690,383.042966037,0.0063779448285266,-0.05520529514839,18.0,N1O6,H9_C22_N_O6,0,22,9,6,1,0,True
691,691,383.051086037,0.0039754153154265,-0.0183082628249118,18.0,O6,H10_C22_13C_O6,0,23,10,6,0,0,True
692,692,383.064156037,0.0077263600753456,0.1029227072786276,13.0,N1O8,H13_C19_N_O8,0,19,13,8,1,0,True
693,693,383.079316037,0.0062393830758622,-0.1478910440192326,17.0,N1O5,H13_C23_N_O5,0,23,13,5,1,0,True
694,694,383.100656037,0.0037276708734118,0.4017690851085382,12.0,N1O7,H17_C20_N_O7,0,20,17,7,1,0,True
695,695,383.993866037,0.0043561023320586,-0.3207837700237703,14.0,O8S1,H8_C18_O8_S,0,18,8,8,0,1,True
696,696,384.011786037,0.0124763152180983,0.1024473764103545,14.0,O10,H8_C18_O10,0,18,8,10,0,0,True
697,697,384.022986037,0.0046199465786851,0.0155225083292639,14.0,N2O9,H8_C17_N2_O9,0,17,8,9,2,0,True
698,698,384.024646037,0.0040602035940745,0.376697176935362,22.0,O2S1,H8_C26_O2_S,0,26,8,2,0,1,True
699,699,384.026976037,0.0057005497252743,-0.0696279211848758,18.0,O7,H8_C22_O7,0,22,8,7,0,0,True
700,700,384.048116037,0.0126858181805339,-0.0420962877759405,13.0,O9,H12_C19_O9,0,19,12,9,0,0,True
701,701,384.063376037,0.0172964567629289,-0.0318879662485609,17.0,O6,H12_C23_O6,0,23,12,6,0,0,True
702,702,384.074566037,0.0043866671739104,-0.1448338549691158,17.0,N2O5,H12_C22_N2_O5,0,22,12,5,2,0,True
703,703,384.084456037,0.0116057867399009,-0.1605766622787011,12.0,O8,H16_C20_O8,0,20,16,8,0,0,True
704,704,384.099726037,0.0060706879391628,-0.1243296904120093,16.0,O5,H16_C24_O5,0,24,16,5,0,0,True
705,705,384.120946037,0.0084722732121873,0.1114674959787797,11.0,O7,H20_C21_O7,0,21,20,7,0,0,True
706,706,384.157246037,0.0047438577575089,-0.1111289723580822,10.0,O6,H24_C22_O6,0,22,24,6,0,0,True
707,707,384.193616037,0.0051777582295462,-0.1514835166266563,9.0,O5,H28_C23_O5,0,23,28,5,0,0,True
