,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
1866,1866,469.057236037,0.0335452515786812,-0.2651168992065955,11.0,O14,H16_C18_13C_O14,0,19,16,14,0,0,True
1867,1867,469.064656037,0.0423103757099128,0.3100468094088138,15.0,N1O11,H15_C22_N_O11,0,22,15,11,1,0,True
1868,1868,469.085666037,0.0589424555980803,0.0554355033387237,10.0,N1O13,H19_C19_N_O13,0,19,19,13,1,0,True
1869,1869,469.093756037,0.0569684101275358,0.0216097525780152,10.0,O13,H20_C19_13C_O13,0,20,20,13,0,0,True
1870,1870,469.100816037,0.0261081497582804,-0.1707010459651623,14.0,N1O10,H19_C23_N_O10,0,23,19,10,1,0,True
1871,1871,469.130216037,0.0334126134553759,0.1803955430238495,9.0,O12,H24_C20_13C_O12,0,21,24,12,0,0,True
1872,1872,469.158576037,0.0200259010269462,0.3516678762328937,8.0,N1O11,H27_C21_N_O11,0,21,27,11,1,0,True
1873,1873,469.166536037,0.019066056081951,0.0407552512124186,8.0,O11,H28_C21_13C_O11,0,22,28,11,0,0,True
1874,1874,469.194716037,0.0160681082075406,-0.1716131859286469,7.0,N1O10,H31_C22_N_O10,0,22,31,10,1,0,True
1875,1875,470.012156037,0.0822151892467156,0.0326523470659386,16.0,O13,H10_C21_O13,0,21,10,13,0,0,True
1876,1876,470.015416037,0.0164007578058593,-0.2055273011113238,11.0,O13S1,H14_C18_O13_S,0,18,14,13,0,1,True
1877,1877,470.023386037,0.024265197725497,0.0254604353527464,16.0,N2O12,H10_C20_N2_O12,0,20,10,12,2,0,True
1878,1878,470.033396037,0.0446233218151281,0.2678937305981164,11.0,O15,H14_C18_O15,0,18,14,15,0,0,True
1879,1879,470.048566037,0.1157063238156212,0.0847550718980335,15.0,O12,H14_C22_O12,0,22,14,12,0,0,True
1880,1880,470.059736037,0.0271822580570418,-0.0500808689064458,15.0,N2O11,H14_C21_N2_O11,0,21,14,11,2,0,True
1881,1881,470.069676037,0.1462262882726237,0.0434212225916807,10.0,O14,H18_C19_O14,0,19,18,14,0,0,True
1882,1882,470.081116037,0.0174204502789206,0.4829613278714812,10.0,N2O13,H18_C18_N2_O13,0,18,18,13,2,0,True
1883,1883,470.084896037,0.0669361695520689,-0.0333322769309657,14.0,O11,H18_C23_O11,0,23,18,11,0,0,True
1884,1884,470.088166037,0.0154167834749762,-0.2502020013298751,9.0,O11S1,H22_C20_O11_S,0,20,22,11,0,1,True
1885,1885,470.096276037,0.0212158101356004,0.2785620875810009,14.0,N2O10,H18_C22_N2_O10,0,22,18,10,2,0,True
1886,1886,470.106056037,0.1671521915361107,0.0317013571158675,9.0,O13,H22_C20_O13,0,20,22,13,0,0,True
1887,1887,470.117356037,0.022607735677728,0.1734098921447377,9.0,N2O12,H22_C19_N2_O12,0,19,22,12,2,0,True
1888,1888,470.121306037,0.0334801964601923,0.0187674965163052,13.0,O10,H22_C24_O10,0,24,22,10,0,0,True
1889,1889,470.142466037,0.120148870768236,0.0837937495338927,8.0,O12,H26_C21_O12,0,21,26,12,0,0,True
1890,1890,470.178836037,0.0713392342457816,0.0508040731881814,7.0,O11,H30_C22_O11,0,22,30,11,0,0,True
1891,1891,470.215126037,0.0302385087739741,-0.1523153892656915,6.0,O10,H34_C23_O10,0,23,34,10,0,0,True
1892,1892,471.036856037,0.0211756362624218,0.4905752004278451,11.0,O15,H14_C17_13C_O15,0,18,14,15,0,0,True
1893,1893,471.043776037,0.066944271319307,0.0018384703026527,15.0,N1O12,H13_C21_N_O12,0,21,13,12,1,0,True
1894,1894,471.051966037,0.030699625121687,0.1804450594664713,15.0,O12,H14_C21_13C_O12,0,22,14,12,0,0,True
1895,1895,471.054786037,0.0204342643149895,0.0984322873113317,28.0,N2O1S1,H10_C31_13C_N2_O_S,0,32,10,1,2,1,True
1896,1896,471.064966037,0.0277928546610841,0.1304236239550572,10.0,N1O14,H17_C18_N_O14,0,18,17,14,1,0,True
1897,1897,471.072966037,0.0274869346291559,-0.09431447601451,10.0,O14,H18_C18_13C_O14,0,19,18,14,0,0,True
1898,1898,471.080166037,0.0487235172911075,0.0113738603239581,14.0,N1O11,H17_C22_N_O11,0,22,17,11,1,0,True
1899,1899,471.088096037,0.0174351259964935,-0.3619471632171087,14.0,O11,H18_C22_13C_O11,0,23,18,11,0,0,True
1900,1900,471.091576037,0.018998405602571,-0.1325793183103371,9.0,O11S1,H22_C19_13C_O11_S,0,20,22,11,0,1,True
1901,1901,471.101476037,0.0316722950533691,0.3946708076726482,9.0,N1O13,H21_C19_N_O13,0,19,21,13,1,0,True
1902,1902,471.109496037,0.0302806153114373,0.2123986054887545,9.0,O13,H22_C19_13C_O13,0,20,22,13,0,0,True
1903,1903,471.116556037,0.0245261339117876,0.0209077774001218,13.0,N1O10,H21_C23_N_O10,0,23,21,10,1,0,True
1904,1904,471.124606037,0.0173404326759637,-0.0976747964309944,13.0,O10,H22_C23_13C_O10,0,24,22,10,0,0,True
1905,1905,471.137796037,0.0246274879356625,0.2555982581359278,8.0,N1O12,H25_C20_N_O12,0,20,25,12,1,0,True
1906,1906,471.145836037,0.0226657806710249,0.1157921727136602,8.0,O12,H26_C20_13C_O12,0,21,26,12,0,0,True
1907,1907,471.182126037,0.0272657698784685,-0.0869154360400453,7.0,O11,H30_C21_13C_O11,0,22,30,11,0,0,True
1908,1908,471.991476037,0.0330172920365452,0.149962453921851,16.0,O14,H8_C20_O14,0,20,8,14,0,0,True
1909,1909,472.027846037,0.2185348645082207,0.1170969054212661,15.0,O13,H12_C21_O13,0,21,12,13,0,0,True
1910,1910,472.039106037,0.0428586499152901,0.1734877449086263,15.0,N2O12,H12_C20_N2_O12,0,20,12,12,2,0,True
1911,1911,472.048956037,0.0339357413368004,0.0759349206371593,10.0,O15,H16_C18_O15,0,18,16,15,0,0,True
1912,1912,472.064246037,0.1581273168430625,0.1477870873797077,14.0,O12,H16_C22_O12,0,22,16,12,0,0,True
1913,1913,472.075516037,0.0375584627030168,0.2253558941816664,14.0,N2O11,H16_C21_N2_O11,0,21,16,11,2,0,True
1914,1914,472.085356037,0.1038788714371258,0.1066269041413119,9.0,O14,H20_C19_O14,0,19,20,14,0,0,True
1915,1915,472.100616037,0.0667064548102569,0.1149267722703072,13.0,O11,H20_C23_O11,0,23,20,11,0,0,True
1916,1916,472.111836037,0.0192525750540595,0.0865832983342117,13.0,N2O10,H20_C22_N2_O10,0,22,20,10,2,0,True
1917,1917,472.121716037,0.1319708071011609,0.0525902520400611,8.0,O13,H24_C20_O13,0,20,24,13,0,0,True
1918,1918,472.136956037,0.0496504274196711,0.0185306401141363,12.0,O10,H24_C24_O10,0,24,24,10,0,0,True
1919,1919,472.158116037,0.085549849652093,0.0832793055876254,7.0,O12,H28_C21_O12,0,21,28,12,0,0,True
1920,1920,472.173356037,0.0237108917760992,0.0492213289203012,11.0,O9,H28_C25_O9,0,25,28,9,0,0,True
1921,1921,472.194586037,0.0351658604657208,0.2622075808027426,6.0,O11,H32_C22_O11,0,22,32,11,0,0,True
1922,1922,472.230866037,0.0258779675141352,0.0387628198104649,5.0,O10,H36_C23_O10,0,23,36,10,0,0,True
1923,1923,473.023046037,0.0649277096443063,0.0133185899677495,15.0,N1O13,H11_C20_N_O13,0,20,11,13,1,0,True
1924,1924,473.031156037,0.0477529944964299,0.0220556297901617,15.0,O13,H12_C20_13C_O13,0,21,12,13,0,0,True
1925,1925,473.034316037,0.0178131305505494,-0.4260050341509385,10.0,O13S1,H16_C17_13C_O13_S,0,18,16,13,0,1,True
1926,1926,473.059436037,0.083603126560176,0.0228132010266401,14.0,N1O12,H15_C21_N_O12,0,21,15,12,1,0,True
1927,1927,473.067536037,0.0332929256286612,0.0104107757696178,14.0,O12,H16_C21_13C_O12,0,22,16,12,0,0,True
1928,1928,473.080706037,0.0170177114777107,0.3199538642015354,9.0,N1O14,H19_C18_N_O14,0,18,19,14,1,0,True
1929,1929,473.088666037,0.029394233297511,0.0116193864120391,9.0,O14,H20_C18_13C_O14,0,19,20,14,0,0,True
1930,1930,473.095826037,0.0508627718207069,0.0323063515760283,13.0,N1O11,H19_C22_N_O11,0,22,19,11,1,0,True
1931,1931,473.125136037,0.0284025524075477,0.1902012663215395,8.0,O13,H24_C19_13C_O13,0,20,24,13,0,0,True
1932,1932,473.132246037,0.0242174932090647,0.1052052580281453,12.0,N1O10,H23_C23_N_O10,0,23,23,10,1,0,True
1933,1933,473.153396037,0.0167678628080955,0.1486790554555777,7.0,N1O12,H27_C20_N_O12,0,20,27,12,1,0,True
1934,1934,473.161536037,0.0287236542162754,0.2208146522768329,7.0,O12,H28_C20_13C_O12,0,21,28,12,0,0,True
1935,1935,474.007086037,0.1356784138781335,0.0647817321069968,15.0,O14,H10_C20_O14,0,20,10,14,0,0,True
1936,1936,474.026566037,0.0175624673665599,0.3617096853459481,15.0,N1O13,H11_C19_13C_N_O13,0,20,11,13,1,0,True
1937,1937,474.043466037,0.2729190566869978,0.0531575726654133,14.0,O13,H14_C21_O13,0,21,14,13,0,0,True
1938,1938,474.054696037,0.0543947182106914,0.04602633444025,14.0,N2O12,H14_C20_N2_O12,0,20,14,12,2,0,True
1939,1939,474.064586037,0.0274506284943525,0.0332676188047354,9.0,O15,H18_C18_O15,0,18,18,15,0,0,True
1940,1940,474.079846037,0.1773328163400143,0.0415351973762073,13.0,O12,H18_C22_O12,0,22,18,12,0,0,True
1941,1941,474.083156037,0.0194901770903898,-0.0891341518468865,8.0,O12S1,H22_C19_O12_S,0,19,22,12,0,1,True
1942,1942,474.091086037,0.0326106927263777,0.0554977741073051,13.0,N2O11,H18_C21_N2_O11,0,21,18,11,2,0,True
1943,1943,474.100936037,0.0622422123756538,-0.0416303755215762,8.0,O14,H22_C19_O14,0,19,22,14,0,0,True
1944,1944,474.116236037,0.0944598657693324,0.051006479450291,12.0,O11,H22_C23_O11,0,23,22,11,0,0,True
1945,1945,474.127376037,0.0284505581497102,-0.1459460126402289,12.0,N2O10,H22_C22_N2_O10,0,22,22,10,2,0,True
1946,1946,474.137346037,0.0616108046883669,0.0100287396893314,7.0,O13,H26_C20_O13,0,20,26,13,0,0,True
1947,1947,474.152646037,0.0474910943878029,0.1026568141716516,11.0,O10,H26_C24_O10,0,24,26,10,0,0,True
1948,1948,474.165576037,0.0246235720011705,0.4723982747290091,19.0,O2S1,H26_C32_O2_S,0,32,26,2,0,1,True
1949,1949,474.173706037,0.0425806667624789,-0.0437666613245966,6.0,O12,H30_C21_O12,0,21,30,12,0,0,True
1950,1950,474.189096037,0.036727552009749,0.2386537373818975,10.0,O9,H30_C25_O9,0,25,30,9,0,0,True
1951,1951,474.196226037,0.0162486580905805,-0.4469626459752715,1.0,N1O11S1,H35_C17_13C_N_O11_S,0,18,35,11,1,1,True
1952,1952,474.209986037,0.022607887495496,-0.2662554642647153,5.0,O11,H34_C22_O11,0,22,34,11,0,0,True
1953,1953,474.232636037,0.0251497506967899,-0.395282790955907,0.0,N1O10S1,H39_C18_13C_N_O10_S,0,19,39,10,1,1,True
1954,1954,475.002326037,0.0479968017828013,0.0457555654734517,15.0,N1O14,H9_C19_N_O14,0,19,9,14,1,0,True
1955,1955,475.010426037,0.027016986343035,0.0334034773389462,15.0,O14,H10_C19_13C_O14,0,20,10,14,0,0,True
1956,1956,475.038726037,0.0902233885436157,0.0762590459148314,14.0,N1O13,H13_C20_N_O13,0,20,13,13,1,0,True
1957,1957,475.046856037,0.0553408826879261,0.1270590453634827,14.0,O13,H14_C20_13C_O13,0,21,14,13,0,0,True
1958,1958,475.049846037,0.0170801302686094,0.4035934369228652,27.0,N2O2S1,H10_C30_13C_N2_O2_S,0,31,10,2,2,1,True
1959,1959,475.075116037,0.0860978033532935,0.0857085514733753,13.0,N1O12,H17_C21_N_O12,0,21,17,12,1,0,True
1960,1960,475.083176037,0.0446711106747648,-0.0108381021744626,13.0,O12,H18_C21_13C_O12,0,22,18,12,0,0,True
1961,1961,475.086526037,0.0199034250548732,-0.0570359260913501,8.0,O12S1,H22_C18_13C_O12_S,0,19,22,12,0,1,True
1962,1962,475.111496037,0.0489551791560392,0.0741089203588487,12.0,N1O11,H21_C22_N_O11,0,22,21,11,1,0,True
1963,1963,475.119726037,0.024540407191785,0.3353744146473831,12.0,O11,H22_C22_13C_O11,0,23,22,11,0,0,True
1964,1964,475.132606037,0.0154867425483519,0.0332159903311685,7.0,N1O13,H25_C19_N_O13,0,19,25,13,1,0,True
1965,1965,475.140786037,0.0171450673066121,0.1892386480636879,7.0,O13,H26_C19_13C_O13,0,20,26,13,0,0,True
1966,1966,475.148036037,0.0160766413300242,0.3992482040738058,11.0,N1O10,H25_C23_N_O10,0,23,25,10,1,0,True
1967,1967,475.156016037,0.0160353758147996,0.1343453472906678,11.0,O10,H26_C23_13C_O10,0,24,26,10,0,0,True
1968,1968,475.177026037,0.021197242581594,-0.1169942924640886,6.0,O12,H30_C20_13C_O12,0,21,30,12,0,0,True
1969,1969,476.022726037,0.2465618052989129,0.0433445692633576,14.0,O14,H12_C20_O14,0,20,12,14,0,0,True
1970,1970,476.033886037,0.0235118128959463,-0.1108051370521774,14.0,N2O13,H12_C19_N2_O13,0,19,12,13,2,0,True
1971,1971,476.042146037,0.018080606949893,0.2129769409785787,14.0,N1O13,H13_C19_13C_N_O13,0,20,13,13,1,0,True
1972,1972,476.057496037,0.0738469601375291,0.4102571678966468,18.0,N1O10,H13_C23_13C_N_O10,0,24,13,10,1,0,True
1973,1973,476.059106037,0.2978495704777732,0.0317712649808447,13.0,O13,H16_C21_O13,0,21,16,13,0,0,True
1974,1974,476.070346037,0.04748279260668,0.0456760227780535,13.0,N2O12,H16_C20_N2_O12,0,20,16,12,2,0,True
1975,1975,476.074446037,0.0217132494867577,0.2080451930104704,17.0,O10,H16_C25_O10,0,25,16,10,0,0,True
1976,1976,476.078356037,0.0173529612565321,-0.1556928581275262,13.0,N1O12,H17_C20_13C_N_O12,0,21,17,12,1,0,True
1977,1977,476.080176037,0.0171753079601133,-0.0930578549820554,8.0,O15,H20_C18_O15,0,18,20,15,0,0,True
1978,1978,476.095506037,0.1832723660086562,0.0622081066089599,12.0,O12,H20_C22_O12,0,22,20,12,0,0,True
1979,1979,476.106706037,0.0505331079718254,-0.007903690385886,12.0,N2O11,H20_C21_N2_O11,0,21,20,11,2,0,True
1980,1980,476.114646037,0.0178887502578462,-0.3562797349640275,12.0,N1O11,H21_C21_13C_N_O11,0,22,21,11,1,0,True
1981,1981,476.116626037,0.0261183504664062,0.0424034762701013,7.0,O14,H24_C19_O14,0,19,24,14,0,0,True
1982,1982,476.131816037,0.1026499041953975,-0.0963829728533522,11.0,O11,H24_C23_O11,0,23,24,11,0,0,True
1983,1983,476.143306037,0.0190512550544743,0.4425747403935943,11.0,N2O10,H24_C22_N2_O10,0,22,24,10,2,0,True
1984,1984,476.144806037,0.0189920461249561,0.3978390557731259,19.0,O3S1,H24_C31_O3_S,0,31,24,3,0,1,True
1985,1985,476.152936037,0.0447148052742774,-0.1161790588029377,6.0,O13,H28_C20_O13,0,20,28,13,0,0,True
1986,1986,476.168286037,0.0510123581084933,0.0810658775552102,10.0,O10,H28_C24_O10,0,24,28,10,0,0,True
1987,1987,476.189376037,0.0197154457404249,-0.0017367040292093,5.0,O12,H32_C21_O12,0,21,32,12,0,0,True
1988,1988,476.204646037,0.0343659615638233,0.027494481869944,9.0,O9,H32_C25_O9,0,25,32,9,0,0,True
1989,1989,477.017966037,0.0456846027173968,0.0244435237546154,14.0,N1O14,H11_C19_N_O14,0,19,11,14,1,0,True
1990,1990,477.026076037,0.0490011823495477,0.0331072049073484,14.0,O14,H12_C19_13C_O14,0,20,12,14,0,0,True
1991,1991,477.054396037,0.1055597616172829,0.1177056547005251,13.0,N1O13,H15_C20_N_O13,0,20,15,13,1,0,True
1992,1992,477.062526037,0.0657123617046466,0.1682903092201343,13.0,O13,H16_C20_13C_O13,0,21,16,13,0,0,True
1993,1993,477.065486037,0.0187729152503986,0.3807716243233706,26.0,N2O2S1,H12_C30_13C_N2_O2_S,0,31,12,2,2,1,True
1994,1994,477.090726037,0.0944556871660037,0.0013498482203691,12.0,N1O12,H19_C21_N_O12,0,21,19,12,1,0,True
1995,1995,477.098816037,0.0358394084277527,-0.0319074361107978,12.0,O12,H20_C21_13C_O12,0,22,20,12,0,0,True
1996,1996,477.127176037,0.0374584244331313,0.1365170615245867,11.0,N1O11,H23_C22_N_O11,0,22,23,11,1,0,True
1997,1997,477.135336037,0.0264799587015186,0.2499689103486431,11.0,O11,H24_C22_13C_O11,0,23,24,11,0,0,True
1998,1998,477.138596037,0.0184823625503197,0.0153435503140557,6.0,O11S1,H28_C19_13C_O11_S,0,20,28,11,0,1,True
1999,1999,477.163496037,0.0169871840573144,-0.0007796069716909115,10.0,N1O10,H27_C23_N_O10,0,23,27,10,1,0,True
2000,2000,477.171526037,0.019995310951598,-0.1597727353629369,10.0,O10,H28_C23_13C_O10,0,24,28,10,0,0,True
2001,2001,478.001946037,0.0413598856311931,-0.050068833863759,14.0,O15,H10_C19_O15,0,19,10,15,0,0,True
2002,2002,478.038386037,0.2371823324959442,0.0639258288258998,13.0,O14,H14_C20_O14,0,20,14,14,0,0,True
2003,2003,478.053726037,0.0254341752606146,0.2394689002755,17.0,O11,H14_C24_O11,0,24,14,11,0,0,True
2004,2004,478.057726037,0.0196944756099948,0.0654983662587835,13.0,N1O13,H15_C19_13C_N_O13,0,20,15,13,1,0,True
2005,2005,478.074746037,0.3024468197359753,0.0105652935201769,12.0,O13,H18_C21_O13,0,21,18,13,0,0,True
2006,2006,478.086036037,0.0672313587185863,0.1289956102466823,12.0,N2O12,H18_C20_N2_O12,0,20,18,12,2,0,True
2007,2007,478.094236037,0.0241908335270435,0.3258855436575468,12.0,N1O12,H19_C20_13C_N_O12,0,21,19,12,1,0,True
2008,2008,478.111156037,0.1909492338710327,0.0617910701503939,11.0,O12,H22_C22_O12,0,22,22,12,0,0,True
2009,2009,478.122476037,0.0297679459873637,0.2429565765987293,11.0,N2O11,H22_C21_N2_O11,0,21,22,11,2,0,True
2010,2010,478.132096037,0.0174174838079301,-0.3343950371489586,6.0,O14,H26_C19_O14,0,19,26,14,0,0,True
2011,2011,478.145606037,0.0390908919747154,-0.2421521780879693,15.0,N1O8,H23_C25_13C_N_O8,0,26,23,8,1,0,True
2012,2012,478.147526037,0.10375297836037,0.0293528654403876,10.0,O11,H26_C23_O11,0,23,26,11,0,0,True
2013,2013,478.183956037,0.0574208632232496,0.1223943197646402,9.0,O10,H30_C24_O10,0,24,30,10,0,0,True
2014,2014,478.205166037,0.0173625908406735,0.2908772423332074,4.0,O12,H34_C21_O12,0,21,34,12,0,0,True
2015,2015,478.220166037,0.0259562813843624,-0.2446174551538506,8.0,O9,H34_C25_O9,0,25,34,9,0,0,True
2016,2016,479.033686037,0.0401941878418253,0.1703137011022531,13.0,N1O14,H13_C19_N_O14,0,19,13,14,1,0,True
2017,2017,479.041776037,0.0511505845715443,0.1371884526719233,13.0,O14,H14_C19_13C_O14,0,20,14,14,0,0,True
2018,2018,479.048726037,0.021731424242412,-0.280752233836143,17.0,N1O11,H13_C23_N_O11,0,23,13,11,1,0,True
2019,2019,479.070046037,0.0958644861686314,0.1170559514643142,12.0,N1O13,H17_C20_N_O13,0,20,17,13,1,0,True
2020,2020,479.078156037,0.0700036764720855,0.125680954653834,12.0,O13,H18_C20_13C_O13,0,21,18,13,0,0,True
2021,2021,479.081376037,0.0275158595286678,-0.1914852143699568,7.0,O13S1,H22_C17_13C_O13_S,0,18,22,13,0,1,True
2022,2022,479.114476037,0.0479728892794391,-0.0110558129521108,11.0,O12,H22_C21_13C_O12,0,22,22,12,0,0,True
2023,2023,479.117646037,0.0221465855927333,-0.4325555565047703,6.0,O12S1,H26_C18_13C_O12_S,0,19,26,12,0,1,True
2024,2024,479.142776037,0.0440150386246933,0.0314353064302731,10.0,N1O11,H25_C22_N_O11,0,22,25,11,1,0,True
2025,2025,479.150926037,0.0231512023204521,0.123541449772763,10.0,O11,H26_C22_13C_O11,0,23,26,11,0,0,True
2026,2026,479.179156037,0.0158743718669376,0.0199382629854689,9.0,N1O10,H29_C23_N_O10,0,23,29,10,1,0,True
2027,2027,479.187216037,0.0176165964253648,-0.0757804023027392,9.0,O10,H30_C23_13C_O10,0,24,30,10,0,0,True
2028,2028,479.996296037,0.0177667225096597,-0.4053760448658153,18.0,O13,H8_C22_O13,0,22,8,13,0,0,True
2029,2029,480.017616037,0.0720155317962783,-0.0083476102518865,13.0,O15,H12_C19_O15,0,19,12,15,0,0,True
2030,2030,480.032736037,0.0420239510072399,-0.2918280139257663,17.0,O12,H12_C23_O12,0,23,12,12,0,0,True
2031,2031,480.054016037,0.2958309026324673,0.0218412921633095,12.0,O14,H16_C20_O14,0,20,16,14,0,0,True
2032,2032,480.065286037,0.0397243937832783,0.0981220708756767,12.0,N2O13,H16_C19_N2_O13,0,19,16,13,2,0,True
2033,2033,480.069306037,0.0396800099792951,0.0924970612043134,16.0,O11,H16_C24_O11,0,24,16,11,0,0,True
2034,2034,480.073486037,0.027223393442751,0.2942007924494976,12.0,N1O13,H17_C19_13C_N_O13,0,20,17,13,1,0,True
2035,2035,480.076646037,0.0164842479390334,-0.1472889809831415,7.0,N1O13S1,H21_C16_13C_N_O13_S,0,17,21,13,1,1,True
2036,2036,480.090416037,0.2816176051122546,0.052025616790609,11.0,O13,H20_C21_O13,0,21,20,13,0,0,True
2037,2037,480.101616037,0.0475718060148421,-0.0175025447891175,11.0,N2O12,H20_C20_N2_O12,0,20,20,12,2,0,True
2038,2038,480.109686037,0.023991096769896,-0.0922080958165779,11.0,N1O12,H21_C20_13C_N_O12,0,21,21,12,1,0,True
2039,2039,480.126796037,0.1582556028570185,0.040549705227722,10.0,O12,H24_C22_O12,0,22,24,12,0,0,True
2040,2040,480.163226037,0.0846609879479561,0.1332067859678143,9.0,O11,H28_C23_O11,0,23,28,11,0,0,True
2041,2041,480.199596037,0.0498379512808155,0.1009017924558099,8.0,O10,H32_C24_O10,0,24,32,10,0,0,True
2042,2042,480.236006037,0.0189483346568027,0.1518940668389111,7.0,O9,H36_C25_O9,0,25,36,9,0,0,True
2043,2043,481.020916037,0.0156016276320251,-0.1223377155321458,13.0,O15,H12_C18_13C_O15,0,19,12,15,0,0,True
2044,2044,481.028306037,0.0230959189646492,0.3761525002503597,17.0,N1O12,H11_C22_N_O12,0,22,11,12,1,0,True
2045,2045,481.049326037,0.0617788452692852,0.148658351988077,12.0,N1O14,H15_C19_N_O14,0,19,15,14,1,0,True
2046,2046,481.057326037,0.0579984888637727,-0.0714156049787665,12.0,O14,H16_C19_13C_O14,0,20,16,14,0,0,True
2047,2047,481.075766037,0.0204608926695347,-0.4622619047484825,11.0,O11S1,H20_C20_13C_O11_S,0,21,20,11,0,1,True
2048,2048,481.085716037,0.0741568491196778,0.1579843207071825,11.0,N1O13,H19_C20_N_O13,0,20,19,13,1,0,True
2049,2049,481.093716037,0.0617397485793176,-0.0620731450305379,11.0,O13,H20_C20_13C_O13,0,21,20,13,0,0,True
2050,2050,481.122056037,0.0599040717503688,0.0633851631607482,10.0,N1O12,H23_C21_N_O12,0,21,23,12,1,0,True
2051,2051,481.130236037,0.0397533837475479,0.2174650275198026,10.0,O12,H24_C21_13C_O12,0,22,24,12,0,0,True
2052,2052,481.166526037,0.0331527592719081,0.0189560152493878,9.0,O11,H28_C22_13C_O11,0,23,28,11,0,0,True
2053,2053,482.012046037,0.0419375305501629,-0.1963706109433991,17.0,O13,H10_C22_O13,0,22,10,13,0,0,True
2054,2054,482.015556037,0.0157225733773889,0.0900365133557276,12.0,O13S1,H14_C19_O13_S,0,19,14,13,0,1,True
2055,2055,482.023386037,0.0175104492976718,0.0248265963460027,17.0,N2O12,H10_C21_N2_O12,0,21,10,12,2,0,True
2056,2056,482.033266037,0.0879148065967789,-0.0084662207576249,12.0,O15,H14_C19_O15,0,19,14,15,0,0,True
2057,2057,482.048536037,0.07585310904149,0.0204108078199361,16.0,O12,H14_C23_O12,0,23,14,12,0,0,True
2058,2058,482.068026037,0.0439417443800333,0.3331314075383195,16.0,N1O11,H15_C22_13C_N_O11,0,23,15,11,1,0,True
2059,2059,482.069676037,0.2690794696637145,0.0423403525494419,11.0,O14,H18_C20_O14,0,20,18,14,0,0,True
2060,2060,482.080946037,0.0376197609341994,0.1183017093951305,11.0,N2O13,H18_C19_N2_O13,0,19,18,13,2,0,True
2061,2061,482.084896037,0.0334889633338426,-0.0325025738507413,15.0,O11,H18_C24_O11,0,24,18,11,0,0,True
2062,2062,482.089206037,0.0181205302032641,0.438018518901335,11.0,N1O13,H19_C19_13C_N_O13,0,20,19,13,1,0,True
2063,2063,482.104476037,0.0435965927090104,0.4668780549987961,15.0,N1O10,H19_C23_13C_N_O10,0,24,19,10,1,0,True
2064,2064,482.106076037,0.21909524798795,0.0723969302731429,10.0,O13,H22_C21_O13,0,21,22,13,0,0,True
2065,2065,482.142426037,0.1272795705955404,-0.0012548158711489,9.0,O12,H26_C22_O12,0,22,26,12,0,0,True
2066,2066,482.153796037,0.0203493764944275,0.2820987850440952,9.0,N2O11,H26_C21_N2_O11,0,21,26,11,2,0,True
2067,2067,482.178786037,0.0744032734551927,-0.0541562605947733,8.0,O11,H30_C23_O11,0,23,30,11,0,0,True
2068,2068,482.215166037,0.0311063593809817,-0.0655744617244556,7.0,O10,H34_C24_O10,0,24,34,10,0,0,True
2069,2069,482.251546037,0.0166783794877943,-0.0769909404795997,6.0,O9,H38_C25_O9,0,25,38,9,0,0,True
2070,2070,483.007396037,0.0167664265638141,0.0131964853146941,17.0,N1O13,H9_C21_N_O13,0,21,9,13,1,0,True
2071,2071,483.036706037,0.0171183208715806,0.1678526683929738,12.0,O15,H14_C18_13C_O15,0,19,14,15,0,0,True
2072,2072,483.043806037,0.0416010855076443,0.0638989666065054,16.0,N1O12,H13_C22_N_O12,0,22,13,12,1,0,True
2073,2073,483.051886037,0.0226249971169685,0.0103487847629865,16.0,O12,H14_C22_13C_O12,0,23,14,12,0,0,True
2074,2074,483.073016037,0.0651130261233002,0.0115324181772172,11.0,O14,H18_C19_13C_O14,0,20,18,14,0,0,True
2075,2075,483.109326037,0.0541767585017727,-0.1447643343001211,10.0,O13,H22_C20_13C_O13,0,21,22,13,0,0,True
2076,2076,483.112586037,0.0177593388645622,-0.3764857411596618,5.0,O13S1,H26_C17_13C_O13_S,0,18,26,13,0,1,True
2077,2077,483.137666037,0.0426975423457769,-0.0198245772935685,9.0,N1O12,H25_C21_N_O12,0,21,25,12,1,0,True
2078,2078,483.145786037,0.0290811681912636,0.0094277962551045,9.0,O12,H26_C21_13C_O12,0,22,26,12,0,0,True
2079,2079,483.174126037,0.0201633611717397,0.1343490814353744,8.0,N1O11,H29_C22_N_O11,0,22,29,11,1,0,True
2080,2080,483.182166037,0.01639534538194,-0.0019723408541777,8.0,O11,H30_C22_13C_O11,0,23,30,11,0,0,True
2081,2081,483.991426037,0.0349418400951115,0.0429367110062553,17.0,O14,H8_C21_O14,0,21,8,14,0,0,True
2082,2082,484.012636037,0.0166197922881832,0.2094015578204337,12.0,O16,H12_C18_O16,0,18,12,16,0,0,True
2083,2083,484.027776037,0.1241572598710834,-0.030425939748286,16.0,O13,H12_C22_O13,0,22,12,13,0,0,True
2084,2084,484.031256037,0.0210987248991942,0.1928077967260046,11.0,O13S1,H16_C19_O13_S,0,19,16,13,0,1,True
2085,2085,484.039116037,0.0302537435665021,0.1898462271854309,16.0,N2O12,H12_C21_N2_O12,0,21,12,12,2,0,True
2086,2086,484.048926037,0.1252826898048447,0.0120752257014119,11.0,O15,H16_C19_O15,0,19,16,15,0,0,True
