peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
783,306.058726037,0.0128950760223698,0.09514187147269164,4.0,O10,H14_C11_O10,0,11,14,10,0,0
805,308.074306037,0.03158511616955998,-0.1329387072271951,3.0,O10,H16_C11_O10,0,11,16,10,0,0
821,309.996236037,0.013787246592100665,0.4497312671192388,9.0,O10,H6_C12_O10,0,12,6,10,0,0
830,310.090046037,0.03416278908889665,0.1579250949247065,2.0,O10,H18_C11_O10,0,11,18,10,0,0
848,312.011756037,0.015103596256165287,0.029937974542012642,8.0,O10,H8_C12_O10,0,12,8,10,0,0
856,312.105616037,0.12044399782515826,-0.09965536783435318,1.0,O10,H20_C11_O10,0,11,20,10,0,0
906,316.043056037,0.014435475649539788,0.029087808967253832,6.0,O10,H12_C12_O10,0,12,12,10,0,0
976,322.089976037,0.04103031913860732,-0.06528920985663245,3.0,O10,H18_C12_O10,0,12,18,10,0,0
990,324.011636037,0.01906350732067265,-0.34152785784386247,9.0,O10,H8_C13_O10,0,13,8,10,0,0
999,324.105706037,0.07328272457182804,0.18172157704649355,2.0,O10,H20_C12_O10,0,12,20,10,0,0
1014,326.027436037,0.03212455459435318,0.12044078392365892,8.0,O10,H10_C13_O10,0,13,10,10,0,0
1024,326.121286037,0.041936616470542545,-0.034272525145587984,1.0,O10,H22_C12_O10,0,12,22,10,0,0
1045,328.043026037,0.027094086178104004,-0.06342765518606856,7.0,O10,H12_C13_O10,0,13,12,10,0,0
1074,330.058766037,0.02376315585071265,0.2094142228619258,6.0,O10,H14_C13_O10,0,13,14,10,0,0
1099,332.074436037,0.017514885286807256,0.26814771140180915,5.0,O10,H16_C13_O10,0,13,16,10,0,0
1126,334.089926037,0.018285188259738242,-0.21260443518365776,4.0,O10,H18_C13_O10,0,13,18,10,0,0
1145,336.011716037,0.027605343896850362,-0.09124384222446624,10.0,O10,H8_C14_O10,0,14,8,10,0,0
1153,336.105686037,0.035898129539011225,0.1157284795835934,3.0,O10,H20_C13_O10,0,13,20,10,0,0
1170,338.027356037,0.04754540224863101,-0.12050208145631339,9.0,O10,H10_C14_O10,0,14,10,10,0,0
1180,338.121296037,0.0236878191871529,-0.0034809993196446,2.0,O10,H22_C13_O10,0,13,22,10,0,0
1199,340.043086037,0.05745948264981164,0.11525892360920077,8.0,O10,H12_C14_O10,0,14,12,10,0,0
1210,340.136996037,0.026210544584255698,0.14332166332267815,1.0,O10,H24_C13_O10,0,13,24,10,0,0
1229,342.058746037,0.050540312245135735,0.1435981408197735,7.0,O10,H14_C14_O10,0,14,14,10,0,0
1259,344.074376037,0.0337038938405375,0.08441488829787153,6.0,O10,H16_C14_O10,0,14,16,10,0,0
1283,345.996096037,0.015170686240242339,-0.0016907705492165673,12.0,O10,H6_C15_O10,0,15,6,10,0,0
1289,346.090056037,0.022481698318381295,0.1703920669159335,5.0,O10,H18_C14_O10,0,14,18,10,0,0
1310,348.011836037,0.017069018457027456,0.2567182801936049,11.0,O10,H8_C15_O10,0,15,8,10,0,0
1317,348.105606037,0.01653817259893588,-0.11807623688933541,4.0,O10,H20_C14_O10,0,14,20,10,0,0
1334,350.027416037,0.046730771097906715,0.05504425980556722,10.0,O10,H10_C15_O10,0,15,10,10,0,0
1342,350.121246037,0.020452905938094682,-0.1461693643792838,3.0,O10,H22_C14_O10,0,14,22,10,0,0
1358,352.043086037,0.058670682599324245,0.11133012302152202,9.0,O10,H12_C15_O10,0,15,12,10,0,0
1370,352.137046037,0.017672245766825898,0.2804277514348069,2.0,O10,H24_C14_O10,0,14,24,10,0,0
1385,354.058746037,0.06350197459124626,0.13873121489540385,8.0,O10,H14_C15_O10,0,15,14,10,0,0
1414,356.074336037,0.07781557657578934,-0.030766047501361023,7.0,O10,H16_C15_O10,0,15,16,10,0,0
1439,357.996086037,0.013464715862751952,-0.029567362317424056,13.0,O10,H6_C16_O10,0,16,6,10,0,0
1447,358.090046037,0.04801096037710202,0.13675610505671487,6.0,O10,H18_C15_O10,0,15,18,10,0,0
1471,360.011736037,0.02811695963920929,-0.029607368122600414,12.0,O10,H8_C16_O10,0,16,8,10,0,0
1480,360.105666037,0.033852764913200516,0.052476264053486786,5.0,O10,H20_C15_O10,0,15,20,10,0,0
1498,362.027446037,0.054044198318381295,0.1360863673398881,11.0,O10,H10_C16_O10,0,16,10,10,0,0
1507,362.121396037,0.021527638209250844,0.272900196209842,4.0,O10,H22_C15_O10,0,15,22,10,0,0
1525,364.043116037,0.0780389165598664,0.19006814580568432,10.0,O10,H12_C16_O10,0,16,12,10,0,0
1536,364.137026037,0.02065148767913317,0.2162619958419198,3.0,O10,H24_C15_O10,0,15,24,10,0,0
1557,366.058756037,0.09444030593421104,0.16150139571494515,9.0,O10,H14_C16_O10,0,16,14,10,0,0
1568,366.152586037,0.022770386714047148,-0.03092972830055775,2.0,O10,H26_C15_O10,0,15,26,10,0,0
1587,368.074386037,0.10702638937434464,0.10607910121459556,8.0,O10,H16_C16_O10,0,16,16,10,0,0
1615,370.090046037,0.09828655360402345,0.13232185107378958,7.0,O10,H18_C16_O10,0,16,18,10,0,0
1633,371.093316037,0.017225474775719445,-0.09665762863448567,7.0,O10,H18_C15_13C_O10,0,16,18,10,0,0
1645,372.011796037,0.03090010777117558,0.13263289107325374,13.0,O10,H8_C17_O10,0,17,8,10,0,0
1653,372.105666037,0.06887948318381297,0.05078396203791031,6.0,O10,H20_C16_O10,0,16,20,10,0,0
1675,374.027466037,0.04329967304555517,0.1851922821304488,12.0,O10,H10_C17_O10,0,17,10,10,0,0
1684,374.121346037,0.0402926023826168,0.13050043938952824,5.0,O10,H22_C16_O10,0,16,22,10,0,0
1704,376.043126037,0.06531821017321061,0.21059552628396289,11.0,O10,H12_C17_O10,0,17,12,10,0,0
1711,376.136986037,0.02746396097906715,0.10301831895413366,4.0,O10,H24_C16_O10,0,16,24,10,0,0
1731,378.058656037,0.0917112375723329,-0.10813401403534666,10.0,O10,H14_C17_O10,0,17,14,10,0,0
1738,378.152566037,0.018161621567827878,-0.08283693625909262,3.0,O10,H26_C16_O10,0,16,26,10,0,0
1759,380.074346037,0.0944792273486349,-0.0025126661973774314,9.0,O10,H16_C17_O10,0,17,16,10,0,0
1766,380.168236037,0.029973846071692106,-0.029984093712631502,2.0,O10,H28_C16_O10,0,16,28,10,0,0
1784,382.089966037,0.11981580595362927,-0.0812086230234717,8.0,O10,H18_C17_O10,0,17,18,10,0,0
1799,383.093326037,0.022312783991611324,-0.06752662653536612,8.0,O10,H18_C16_13C_O10,0,17,18,10,0,0
1806,384.011666037,0.028990506912889822,-0.21004309797017875,14.0,O10,H8_C18_O10,0,18,8,10,0,0
1813,384.105616037,0.10374333711988815,-0.08097512421255136,7.0,O10,H20_C17_O10,0,17,20,10,0,0
1837,386.027386037,0.046149559206182765,-0.02780372688248441,13.0,O10,H10_C18_O10,0,18,10,10,0,0
1846,386.121286037,0.06653133980931299,-0.02894686302050579,6.0,O10,H22_C17_O10,0,17,22,10,0,0
1862,387.124786037,0.014510411812109209,0.34609770504126025,6.0,O10,H22_C16_13C_O10,0,17,22,10,0,0
1870,388.043076037,0.06462587746126063,0.07523133860271758,12.0,O10,H12_C18_O10,0,18,12,10,0,0
1882,388.136966037,0.03645897656219659,0.04830511296847367,5.0,O10,H24_C17_O10,0,17,24,10,0,0
1891,389.046526037,0.016659439444250263,0.3196352920983798,12.0,O10,H12_C17_13C_O10,0,18,12,10,0,0
1902,390.058626037,0.08023133179929318,-0.1817188372920802,11.0,O10,H14_C18_O10,0,18,14,10,0,0
1911,390.152576037,0.027849121567827876,-0.054658103745036095,4.0,O10,H26_C17_O10,0,17,26,10,0,0
1919,391.062016037,0.01568945638665579,-0.09134356827243342,11.0,O10,H14_C17_13C_O10,0,18,14,10,0,0
1930,392.074406037,0.10253523195075537,0.1505964152418948,10.0,O10,H16_C18_O10,0,18,16,10,0,0
1937,392.168326037,0.018114489883102255,0.20042669120817908,3.0,O10,H28_C17_O10,0,17,28,10,0,0
1943,393.077796037,0.01790088328672958,0.23965993737604008,10.0,O10,H16_C17_13C_O10,0,18,16,10,0,0
1957,394.090046037,0.12528644316284127,0.12426347848177341,9.0,O10,H18_C18_O10,0,18,18,10,0,0
1965,394.183776037,0.017924221571711522,-0.3081633678585893,2.0,O10,H30_C17_O10,0,17,30,10,0,0
1970,395.093486037,0.025919058749854364,0.3394918032789076,9.0,O10,H18_C17_13C_O10,0,18,18,10,0,0
1982,396.105696037,0.13332321158103227,0.12344432430137942,8.0,O10,H20_C18_O10,0,18,20,10,0,0
1996,397.109086037,0.019359483620723136,0.2116723160877224,8.0,O10,H20_C17_13C_O10,0,18,20,10,0,0
2003,398.027576037,0.021215028981708028,0.45038839219695265,14.0,O10,H10_C19_O10,0,19,10,10,0,0
2010,398.121296037,0.10551850314575323,-0.0029563854362434335,7.0,O10,H22_C18_O10,0,18,22,10,0,0
2025,399.124566037,0.022965655219620178,-0.21551417092220662,7.0,O10,H22_C17_13C_O10,0,18,22,10,0,0
2034,400.043046037,0.054436288787914094,-0.0020172827482331335,13.0,O10,H12_C19_O10,0,19,12,10,0,0
2042,400.136966037,0.06353372946522196,0.0468564556215589,6.0,O10,H24_C18_O10,0,18,24,10,0,0
2057,401.140266037,0.016918545380403122,-0.08997102281286144,6.0,O10,H24_C17_13C_O10,0,18,24,10,0,0
2063,402.058656037,0.050194255116703564,-0.1016791938296862,12.0,O10,H14_C19_O10,0,19,14,10,0,0
2073,402.152616037,0.0361389398617422,0.046437594171242456,5.0,O10,H26_C18_O10,0,18,26,10,0,0
2089,404.074396037,0.07638746893083226,0.12137616366363523,11.0,O10,H16_C19_O10,0,19,16,10,0,0
2095,404.168356037,0.02783294982329411,0.2687023820643901,4.0,O10,H28_C18_O10,0,18,28,10,0,0
2103,405.077616037,0.016322345042525922,-0.21179891611269683,11.0,O10,H16_C18_13C_O10,0,19,16,10,0,0
2118,406.089996037,0.09476357698357218,-0.0025339211551406488,10.0,O10,H18_C19_O10,0,19,18,10,0,0
2123,406.183876037,0.02776639990873432,-0.052865219950484765,3.0,O10,H30_C18_O10,0,18,30,10,0,0
2128,407.093526037,0.023277372422229988,0.4277420025473977,10.0,O10,H18_C18_13C_O10,0,19,18,10,0,0
2139,408.105726037,0.10675175492252126,0.19332490333646074,9.0,O10,H20_C19_O10,0,19,20,10,0,0
2144,408.199586037,0.02518934594547361,0.09420146741268691,2.0,O10,H32_C18_O10,0,18,32,10,0,0
2157,410.027286037,0.020101065818090024,-0.2700625147552686,15.0,O10,H10_C20_O10,0,20,10,10,0,0
2164,410.121276037,0.09726481489572411,-0.051635945865680696,8.0,O10,H22_C19_O10,0,19,22,10,0,0
2178,411.124706037,0.020577516359858637,0.13130565799318958,8.0,O10,H22_C18_13C_O10,0,19,22,10,0,0
2184,412.043056037,0.027931964590857897,0.022310775305495877,14.0,O10,H12_C20_O10,0,20,12,10,0,0
2191,412.136986037,0.08755405549730087,0.0940197102196682,7.0,O10,H24_C19_O10,0,19,24,10,0,0
2205,413.140426037,0.018345044953202067,0.2999198145670535,7.0,O10,H24_C18_13C_O10,0,19,24,10,0,0
2213,414.058746037,0.042560675900034955,0.11862809432762719,13.0,O10,H14_C20_O10,0,20,14,10,0,0
2220,414.152616037,0.06540307390578275,0.045092072958827556,6.0,O10,H26_C19_O10,0,19,26,10,0,0
2235,416.074306037,0.06066279272981475,-0.09843193722909693,12.0,O10,H16_C20_O10,0,20,16,10,0,0
2243,416.168346037,0.042307474319391046,0.23692575595797072,5.0,O10,H28_C19_O10,0,19,28,10,0,0
2254,417.171646037,0.014404794846401801,0.10489926748753675,5.0,O10,H28_C18_13C_O10,0,19,28,10,0,0
2262,418.089976037,0.07151944614353956,-0.0502977857482438,11.0,O10,H18_C20_O10,0,20,18,10,0,0
2270,418.183786037,0.029284359344052196,-0.26656461505496787,4.0,O10,H30_C19_O10,0,19,30,10,0,0
2278,419.093476037,0.015722807196395978,0.29618929227316243,11.0,O10,H18_C19_13C_O10,0,20,18,10,0,0
2290,420.105606037,0.09392126878713737,-0.09783968461803962,10.0,O10,H20_C20_O10,0,20,20,10,0,0
2294,420.199426037,0.02274835309138219,-0.28926027133912213,3.0,O10,H32_C19_O10,0,19,32,10,0,0
2300,421.108916037,0.017500849547555247,-0.20408734361030953,10.0,O10,H20_C19_13C_O10,0,20,20,10,0,0
2312,422.121256037,0.09748260854790478,-0.09754780036603848,9.0,O10,H22_C20_O10,0,20,22,10,0,0
2320,423.124626037,0.020453160802361255,-0.06148779433053638,9.0,O10,H22_C19_13C_O10,0,20,22,10,0,0
2329,424.043246037,0.022236549234921743,0.4697468994800063,15.0,O10,H12_C21_O10,0,21,12,10,0,0
2337,424.137036037,0.10183917336595597,0.2092460512637549,8.0,O10,H24_C20_O10,0,20,24,10,0,0
2348,425.140396037,0.019254485611091693,0.22088938351061074,8.0,O10,H24_C19_13C_O10,0,20,24,10,0,0
2355,426.058706037,0.029392306497339704,0.021403153697246134,14.0,O10,H14_C21_O10,0,21,14,10,0,0
2362,426.152586037,0.08278187381063343,-0.026574988201161148,7.0,O10,H26_C20_O10,0,20,26,10,0,0
2379,428.074466037,0.03839652753504991,0.2780941389042794,13.0,O10,H16_C21_O10,0,21,16,10,0,0
2387,428.168226037,0.06197210935376131,-0.049978019594575096,6.0,O10,H28_C20_O10,0,20,28,10,0,0
2406,430.089996037,0.0536019966794827,-0.002392522591389485,12.0,O10,H18_C21_O10,0,21,18,10,0,0
2413,430.183876037,0.043498600673812574,-0.04991586422265058,5.0,O10,H30_C20_O10,0,20,30,10,0,0
2431,432.105596037,0.07616448697036778,-0.11826507326997704,11.0,O10,H20_C21_O10,0,21,20,10,0,0
2437,432.199576037,0.029281398064002484,0.06583301221911675,4.0,O10,H32_C20_O10,0,20,32,10,0,0
2450,434.027306037,0.015501548603829275,-0.20904905916529357,17.0,O10,H10_C22_O10,0,22,10,10,0,0
2456,434.121386037,0.0800977343780341,0.2046040642058339,10.0,O10,H22_C21_O10,0,21,22,10,0,0
2461,434.215126037,0.016648559167346304,-0.16494358594693206,3.0,O10,H34_C20_O10,0,20,34,10,0,0
2468,435.124646037,0.01805558589653967,-0.013828221477227603,10.0,O10,H22_C20_13C_O10,0,21,22,10,0,0
2480,436.136916037,0.08693889204435123,-0.07165410412802538,9.0,O10,H24_C21_O10,0,21,24,10,0,0
2491,438.058796037,0.024899274000932076,0.22626871293581627,15.0,O10,H14_C22_O10,0,22,14,10,0,0
2496,438.152566037,0.06795519364829702,-0.07149336185681635,8.0,O10,H26_C21_O10,0,21,26,10,0,0
2504,439.155856037,0.02331161525690318,-0.21897692739431376,8.0,O10,H26_C20_13C_O10,0,21,26,10,0,0
2515,440.168206037,0.06107587916035574,-0.0940526812913879,7.0,O10,H28_C21_O10,0,21,28,10,0,0
2524,441.171786037,0.020707333294496873,0.41652935634019483,7.0,O10,H28_C20_13C_O10,0,21,28,10,0,0
2531,442.090066037,0.032248891947260085,0.15601119604477995,13.0,O10,H18_C22_O10,0,22,18,10,0,0
2538,442.183826037,0.04006614334537264,-0.16163639582897107,6.0,O10,H30_C21_O10,0,21,30,10,0,0
2555,444.105536037,0.03921368305565265,-0.2501725175195099,12.0,O10,H20_C22_O10,0,22,20,10,0,0
2561,444.199676037,0.03492638063614121,0.28917850897167846,5.0,O10,H32_C21_O10,0,21,32,10,0,0
2576,446.121386037,0.05864326648607713,0.1991005199972037,11.0,O10,H22_C22_O10,0,22,22,10,0,0
2582,446.215136037,0.02651798370810517,-0.13809706352291873,4.0,O10,H34_C21_O10,0,21,34,10,0,0
2587,447.124596037,0.01650354746786283,-0.12528275218931015,11.0,O10,H22_C21_13C_O10,0,22,22,10,0,0
2590,448.043196037,0.01755283578973941,0.3329879827361675,17.0,O10,H12_C23_O10,0,23,12,10,0,0
2596,448.136936037,0.06184215891879296,-0.02510616529165956,10.0,O10,H24_C22_O10,0,22,24,10,0,0
2602,448.231046037,0.022229200648568877,0.44241692252850695,3.0,O10,H36_C21_O10,0,21,36,10,0,0
2608,449.140316037,0.02112533496446464,0.03096805069090649,10.0,O10,H24_C21_13C_O10,0,22,24,10,0,0
2612,450.058636037,0.01814487941279273,-0.13527348471862766,16.0,O10,H14_C23_O10,0,23,14,10,0,0
2618,450.152566037,0.06349987499514544,-0.06958751835616798,9.0,O10,H26_C22_O10,0,22,26,10,0,0
2621,450.246606037,0.016486234902326303,0.24038160101977238,2.0,O10,H38_C21_O10,0,21,38,10,0,0
2628,452.074196037,0.015844237883024585,-0.33391642633947843,15.0,O10,H16_C23_O10,0,23,16,10,0,0
2633,452.168156037,0.058769618480329334,-0.20213497736220482,8.0,O10,H28_C22_O10,0,22,28,10,0,0
2640,453.171476037,0.018120994990096704,-0.27856784156772557,8.0,O10,H28_C21_13C_O10,0,22,28,10,0,0
2647,454.089996037,0.020962767971571712,-0.0022660706926591087,14.0,O10,H18_C23_O10,0,23,18,10,0,0
2652,454.183796037,0.05482215328750631,-0.22341836247315847,7.0,O10,H30_C22_O10,0,22,30,10,0,0
2666,456.105576037,0.0304743266728805,-0.15589153853331358,13.0,O10,H20_C23_O10,0,23,20,10,0,0
2673,456.199536037,0.036284461289758825,-0.02531129282301403,6.0,O10,H32_C22_O10,0,22,32,10,0,0
2687,458.121256037,0.034989817565730705,-0.08988231711918875,12.0,O10,H22_C23_O10,0,23,22,10,0,0
2694,458.215196037,0.033306062856809975,-0.0035376390420140185,5.0,O10,H34_C22_O10,0,22,34,10,0,0
2708,460.136856037,0.044581870897898945,-0.1983127385203378,11.0,O10,H24_C23_O10,0,23,24,10,0,0
2714,460.230976037,0.01719769457066294,0.27878392949654657,4.0,O10,H36_C22_O10,0,22,36,10,0,0
2728,462.152626037,0.0582189903005942,0.062046602034396395,10.0,O10,H26_C23_O10,0,23,26,10,0,0
2736,463.155836037,0.019645435259621733,-0.25081191031191086,10.0,O10,H26_C22_13C_O10,0,23,26,10,0,0
2742,464.168306037,0.054991625888384014,0.12624946429071096,9.0,O10,H28_C23_O10,0,23,28,10,0,0
2748,465.171426037,0.019872895549341723,-0.37886892887766965,9.0,O10,H28_C22_13C_O10,0,23,28,10,0,0
2754,466.089846037,0.01806944565808381,-0.3240340920000438,15.0,O10,H18_C24_O10,0,24,18,10,0,0
2758,466.183886037,0.05372769937667482,-0.02461046019804603,8.0,O10,H30_C23_O10,0,23,30,10,0,0
2763,467.187246037,0.01822053769078411,-0.013512783204636902,8.0,O10,H30_C22_13C_O10,0,23,30,10,0,0
2769,468.105576037,0.019219466047225135,-0.15189522112509735,14.0,O10,H20_C24_O10,0,24,20,10,0,0
2776,468.199566037,0.0490460309138219,0.039412680690375096,7.0,O10,H32_C23_O10,0,23,32,10,0,0
2782,469.202846037,0.018755315740417104,-0.12017616783147136,7.0,O10,H32_C22_13C_O10,0,23,32,10,0,0
2790,470.121426037,0.029525436667443394,0.2740206951222805,13.0,O10,H22_C24_O10,0,24,22,10,0,0
2798,470.215236037,0.03769057172123189,0.08162006907520113,6.0,O10,H34_C23_O10,0,23,34,10,0,0
2810,472.136926037,0.03134318323041672,-0.045010247646950274,12.0,O10,H24_C24_O10,0,24,24,10,0,0
2817,472.230876037,0.03189015228746747,0.05993890145731753,5.0,O10,H36_C23_O10,0,23,36,10,0,0
2832,474.152606037,0.03461483941123927,0.018295797492345205,11.0,O10,H26_C24_O10,0,24,26,10,0,0
2844,476.168326037,0.03839590857897394,0.16506977824085411,10.0,O10,H28_C24_O10,0,24,28,10,0,0
2859,478.183926037,0.04365574269874558,0.05965696144751889,9.0,O10,H30_C24_O10,0,24,30,10,0,0
2875,480.199516037,0.04475218697813507,-0.06569560971700306,8.0,O10,H32_C24_O10,0,24,32,10,0,0
2885,482.121186037,0.020756928667132704,-0.23059969834278798,14.0,O10,H22_C25_O10,0,25,22,10,0,0
2891,482.215246037,0.04683030166220047,0.10032656664818991,7.0,O10,H34_C24_O10,0,24,34,10,0,0
2901,484.136896037,0.02636439157831372,-0.10586055395005982,13.0,O10,H24_C25_O10,0,25,24,10,0,0
2907,484.230916037,0.03283932142995844,0.14105873395196816,6.0,O10,H36_C24_O10,0,24,36,10,0,0
2917,486.152646037,0.03129443133713931,0.10012287389568725,12.0,O10,H26_C25_O10,0,25,26,10,0,0
2923,486.246336037,0.029349610664491824,-0.3326893962965189,5.0,O10,H38_C24_O10,0,24,38,10,0,0
2934,488.168176037,0.04028820293992,-0.146259021957812,11.0,O10,H28_C25_O10,0,25,28,10,0,0
2938,488.262156037,0.018207448590236514,0.016706189220417594,4.0,O10,H40_C24_O10,0,24,40,10,0,0
2946,490.183906037,0.043434647947493105,0.017395512029357862,10.0,O10,H30_C25_O10,0,25,30,10,0,0
2957,492.199566037,0.03656429011806284,0.0374908904210641,9.0,O10,H32_C25_O10,0,25,32,10,0,0
2965,494.215066037,0.03568395860033399,-0.26632332566351324,8.0,O10,H34_C25_O10,0,25,34,10,0,0
2973,496.230696037,0.02515964819022098,-0.3056945111777122,7.0,O10,H36_C25_O10,0,25,36,10,0,0
2983,498.152666037,0.02024625349528137,0.13785934465813882,13.0,O10,H26_C26_O10,0,26,26,10,0,0
2989,498.246416037,0.026149480319624063,-0.16411357378650668,6.0,O10,H38_C25_O10,0,25,38,10,0,0
2998,500.168266037,0.026001998864033555,0.03718948458970984,12.0,O10,H28_C26_O10,0,26,28,10,0,0
3003,500.262216037,0.025672744572604763,0.13624254989723952,5.0,O10,H40_C25_O10,0,25,40,10,0,0
3014,502.183866037,0.028532667530777895,-0.06267226429833851,11.0,O10,H30_C26_O10,0,26,30,10,0,0
3024,504.199496037,0.03645063279156472,-0.10223532630113154,10.0,O10,H32_C26_O10,0,26,32,10,0,0
3032,506.215326037,0.02929374684453765,0.25360551813145626,9.0,O10,H34_C26_O10,0,26,34,10,0,0
3041,508.230686037,0.033060689250067964,-0.31815276895615735,8.0,O10,H36_C26_O10,0,26,36,10,0,0
3050,510.246416037,0.02585391058876073,-0.16025394278559968,7.0,O10,H38_C26_O10,0,26,38,10,0,0
3063,512.262396037,0.025991804293370616,0.4844333722464668,6.0,O10,H40_C26_O10,0,26,40,10,0,0
3073,514.183916037,0.016995223115460794,0.03603185453262393,12.0,O10,H30_C27_O10,0,27,30,10,0,0
3078,514.277616037,0.020748427123383432,-0.35373307002033105,5.0,O10,H42_C26_O10,0,26,42,10,0,0
3086,516.199656037,0.0210538758786749,0.21009893879339764,11.0,O10,H32_C27_O10,0,27,32,10,0,0
3097,518.2152860369999,0.02764148607712921,0.17054494986442248,10.0,O10,H34_C27_O10,0,27,34,10,0,0
3103,520.230796037,0.025548291923958213,-0.09936935763600688,9.0,O10,H36_C27_O10,0,27,36,10,0,0
3110,522.246376037,0.03130309065400598,-0.23316389650968145,8.0,O10,H38_C27_O10,0,27,38,10,0,0
3119,524.262156037,0.03013560599440755,0.015559009585471744,7.0,O10,H40_C27_O10,0,27,40,10,0,0
3128,526.277946037,0.02090870640607402,0.2813779317834495,6.0,O10,H42_C27_O10,0,27,42,10,0,0
3145,530.215346037,0.01939359902326304,0.27984667203821634,11.0,O10,H34_C28_O10,0,28,34,10,0,0
3157,532.230716037,0.03221318667715251,-0.2474396837346438,10.0,O10,H36_C28_O10,0,28,36,10,0,0
3164,534.246556037,0.028205652403976853,0.10899649116579596,9.0,O10,H38_C28_O10,0,28,38,10,0,0
3170,536.262046037,0.023141699677657383,-0.1899127502891447,8.0,O10,H40_C28_O10,0,28,40,10,0,0
3178,538.2780560369999,0.0188792829333178,0.4794603775024469,7.0,O10,H42_C28_O10,0,28,42,10,0,0
3191,542.215076037,0.015207271398889277,-0.2243039806958292,12.0,O10,H34_C29_O10,0,29,34,10,0,0
3199,544.230836037,0.023496634578041867,-0.0214890433205324,11.0,O10,H36_C29_O10,0,29,36,10,0,0
3208,546.2462660369999,0.023415909355703136,-0.424293975901495,10.0,O10,H38_C29_O10,0,29,38,10,0,0
3215,548.2620260369999,0.025739895238650046,-0.22223497947227813,9.0,O10,H40_C29_O10,0,29,40,10,0,0
3220,550.277676037,0.014474184677074838,-0.2215554170384083,8.0,O10,H42_C29_O10,0,29,42,10,0,0
3232,554.309056037,0.015114015350110683,-0.0758872682021619,6.0,O10,H46_C29_O10,0,29,46,10,0,0
3238,556.230916037,0.01664868659947959,0.12279971868532535,12.0,O10,H36_C30_O10,0,30,36,10,0,0
3245,558.246566037,0.015657385966445298,0.12222377019632923,11.0,O10,H38_C30_O10,0,30,38,10,0,0
3249,560.262236037,0.023589119965823916,0.15734953074840285,10.0,O10,H40_C30_O10,0,30,40,10,0,0
3256,562.277906037,0.017816213736455786,0.19222345183046205,9.0,O10,H42_C30_O10,0,30,42,10,0,0
3262,564.293666037,0.016902488931608995,0.38633961916958814,8.0,O10,H44_C30_O10,0,30,44,10,0,0
3267,566.309226037,0.01711344372596994,0.22591014615540259,7.0,O10,H46_C30_O10,0,30,46,10,0,0
1275,345.080906037,0.03757354654549691,-0.48609759939020325,1.0,O10S1,H20_C10_13C_O10_S,0,11,20,10,0,1
1944,393.08097603699997,0.015061173492174453,-0.24865868862853435,5.0,O10S1,H20_C14_13C_O10_S,0,15,20,10,0,1
2129,407.096696037,0.016437507281836187,-0.0683302031255018,5.0,O10S1,H22_C15_13C_O10_S,0,16,22,10,0,1
2250,417.080906037,0.01762323294108509,-0.4021833596120107,7.0,O10S1,H20_C16_13C_O10_S,0,17,20,10,0,1
2279,419.096606037,0.020184351819488137,-0.28112134108209147,6.0,O10S1,H22_C16_13C_O10_S,0,17,22,10,0,1
2301,421.112286037,0.016845302244747368,-0.2087115549350726,5.0,O10S1,H24_C16_13C_O10_S,0,17,24,10,0,1
2321,423.127936037,0.01673108664414152,-0.20789220584513265,4.0,O10S1,H26_C16_13C_O10_S,0,17,26,10,0,1
2421,431.09664603699997,0.014750050972853314,-0.1805094070936994,7.0,O10S1,H22_C17_13C_O10_S,0,18,22,10,0,1
2701,459.12798603699997,0.015955807749815528,-0.08268936145164901,7.0,O10S1,H26_C19_13C_O10_S,0,20,26,10,0,1
994,324.069236037,0.020250604392403587,-0.07898003625391435,3.0,O11,H16_C11_O11,0,11,16,11,0,0
1019,326.08491603699997,0.12607175278651597,0.013281816486242782,2.0,O11,H18_C11_O11,0,11,18,11,0,0
1049,328.100596037,0.027460957221639676,0.1044100510495404,1.0,O11,H20_C11_O11,0,11,20,11,0,0
1176,338.084866037,0.06678369184240164,-0.13508146788420763,3.0,O11,H18_C12_O11,0,12,18,11,0,0
1205,340.10058603699997,0.23945048836848032,0.07132301720695362,2.0,O11,H20_C12_O11,0,12,20,11,0,0
1234,342.116196037,0.4996453745776535,-0.04623283008944525,1.0,O11,H22_C12_O11,0,12,22,11,0,0
1339,350.084886037,0.013527418540525846,-0.07332221695698242,4.0,O11,H18_C13_O11,0,13,18,11,0,0
1366,352.100426037,0.02398533074099965,-0.3855235325096325,3.0,O11,H20_C13_O11,0,13,20,11,0,0
1392,354.116216037,0.0727359982426502,0.011812506331777944,2.0,O11,H22_C13_O11,0,13,22,11,0,0
1411,356.037976037,0.014715480455551672,0.040874853267506554,8.0,O11,H12_C14_O11,0,14,12,11,0,0
1421,356.131846037,0.031702984824653384,-0.04462111477052012,1.0,O11,H24_C13_O11,0,13,24,11,0,0
1443,358.053556037,0.024031606809973204,-0.1550633948075419,7.0,O11,H14_C14_O11,0,14,14,11,0,0
1476,360.06924603699997,0.01419823949473766,-0.04331111364791662,6.0,O11,H16_C14_O11,0,14,16,11,0,0
1504,362.084776037,0.019688173569847374,-0.3746884954919941,5.0,O11,H18_C14_O11,0,14,18,11,0,0
1532,364.100556037,0.01654397986329566,-0.015773115244858717,4.0,O11,H20_C14_O11,0,14,20,11,0,0
