peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
1379,353.132306037,0.015122978076818517,0.31086365679739875,2.0,N1O10,H23_C13_N_O10,0,13,23,10,1,0
1429,357.06960603699997,0.014476375296128005,0.02820738544766471,7.0,N1O10,H15_C14_N_O10,0,14,15,10,1,0
1544,365.038186037,0.01701123708687716,-0.3007356605464135,10.0,N1O10,H11_C15_N_O10,0,15,11,10,1,0
1549,365.13210603699997,0.014373895588178181,-0.24709960731181685,3.0,N1O10,H23_C14_N_O10,0,14,23,10,1,0
1572,367.054096037,0.026011944638626744,0.40905687099271343,9.0,N1O10,H13_C15_N_O10,0,15,13,10,1,0
1602,369.069646037,0.02146025695172628,0.1356708701446777,8.0,N1O10,H15_C15_N_O10,0,15,15,10,1,0
1632,371.085356037,0.019238720435745076,0.2964223680112927,7.0,N1O10,H17_C15_N_O10,0,15,17,10,1,0
1666,373.100896037,0.01535495310497495,-2.0369822984793006E-4,6.0,N1O10,H19_C15_N_O10,0,15,19,10,1,0
1693,375.022766037,0.014164415365645267,0.32076452656369714,12.0,N1O10,H9_C16_N_O10,0,16,9,10,1,0
1718,377.038396037,0.029158195463901512,0.26580847211395164,11.0,N1O10,H11_C16_N_O10,0,16,11,10,1,0
1723,377.132156037,0.014975545166802594,-0.10665757170396427,4.0,N1O10,H23_C15_N_O10,0,15,23,10,1,0
1744,379.053946037,0.03446145360013981,3.85169425856764E-4,10.0,N1O10,H13_C16_N_O10,0,16,13,10,1,0
1770,381.06960603699997,0.02854247373684415,0.026430866827393998,9.0,N1O10,H15_C16_N_O10,0,16,15,10,1,0
1798,383.085306037,0.020715792360868384,0.15661785779263834,8.0,N1O10,H17_C16_N_O10,0,16,17,10,1,0
1828,385.100876037,0.021843184444056078,-0.05213179519357107,7.0,N1O10,H19_C16_N_O10,0,16,19,10,1,0
1890,389.038426037,0.031386188541302575,0.33472271966381373,12.0,N1O10,H11_C17_N_O10,0,17,11,10,1,0
1896,389.132086037,0.0157836590741388,-0.28325600464029516,5.0,N1O10,H23_C16_N_O10,0,16,23,10,1,0
1918,391.053966037,0.03190442468639559,0.05151718623717001,11.0,N1O10,H13_C17_N_O10,0,17,13,10,1,0
1942,393.069666037,0.047634046467823994,0.17826865332716954,10.0,N1O10,H15_C17_N_O10,0,17,15,10,1,0
1969,395.085266037,0.03887486528603053,0.05061692168693233,9.0,N1O10,H17_C17_N_O10,0,17,17,10,1,0
1995,397.100976037,0.026412154355508952,0.20126870709546868,8.0,N1O10,H19_C17_N_O10,0,17,19,10,1,0
2024,399.116666037,0.024662001436949008,0.3002881368568892,7.0,N1O10,H21_C17_N_O10,0,17,21,10,1,0
2052,401.038306037,0.025198059876111692,0.0254838498589747,13.0,N1O10,H11_C18_N_O10,0,18,11,10,1,0
2056,401.13219603699997,0.018263810002330187,-5.584194456263032E-4,6.0,N1O10,H23_C17_N_O10,0,17,23,10,1,0
2080,403.05393603699997,0.02342286957745932,-0.024448340928563583,12.0,N1O10,H13_C18_N_O10,0,18,13,10,1,0
2102,405.069656037,0.026102888704415704,0.14830041983677175,11.0,N1O10,H15_C18_N_O10,0,18,15,10,1,0
2127,407.085246037,0.03470458197405724,-4.913063571052994E-6,10.0,N1O10,H17_C18_N_O10,0,18,17,10,1,0
2149,409.100976037,0.03096549259194532,0.19536497030035727,9.0,N1O10,H19_C18_N_O10,0,18,19,10,1,0
2177,411.116596037,0.014985035826634043,0.12125513910049089,8.0,N1O10,H21_C18_N_O10,0,18,21,10,1,0
2204,413.132366037,0.014526613897627093,0.41094819472894967,7.0,N1O10,H23_C18_N_O10,0,18,23,10,1,0
2228,415.053876037,0.01781466027806905,-0.16830104243335942,13.0,N1O10,H13_C19_N_O10,0,19,13,10,1,0
2249,417.069586037,0.03436325803914715,-0.023804181059351222,12.0,N1O10,H15_C19_N_O10,0,19,15,10,1,0
2277,419.085346037,0.03468739684065401,0.2386101087562727,11.0,N1O10,H17_C19_N_O10,0,19,17,10,1,0
2299,421.100956037,0.027971128733154684,0.14230316784581745,10.0,N1O10,H19_C19_N_O10,0,19,19,10,1,0
2319,423.116396037,0.03238990470503709,-0.35486689080628075,9.0,N1O10,H21_C19_N_O10,0,19,21,10,1,0
2347,425.132336037,0.023610358654705038,0.32878233005954904,8.0,N1O10,H23_C19_N_O10,0,19,23,10,1,0
2372,427.147656037,0.018844791302574857,-0.44550870702537176,7.0,N1O10,H25_C19_N_O10,0,19,25,10,1,0
2396,429.069676037,0.029128685822750397,0.18661770927122626,13.0,N1O10,H15_C20_N_O10,0,20,15,10,1,0
2420,431.085296037,0.025847921278496253,0.11598168744115984,12.0,N1O10,H17_C20_N_O10,0,20,17,10,1,0
2446,433.101026037,0.02460513029632219,0.2999854357529626,11.0,N1O10,H19_C20_N_O10,0,20,19,10,1,0
2467,435.116586037,0.020224189531632297,0.09158464959284661,10.0,N1O10,H21_C20_N_O10,0,20,21,10,1,0
2487,437.132226037,0.024747508398384403,0.06811668928954681,9.0,N1O10,H23_C20_N_O10,0,20,23,10,1,0
2503,439.147736037,0.015177682871179463,-0.25116376761936887,8.0,N1O10,H25_C20_N_O10,0,20,25,10,1,0
2521,441.069406037,0.01694147709619791,-0.4306079663224974,14.0,N1O10,H15_C21_N_O10,0,21,15,10,1,0
2523,441.163386037,0.017333197405724494,-0.25018395335596555,7.0,N1O10,H27_C20_N_O10,0,20,27,10,1,0
2546,443.085356037,0.01573826289370461,0.24825465022884347,13.0,N1O10,H17_C21_N_O10,0,21,17,10,1,0
2568,445.100916037,0.017756763612179115,0.04476288252036451,12.0,N1O10,H19_C21_N_O10,0,21,19,10,1,0
2586,447.116606037,0.017858144976503943,0.1338576990039817,11.0,N1O10,H21_C21_N_O10,0,21,21,10,1,0
2607,449.132176037,0.023300158501301023,-0.045029060590779456,10.0,N1O10,H23_C21_N_O10,0,21,23,10,1,0
2657,455.085466037,0.01430993679366189,0.48342128349380253,14.0,N1O10,H17_C22_N_O10,0,22,17,10,1,0
2679,457.100876037,0.02230524729115694,-0.043920283357323155,13.0,N1O10,H19_C22_N_O10,0,22,19,10,1,0
2700,459.116416037,0.021893101431123538,-0.2834792992763999,12.0,N1O10,H21_C22_N_O10,0,22,21,10,1,0
2720,461.132356037,0.024519380607013863,0.34648620497025445,11.0,N1O10,H23_C22_N_O10,0,22,23,10,1,0
2735,463.148016037,0.019564637218921124,0.3664098607237968,10.0,N1O10,H25_C22_N_O10,0,22,25,10,1,0
2747,465.163366037,0.02283066211309177,-0.28027142616948664,9.0,N1O10,H27_C22_N_O10,0,22,27,10,1,0
2780,469.100906037,0.01441477703017593,0.021155363189035676,14.0,N1O10,H19_C23_N_O10,0,23,19,10,1,0
2823,473.132226037,0.016574484688725775,0.06293378125776139,12.0,N1O10,H23_C23_N_O10,0,23,23,10,1,0
2839,475.147856037,0.01915634466387044,0.02041890736411469,11.0,N1O10,H25_C23_N_O10,0,23,25,10,1,0
2865,479.179156037,0.02158560769350266,0.019938262985468972,9.0,N1O10,H29_C23_N_O10,0,23,29,10,1,0
2991,499.147816037,0.026311822789234534,-0.060699454114757585,13.0,N1O10,H25_C25_N_O10,0,25,25,10,1,0
3027,505.194906037,0.01665408729465222,0.2167084400171531,10.0,N1O10,H31_C25_N_O10,0,25,31,10,1,0
2242,416.154386037,0.014497407666317139,-0.44955912098928186,1.0,N1O10S1,H29_C14_13C_N_O10_S,0,15,29,10,1,1
2797,470.201346037,0.020475121606664336,-0.37708952011362606,2.0,N1O10S1,H35_C18_13C_N_O10_S,0,19,35,10,1,1
2021,399.080276037,0.017894984999417454,0.2890596377298547,8.0,N1O11,H17_C16_N_O11,0,16,17,11,1,0
2147,409.064486037,0.021290414190842363,-0.060058990338755246,10.0,N1O11,H15_C17_N_O11,0,17,15,11,1,0
2174,411.080156037,0.0262319349780574,-0.011292201524908384,9.0,N1O11,H17_C17_N_O11,0,17,17,11,1,0
2201,413.095946037,0.015620115101557343,0.3274880841860046,8.0,N1O11,H19_C17_N_O11,0,17,19,11,1,0
2276,419.048936037,0.016123441687055807,0.18018420651348155,12.0,N1O11,H13_C18_N_O11,0,18,13,11,1,0
2298,421.06449603699997,0.024733594023068857,-0.03459802518897607,11.0,N1O11,H15_C18_N_O11,0,18,15,11,1,0
2345,425.095796037,0.02449570857120665,-0.03461807937616908,9.0,N1O11,H19_C18_N_O11,0,18,19,11,1,0
2370,427.111526037,0.015470564390850131,0.15267675074830733,8.0,N1O11,H21_C18_N_O11,0,18,21,11,1,0
2419,431.048816037,0.02016214828731213,-0.10322264740261221,13.0,N1O11,H13_C19_N_O11,0,19,13,11,1,0
2444,433.064476037,0.0190498538778205,-0.07982183231908194,12.0,N1O11,H15_C19_N_O11,0,19,15,11,1,0
2465,435.080196037,0.01895024442696804,0.08126777630859817,11.0,N1O11,H17_C19_N_O11,0,19,17,11,1,0
2486,437.095946037,0.02881746621228009,0.3095064165642263,10.0,N1O11,H19_C19_N_O11,0,19,19,11,1,0
2502,439.111576037,0.01683667326886481,0.2623706737284123,9.0,N1O11,H21_C19_N_O11,0,19,21,11,1,0
2522,441.127116037,0.022260670317293875,0.011642902685363929,8.0,N1O11,H23_C19_N_O11,0,19,23,11,1,0
2585,447.080266037,0.02302796346460057,0.23565790764049035,12.0,N1O11,H17_C20_N_O11,0,20,17,11,1,0
2606,449.09592603699997,0.022635193357023575,0.25670239558241476,11.0,N1O11,H19_C20_N_O11,0,20,19,11,1,0
2699,459.080126037,0.019590803283622664,-0.07545959404735653,13.0,N1O11,H17_C21_N_O11,0,21,17,11,1,0
2718,461.095856037,0.02661958352751563,0.09820951429797677,12.0,N1O11,H19_C21_N_O11,0,21,19,11,1,0
2733,463.111466037,0.025244014330653618,0.011249991465040899,11.0,N1O11,H21_C21_N_O11,0,21,21,11,1,0
2802,471.080196037,0.023288337653889473,0.07505728397263985,14.0,N1O11,H17_C22_N_O11,0,22,17,11,1,0
2852,477.127126037,0.020644393957046876,0.03172320170593843,11.0,N1O11,H23_C22_N_O11,0,22,23,11,1,0
2864,479.142926037,0.015607845207580876,0.34449428560491546,10.0,N1O11,H25_C22_N_O11,0,22,25,11,1,0
2879,481.15851603699997,0.017092599469882324,0.21819836193912906,9.0,N1O11,H27_C22_N_O11,0,22,27,11,1,0
2910,485.09583603699997,0.021829482455629344,0.052121659642378,14.0,N1O11,H19_C23_N_O11,0,23,19,11,1,0
2940,489.127236037,0.019056613849081517,0.25583527320828714,12.0,N1O11,H23_C23_N_O11,0,23,23,11,1,0
3006,501.127326037,0.020267419365800614,0.4293040688214267,13.0,N1O11,H23_C24_N_O11,0,24,23,11,1,0
3035,507.174106037,0.016733137694667752,0.08855736021504594,10.0,N1O11,H29_C24_N_O11,0,24,29,11,1,0
3079,515.142756037,0.016989506874053362,-0.009585692321324921,13.0,N1O11,H25_C25_N_O11,0,25,25,11,1,0
2501,439.075216037,0.016364324828148667,0.3204872305969939,10.0,N1O12,H17_C18_N_O12,0,18,17,12,1,0
2605,449.059606037,0.016520690123888307,0.4026013418932632,12.0,N1O12,H15_C19_N_O12,0,19,15,12,1,0
2638,453.090766037,0.01635608421686279,0.08970388057563354,10.0,N1O12,H19_C19_N_O12,0,19,19,12,1,0
2658,455.106516037,0.015279343372558157,0.30887274756231714,9.0,N1O12,H21_C19_N_O12,0,19,21,12,1,0
2717,461.059446037,0.016313867771563944,0.045096137093230626,13.0,N1O12,H15_C20_N_O12,0,20,15,12,1,0
2762,467.106436037,0.016315852071925124,0.1296706603538878,10.0,N1O12,H21_C20_N_O12,0,20,21,12,1,0
2822,473.059496037,0.018916984640180202,0.14964713860965503,14.0,N1O12,H15_C21_N_O12,0,21,15,12,1,0
2851,477.090856037,0.02206730722552332,0.2738346341589964,12.0,N1O12,H19_C21_N_O12,0,21,19,12,1,0
2894,483.137666037,0.020683679463280126,-0.019824577293568596,9.0,N1O12,H25_C21_N_O12,0,21,25,12,1,0
3150,531.1377460369999,0.02007111926676764,0.13258707450819304,13.0,N1O12,H25_C25_N_O12,0,25,25,12,1,0
3247,559.1690860369999,0.018922658404209872,0.19721047311358625,13.0,N1O12,H29_C27_N_O12,0,27,29,12,1,0
2850,477.054346037,0.015440199133946949,0.012895805429624065,13.0,N1O13,H15_C20_N_O13,0,20,15,13,1,0
2951,491.070196037,0.014988670676531127,0.41965079888614765,13.0,N1O13,H17_C21_N_O13,0,21,17,13,1,0
3105,521.117026037,0.015942057215814206,0.164753780152619,12.0,N1O13,H23_C23_N_O13,0,23,23,13,1,0
3149,531.101436037,0.015402970746436755,0.27476860375206463,14.0,N1O13,H21_C24_N_O13,0,24,21,13,1,0
3172,537.148466037,0.016754006223542662,0.4201966763402261,11.0,N1O13,H27_C24_N_O13,0,24,27,13,1,0
3299,589.179716037,0.016847589954949706,0.29797359824821423,13.0,N1O13,H31_C28_N_O13,0,28,31,13,1,0
1136,335.040416037,0.015229183657617771,-0.20817189990524174,18.0,N1O1S1,H9_C22_N_O_S,0,22,9,1,1,1
1302,347.040506037,0.02090467105518661,0.05836206349503539,19.0,N1O1S1,H9_C23_N_O_S,0,23,9,1,1,1
1461,359.040316037,0.014460664734552799,-0.4727769900605538,20.0,N1O1S1,H9_C24_N_O_S,0,24,9,1,1,1
1491,361.055966037,0.022973634898442657,-0.47034259481586405,19.0,N1O1S1,H11_C24_N_O_S,0,24,11,1,1,1
1859,387.071656037,0.015491966921045477,-0.33558127523474934,20.0,N1O1S1,H13_C26_N_O_S,0,26,13,1,1,1
1745,379.066526037,0.01888342751174803,-0.4604310535238205,18.0,N1O2S1,H13_C24_N_O2_S,0,24,13,2,1,1
24,207.089576037,0.015445933579944853,0.15754535129620043,5.0,N1O3,H13_C11_N_O3,0,11,13,3,1,0
59,215.058346037,0.01346007369218222,0.4778889166230287,8.0,N1O3,H9_C12_N_O3,0,12,9,3,1,0
68,217.073976037,0.015171475105829352,0.380976114634256,7.0,N1O3,H11_C12_N_O3,0,12,11,3,1,0
131,229.073896037,0.013681769194920191,0.011786589517726489,8.0,N1O3,H11_C13_N_O3,0,13,11,3,1,0
186,239.058226037,0.012516171744533768,-0.07205775888523262,10.0,N1O3,H9_C14_N_O3,0,14,9,3,1,0
265,251.152196037,0.015533036477144744,0.2083597151151324,4.0,N1O3,H21_C14_N_O3,0,14,21,3,1,0
0,201.100136037,0.019281434473183423,0.1387965247430529,2.0,N1O4,H15_C9_N_O4,0,9,15,4,1,0
16,205.037566037,0.01678415909355703,0.28388944103237507,7.0,N1O4,H7_C10_N_O4,0,10,7,4,1,0
23,207.053236037,0.022804283661501418,0.3773618877033165,6.0,N1O4,H9_C10_N_O4,0,10,9,4,1,0
31,209.068896037,0.014287235669346383,0.4212008656723579,5.0,N1O4,H11_C10_N_O4,0,10,11,4,1,0
37,211.084486037,0.023598568148277602,0.13258198433215718,4.0,N1O4,H13_C10_N_O4,0,10,13,4,1,0
48,213.100196037,0.013285952852537962,0.4125383347026577,3.0,N1O4,H15_C10_N_O4,0,10,15,4,1,0
67,217.037596037,0.014449110887801469,0.40641806583107315,8.0,N1O4,H7_C11_N_O4,0,11,7,4,1,0
77,219.05325603699998,0.014656127422424172,0.44799151475453786,7.0,N1O4,H9_C11_N_O4,0,11,9,4,1,0
87,221.068856037,0.02359294899801934,0.21739832939293954,6.0,N1O4,H11_C11_N_O4,0,11,11,4,1,0
99,223.08450603699998,0.0184315046215387,0.21510234328190755,5.0,N1O4,H13_C11_N_O4,0,11,13,4,1,0
110,225.100096037,0.01297740324866985,-0.05370055463423194,4.0,N1O4,H15_C11_N_O4,0,11,15,4,1,0
143,231.053186037,0.022581344178414696,0.12176417245173465,8.0,N1O4,H9_C12_N_O4,0,12,9,4,1,0
154,233.068826037,0.012606994446386268,0.07748784043424282,7.0,N1O4,H11_C12_N_O4,0,12,11,4,1,0
163,235.084486037,0.021796307623597033,0.11904656275835344,6.0,N1O4,H13_C12_N_O4,0,12,13,4,1,0
176,237.100146037,0.013884968833741115,0.1598986784451354,5.0,N1O4,H15_C12_N_O4,0,12,15,4,1,0
188,239.115836037,0.013567153093324012,0.3255242367046273,4.0,N1O4,H17_C12_N_O4,0,12,17,4,1,0
213,243.053116037,0.01420744494931842,-0.17225041458547682,9.0,N1O4,H9_C13_N_O4,0,13,9,4,1,0
227,245.068866037,0.017076439861742204,0.23691299888603726,8.0,N1O4,H11_C13_N_O4,0,13,11,4,1,0
241,247.084406037,0.016349026903957436,-0.21051105899683317,7.0,N1O4,H13_C13_N_O4,0,13,13,4,1,0
279,253.131476037,0.012235651141791913,0.2677027806041232,4.0,N1O4,H19_C13_N_O4,0,13,19,4,1,0
293,255.053046037,0.012512858509068314,-0.43859895710178787,10.0,N1O4,H9_C14_N_O4,0,14,9,4,1,0
310,257.068866037,0.014119450027185522,0.22585387686150724,9.0,N1O4,H11_C14_N_O4,0,14,11,4,1,0
343,261.100186037,0.014393332022602819,0.29839886817889505,7.0,N1O4,H15_C14_N_O4,0,14,15,4,1,0
357,263.115686037,0.013834238708299352,-0.27425958947780565,6.0,N1O4,H17_C14_N_O4,0,14,17,4,1,0
368,265.131276037,0.018241746038681114,-0.49875669890659907,5.0,N1O4,H19_C14_N_O4,0,14,19,4,1,0
399,269.068896037,0.014836013049050448,0.32727677294903446,10.0,N1O4,H11_C15_N_O4,0,15,11,4,1,0
461,275.115826037,0.012604591440444289,0.24657978033147476,7.0,N1O4,H17_C15_N_O4,0,15,17,4,1,0
531,283.08455603699997,0.013212521602780691,0.3461368621771997,10.0,N1O4,H13_C16_N_O4,0,16,13,4,1,0
553,285.100036037,0.013208747184356674,-0.2528515991316644,9.0,N1O4,H15_C16_N_O4,0,16,15,4,1,0
636,293.162736037,0.012993144151229173,0.09420023971851565,5.0,N1O4,H23_C16_N_O4,0,16,23,4,1,0
701,299.115706037,0.013638333042059886,-0.17438736575363314,9.0,N1O4,H17_C17_N_O4,0,17,17,4,1,0
732,301.131376037,0.013658540137481067,-0.10704962220293392,8.0,N1O4,H19_C17_N_O4,0,17,19,4,1,0
778,305.162736037,0.01529002339896695,0.09049597722794364,6.0,N1O4,H23_C17_N_O4,0,17,23,4,1,0
9,203.079416037,0.019863501980659445,0.2134435918218075,2.0,N1O5,H13_C8_N_O5,0,8,13,5,1,0
22,207.01681603699998,0.022794962911181018,0.2108137919205645,7.0,N1O5,H5_C9_N_O5,0,9,5,5,1,0
30,209.032466037,0.02176248349450464,0.20842695323694502,6.0,N1O5,H7_C9_N_O5,0,9,7,5,1,0
86,221.032496037,0.024871433113907337,0.33283793706280546,7.0,N1O5,H7_C10_N_O5,0,10,7,5,1,0
98,223.048146037,0.028313041283156627,0.32949836762059365,6.0,N1O5,H9_C10_N_O5,0,10,9,5,1,0
109,225.063766037,0.018834699891257915,0.1929231024691132,5.0,N1O5,H11_C10_N_O5,0,10,11,5,1,0
132,229.095116037,0.0180726375296128,0.4071322060466406,3.0,N1O5,H15_C10_N_O5,0,10,15,5,1,0
153,233.032416037,0.023711473018369646,-0.027601310159151158,8.0,N1O5,H7_C11_N_O5,0,11,7,5,1,0
175,237.063716037,0.03567218629849703,-0.02775625093627287,6.0,N1O5,H11_C11_N_O5,0,11,11,5,1,0
187,239.07940603699998,0.026636356023534896,0.1394766723474195,5.0,N1O5,H13_C11_N_O5,0,11,13,5,1,0
201,241.095086037,0.012701136451901044,0.262435875476211,4.0,N1O5,H15_C11_N_O5,0,11,15,5,1,0
240,247.048136037,0.026154789991844344,0.2570106418746983,8.0,N1O5,H9_C12_N_O5,0,12,9,5,1,0
254,249.063786037,0.029942339993786166,0.2546335660141595,7.0,N1O5,H11_C12_N_O5,0,12,11,5,1,0
263,251.079336037,0.025071137471358113,-0.1459857294172447,6.0,N1O5,H13_C12_N_O5,0,12,13,5,1,0
277,253.095046037,0.016904497504757466,0.09194964641645154,5.0,N1O5,H15_C12_N_O5,0,12,15,5,1,0
325,259.047946037,0.01970923628102062,-0.4883497512734605,9.0,N1O5,H9_C13_N_O5,0,13,9,5,1,0
342,261.063776037,0.03038610115926832,0.20462432911897133,8.0,N1O5,H11_C13_N_O5,0,13,11,5,1,0
356,263.079386037,0.020302748407705153,0.0507299344276056,7.0,N1O5,H13_C13_N_O5,0,13,13,5,1,0
367,265.095006037,0.024742872296011496,-0.06310190539418306,6.0,N1O5,H15_C13_N_O5,0,13,15,5,1,0
384,267.110786037,0.01441290802555439,0.42378670546279085,5.0,N1O5,H17_C13_N_O5,0,13,17,5,1,0
397,269.032376037,0.014885626626276748,-0.17258889305598907,11.0,N1O5,H7_C14_N_O5,0,14,7,5,1,0
419,271.048126037,0.024375048545574585,0.197359785390728,10.0,N1O5,H9_C14_N_O5,0,14,9,5,1,0
436,273.063806037,0.027785963775292244,0.30549636446008466,9.0,N1O5,H11_C14_N_O5,0,14,11,5,1,0
460,275.079476037,0.027173591692881277,0.37569505908596595,8.0,N1O5,H13_C14_N_O5,0,14,13,5,1,0
479,277.095016037,0.019008480911880073,-0.024280480078235543,7.0,N1O5,H15_C14_N_O5,0,14,15,5,1,0
493,279.110696037,0.021181799535904308,0.08311397713320147,6.0,N1O5,H17_C14_N_O5,0,14,17,5,1,0
508,281.032396037,0.015632736950949553,-0.094053213589725,12.0,N1O5,H7_C15_N_O5,0,15,7,5,1,0
512,281.126296037,0.015331663365567594,-0.09560116014879019,5.0,N1O5,H19_C14_N_O5,0,14,19,5,1,0
528,283.048046037,0.015275781341022952,-0.09364487886223918,11.0,N1O5,H9_C15_N_O5,0,15,9,5,1,0
551,285.063716037,0.023818746601809777,-0.023082558810656396,10.0,N1O5,H11_C15_N_O5,0,15,11,5,1,0
575,287.079376037,0.01918697692143384,0.011655312957363608,9.0,N1O5,H13_C15_N_O5,0,15,13,5,1,0
577,287.17337603699997,0.015553759369295895,0.35832708937221713,2.0,N1O5,H25_C14_N_O5,0,14,25,5,1,0
596,289.094976037,0.025100228406928424,-0.1616354620544522,8.0,N1O5,H15_C15_N_O5,0,15,15,5,1,0
616,291.110636037,0.025188150510699444,-0.12641929031516438,7.0,N1O5,H17_C15_N_O5,0,15,17,5,1,0
635,293.126366037,0.012928542127849624,0.14711743806672062,6.0,N1O5,H19_C15_N_O5,0,15,19,5,1,0
652,295.048066037,0.013439702755446814,-0.022050644372514607,12.0,N1O5,H9_C16_N_O5,0,16,9,5,1,0
656,295.141886037,0.016304625907802246,-0.2946040669983226,5.0,N1O5,H21_C15_N_O5,0,15,21,5,1,0
675,297.063756037,0.018582966814245212,0.11250110235031734,11.0,N1O5,H11_C16_N_O5,0,16,11,5,1,0
699,299.079386037,0.01714279559400365,0.04462360371858152,10.0,N1O5,H13_C16_N_O5,0,16,13,5,1,0
730,301.095026037,0.017197172705736147,0.010867001218841224,9.0,N1O5,H15_C16_N_O5,0,16,15,5,1,0
757,303.110576037,0.019184167346304713,-0.31936200081062854,8.0,N1O5,H17_C16_N_O5,0,16,17,5,1,0
777,305.126306037,0.02351388646161016,-0.05530824345190083,7.0,N1O5,H19_C16_N_O5,0,16,19,5,1,0
794,307.048166037,0.015086332236203348,0.30449294390721626,13.0,N1O5,H9_C17_N_O5,0,17,9,5,1,0
798,307.142106037,0.014704563769466775,0.43318710600006116,6.0,N1O5,H21_C16_N_O5,0,16,21,5,1,0
841,311.079456037,0.018768993456056544,0.26792511809843134,11.0,N1O5,H13_C17_N_O5,0,17,13,5,1,0
901,315.110676037,0.019665126558312943,0.010148815146229409,9.0,N1O5,H17_C17_N_O5,0,17,17,5,1,0
926,317.126406037,0.019456210678084587,0.2621162992883224,8.0,N1O5,H19_C17_N_O5,0,17,19,5,1,0
948,319.142116037,0.013322483397413492,0.4482329120206114,7.0,N1O5,H21_C17_N_O5,0,17,21,5,1,0
970,321.157596037,0.016310736582003185,-0.08414560420089096,6.0,N1O5,H23_C17_N_O5,0,17,23,5,1,0
1065,329.126356037,0.01377024350460212,0.10064219823784522,9.0,N1O5,H19_C18_N_O5,0,18,19,5,1,0
1118,333.157726037,0.01387691633655676,0.3090908357992672,7.0,N1O5,H23_C18_N_O5,0,18,23,5,1,0
1143,335.173236037,0.013654583673152355,-0.11068306182707208,6.0,N1O5,H25_C18_N_O5,0,18,25,5,1,0
1435,357.157746037,0.01725903190415162,0.34431844574180986,9.0,N1O5,H23_C20_N_O5,0,20,23,5,1,0
8,203.043006037,0.014015520020194959,0.0928571752245029,3.0,N1O6,H9_C7_N_O6,0,7,9,6,1,0
47,213.027376037,0.04943337605343897,0.18273707695907931,5.0,N1O6,H7_C8_N_O6,0,8,7,6,1,0
97,223.011686037,0.01474123995106606,-0.004475101894258874,7.0,N1O6,H5_C9_N_O6,0,9,5,6,1,0
108,225.027356037,0.017278893112353876,0.08411421765006873,6.0,N1O6,H7_C9_N_O6,0,9,7,6,1,0
121,227.043036037,0.01918057497378539,0.21517506483329638,5.0,N1O6,H9_C9_N_O6,0,9,9,6,1,0
130,229.058656037,0.01743724877665152,0.0819877333159916,4.0,N1O6,H11_C9_N_O6,0,9,11,6,1,0
144,231.07439603699999,0.01709920166802594,0.4704372351768135,3.0,N1O6,H13_C9_N_O6,0,9,13,6,1,0
174,237.027426037,0.0204700061167424,0.37518021219549214,7.0,N1O6,H7_C10_N_O6,0,10,7,6,1,0
199,241.058576037,0.019062506068196823,-0.25396316956222065,5.0,N1O6,H11_C10_N_O6,0,10,11,6,1,0
214,243.074276037,0.012917328100120393,-0.04646316415534145,4.0,N1O6,H13_C10_N_O6,0,10,13,6,1,0
228,245.089846037,0.01419247470775564,-0.37279390181612887,3.0,N1O6,H15_C10_N_O6,0,10,15,6,1,0
253,249.027366037,0.022321012466503552,0.11616393999762979,8.0,N1O6,H7_C11_N_O6,0,11,7,6,1,0
262,251.04305603699999,0.02357975066992893,0.2742716769946763,7.0,N1O6,H9_C11_N_O6,0,11,9,6,1,0
276,253.058606037,0.024456568701697153,-0.12337063141185946,6.0,N1O6,H11_C11_N_O6,0,11,11,6,1,0
294,255.07439603699999,0.018052539661734437,0.4261737033615474,5.0,N1O6,H13_C11_N_O6,0,11,13,6,1,0
311,257.090006037,0.01662911059652802,0.2669570905562138,4.0,N1O6,H15_C11_N_O6,0,11,15,6,1,0
327,259.105536037,0.016965956202182608,-0.1985368619111829,3.0,N1O6,H17_C11_N_O6,0,11,17,6,1,0
341,261.027356037,0.01641421147423201,0.07251347260573882,9.0,N1O6,H7_C12_N_O6,0,12,7,6,1,0
354,263.043066037,0.02938107426502,0.2997760069038235,8.0,N1O6,H9_C12_N_O6,0,12,9,6,1,0
366,265.058656037,0.02853477319507554,0.07085224186098443,7.0,N1O6,H11_C12_N_O6,0,12,11,6,1,0
382,267.074386037,0.0229288758786749,0.3695824278834861,6.0,N1O6,H13_C12_N_O6,0,12,13,6,1,0
400,269.089876037,0.020315121461027614,-0.22805763224509779,5.0,N1O6,H15_C12_N_O6,0,12,15,6,1,0
420,271.105626037,0.013670324575711677,0.14222500851488162,4.0,N1O6,H17_C12_N_O6,0,12,17,6,1,0
435,273.027376037,0.022522737533496446,0.14257910910886196,10.0,N1O6,H7_C13_N_O6,0,13,7,6,1,0
438,273.121146037,0.013009631441997748,-0.3350747509871845,3.0,N1O6,H19_C12_N_O6,0,12,19,6,1,0
458,275.043016037,0.036428987533496444,0.10490722633777642,9.0,N1O6,H9_C13_N_O6,0,13,9,6,1,0
478,277.058586037,0.03947052555439046,-0.18487064675222167,8.0,N1O6,H11_C13_N_O6,0,13,11,6,1,0
492,279.074316037,0.030389032098333917,0.10286149019690784,7.0,N1O6,H13_C13_N_O6,0,13,13,6,1,0
510,281.089896037,0.023594393228863256,-0.14716999994311974,6.0,N1O6,H15_C13_N_O6,0,13,15,6,1,0
532,283.105606037,0.023315116606470156,0.06555151000002082,5.0,N1O6,H17_C13_N_O6,0,13,17,6,1,0
