peakNo,mw,relativeAbundance,errorPPM,DBE,class,formula,z,C,H,O,N,S
3667,414.135536037,0.0014003407327270246,-0.03637456498318504,7.0,N1O10,H23_C17_13C_N_O10,0,18,23,10,1,0
3684,415.053946037,0.011895313155619817,3.51761481026365E-4,13.0,N1O10,H13_C19_N_O10,0,19,13,10,1,0
3696,415.147876037,0.004519511245696606,0.07154559066932303,6.0,N1O10,H25_C18_N_O10,0,18,25,10,1,0
3711,416.05733603699997,0.0021232603167702178,0.08485849658515057,13.0,N1O10,H13_C18_13C_N_O10,0,19,13,10,1,0
3746,417.06960603699997,0.015014483668589398,0.02414944619157387,12.0,N1O10,H15_C19_N_O10,0,19,15,10,1,0
3760,417.163526037,0.0034983241409642634,0.07102250830607376,5.0,N1O10,H27_C18_N_O10,0,18,27,10,1,0
3779,418.072966037,0.0025580231435374527,0.03643383152499285,12.0,N1O10,H15_C18_13C_N_O10,0,19,15,10,1,0
3814,419.085246037,0.017774722080390683,-4.772383927925135E-6,11.0,N1O10,H17_C19_N_O10,0,19,17,10,1,0
3828,419.179166037,0.002436693982579155,0.046648310904103076,4.0,N1O10,H29_C18_N_O10,0,18,29,10,1,0
3848,420.088606037,0.003104004367849795,0.012278362106567525,11.0,N1O10,H17_C18_13C_N_O10,0,19,17,10,1,0
3869,421.006996037,7.583072559893634E-4,8.740949455850227E-4,17.0,N1O10,H7_C20_N_O10,0,20,7,10,1,0
3882,421.100896037,0.015413858823410462,-1.8047929318757788E-4,10.0,N1O10,H19_C19_N_O10,0,19,19,10,1,0
3910,422.104266037,0.0031950012385685185,0.03573524647099274,10.0,N1O10,H19_C18_13C_N_O10,0,19,19,10,1,0
3931,423.022636037,0.002244589477728516,-0.022944398685858177,16.0,N1O10,H9_C20_N_O10,0,20,9,10,1,0
3943,423.116556037,0.01343720457613152,0.023279637590622404,9.0,N1O10,H21_C19_N_O10,0,19,21,10,1,0
3958,424.025986037,9.099687071872361E-4,-0.03430450116422976,16.0,N1O10,H9_C19_13C_N_O10,0,20,9,10,1,0
3972,424.119906037,0.0027754045569210704,0.011812697260466227,9.0,N1O10,H21_C18_13C_N_O10,0,19,21,10,1,0
3986,425.038286037,0.0051059355236617145,-0.023009691813760613,15.0,N1O10,H11_C20_N_O10,0,20,11,10,1,0
4000,425.132216037,0.00978216360226279,0.04651729330739143,8.0,N1O10,H23_C19_N_O10,0,19,23,10,1,0
4009,425.226136037,0.0018957681399734087,0.09249666648406882,1.0,N1O10,H35_C18_N_O10,0,18,35,10,1,0
4030,426.135566037,0.0016076113826974507,0.0350498791016736,8.0,N1O10,H23_C18_13C_N_O10,0,19,23,10,1,0
4048,427.053946037,0.009772052838849597,3.4187716123143525E-4,14.0,N1O10,H13_C20_N_O10,0,20,13,10,1,0
4062,427.147866037,0.005667082893093843,0.04612454280579978,7.0,N1O10,H25_C19_N_O10,0,19,25,10,1,0
4092,428.151196037,0.0010869070669180876,-0.012000433616576413,7.0,N1O10,H25_C18_13C_N_O10,0,19,25,10,1,0
4109,429.06960603699997,0.012041919225111093,0.023474046791985784,13.0,N1O10,H15_C20_N_O10,0,20,15,10,1,0
4122,429.163526037,0.004115080709168946,0.06903662169650338,6.0,N1O10,H27_C19_N_O10,0,19,27,10,1,0
4137,430.072976037,0.002578244670363836,0.058669112895686305,13.0,N1O10,H15_C19_13C_N_O10,0,20,15,10,1,0
4156,430.16684603699997,9.049133254806404E-4,-0.012116228877937068,6.0,N1O10,H27_C18_13C_N_O10,0,19,27,10,1,0
4176,431.085256037,0.014731382293020035,0.02319262830165534,12.0,N1O10,H17_C20_N_O10,0,20,17,10,1,0
4189,431.179186037,0.002861346045933198,0.091734483827266,5.0,N1O10,H29_C19_N_O10,0,19,29,10,1,0
4209,432.088636037,0.0026894630679089424,0.08136756472507413,12.0,N1O10,H17_C19_13C_N_O10,0,20,17,10,1,0
4247,433.100906037,0.014124736488228543,0.022913828858789363,11.0,N1O10,H19_C20_N_O10,0,20,19,10,1,0
4277,434.104246037,0.003053450550783837,-0.011324468875707752,11.0,N1O10,H19_C19_13C_N_O10,0,20,19,10,1,0
4297,435.022616037,0.0011576824108104284,-0.06828610496470669,17.0,N1O10,H9_C21_N_O10,0,21,9,10,1,0
4310,435.116556037,0.013467536866371097,0.02263761271886893,10.0,N1O10,H21_C20_N_O10,0,20,21,10,1,0
4318,435.210486037,0.0010717409217983005,0.09054469344371062,3.0,N1O10,H33_C19_N_O10,0,19,33,10,1,0
4339,436.119916037,0.003013007497131071,0.034417139586974184,10.0,N1O10,H21_C19_13C_N_O10,0,20,21,10,1,0
4357,437.038296037,0.004039249983570009,5.033885195653892E-4,16.0,N1O10,H11_C21_N_O10,0,21,11,10,1,0
4369,437.132216037,0.009322123866962576,0.04524031691624517,9.0,N1O10,H23_C20_N_O10,0,20,23,10,1,0
4394,438.135556037,0.0020727064997042603,0.011265919936775979,9.0,N1O10,H23_C19_13C_N_O10,0,20,23,10,1,0
4411,439.053966037,0.0062029533539929935,0.04588501996452605,15.0,N1O10,H13_C21_N_O10,0,21,13,10,1,0
4427,439.147856037,0.006683214616119591,0.02209278702674521,8.0,N1O10,H25_C20_N_O10,0,20,25,10,1,0
4455,440.151206037,0.0016025560009908547,0.011046204029456467,8.0,N1O10,H25_C19_13C_N_O10,0,20,25,10,1,0
4471,441.06960603699997,0.009226071614537255,0.022835398021704843,14.0,N1O10,H15_C21_N_O10,0,21,15,10,1,0
4483,441.163516037,0.004863277201745118,0.044491439805632596,7.0,N1O10,H27_C20_N_O10,0,20,27,10,1,0
4511,442.166866037,0.001182959319343407,0.0334443875829136,7.0,N1O10,H27_C19_13C_N_O10,0,20,27,10,1,0
4529,443.085266037,0.009590059097412151,0.04513352534424503,13.0,N1O10,H17_C21_N_O10,0,21,17,10,1,0
4587,445.100916037,0.012643509648195987,0.04476288252036451,12.0,N1O10,H19_C21_N_O10,0,21,19,10,1,0
4599,445.194836037,0.002310309439914261,0.08868027389880168,5.0,N1O10,H31_C20_N_O10,0,20,31,10,1,0
4621,446.104286037,0.0027754045569210704,0.0786452881118809,12.0,N1O10,H19_C20_13C_N_O10,0,21,19,10,1,0
4643,447.022656037,0.0014610053132061737,0.023027915594328704,18.0,N1O10,H9_C22_N_O10,0,22,9,10,1,0
4655,447.116556037,0.010767963035048962,0.02203004999510357,11.0,N1O10,H21_C21_N_O10,0,21,21,10,1,0
4687,448.119936037,0.0025630785252440487,0.07812640594138281,11.0,N1O10,H21_C20_13C_N_O10,0,21,21,10,1,0
4708,449.038316037,0.0018957681399734087,0.04502956506169871,17.0,N1O10,H11_C22_N_O10,0,22,11,10,1,0
4721,449.132216037,0.009665889823011087,0.04403157752145142,10.0,N1O10,H23_C21_N_O10,0,21,23,10,1,0
4747,450.135536037,0.001996875774105324,-0.033465475850238985,10.0,N1O10,H23_C20_13C_N_O10,0,21,23,10,1,0
4763,451.053956037,0.004195966816474478,0.022493982881028014,16.0,N1O10,H13_C22_N_O10,0,22,13,10,1,0
4773,451.147856037,0.007608349468426614,0.02150514499149369,9.0,N1O10,H25_C21_N_O10,0,21,25,10,1,0
4780,451.241716037,8.543595084146828E-4,-0.06812756641503528,2.0,N1O10,H37_C20_N_O10,0,20,37,10,1,0
4800,452.151206037,0.0014660606949127696,0.010753040046736426,9.0,N1O10,H25_C20_13C_N_O10,0,21,25,10,1,0
4816,453.069596037,0.005601362930908098,1.5891605839102972E-4,15.0,N1O10,H15_C22_N_O10,0,22,15,10,1,0
