mass,I
433.077643,1
433.077648,1
433.088837,1
433.088865,1
433.092888,1
433.098758,1
433.114023,1
433.114027,1
433.129275,1
433.150414,1
433.186803,1
433.186808,1
433.223188,1
433.223192,1
433.259568,1
433.54292,1
433.561115,1
434.027941,1
434.030845,1
434.036498,1
434.036505,1
434.038493,1
434.044605,1
434.044612,1
434.049069,1
434.049079,1
434.051751,1
434.05983,1
434.059838,1
434.072863,1
434.080998,1
434.081006,1
434.08548,1
434.109269,1
434.117383,1
434.121838,1
434.14565,1
434.153763,1
434.153784,1
434.190151,1
434.19016,1
434.226514,1
435.020516,1
435.020521,1
435.035781,1
435.046357,1
435.056891,1
435.056911,1
435.064504,1
435.068125,1
435.072151,1
435.072162,1
435.093288,1
435.093294,1
435.104531,1
435.104551,1
435.108535,1
435.129679,1
435.157132,1
435.16607,1
435.181297,1
435.202446,1
435.202453,1
435.238825,1
435.558565,1
436.017792,1
436.023874,1
436.046533,1
436.052149,1
436.052156,1
436.054183,1
436.060272,1
436.060276,1
436.064734,1
436.064743,1
436.072369,1
436.072373,1
436.075529,1
436.088545,1
436.088552,1
436.096635,1
436.111889,1
436.124928,1
436.133014,1
436.13302,1
436.161311,1
436.161337,1
436.169405,1
436.169423,1
436.205792,1
436.99978,1
437.01505,1
437.015055,1
437.018402,1
437.036185,1
437.043775,1
437.051429,1
437.061997,1
437.072562,1
437.072567,1
437.087802,1
437.087822,1
437.091185,1
437.108944,1
437.124194,1
437.145342,1
437.145356,1
437.160559,1
437.160566,1
437.172782,1
437.181711,1
437.196966,1
437.218081,1
437.545475,1
438.033457,1
438.039524,1
438.046672,1
438.046678,1
438.051643,1
438.054781,1
438.067824,1
438.069827,1
438.075913,1
438.075931,1
438.083042,1
438.091171,1
438.10421,1
438.112286,1
438.112293,1
438.140568,1
438.148672,1
438.14868,1
438.148685,1
438.176972,1
438.185062,1
438.22144,1
438.53511,1
438.553268,1
438.994306,1
438.99768,1
439.015431,1
439.015457,1
439.030692,1
439.034045,1
439.04126,1
439.051827,1
439.051833,1
439.051845,1
439.05943,1
439.067092,1
439.070444,1
439.07762,1
439.088202,1
439.088207,1
439.103454,1
439.103459,1
439.124588,1
439.124591,1
439.139857,1
439.160978,1
439.176235,1
439.176243,1
439.197365,1
439.197372,1
439.197377,1
439.212624,1
439.233745,1
439.561123,1
440.034103,1
440.038493,1
440.055174,1
440.055184,1
440.06234,1
440.070425,1
440.074872,1
440.083469,1
440.09156,1
440.091564,1
440.098717,1
440.106798,1
440.106805,1
440.119841,1
440.11985,1
440.127943,1
440.127946,1
440.143198,1
440.164341,1
440.179583,1
440.200711,1
440.200721,1
440.532545,1
440.55076,1
440.56895,1
441.009948,1
441.009955,1
441.013313,1
441.025203,1
441.031087,1
441.031098,1
441.046338,1
441.046342,1
441.056925,1
441.061599,1
441.067466,1
441.067476,1
441.075095,1
441.082722,1
441.103858,1
441.103863,1
441.119106,1
441.119113,1
441.129695,1
441.140242,1
441.155495,1
441.155503,1
441.167715,1
441.176628,1
441.176632,1
441.191873,1
441.212991,1
441.212997,1
441.22826,1
441.576768,1
442.035985,1
442.041597,1
442.041621,1
442.049675,1
442.070815,1
442.070822,1
442.07799,1
442.086084,1
442.090544,1
442.0991,1
442.09911,1
442.107206,1
442.107213,1
442.114362,1
442.114369,1
442.12246,1
442.143598,1
442.158824,1
442.158835,1
442.179983,1
442.195234,1
442.548225,1
443.00226,1
443.025617,1
443.025623,1
443.025634,1
443.028949,1
443.040852,1
443.046738,1
443.046762,1
443.061997,1
443.062001,1
443.07726,1
443.083126,1
443.083134,1
443.098381,1
443.098385,1
443.113649,1
443.119506,1
443.13477,1
443.138131,1
443.1559,1
443.155905,1
443.171155,1
443.192273,1
443.192279,1
443.192286,1
443.207524,1
444.020845,1
444.02894,1
444.033425,1
444.057248,1
444.057257,1
444.065352,1
444.069814,1
444.086482,1
444.093621,1
444.101746,1
444.122858,1
444.122863,1
444.122869,1
444.138113,1
444.159234,1
444.159243,1
444.174498,1
444.571478,1
445.004878,1
445.004902,1
445.020118,1
445.026013,1
445.041263,1
445.041268,1
445.056505,1
445.062379,1
445.077635,1
445.077642,1
445.098763,1
445.09877,1
445.114034,1
445.1293,1
445.135151,1
445.150408,1
445.17155,1
445.171556,1
445.186802,1
445.22318,1
445.542945,1
445.561125,1
446.008232,1
446.008242,1
446.030912,1
446.036492,1
446.036515,1
446.044615,1
446.049085,1
446.072895,1
446.080995,1
446.081002,1
446.081007,1
446.102142,1
446.109265,1
446.109272,1
446.117381,1
446.117412,1
446.1385,1
446.13851,1
446.145655,1
446.153765,1
446.190152,1
446.190159,1
446.550763,1
446.568913,1
447.020518,1
447.020523,1
447.035764,1
447.035786,1
447.038685,1
447.0569,1
447.056911,1
447.068128,1
447.072157,1
447.078015,1
447.078022,1
447.093288,1
447.093294,1
447.104626,1
447.10854,1
447.114442,1
447.129688,1
447.144934,1
447.150823,1
447.166075,1
447.166081,1
447.202446,1
447.202452,1
447.202456,1
447.238822,1
448.023887,1
448.052145,1
448.054171,1
448.060259,1
448.060267,1
448.072364,1
448.082888,1
448.08854,1
448.088548,1
448.088555,1
448.09664,1
448.096647,1
448.096654,1
448.101077,1
448.119343,1
448.124945,1
448.124971,1
448.133022,1
448.133031,1
448.169417,1
448.169421,1
448.205788,1
448.205799,1
448.584602,1
448.999804,1
449.015048,1
449.036187,1
449.051432,1
449.054346,1
449.054355,1
449.072568,1
449.087807,1
449.108949,1
449.108961,1
449.124194,1
449.145343,1
449.160583,1
449.181718,1
449.218081,1
449.218088,1
449.56365,1
450.03143,1
450.039522,1
450.04397,1
450.051607,1
450.06221,1
450.067824,1
450.069809,1
450.07591,1
450.075935,1
450.083066,1
450.104182,1
450.104188,1
450.112291,1
450.1123,1
450.11676,1
450.140573,1
450.148688,1
450.148697,1
450.185066,1
450.185075,1
450.221433,1
450.221442,1
450.535125,1
450.994289,1
451.015437,1
451.015447,1
451.03069,1
451.034033,1
451.045937,1
451.051813,1
451.051822,1
451.067083,1
451.088208,1
451.088216,1
451.099457,1
451.103456,1
451.103463,1
451.124588,1
451.124596,1
451.124601,1
451.139858,1
451.139862,1
451.160974,1
451.160979,1
451.197365,1
451.233753,1
451.542946,1
451.542955,1
451.561118,1
452.01879,1
452.034043,1
452.05517,1
452.055182,1
452.070444,1
452.070475,1
452.077815,1
452.083455,1
452.085483,1
452.091557,1
452.119832,1
452.127947,1
452.12796,1
452.143201,1
452.164332,1
452.200709,1
452.200713,1
452.237083,1
453.00997,1
453.031088,1
453.038693,1
453.046341,1
453.049713,1
453.067469,1
453.067476,1
453.07507,1
453.07508,1
453.082733,1
453.08274,1
453.082767,1
453.103848,1
453.103856,1
453.119139,1
453.140255,1
453.155464,1
453.167754,1
453.176628,1
453.191902,1
453.213018,1
453.213025,1
453.55856,1
454.017775,1
454.041578,1
454.046554,1
454.049692,1
454.062733,1
454.064835,1
454.070828,1
454.070834,1
454.077954,1
454.08608,1
454.099118,1
454.107205,1
454.114345,1
454.122465,1
454.135495,1
454.14359,1
454.143596,1
454.158835,1
454.179978,1
454.179986,1
454.195246,1
454.548187,1
454.989227,1
455.025603,1
455.025608,1
455.028986,1
455.028993,1
455.046759,1
455.054352,1
455.054357,1
455.061992,1
455.077257,1
455.08313,1
455.098379,1
455.098382,1
455.101719,1
455.119511,1
455.119521,1
455.134762,1
455.134769,1
455.134775,1
455.155883,1
455.155892,1
455.171155,1
455.192275,1
455.192283,1
455.192288,1
455.20752,1
455.243919,1
456.020853,1
456.028959,1
456.028969,1
456.044017,1
456.050105,1
456.057254,1
456.05726,1
456.065347,1
456.065353,1
456.086472,1
456.086494,1
456.093593,1
456.093604,1
456.09361,1
456.101742,1
456.101749,1
456.101755,1
456.101761,1
456.12286,1
456.130015,1
456.13811,1
456.138118,1
456.138125,1
456.15113,1
456.159259,1
456.174491,1
456.1745,1
456.19564,1
456.21087,1
456.571473,1
457.004873,1
457.026005,1
457.041254,1
457.041268,1
457.05652,1
457.056525,1
457.06238,1
457.062402,1
457.077637,1
457.077648,1
457.092887,1
457.098784,1
457.098798,1
457.11402,1
457.117407,1
457.125249,1
457.135167,1
457.150407,1
457.150414,1
457.17156,1
457.171573,1
457.186797,1
457.207918,1
457.223185,1
457.54292,1
457.561095,1
457.571695,1
458.030932,1
458.036491,1
458.044609,1
458.044614,1
458.0491,1
458.049107,1
458.065715,1
458.072903,1
458.081,1
458.102131,1
458.10929,1
458.117364,1
458.117371,1
458.138515,1
458.145665,1
458.153763,1
458.190157,1
458.190162,1
458.587108,1
459.020523,1
459.020527,1
459.035791,1
459.041653,1
459.041678,1
459.056904,1
459.05691,1
459.072168,1
459.072175,1
459.078028,1
459.078042,1
459.093292,1
459.10855,1
459.114433,1
459.129685,1
459.15082,1
459.150843,1
459.166058,1
459.166061,1
459.187162,1
459.18718,1
459.202436,1
459.20246,1
459.238811,1
459.57675,1
459.59496,1
460.023875,1
460.028375,1
460.046537,1
460.05217,1
460.060259,1
460.060267,1
460.08853,1
460.088539,1
460.096641,1
460.096666,1
460.12491,1
460.124917,1
460.133031,1
460.133037,1
460.154163,1
460.161327,1
460.161333,1
460.169404,1
460.205811,1
460.566422,1
460.99975,1
460.999775,1
461.015065,1
461.036168,1
461.03618,1
461.043785,1
461.051427,1
461.054347,1
461.057356,1
461.057366,1
461.072553,1
461.072557,1
461.083772,1
461.087808,1
461.093689,1
461.108946,1
461.108952,1
461.120158,1
461.12418,1
461.130073,1
461.14534,1
461.166422,1
461.181715,1
461.18172,1
461.181731,1
461.218096,1
461.254462,1
461.254468,1
462.031423,1
462.039513,1
462.039517,1
462.04402,1
462.051621,1
462.054781,1
462.062157,1
462.067796,1
462.075916,1
462.08037,1
462.104204,1
462.112288,1
462.112293,1
462.140586,1
462.14867,1
462.148674,1
462.185064,1
462.221424,1
462.553277,1
463.015434,1
463.030672,1
463.041287,1
463.051817,1
463.05182,1
463.067072,1
463.069993,1
463.088206,1
463.088212,1
463.099418,1
463.103455,1
463.124598,1
463.124603,1
463.135803,1
463.139833,1
463.160975,1
463.16098,1
463.197364,1
463.233734,1
463.233742,1
463.542913,1
464.018788,1
464.03089,1
464.041432,1
464.04707,1
464.049085,1
464.055177,1
464.055198,1
464.059618,1
464.062318,1
464.070418,1
464.077811,1
464.083454,1
464.091561,1
464.091566,1
464.091571,1
464.10679,1
464.119833,1
464.119843,1
464.127937,1
464.164336,1
464.20072,1
464.200727,1
464.200733,1
464.237093,1
465.009955,1
465.013327,1
465.031085,1
465.031093,1
465.046349,1
465.046374,1
465.049683,1
465.067469,1
465.067472,1
465.075065,1
465.082719,1
465.103861,1
465.103865,1
465.115077,1
465.119097,1
465.119106,1
465.140242,1
465.155487,1
465.155493,1
465.176616,1
465.176623,1
465.191853,1
465.213,1
465.21301,1
465.249395,1
465.249404,1
465.558587,1
466.034433,1
466.041613,1
466.046534,1
466.049697,1
466.062713,1
466.062725,1
466.064762,1
466.07082,1
466.099114,1
466.107215,1
466.135494,1
466.135515,1
466.143587,1
466.143597,1
466.158821,1
466.171845,1
466.17996,1
466.216342,1
466.548235,1
467.01035,1
467.02561,1
467.025615,1
467.028973,1
467.046742,1
467.054368,1
467.061984,1
467.06199,1
467.061993,1
467.083115,1
467.083119,1
467.098363,1
467.09837,1
467.119503,1
467.119508,1
467.13474,1
467.146951,1
467.155896,1
467.155904,1
467.171131,1
467.171141,1
467.192275,1
467.207507,1
467.228664,1
467.574203,1
468.028935,1
468.043988,1
468.043998,1
468.050073,1
468.057236,1
468.057243,1
468.062194,1
468.0622,1
468.06533,1
468.078373,1
468.08647,1
468.093609,1
468.093615,1
468.101714,1
468.114736,1
468.114753,1
468.122853,1
468.130021,1
468.138109,1
468.138133,1
468.159232,1
468.15924,1
468.159248,1
468.174488,1
468.195627,1
468.195646,1
468.563865,1
469.004874,1
469.025997,1
469.026003,1
469.041259,1
469.062398,1
469.062403,1
469.077649,1
469.077655,1
469.077661,1
469.098782,1
469.098789,1
469.114028,1
469.11405,1
469.135154,1
469.135161,1
469.135166,1
469.150384,1
469.150395,1
469.171529,1
469.171537,1
469.186778,1
469.186787,1
469.207908,1
469.223173,1
469.244288,1
470.036518,1
470.044585,1
470.065706,1
470.07288,1
470.081012,1
470.093999,1
470.102111,1
470.102139,1
470.109259,1
470.109266,1
470.117385,1
470.130424,1
470.130432,1
470.138494,1
470.138499,1
470.153775,1
470.153782,1
470.153788,1
470.174887,1
470.174903,1
470.190151,1
470.56894,1
471.020514,1
471.020519,1
471.03578,1
471.035787,1
471.04167,1
471.041678,1
471.056896,1
471.056917,1
471.072162,1
471.078031,1
471.078043,1
471.093287,1
471.0933,1
471.108588,1
471.114422,1
471.129668,1
471.129695,1
471.150813,1
471.15082,1
471.150828,1
471.166059,1
471.166064,1
471.166076,1
471.187194,1
471.187207,1
471.202452,1
471.202465,1
471.223564,1
471.238811,1
471.238818,1
472.015742,1
472.023838,1
472.023847,1
472.052147,1
472.060254,1
472.064723,1
472.064733,1
472.081366,1
472.081372,1
472.088531,1
472.096646,1
472.096652,1
472.117779,1
472.117801,1
472.12492,1
472.133042,1
472.154153,1
472.169419,1
472.169433,1
472.190554,1
472.190562,1
472.205791,1
472.205797,1
472.999779,1
473.015015,1
473.036165,1
473.036181,1
473.054342,1
473.057302,1
473.072551,1
473.072558,1
473.093717,1
473.108954,1
473.108961,1
473.120172,1
473.124199,1
473.130089,1
473.145324,1
473.145328,1
473.166461,1
473.166468,1
473.166475,1
473.166482,1
473.181711,1
473.18173,1
473.202855,1
473.218095,1
473.218099,1
473.2545,1
473.254508,1
473.254515,1
473.556035,1
474.031392,1
474.0314,1
474.039525,1
474.067801,1
474.075905,1
474.075929,1
474.080367,1
474.080374,1
474.097024,1
474.104184,1
474.104193,1
474.112296,1
474.112303,1
474.133401,1
474.140593,1
474.148666,1
474.148672,1
474.16978,1
474.169808,1
474.176933,1
474.185077,1
474.221446,1
474.563875,1
475.015426,1
475.015433,1
475.033625,1
475.051824,1
475.05183,1
475.051836,1
475.051843,1
475.067064,1
475.088198,1
475.103451,1
475.109325,1
475.109332,1
475.124576,1
475.135815,1
475.145697,1
475.16097,1
475.197353,1
475.197364,1
475.233744,1
475.57169,1
476.018796,1
476.018806,1
476.04707,1
476.055171,1
476.083441,1
476.083453,1
476.083459,1
476.091534,1
476.091543,1
476.106776,1
476.119805,1
476.127926,1
476.156232,1
476.164312,1
476.164317,1
476.2007,1
476.200728,1
476.561303,1
477.031085,1
477.031112,1
477.04633,1
477.04634,1
477.049283,1
477.067472,1
477.082734,1
477.082748,1
477.085643,1
477.103858,1
477.10389,1
477.115068,1
477.119099,1
477.122023,1
477.140235,1
477.140244,1
477.176612,1
477.176637,1
477.213004,1
477.249388,1
477.249397,1
478.034432,1
478.034442,1
478.046505,1
478.049689,1
478.062752,1
478.070832,1
478.070862,1
478.099102,1
478.099108,1
478.1072,1
478.107208,1
478.135488,1
478.135495,1
478.143589,1
478.143601,1
478.17191,1
478.179978,1
478.179983,1
478.216356,1
479.010335,1
479.010346,1
479.025607,1
479.025614,1
479.046734,1
479.046744,1
479.062001,1
479.062031,1
479.083122,1
479.098373,1
479.119508,1
479.130733,1
479.134759,1
479.155865,1
479.171112,1
479.192268,1
479.192273,1
479.228652,1
479.228657,1
479.264972,1
479.574225,1
480.050078,1
480.057236,1
480.057243,1
480.065351,1
480.078365,1
480.086472,1
480.086479,1
480.086486,1
480.11475,1
480.122853,1
480.151162,1
480.15923,1
480.195638,1
480.195645,1
480.545665,1
481.004885,1
481.00822,1
481.025984,1
481.026017,1
481.04126,1
481.041294,1
481.062389,1
481.077642,1
481.077646,1
481.098766,1
481.098787,1
481.114041,1
481.135163,1
481.135177,1
481.150434,1
481.171544,1
481.171549,1
481.186762,1
481.207921,1
481.207927,1
481.22315,1
482.02934,1
482.02935,1
482.044611,1
482.044621,1
482.049065,1
482.05963,1
482.065719,1
482.065727,1
482.07289,1
482.077795,1
482.080994,1
482.081027,1
482.094022,1
482.102108,1
482.10924,1
482.117385,1
482.130389,1
482.138502,1
482.138528,1
482.16673,1
482.174884,1
482.21127,1
482.247623,1
482.561305,1
483.020519,1
483.041651,1
483.04927,1
483.056909,1
483.056946,1
483.07806,1
483.093294,1
483.114421,1
483.114426,1
483.114432,1
483.129691,1
483.1297,1
483.150807,1
483.150813,1
483.166055,1
483.166062,1
483.187167,1
483.187184,1
483.20243,1
483.202457,1
483.223558,1
483.223566,1
483.238823,1
484.023881,1
484.044956,1
484.044964,1
484.052195,1
484.060238,1
484.064715,1
484.081375,1
484.088519,1
484.096605,1
484.096635,1
484.109708,1
484.11776,1
484.133022,1
484.154152,1
484.154159,1
484.169418,1
484.190545,1
484.205812,1
484.999765,1
485.020872,1
485.036186,1
485.036195,1
485.057316,1
485.057331,1
485.072561,1
485.072572,1
485.087812,1
485.093693,1
485.093699,1
485.108934,1
485.130081,1
485.130088,1
485.145308,1
485.145318,1
485.166456,1
485.166465,1
485.181696,1
485.181725,1
485.20283,1
485.202837,1
485.202847,1
485.218097,1
485.218104,1
485.254504,1
485.555965,1
486.039514,1
486.039553,1
486.060622,1
486.067833,1
486.075897,1
486.097027,1
486.097033,1
486.10421,1
486.11229,1
486.133428,1
486.133433,1
486.140563,1
486.140572,1
486.14866,1
486.14867,1
486.169778,1
486.169785,1
486.169791,1
486.185061,1
486.185073,1
486.206212,1
486.221452,1
486.221462,1
487.015455,1
487.05182,1
487.067067,1
487.072971,1
487.08821,1
487.099441,1
487.109345,1
487.124593,1
487.145721,1
487.145732,1
487.160993,1
487.1821,1
487.182106,1
487.19736,1
487.233718,1
487.233741,1
487.27011,1
487.553502,1
488.018782,1
488.047057,1
488.04707,1
488.055162,1
488.059617,1
488.083433,1
488.09156,1
488.091566,1
488.091571,1
488.112658,1
488.127925,1
488.149034,1
488.156225,1
488.164344,1
488.185452,1
488.200702,1
488.237076,1
488.237111,1
488.579495,1
488.59769,1
488.994692,1
489.009922,1
489.031079,1
489.031091,1
489.0463,1
489.067466,1
489.067486,1
489.0886,1
489.088628,1
489.103855,1
489.103862,1
489.103867,1
489.115075,1
489.140224,1
489.140253,1
489.161345,1
489.161359,1
489.176612,1
489.176641,1
489.213,1
489.213031,1
489.249385,1
490.026305,1
490.034443,1
490.046522,1
490.057085,1
490.062677,1
490.062688,1
490.070808,1
490.099087,1
490.1072,1
490.107215,1
490.13549,1
490.135515,1
490.143618,1
490.180005,1
490.216365,1
490.252752,1
490.252763,1
491.025593,1
491.02562,1
491.046755,1
491.046763,1
491.083108,1
491.083129,1
491.09433,1
491.119484,1
491.119518,1
491.130738,1
491.134791,1
491.155874,1
491.155907,1
491.171133,1
491.192282,1
491.228676,1
491.228685,1
492.041924,1
492.050102,1
492.062175,1
492.078334,1
492.078365,1
492.086495,1
492.114755,1
492.122852,1
492.122872,1
492.159251,1
492.159261,1
492.195628,1
492.231989,1
492.231997,1
492.232005,1
493.004842,1
493.026001,1
493.026008,1
493.026013,1
493.041237,1
493.041264,1
493.04127,1
493.062382,1
493.0624,1
493.06997,1
493.069977,1
493.07763,1
493.077661,1
493.098756,1
493.098784,1
493.114001,1
493.114034,1
493.135138,1
493.135167,1
493.15037,1
493.171571,1
493.186798,1
493.244296,1
493.244305,1
494.041427,1
494.057574,1
494.05759,1
494.065712,1
494.065718,1
494.065731,1
494.072882,1
494.094008,1
494.102105,1
494.138514,1
494.13852,1
494.166776,1
494.174873,1
494.211255,1
495.020483,1
495.020508,1
495.041673,1
495.041681,1
495.056893,1
495.07802,1
495.078027,1
495.093288,1
495.093298,1
495.114429,1
495.114434,1
495.129692,1
495.129698,1
495.150815,1
495.16606,1
495.166082,1
495.187203,1
495.22358,1
495.569085,1
496.045007,1
496.052146,1
496.052168,1
496.060255,1
496.081398,1
496.109671,1
496.109681,1
496.117761,1
496.117769,1
496.154158,1
496.154168,1
496.169399,1
496.22694,1
496.99978,1
497.020916,1
497.036178,1
497.057305,1
497.07254,1
497.07255,1
497.0937,1
497.108961,1
497.13007,1
497.13009,1
497.145302,1
497.14531,1
497.166464,1
497.16647,1
497.181705,1
497.202863,1
497.202869,1
497.218117,1
497.239235,1
497.23924,1
498.031375,1
498.039495,1
498.060619,1
498.060637,1
498.067776,1
498.075885,1
498.097029,1
498.097038,1
498.104188,1
498.104198,1
498.133427,1
498.148642,1
498.148671,1
498.16981,1
498.16982,1
498.206178,1
498.206187,1
499.051839,1
499.051846,1
499.07298,1
499.08822,1
499.109345,1
499.109353,1
499.12457,1
499.124593,1
499.145695,1
499.16097,1
499.160978,1
499.160987,1
499.18208,1
499.182115,1
499.197369,1
499.197379,1
499.218457,1
499.23373,1
500.018765,1
500.018774,1
500.018785,1
500.047044,1
500.04707,1
500.055198,1
500.055208,1
500.07627,1
500.091548,1
500.091572,1
500.112671,1
500.112677,1
500.119847,1
500.127936,1
500.127944,1
500.149045,1
500.149054,1
500.164308,1
500.18545,1
500.18546,1
500.20068,1
500.237107,1
500.56129,1
500.994712,1
501.031077,1
501.031096,1
501.046315,1
501.049267,1
501.052198,1
501.067454,1
501.082711,1
501.088628,1
501.088657,1
501.103867,1
501.103896,1
501.125006,1
501.125021,1
501.140251,1
501.140261,1
501.140267,1
501.161379,1
501.161387,1
501.161394,1
501.161403,1
501.176642,1
501.197726,1
501.197734,1
501.213024,1
501.234135,1
501.249377,1
501.249414,1
501.569122,1
502.034426,1
502.070844,1
502.075272,1
502.099078,1
502.099087,1
502.107186,1
502.107195,1
502.128285,1
502.135491,1
502.143603,1
502.16469,1
502.17996,1
502.216354,1
502.57694,1
503.010351,1
503.010364,1
503.046749,1
503.046756,1
503.06199,1
503.08311,1
503.083123,1
503.104237,1
503.119494,1
503.1307,1
503.140602,1
503.155881,1
503.15589,1
503.192264,1
503.192287,1
503.228648,1
503.228657,1
503.265042,1
503.265055,1
504.050081,1
504.050111,1
504.078361,1
504.078371,1
504.078379,1
504.08645,1
504.086465,1
504.090907,1
504.114708,1
504.114747,1
504.122844,1
504.159246,1
504.159257,1
504.159263,1
504.195618,1
504.195647,1
504.231992,1
505.025972,1
505.041215,1
505.062392,1
505.077604,1
505.077611,1
505.098764,1
505.098775,1
505.109952,1
505.135168,1
505.17155,1
505.186745,1
505.207912,1
505.244322,1
505.280667,1
506.029328,1
506.029337,1
506.057605,1
506.057611,1
506.065726,1
506.065734,1
506.093977,1
506.093984,1
506.10211,1
506.10212,1
506.138487,1
506.138515,1
506.174876,1
506.211265,1
506.247654,1
507.005251,1
507.0205,1
507.020508,1
507.020518,1
507.041653,1
507.049253,1
507.056892,1
507.056905,1
507.07801,1
507.078025,1
507.093245,1
507.114392,1
507.1144,1
507.12967,1
507.150794,1
507.150817,1
507.187205,1
507.202434,1
507.223566,1
507.223578,1
507.25993,1
508.044978,1
508.073263,1
508.08136,1
508.081396,1
508.109658,1
508.109691,1
508.117786,1
508.154164,1
508.190524,1
508.190535,1
508.2269,1
508.999755,1
509.020926,1
509.036152,1
509.036163,1
509.057284,1
509.057293,1
509.072536,1
509.072576,1
509.09367,1
509.09368,1
509.108936,1
509.130056,1
509.130067,1
509.14531,1
509.145336,1
509.166463,1
509.181698,1
509.181708,1
509.202822,1
509.202832,1
509.21809,1
509.239198,1
509.239207,1
509.275612,1
510.039474,1
510.054515,1
510.060635,1
510.060644,1
510.060653,1
510.067785,1
510.067794,1
510.075883,1
510.075911,1
510.088915,1
510.097045,1
510.104169,1
510.125308,1
510.125322,1
510.133404,1
510.133413,1
510.133421,1
510.16981,1
510.169843,1
510.206175,1
510.24257,1
510.242583,1
511.015445,1
511.036518,1
511.036544,1
511.036577,1
511.051783,1
511.051798,1
511.072944,1
511.072976,1
511.080528,1
511.088225,1
511.109315,1
511.109324,1
511.109335,1
511.124607,1
511.1457,1
511.14572,1
511.160972,1
511.160982,1
511.182077,1
511.182086,1
511.197378,1
511.218505,1
511.218517,1
511.233712,1
511.233722,1
511.25485,1
512.018767,1
512.047058,1
512.055168,1
512.05518,1
512.076267,1
512.076274,1
512.083451,1
512.083466,1
512.091556,1
512.091567,1
512.112666,1
512.119809,1
512.127922,1
512.149038,1
512.164321,1
512.185422,1
512.200725,1
512.221822,1
512.221833,1
512.237112,1
512.99471,1
513.031064,1
513.031075,1
513.04922,1
513.052202,1
513.052215,1
513.067503,1
513.067524,1
513.088624,1
513.088646,1
513.103878,1
513.125014,1
513.125034,1
513.14024,1
513.161384,1
513.161413,1
513.176626,1
513.197752,1
513.21299,1
513.234169,1
514.03439,1
514.062732,1
514.062742,1
514.070836,1
514.070845,1
514.091925,1
514.099097,1
514.107202,1
514.128296,1
514.128362,1
514.13545,1
514.14357,1
514.143608,1
514.164708,1
514.164717,1
514.179976,1
514.17999,1
514.201076,1
514.20109,1
514.216346,1
514.21636,1
515.010344,1
515.010371,1
515.046756,1
515.064898,1
515.067901,1
515.083105,1
515.083118,1
515.104254,1
515.104267,1
515.119485,1
515.119494,1
515.119505,1
515.140648,1
515.155862,1
515.155887,1
515.176988,1
515.176997,1
515.192248,1
515.192273,1
515.228689,1
515.265059,1
515.56656,1
516.041973,1
516.05007,1
516.050114,1
516.078336,1
516.078372,1
516.086445,1
516.086486,1
516.10756,1
516.114727,1
516.114736,1
516.122838,1
516.122864,1
516.122898,1
516.14393,1
516.143963,1
516.151088,1
516.159278,1
516.180348,1
516.195608,1
516.195621,1
516.574385,1
517.025974,1
517.025983,1
517.062366,1
517.062378,1
517.0776,1
517.098783,1
517.135175,1
517.135182,1
517.156322,1
517.171555,1
517.207918,1
517.229005,1
517.244301,1
517.280607,1
518.029338,1
518.057606,1
518.065694,1
518.065702,1
518.094009,1
518.094021,1
518.102098,1
518.10211,1
518.13851,1
518.174901,1
518.211284,1
518.247629,1
518.247642,1
519.020425,1
519.020468,1
519.04164,1
519.07804,1
519.089206,1
519.093256,1
519.09327,1
519.114394,1
519.114407,1
519.150798,1
519.187202,1
519.223552,1
519.223574,1
519.259925,1
519.259934,1
520.044992,1
520.052096,1
520.057045,1
520.081358,1
520.081384,1
520.109638,1
520.117752,1
520.117781,1
520.146012,1
520.154124,1
520.190518,1
520.226921,1
520.226934,1
521.036182,1
521.057316,1
521.07255,1
521.093656,1
521.093668,1
521.108951,1
521.130058,1
521.145325,1
521.166452,1
521.181668,1
521.202836,1
521.239206,1
521.23923,1
522.060618,1
522.06063,1
522.075894,1
522.088866,1
522.096994,1
522.097005,1
522.125272,1
522.125308,1
522.133423,1
522.161682,1
522.169808,1
522.20619,1
522.242564,1
522.242572,1
523.015404,1
523.015415,1
523.036547,1
523.051813,1
523.072945,1
523.088193,1
523.10932,1
523.109348,1
523.124588,1
523.124597,1
523.145687,1
523.145696,1
523.145705,1
523.160933,1
523.160953,1
523.182092,1
523.209542,1
523.218511,1
523.254895,1
524.0399,1
524.055133,1
524.07625,1
524.07628,1
524.10454,1
524.11265,1
524.112662,1
524.12791,1
524.140957,1
524.14906,1
524.149089,1
524.18545,1
524.221837,1
524.221849,1
524.258172,1
525.031066,1
525.03108,1
525.052248,1
525.06746,1
525.067475,1
525.088617,1
525.103835,1
525.125,1
525.125008,1
525.140212,1
525.140243,1
525.14026,1
525.161366,1
525.176622,1
525.176658,1
525.197732,1
525.197753,1
525.212994,1
525.213008,1
525.23413,1
525.27047,1
526.034457,1
526.062685,1
526.070869,1
526.091912,1
526.091926,1
526.099101,1
526.107168,1
526.128322,1
526.128333,1
526.135427,1
526.143602,1
526.16471,1
526.201084,1
526.201107,1
526.237472,1
526.237505,1
527.010319,1
527.010327,1
527.046722,1
527.046752,1
527.067845,1
527.067878,1
527.08311,1
527.083125,1
527.104208,1
527.10425,1
527.104288,1
527.119524,1
527.140623,1
527.14066,1
527.155902,1
527.177025,1
527.192268,1
527.19228,1
527.213405,1
