peakNo,mw,relativeAbundance,errorPPM,DBE,class,formula,z,C,H,O,N,S
324,335.318836037,0.0021077401299146254,0.06223927131871798,2.0,N1O1,H41_C22_N_O,0,22,41,1,1,0
780,409.007116037,0.0019715259132154373,0.2942931682411262,16.0,N1O10,H7_C19_N_O10,0,19,7,10,1,0
795,411.022766037,0.0030404620872551335,0.2926699198643359,15.0,N1O10,H9_C19_N_O10,0,19,9,10,1,0
923,433.007006037,0.002165717413494136,0.023944185469272447,18.0,N1O10,H7_C21_N_O10,0,21,7,10,1,0
938,435.022676037,0.004715074121300765,0.06963774917274507,17.0,N1O10,H9_C21_N_O10,0,21,9,10,1,0
1002,447.022576037,0.0029459010382322163,-0.15593395884955807,18.0,N1O10,H9_C22_N_O10,0,22,9,10,1,0
1061,459.022716037,0.005871773472066247,0.15313839066158844,19.0,N1O10,H9_C23_N_O10,0,23,9,10,1,0
1075,461.038286037,0.0037906593532090454,-0.021212988740756163,18.0,N1O10,H11_C23_N_O10,0,23,11,10,1,0
1119,471.022646037,0.0023248300967805,6.241738474653876E-4,20.0,N1O10,H9_C24_N_O10,0,24,9,10,1,0
1175,485.038426037,0.004892704150477845,0.26847357463539184,20.0,N1O10,H11_C25_N_O10,0,25,11,10,1,0
1186,487.054116037,0.0031088834849522747,0.349336951187029,19.0,N1O10,H13_C25_N_O10,0,25,13,10,1,0
1215,495.022816037,0.0027799145192774592,0.34401242623367684,22.0,N1O10,H9_C26_N_O10,0,26,9,10,1,0
1222,497.038396037,0.0037447066101805432,0.2016343220862014,21.0,N1O10,H11_C26_N_O10,0,26,11,10,1,0
1234,501.069596037,0.002280999959646704,1.4369268251051399E-4,19.0,N1O10,H15_C26_N_O10,0,26,15,10,1,0
1247,507.022726037,0.003119466905699628,0.15836371007147015,23.0,N1O10,H9_C27_N_O10,0,27,9,10,1,0
1255,509.038336037,0.0043372301284014545,0.07901173099585285,22.0,N1O10,H11_C27_N_O10,0,27,11,10,1,0
1263,511.053796037,0.0034321394226415666,-0.2932254905265926,21.0,N1O10,H13_C27_N_O10,0,27,13,10,1,0
1282,521.038436037,0.004743732698601977,0.26911642280162346,23.0,N1O10,H11_C28_N_O10,0,28,11,10,1,0
1311,535.053886037,0.0051446052423280665,-0.1118653683119722,23.0,N1O10,H13_C29_N_O10,0,29,13,10,1,0
1332,545.038186037,0.0031894369368536775,-0.20141708015124163,25.0,N1O10,H11_C30_N_O10,0,30,11,10,1,0
1336,547.054026037,0.002534288293126715,0.1465047255751168,24.0,N1O10,H13_C30_N_O10,0,30,13,10,1,0
1341,549.070006037,0.0029070111898695894,0.7468482989667745,23.0,N1O10,H15_C30_N_O10,0,30,15,10,1,0
1352,557.038196037,0.002679525162392505,-0.1791259569342617,26.0,N1O10,H11_C31_N_O10,0,31,11,10,1,0
1357,559.053986037,0.004077157513515015,0.0718105960234759,25.0,N1O10,H13_C31_N_O10,0,31,13,10,1,0
1368,571.054036037,0.0033883209348426605,0.15785896648180792,26.0,N1O10,H13_C32_N_O10,0,32,13,10,1,0
1372,573.069666037,0.002612575221308628,0.12227483714082242,25.0,N1O10,H15_C32_N_O10,0,32,15,10,1,0
1382,583.054046037,0.0036113035236069423,0.17176109265203524,27.0,N1O10,H13_C33_N_O10,0,33,13,10,1,0
1385,595.053626037,0.0026702314200952393,-0.5375213023810343,28.0,N1O10,H13_C34_N_O10,0,34,13,10,1,0
721,400.029136037,0.00190877410119246,-0.5911919374694347,9.0,N1O10S1,H13_C14_13C_N_O10_S,0,15,13,10,1,1
871,424.029026037,0.0020894154834385443,-0.8171468902088732,11.0,N1O10S1,H13_C16_13C_N_O10_S,0,17,13,10,1,1
946,436.02912603699997,0.00241443678075259,-0.5653154463553365,12.0,N1O10S1,H13_C17_13C_N_O10_S,0,18,13,10,1,1
1131,474.044846037,0.0024195620027151338,-0.3724710888605253,14.0,N1O10S1,H15_C20_13C_N_O10_S,0,21,15,10,1,1
1362,562.075996037,0.0025146836759796214,-0.5812665942108202,19.0,N1O10S1,H19_C27_13C_N_O10_S,0,28,19,10,1,1
1084,463.01748603699997,0.0024965699310039407,-0.16056844979856197,18.0,N1O11,H9_C22_N_O11,0,22,9,11,1,0
1135,475.017546037,0.002401891660548695,-0.030200989549186333,19.0,N1O11,H9_C23_N_O11,0,23,9,11,1,0
1185,487.017586037,0.004055198517247803,0.05267571604119439,20.0,N1O11,H9_C24_N_O11,0,24,9,11,1,0
1232,501.032826037,0.0025459997578025613,-0.7672551178524205,20.0,N1O11,H11_C25_N_O11,0,25,11,11,1,0
1266,513.032966037,0.0026942530767213703,-0.47642162614338546,21.0,N1O11,H11_C26_N_O11,0,26,11,11,1,0
1371,573.033256037,0.002431605473435338,0.07954163135426572,26.0,N1O11,H11_C31_N_O11,0,31,11,11,1,0
1375,575.048686037,0.002519749923184286,-0.3034421330646636,25.0,N1O11,H13_C31_N_O11,0,31,13,11,1,0
1388,599.048896037,0.0026400873099011054,0.05927062089979372,27.0,N1O11,H13_C33_N_O11,0,33,13,11,1,0
1228,500.023936037,0.002543372347395965,-0.7022343825245609,16.0,N1O11S1,H13_C21_13C_N_O11_S,0,22,13,11,1,1
1269,514.039596037,0.002278732465149306,-0.6637776593978033,16.0,N1O11S1,H15_C22_13C_N_O11_S,0,23,15,11,1,1
1298,528.055246037,0.0026613063307083396,-0.6462998000109772,16.0,N1O11S1,H17_C23_13C_N_O11_S,0,24,17,11,1,1
566,376.046806037,0.0018978016411986837,-0.8615257325001632,7.0,N1O12,H13_C12_13C_N_O12,0,13,13,12,1,0
1321,539.012446037,0.0023635180233383705,-0.05377612367630022,23.0,N1O12,H9_C27_N_O12,0,27,9,12,1,0
1393,624.209616037,0.002690427240987989,0.1793275802806703,7.0,N1O17,H37_C24_13C_N_O17,0,25,37,17,1,0
101,283.251366037,0.001637921483032402,0.8350392209813128,1.0,N1O2,H33_C17_N_O2,0,17,33,2,1,0
423,351.313786037,0.004239563803546983,0.16005634357641352,2.0,N1O2,H41_C22_N_O2,0,22,41,2,1,0
6,217.019706037,0.0016490604314373114,-0.2041842228873801,8.0,N1O2S1,H7_C11_N_O2_S,0,11,7,2,1,1
14,231.035406037,0.0015194659492892336,0.02429930576671387,8.0,N1O2S1,H9_C12_N_O2_S,0,12,9,2,1,1
29,245.050986037,0.0015355352359917602,-0.26304729915701197,8.0,N1O2S1,H11_C13_N_O2_S,0,13,11,2,1,1
33,251.152186037,0.002996988711002337,0.16854322744138478,4.0,N1O3,H21_C14_N_O3,0,14,21,3,1,0
51,261.042616037,0.0019914817092705627,0.08752593872021537,13.0,N1O3,H7_C16_N_O3,0,16,7,3,1,0
152,299.058256037,0.002160321829884359,0.04271408567371132,15.0,N1O3,H9_C19_N_O3,0,19,9,3,1,0
193,309.042586037,0.001821877586443579,-0.02314244149388931,17.0,N1O3,H7_C20_N_O3,0,20,7,3,1,0
218,313.073926037,0.0021852975184990663,0.10444817437749195,15.0,N1O3,H11_C20_N_O3,0,20,11,3,1,0
220,313.261666037,0.00176790597520481,-0.08998228314128223,1.0,N1O3,H35_C18_N_O3,0,18,35,3,1,0
348,339.089666037,0.0020924756180974,0.3616329609303165,16.0,N1O3,H13_C22_N_O3,0,22,13,3,1,0
481,361.073886037,0.0019019437078354265,-0.020217468552534673,19.0,N1O3,H11_C24_N_O3,0,24,11,3,1,0
515,367.308566037,0.0018158859451986086,-0.2134717435550624,2.0,N1O3,H41_C22_N_O3,0,22,41,3,1,0
40,255.053116037,0.0016414992850104218,-0.16414620081564438,10.0,N1O4,H9_C14_N_O4,0,14,9,4,1,0
56,265.037476037,0.0015900803342793733,-0.1199528477672582,12.0,N1O4,H7_C15_N_O4,0,15,7,4,1,0
84,279.053236037,0.002110450056443357,0.27999675290352516,12.0,N1O4,H9_C16_N_O4,0,16,9,4,1,0
119,289.037466037,0.002037328880201626,-0.14459025178793672,14.0,N1O4,H7_C17_N_O4,0,17,7,4,1,0
