Name,m/z,I,I %,Res.,S/N
FA-HQ-250-NaOD,207.55999,3394411,1.3,1061372,4.0
FA-HQ-250-NaOD,207.58302,3505075,1.4,835436,4.3
FA-HQ-250-NaOD,207.5921,4181312,1.7,1266932,5.6
FA-HQ-250-NaOD,207.593,3735432,1.5,1708984,4.7
FA-HQ-250-NaOD,207.60603,4589521,1.8,749409,6.4
FA-HQ-250-NaOD,207.60744,3453302,1.4,1325147,4.2
FA-HQ-250-NaOD,207.60849,3426031,1.4,1148493,4.1
FA-HQ-250-NaOD,207.62062,3381788,1.3,1030451,4.0
FA-HQ-250-NaOD,207.6563,3525624,1.4,1109092,4.3
FA-HQ-250-NaOD,207.66873999999999,3791086,1.5,1148589,4.8
FA-HQ-250-NaOD,207.67632,3530164,1.4,701184,4.3
FA-HQ-250-NaOD,207.67985,3618878,1.4,1083479,4.5
FA-HQ-250-NaOD,207.68087,3748794,1.5,1198599,4.7
FA-HQ-250-NaOD,207.69928000000002,3926449,1.5,674350,5.1
FA-HQ-250-NaOD,207.73019,3501897,1.4,1416459,4.3
FA-HQ-250-NaOD,207.77293,3430688,1.4,1078046,4.1
FA-HQ-250-NaOD,207.77641,3847192,1.5,842031,4.9
FA-HQ-250-NaOD,207.79041999999998,3774067,1.5,1093033,4.8
FA-HQ-250-NaOD,207.80195,3516163,1.4,728212,4.3
FA-HQ-250-NaOD,207.82173,3518982,1.4,1077548,4.3
FA-HQ-250-NaOD,207.82716000000002,3596112,1.4,1125533,4.4
FA-HQ-250-NaOD,207.84803,3471529,1.4,1098150,4.2
FA-HQ-250-NaOD,207.88618,3511887,1.4,955993,4.3
FA-HQ-250-NaOD,207.92904,3450677,1.4,895829,4.2
FA-HQ-250-NaOD,207.95553999999998,3687925,1.5,826808,4.6
FA-HQ-250-NaOD,207.96053999999998,3921406,1.5,1157712,5.1
FA-HQ-250-NaOD,207.96794,3683445,1.5,1030576,4.6
FA-HQ-250-NaOD,207.97267,3407667,1.3,984491,4.1
FA-HQ-250-NaOD,207.99126,3390792,1.3,1175510,4.0
FA-HQ-250-NaOD,207.99978000000002,5750621,2.3,1215969,8.6
FA-HQ-250-NaOD,208.00053,3377456,1.3,1435914,4.0
FA-HQ-250-NaOD,208.01477,3760566,1.5,814324,4.8
FA-HQ-250-NaOD,208.01807,3847326,1.5,715967,4.9
FA-HQ-250-NaOD,208.0239,3605387,1.4,1260452,4.5
FA-HQ-250-NaOD,208.02732,3615068,1.4,1190189,4.5
FA-HQ-250-NaOD,208.03662,3749077,1.5,902040,4.7
FA-HQ-250-NaOD,208.08219,3747502,1.5,1142624,4.7
FA-HQ-250-NaOD,208.10177,3479558,1.4,1037323,4.2
FA-HQ-250-NaOD,208.10456000000002,3991757,1.6,866654,5.2
FA-HQ-250-NaOD,208.12124,3386374,1.3,1233675,4.0
FA-HQ-250-NaOD,208.14198000000002,3465468,1.4,1017996,4.2
FA-HQ-250-NaOD,208.20327,3611120,1.4,1041481,4.5
FA-HQ-250-NaOD,208.2211,3968678,1.6,1110155,5.2
FA-HQ-250-NaOD,208.2285,3565246,1.4,1344238,4.4
FA-HQ-250-NaOD,208.24151,3696597,1.5,724098,4.6
FA-HQ-250-NaOD,208.24298000000002,3384701,1.3,1133765,4.0
FA-HQ-250-NaOD,208.25335,3663357,1.4,968643,4.6
FA-HQ-250-NaOD,208.25885,3635012,1.4,937566,4.5
FA-HQ-250-NaOD,208.29978,3471133,1.4,995474,4.2
FA-HQ-250-NaOD,208.30222,3433818,1.4,886554,4.1
FA-HQ-250-NaOD,208.30369,4103335,1.6,1197718,5.4
FA-HQ-250-NaOD,208.3134,3584828,1.4,693332,4.4
FA-HQ-250-NaOD,208.32348000000002,4483974,1.8,867797,6.2
FA-HQ-250-NaOD,208.32985,3395587,1.3,916996,4.1
FA-HQ-250-NaOD,208.33553999999998,3465998,1.4,828093,4.2
FA-HQ-250-NaOD,208.34636,3679679,1.5,912057,4.6
FA-HQ-250-NaOD,208.34815,3722916,1.5,901990,4.7
FA-HQ-250-NaOD,208.35884,3669728,1.4,1100450,4.6
FA-HQ-250-NaOD,208.36059,3479427,1.4,1207613,4.2
FA-HQ-250-NaOD,208.38369,3770693,1.5,877080,4.8
FA-HQ-250-NaOD,208.39568,3473936,1.4,921870,4.2
FA-HQ-250-NaOD,208.42334,5588480,2.2,629666,8.3
FA-HQ-250-NaOD,208.43205,4254845,1.7,897063,5.7
FA-HQ-250-NaOD,208.44393,3575384,1.4,1183385,4.4
FA-HQ-250-NaOD,208.45678999999998,3872201,1.5,1114468,5.0
FA-HQ-250-NaOD,208.46357,3583094,1.4,1228237,4.4
FA-HQ-250-NaOD,208.46521,3487458,1.4,959716,4.2
FA-HQ-250-NaOD,208.47035,3618261,1.4,1044553,4.5
FA-HQ-250-NaOD,208.47195,3371993,1.3,942170,4.0
FA-HQ-250-NaOD,208.49081999999999,3484312,1.4,837417,4.2
FA-HQ-250-NaOD,208.49598,3393556,1.3,1118743,4.0
FA-HQ-250-NaOD,208.50853999999998,3413365,1.3,904598,4.1
FA-HQ-250-NaOD,208.51154,3492272,1.4,755661,4.2
FA-HQ-250-NaOD,208.51448,4083243,1.6,952492,5.4
FA-HQ-250-NaOD,208.51758,3491351,1.4,1249320,4.2
FA-HQ-250-NaOD,208.51994,3383961,1.3,1344398,4.0
FA-HQ-250-NaOD,208.52567,4186458,1.7,790280,5.6
FA-HQ-250-NaOD,208.53232,3648288,1.4,1109370,4.5
FA-HQ-250-NaOD,208.54086999999998,3564587,1.4,987540,4.4
FA-HQ-250-NaOD,208.55161999999999,3614995,1.4,1250188,4.5
FA-HQ-250-NaOD,208.5751,3678615,1.5,1377330,4.6
FA-HQ-250-NaOD,208.59063999999998,3381864,1.3,770647,4.0
FA-HQ-250-NaOD,208.61755,3564925,1.4,1429009,4.4
FA-HQ-250-NaOD,208.64693,3526909,1.4,1298145,4.3
FA-HQ-250-NaOD,208.64757,3427281,1.4,1203966,4.1
FA-HQ-250-NaOD,208.68128000000002,3496156,1.4,1008212,4.2
FA-HQ-250-NaOD,208.68265,3665448,1.4,896798,4.6
FA-HQ-250-NaOD,208.68543,3515572,1.4,1297738,4.3
FA-HQ-250-NaOD,208.69947,3533053,1.4,831918,4.3
FA-HQ-250-NaOD,208.70993,3618866,1.4,1007783,4.5
FA-HQ-250-NaOD,208.72558,3792509,1.5,1023470,4.8
FA-HQ-250-NaOD,208.75512,4845476,1.9,962227,6.9
FA-HQ-250-NaOD,208.77723999999998,3604218,1.4,1101526,4.5
FA-HQ-250-NaOD,208.78298999999998,4238404,1.7,974409,5.7
FA-HQ-250-NaOD,208.79373999999999,3755943,1.5,1084528,4.8
FA-HQ-250-NaOD,208.79471999999998,3695358,1.5,1137265,4.6
FA-HQ-250-NaOD,208.81529,4013509,1.6,923605,5.2
FA-HQ-250-NaOD,208.82301,3782739,1.5,784668,4.8
FA-HQ-250-NaOD,208.83,3955605,1.6,809233,5.1
