mass	z	intensity	Res.	
273.09200		2092285	738910	
273.09345		581598	909249	
273.09789		2036224	819715	
273.11320		645928	1183957	
273.13432		5784723	880412	
273.14957		971738	1097918	
273.15676		675166	1170284	
273.17067		3323301	758786	
273.18927		571598	1208549	
273.20709		20210614	828564	
273.35268		579440	772600	
273.42605		588132	1075926	
273.50572		679100	1072782	
273.50922		1056718	828291	
273.51329		567464	398122	
273.51986		693747	1320434	
273.52391		788949	1278911	
273.52746		1271607	823977	
273.53152		818745	1044795	
273.54213		809118	898638	
273.54504		607984	1053920	
273.58404		599763	716872	
273.62607		559384	1148403	
273.66893		580957	997446	
273.76925		668335	1194975	
273.82755		582252	986769	
273.87162		619986	1036003	
273.96681		581673	723991	
273.99371		1040287	803766	
273.99591		613120	980636	
274.00133		1293122	999573	
274.00737		554549	769327	
274.01185		1714376	998870	
274.01948		2859980	967872	
274.03002		2042769	1045123	
274.03562		785091	813615	
274.03729		632788	1197934	
274.03769		1298708	1042439	
274.04825		934874	886613	
274.05092		804059	1280189	
274.05588		644781	705426	
274.05904		628223	662461	
274.08728		785069	1242353	
274.12960		756962	1098617	
274.13759		1073766	859343	
274.14294		640617	1061528	
274.16599		618548	1042002	
274.17404		620888	1225682	
274.21042		3470250	956977	
274.23820		706664	885180	
274.26728		636646	1162060	
274.29000		578945	1062452	
274.34071		584042	1017934	
274.35287		787328	870188	
274.48703		580275	1042350	
274.50289		752666	929427	
274.50953		566318	1023623	
274.51708		3004737	967635	
274.51765		580578	1414270	
274.52115		1175939	893741	
274.53531		1606026	1092197	
274.53938		907628	1117106	
274.54990		645650	1043850	
274.55346		593587	1259387	
274.67248		645022	1019367	
274.67309		587582	1019298	
274.73851		597614	608051	
274.80643		581968	1137182	
274.85168		810694	1319794	
274.88881		597368	1103123	
274.89860		1134109	1032977	
274.97156		3994913	916763	
274.97884		598596	736855	
275.00146		643567	1078150	
275.00908		5910963	800471	
275.01263		774277	981361	
275.01475		583814	782213	
275.01815		714632	800004	
275.01875		1028056	939203	
275.01965		3475512	946420	
275.02595		783483	1114315	
275.02728		3836860	902810	
275.03473		693056	1251661	
275.03778		1354049	1040834	
275.04080		740611	1223139	
275.04114		580163	1130747	
275.04546		1367429	991012	
275.05604		3566026	867471	
275.06363		660878	1180059	
275.07130		7157330	912750	
275.07410		559923	1138776	
275.07717		1629012	895069	
275.09246		1460252	1002574	
275.11353		3372646	952600	
275.12882		1033838	874096	
275.14994		7111800	896832	
275.15843		615524	801477	
275.16517		837279	1192293	
275.16858		2431873	982215	
275.17822		2276678	875397	
275.18628		1500106	922924	
275.20158		1348721	887640	
275.21381		617015	1158166	
275.32578		587550	1090216	
275.34435		594551	1375146	
275.50669		2264422	829698	
275.51076		1819048	794139	
275.52130		594285	1093694	
275.52487		2385711	835130	
275.52895		1532369	874506	
275.53647		602885	973418	
275.54310		1162616	914785	
275.54710		668378	1161269	
275.56124		586705	1136564	
275.67234		755639	1003874	
275.68437		595644	1201190	
275.69632		749634	951550	
275.85616		589712	840020	
275.95706		561968	1097402	
275.97112		890375	1079479	
275.99870		2140181	663711	
276.00056		692565	1056337	
276.00841		778537	612499	
276.00932		628682	599882	
276.01495		561820	1343098	
276.01690		4956958	629327	
276.01893		669086	1169847	
276.02656		918946	1022523	
276.02746		924162	787140	
276.03509		3247334	785928	
276.04560		620779	797874	
276.05124		869966	962387	
276.05329		973711	850658	
276.05944		732386	873822	
276.06384		638004	1145965	
276.06653		2385589	807509	
276.07139		738776	795077	
276.07448		645657	920660	
276.10293		640615	1038640	
276.10877		633690	986771	
276.15332		571391	1024971	
276.16045		662339	1125099	
276.17195		715880	1069866	
276.49630		658116	821109	
276.50044		709766	1073754	
276.50568		692185	914659	
276.51228		630620	1014074	
276.51455		2280781	823296	
276.51862		1162063	956800	
276.53275		1813654	1015893	
276.53591		557479	669108	
276.53682		1008600	819079	
276.55088		847038	1037885	
276.56777		568774	644790	
276.59443		614483	912188	
276.63835		624856	1044552	
276.68108		563437	1018898	
276.80926		559162	986830	
276.84718		3201324	972945	
276.89564		632995	1249127	
276.91551		562236	1016512	
276.96578		592420	1188785	
276.97454		891113	890040	
276.99894		1229492	1010500	
277.00524		1303415	1099618	
277.00657		5560056	896655	
277.00726		678392	1568110	
277.01119		574586	666496	
277.01426		629851	1564095	
277.01457		560828	1315502	
277.01624		1082268	906814	
277.02477		4706561	954947	
277.03242		662116	839325	
277.03340		591381	1132679	
277.03441		893893	842897	
277.03533		4073094	922399	
277.03601		581766	1324941	
277.04253		667081	1394982	
277.04293		2015945	900416	
277.05058		8323853	961855	
277.06117		1167506	1069854	
277.07179		1603799	867160	
277.07233		3653655	1598761	
277.07266		19425048	959540	
277.08698		1513310	959374	
277.09281		1036353	978758	
277.10810		1269896	956449	
277.11148		815018	1032218	
277.12334		1220655	1078131	
277.12846		686770	1320653	
277.12923		7525426	946175	
277.14446		15997241	950256	
277.14781		693851	999923	
277.16559		1560707	970184	
277.17529		771592	1171427	
277.18088		2308939	998654	
277.18424		1430796	1116860	
277.19321		1059728	1265869	
277.19391		13765457	923711	
277.20200		3655893	960679	
277.21642		7067228	763251	
277.21692		21346140	1038872	
277.21724	1-	131652440	940813	
277.21873		1390653	832105	
277.47414		562085	1000931	
277.49933		575665	770647	
277.50418		2067684	959859	
277.50825		2021286	1037246	
277.52235		2065708	916840	
277.52642		1471150	1159530	
277.54058		1247861	1081800	
277.54454		738487	758829	
277.58752		660171	1025581	
277.68098		691767	1119528	
277.71338		576454	1283253	
277.89632		577868	948939	
277.99619		2455243	921132	
278.00585		592559	1076671	
278.01281		607922	854197	
278.01377		745619	1512290	
278.01438		6353107	921633	
278.02004		574646	1341943	
278.02201		1040983	966578	
278.02483		683784	962330	
278.02701		573209	1318605	
278.02859		600974	652971	
278.03056		762235	1378642	
278.03256		4429404	889868	
278.03864		643966	1195698	
278.04018		844863	1059955	
278.04317		617457	784593	
278.04582		4177122	906067	
278.05073		1751716	891486	
278.05389		1908454	998294	
278.06897		608749	1201680	
278.07021		592813	758402	
278.07598		2247920	942797	
278.13257		1382474	1016564	
278.14781		3102866	869816	
278.19725		2909097	922036	
278.22059	1-	31425844	873923	
278.22344		593845	1413493	
278.23864		612492	1007993	
278.29030		578820	889441	
278.34076		845323	1035492	
278.34777		832207	1061146	
278.35277		587889	1083776	
278.35978		605684	1007199	
278.49782		832212	919577	
278.51196		2001147	860478	
278.51605		2071229	858739	
278.51960		1186238	1044956	
278.52371		668208	793311	
278.52494		571793	950289	
278.53017		1623939	963474	
278.53422		1247237	1019123	
278.53780		775559	1146150	
278.54837		717004	981321	
278.55243		750733	905054	
278.68456		927594	789392	
278.77788		572902	859973	
278.84837		768854	1006086	
278.87030		569312	1100539	
278.93584		587166	1299465	
278.95563		851175	831751	
278.95877		1414729	1051662	
278.97147		567891	738497	
278.97674		1724049	804933	
279.00401		4176670	801660	
279.01161		2076833	761096	
279.01261		836705	942115	
279.01364		660226	889507	
279.01456		4938147	877713	
279.02218		3577766	693880	
279.02475		869335	861108	
279.02784		580616	936366	
279.02892		652009	1121582	
279.02983		10221737	855733	
279.03549		601596	935820	
279.04038		2786734	816174	
279.04110		768047	745735	
279.04796		671538	872352	
279.04887		653298	897744	
279.05096		3945267	854795	
279.05192		971379	954665	
279.05436		693461	905345	
279.05851		1067367	737667	
279.06536		658042	1367711	
279.06619		5153722	843790	
279.06859		697627	964101	
279.07668		583247	884471	
279.08733		1893892	858337	
279.09066		1249957	682288	
279.10038		637386	798330	
279.10262		1983691	874286	
279.10850		1801741	904616	
279.12372		1412564	943169	
279.12659		627926	1639903	
279.12708		2993366	831860	
279.14485		3267422	861919	
279.16012		4013413	853058	
279.16261		1076966	1213407	
279.16349		25517798	820298	
279.17314		603435	1119724	
279.17832		636013	1112385	
279.18124		4701295	747929	
279.19096		5244787	818309	
279.19647		1546486	789760	
279.22148		739393	1111401	
279.23289	1-	660258560	822876	
279.33438		585621	1338450	
279.34514		599897	1143594	
279.35642		747519	997190	
279.45020		583753	1076560	
279.46935		583122	769991	
279.50158		867185	615520	
279.50568		970882	1001047	
279.50918		1033028	821814	
279.51385		565254	918911	
279.51983		1219273	793172	
279.52393		950731	886973	
279.52744		1517644	817999	
279.53785		941393	855963	
279.54208		869747	976851	
279.54567		634133	1194913	
279.67233		602894	976994	
279.68451		670900	1292239	
279.72853		598391	949764	
279.83178		575926	753802	
279.85543		581281	1098671	
279.99362		1330431	877454	
280.00120		1059554	1011410	
280.01187		2935655	935219	
280.01948		3495147	922190	
280.02289		592268	934503	
280.02510		1463149	1009101	
280.02813		619854	1237166	
280.03003		3233647	890832	
280.03319		1123569	1212762	
280.03767		1943155	904165	
280.04432		580678	1062763	
280.04821		1376887	963625	
280.05584		683675	1160163	
280.06075		568765	1275225	
280.06148		1274493	967943	
280.06637		608608	835741	
280.06956		853073	724406	
280.07879		609029	731049	
280.08588		640136	815103	
280.09787		693166	1134089	
280.10450		695713	905283	
280.16686		3780653	938108	
280.19433		1083833	855169	
280.23539		5302859	618914	
280.23593		21905612	903139	
280.23625	1-	126881992	934654	
280.35640		983297	1071462	
280.38397		591838	917145	
280.49529		705119	1278651	
280.49835		666848	638947	
280.50287		585378	1383592	
280.50948		626949	1214008	
280.51351		837735	1045958	
280.51708		2114249	1000951	
280.52114		1165387	982162	
280.52767		1056461	1126829	
280.53173		1308431	937620	
280.53445		614208	864456	
280.53526		1222513	843324	
280.53924		898291	1034413	
280.54586		570869	1071511	
280.55345		596889	1307752	
280.66159		572489	1088797	
280.67875		667984	1116066	
280.69077		776758	995424	
280.85790		566847	896414	
280.93943		644931	786687	
280.96843		731536	1301690	
280.97026		694097	954847	
280.99384		1150715	918946	
280.99472		675868	1102250	
281.00150		1372575	1032262	
281.00907		5978146	926024	
281.01469		622916	1145127	
281.01611		731557	1190006	
281.01877		925126	610910	
281.01965		3750439	874242	
281.02728		4017194	823017	
281.03023		5447979	894892	
281.03321		706909	789880	
281.03364		586701	1203919	
281.03783		1843759	840694	
281.04548		10690098	904322	
281.05513		600982	1207937	
281.05603		761143	790064	
281.06370		765946	795754	
281.06658		2353211	933472	
281.07000		1574781	1094527	
281.08187		4483906	982016	
281.10299		2263947	856720	
281.10609		737996	1800721	
281.10640		1574605	1155180	
281.11606		1710737	919580	
281.11822		1664082	1029725	
281.12417		705684	966243	
281.13936		5430619	925532	
281.14249		19236444	930226	
281.14283		3483741	2163976	
281.15930		1210148	1101866	
281.16050		1486500	1035987	
281.17338		930890	977598	
281.17576		4276715	911397	
281.21215		5987707	892320	
281.23716		3421190	988619	
281.23865		912774	1459999	
281.23959	1-	12391559	835656	
281.24851	1-	1736360576	887054	
281.25922		592527	1597111	
281.26781		635731	801995	
281.50671		1985915	870600	
281.51071		1735997	872179	
281.51728		594320	827499	
281.52131		1176545	742329	
281.52491		3045251	832703	
281.52895		1096325	994145	
281.53543		652039	1052190	
281.53949		747401	923535	
281.54308		1413131	840968	
281.54723		815117	1082125	
281.55365		600623	1093336	
281.68099		803526	1015753	
281.68802		690729	975632	
281.69312		791212	1035877	
281.71882		567895	1115444	
281.95496		1626492	761514	
281.98016		579351	1022754	
281.99871		2321871	826211	
282.00923		1130964	822793	
282.01551		663254	1253723	
282.01691		7837911	830609	
282.02252		739673	764547	
282.02550		1025818	1085386	
282.02658		905883	778112	
282.02749		2396827	836645	
282.03359		785630	977703	
282.03443		594974	1669619	
282.03508		3666655	778926	
282.04071		1818593	710847	
282.04142		672849	737298	
282.04483		801507	1029806	
282.04567		1507107	932337	
282.04884		1540772	967172	
282.05331		1807014	855189	
282.06182		632042	875795	
282.06381		658667	895322	
282.06986		685389	1049205	
282.07152		586190	1146551	
282.07713		1435633	965743	
282.09824		955322	965431	
282.12149		582195	1074541	
282.13463		3622409	811454	
282.14209		910412	754605	
282.14274		932941	904418	
282.14583		1987982	1042653	
282.17907		811324	829133	
282.21553		930444	1019825	
282.25188	1-	292480064	801484	
282.34719		642883	931449	
282.35289		611110	1102427	
282.38644		613556	1045427	
282.39715		599449	1079653	
282.43458		583865	959564	
282.49081		591360	1113748	
282.49629		603331	1520631	
282.50043		774820	1100606	
282.51453		2932714	744456	
282.51859		2099820	818852	
282.52004		598637	734612	
282.52913		907568	912502	
282.53276		2155570	947538	
282.53633		608532	1499239	
282.53678		889172	866988	
282.54688		573208	1016647	
282.55089		909306	828566	
282.62711		576522	1050890	
282.69677		639415	1118519	
282.76115		581058	721819	
282.79698		621249	1227194	
282.85475		585017	1264102	
282.90429		572558	1205628	
282.91660		625619	1443468	
282.91698		973843	999521	
282.94309		802926	689569	
283.00061		652198	739648	
283.00658		6865785	840473	
283.00949		3200378	921304	
283.01209		663099	1049665	
283.01622		1372605	923736	
283.01711		570045	906381	
283.02475		14008704	912978	
283.03035		591874	1349014	
283.03441		982980	945727	
283.03534		692805	1111829	
283.04296		2177224	866140	
283.04588		1746505	1033065	
283.04933		590634	1364242	
283.05168		607435	663613	
283.05348		635436	929843	
283.06116		7978384	948163	
283.06224		576304	1328236	
283.07641		767606	989467	
283.08228		2666264	941985	
283.08565		1100058	1215637	
283.09753		1611550	997682	
283.11044		3132452	966281	
283.11305		691269	655699	
283.11867		2800551	974847	
283.13388		956398	1196018	
283.13733		1716655	1014957	
283.13986		798320	945330	
283.15260		770677	968640	
283.15504		5580470	952607	
283.17026		765309	1020653	
283.17618		1330943	1100071	
283.19143		2975045	945593	
283.22781		6906581	901634	
283.23841		697753	918628	
283.24148		613978	1109296	
283.25281		5927647	999152	
283.25526	1-	25780704	926469	
283.26388		212207072	960452	
283.26419	1-	856573440	941960	
283.27326		667239	1583905	
283.50381		868166	1237821	
283.50419		2402118	952922	
283.50825		2316488	1012241	
283.51792		594124	1188395	
283.52239		2205710	818939	
283.52645		1819471	1112039	
283.54059		1768661	1026703	
283.54463		728983	1057142	
283.55865		583165	1181966	
283.56277		587646	1116290	
283.67240		736491	961117	
283.68414		588080	1408043	
283.68453		944784	1045769	
283.69648		602245	972068	
283.72209		582479	943710	
283.91132		596076	1081840	
283.95652		579375	808910	
283.99621		2366735	999132	
284.00587		771315	1027011	
284.01437		6503702	913354	
284.01623		575351	644440	
284.01736		618919	984076	
284.01998		1272472	1096143	
284.02193		950073	874963	
284.02407		932570	1027073	
284.02809		2028764	956115	
284.03258		5012510	926644	
284.04111		628673	882638	
284.04214		812929	1115845	
284.05080		1647205	1001715	
284.05639		2274407	884637	
284.06448		1223178	893450	
284.06888		653452	989338	
284.07162		1445869	1077278	
284.08718		716147	1189605	
284.09278		593030	1055259	
284.11374		698142	873912	
284.15027		755181	940289	
284.15840		1170832	1216187	
284.19470		729247	1103793	
284.23113		1306669	856394	
284.25613		1328311	1016286	
284.25858	1-	1546808	932874	
284.26667		7899516	702175	
284.26755	1-	191645568	895079	
284.27045		4015357	887389	
284.33213		710086	818570	
284.34424		622907	1044749	
284.35639		660991	1268462	
284.49410		581718	1296253	
284.49779		629048	1272133	
284.51202		2511197	996879	
284.51605		2608351	875600	
284.53020		2014309	879812	
284.53425		1842598	965306	
284.53785		933736	1130659	
284.54840		780076	1082638	
284.55248		871373	1026595	
284.71642		599054	950357	
284.88052		1049391	873535	
284.91397		714748	1063864	
284.99526		1002588	1260454	
284.99617		17921180	878251	
285.00400		8112288	832844	
285.00512		6735520	870796	
285.01115		612770	1200127	
285.01161		1217186	902966	
285.01363		988835	923987	
285.01614		704228	969895	
285.02218		5243047	884669	
285.02272		636967	1678394	
285.02985		1021481	1030742	
285.03895		8225197	841611	
285.04038		29285550	861974	
285.05107		686946	588880	
285.05564		4817844	860472	
285.05858		1263669	911520	
285.06152		2005942	891280	
285.06693		750424	1054978	
285.07676		10154684	876371	
285.09195		1243970	938697	
285.09789		3407940	890613	
285.11317		4733386	883639	
285.13429		10035922	873132	
285.14951		1023288	937670	
285.15541		1027930	1192165	
285.17068		3378016	893700	
285.18587		778598	1123058	
285.20704		6863599	841546	
285.24344		5730045	810278	
285.26842		4025862	843187	
285.27089	1-	17305352	849216	
285.27373		632808	970249	
285.34784		850277	801612	
285.35056		585638	1143574	
285.50162		846400	837369	
285.50567		1813538	916831	
285.51333		586981	709936	
285.51984		1779367	854334	
285.52389		1634793	854534	
285.52747		1010954	831617	
285.53800		1308974	666341	
285.54207		1004560	808829	
285.54715		576770	972644	
285.55622		910581	1026072	
285.61401		589659	945769	
285.67584		800067	913021	
285.68802		715848	1140256	
285.76534		585093	817524	
285.91097		591068	1043230	
285.99367		1379036	1088340	
285.99954		1013726	1087493	
286.00123		859614	1020987	
286.00335		581023	1021860	
286.00847		636993	811785	
286.01183		3748898	721089	
286.01947		2209317	927947	
286.02160		610710	816201	
286.02452		704871	716948	
286.03003		3532073	825440	
286.03387		766379	1066177	
286.03565		2419115	928460	
286.03727		596844	1653401	
286.03762		1033388	1070315	
286.04236		586942	746709	
286.04376		3936559	887706	
286.04413		658223	1952676	
286.04819		2058992	673464	
286.05088		2411185	829305	
286.05899		761012	1228703	
286.05988		1265301	847952	
286.06637		816199	629073	
286.07205		916729	939727	
286.08012		1464828	913511	
286.09314		582209	1041121	
286.11648		802698	786462	
286.12951		840695	703319	
286.13763		1283026	893296	
286.16404		571548	895534	
286.21047		1366765	978240	
286.23658		677367	1152782	
286.24680		847291	1044528	
286.27178		691076	1365346	
286.27425		816997	774360	
286.30296		611808	889195	
286.34786		636768	785036	
286.35281		603250	830907	
286.35992		705925	1035682	
286.48970		621461	944729	
286.49525		578103	1431973	
286.50956		969244	869019	
286.51353		1279230	830140	
286.51713		1395039	1028745	
286.52098		689185	1061939	
286.52762		1281891	789729	
286.53173		1610917	967826	
286.53530		1082470	937352	
286.54587		991530	817953	
286.54987		646251	1086842	
286.66344		581717	619371	
286.67396		599513	1063299	
286.90416		589037	1152198	
286.97546		617735	1152105	
286.98186		595017	1299655	
286.99200		1199757	1104106	
287.00148		1579985	901193	
287.00912		2753427	998362	
287.01240		641941	1405135	
287.01896		4273303	865567	
287.01933		18459542	1116100	
287.01968	1-	105900952	937356	
287.02594		1910937	962896	
287.02730		2726426	967266	
287.03493		4072605	924299	
287.03786		2014494	846336	
287.04548		1230817	863404	
287.05570		849828	1894680	
287.05606		3223844	962766	
287.06373		721511	1072336	
287.07097		1610922	2081614	
287.07132		9493418	944078	
287.07720		1654700	928830	
287.09244		1708402	968275	
287.10771		1694647	991227	
287.11354		3279673	913086	
287.11672		1319226	943925	
287.12885		1443967	914456	
287.14951		901830	1371522	
287.14995		5843142	908986	
287.16519		1332492	1002518	
287.17574		723664	1098021	
287.18634		4926676	968704	
287.22184		1913952	940437	
287.22271		33041376	905975	
287.24867		599178	873938	
287.25371		595932	880575	
287.34428		590508	681455	
287.35645		726000	953045	
287.49916		689667	1010579	
287.50672		1694534	956018	
287.51078		888007	1119725	
287.51731		883210	822598	
287.51997		717771	887856	
287.52129		1248395	933124	
287.52493		2361293	1035057	
287.52895		1247566	919766	
287.53549		597680	998810	
287.53949		970386	1131109	
287.54306		826803	757407	
287.64974		604617	900874	
287.66550		631998	1133143	
287.67940		599411	863087	
287.99872		1970355	883334	
288.00199		687028	1040008	
288.00928		1938807	865767	
288.01493		1225145	978637	
288.01691		5716986	856098	
288.01896		849786	1165367	
288.02302	1-	18513148	892202	
288.02660		752749	726523	
288.02750		2985341	848832	
288.03017		1552830	867076	
288.03511		3267584	921554	
288.03589		673760	1203770	
288.03825		1437313	1010084	
288.04266		658883	1042793	
288.04470		756579	796384	
288.04569		1719492	950373	
288.05130		631302	1271919	
288.05328		988678	1037084	
288.06653		1965323	979759	
288.07464		2282382	913553	
288.10882		761946	1072833	
288.12402		590911	1115678	
288.14521		893542	998722	
288.15326		1160361	868289	
288.16721		589118	794144	
288.18155		705587	1291813	
288.18965		1189174	954307	
288.22607		7013954	851561	
288.34422		971435	1013899	
288.34931		764173	968898	
288.35245		661982	922690	
288.35633		796943	929207	
288.36858		995379	850430	
288.45551		610817	742499	
288.50043		808481	1301434	
288.50695		660803	1088690	
288.51100		723268	1105717	
288.51453		3492517	875565	
288.51855		2274151	800342	
288.52918		853146	717410	
288.53274		2131884	953119	
288.53676		1195437	1060338	
288.54741		685265	676692	
288.55090		809810	809278	
288.55884		580260	784034	
288.56915		687800	1147624	
288.58531		635965	776436	
288.68780		652448	1164341	
288.70030		665253	815560	
288.79931		575766	850316	
288.89539		585478	859866	
288.90124		618440	1129119	
288.91225		2351916	908170	
288.91422		3524269	858297	
288.98723		3457221	869179	
288.99891		1844489	723020	
289.00390		619595	1040860	
289.00652		6235980	755622	
289.01211		775918	900774	
289.01620		1450575	771222	
289.01709		1753487	830270	
289.02266		623521	628670	
289.02392		1361426	830817	
289.02470	1-	6059858	785842	
289.02636		1353490	926414	
289.02746		690451	871708	
289.02812		840531	851938	
289.03433		735573	667936	
289.03531		5348182	822297	
289.04168		669127	920398	
289.04293		3281112	808975	
289.04965		667546	1440674	
289.05055		12243034	839782	
289.05347		719611	1053533	
289.05639		747516	786477	
289.06116		956574	758624	
289.06988		746081	940289	
289.07169		2199458	862768	
289.08692		5837671	811327	
289.09285		2192489	920055	
289.10585		1300653	858931	
289.10807		1309550	908060	
289.11132		917199	494272	
289.12115		872178	1028254	
289.12921		3715189	825322	
289.14445		984186	1130316	
289.16558		4378881	782682	
289.18085		1192710	1064116	
289.19390		30698122	740448	
289.20199		1458445	775807	
289.21724		636146	1027717	
289.23833		576569	1081916	
289.44319		594797	898322	
289.47564		593687	875023	
289.50418		1951601	808493	
289.50822		1778162	734014	
289.51050		851987	975878	
289.52237		2514935	833738	
289.52643		2053816	881212	
289.52864		603321	1186045	
289.54055		1743677	970236	
289.54459		829774	793217	
289.55885		665891	699878	
289.68086		608954	789155	
289.68800		933549	1139832	
289.97701		836554	1370740	
289.97739		1875851	991936	
289.99619		2016785	982815	
290.00009		915026	1023661	
290.00595		726452	1124083	
290.01280		835030	976551	
290.01440		8191383	861763	
290.02009		770808	1070070	
290.02206		709081	884897	
290.02410		879994	787114	
290.02500		841498	1015487	
290.02807		640923	1210223	
290.03054		949596	1073560	
290.03257		4458908	808569	
290.03808		607198	814778	
290.04227		792031	1189212	
290.04317		692640	1365220	
290.04585		2733345	986233	
290.05077		2152098	886598	
290.05394		1593763	1042086	
290.06899		835432	1383221	
290.08220		2195756	935138	
290.09032		1018863	1105660	
290.13263		682396	1202786	
290.14755		579969	688857	
290.19729		5044689	902439	
290.34778		661377	814539	
290.35298		585506	917176	
290.35995		924069	960414	
290.51201		3545397	870483	
290.51607		2547894	966252	
290.53023		2790203	960462	
290.53428		1930940	951346	
290.54839		975136	672482	
290.55246		778753	1014738	
290.58881		590381	1122178	
290.68459		630315	1195608	
290.71605		637781	787930	
290.91131		1143089	1102109	
290.99017		1272970	883585	
291.00401		8735950	858628	
291.00646		894287	1061082	
291.00751		644751	1371673	
291.01224		3531665	577407	
291.01276		10482897	1517670	
291.01312	1-	86941904	899565	
291.01968		702547	1026915	
291.02087		3050579	824982	
291.02222		7194324	876818	
291.02474		703957	1010137	
291.02786		1007765	964314	
291.02983		3740502	847642	
291.03184		1358999	927127	
291.03683		646872	1017568	
291.04037		4225498	886879	
291.04920		762716	987912	
291.05057		697180	1638552	
291.05096		3801565	931464	
291.05195		1444573	938754	
291.05860		1832671	976317	
291.06621		10285793	910220	
291.07676		832453	936348	
291.08736		1911400	902743	
291.08832		5648360	887927	
291.09073		898281	1075339	
291.10258		2361581	903253	
291.10847		1461678	996106	
291.12372		1569011	1016115	
291.12710		1029972	829657	
291.13680		1011127	1047653	
291.13900		1012920	970103	
291.14486		2918522	908632	
291.15613		710605	703222	
291.16010		5261566	888756	
291.16354		695167	1263955	
291.18124		1730565	910757	
291.19005		752903	1297119	
291.19096		11334408	876863	
291.19651		2991625	892869	
291.19988		1950026	881050	
291.20865		5893901	640941	
291.20956	1-	136925456	871030	
291.21762		8803600	858137	
291.30713		577643	458211	
291.33105		618210	816407	
291.34704		768695	931650	
291.35653		753722	1057131	
291.36866		640510	1040551	
291.44692		667350	1056678	
291.50162		2231910	905392	
291.50569		2450279	933154	
291.50931		721544	1146945	
291.51984		2897132	876466	
291.52389		2628845	847116	
291.52746		952302	1009531	
291.53802		1788145	774426	
291.54205		1651186	917017	
291.55622		891063	1065732	
291.56020		689368	978597	
291.57449		609468	1096687	
291.67246		743082	636320	
291.68448		658525	820876	
291.69155		649183	1427667	
291.69237		645344	767092	
291.69668		624289	1231969	
291.75622		611603	790945	
291.99365		1913081	964185	
292.00126		645692	1277009	
292.00742		620189	1105599	
292.00984		1257726	999247	
292.01183		7087103	826213	
292.01651	1-	5986560	894420	
292.01746		957440	727408	
292.01948		2390145	880283	
292.02161		578754	1313036	
292.02510		700707	834306	
292.02837		707236	967632	
292.03001		6103044	808256	
292.03320		850821	1087244	
292.03763		1742150	938807	
292.03971		1008775	884321	
292.04054		579623	1281802	
292.04621		906761	1026707	
292.04823		3274634	763429	
292.05879		598221	1098678	
292.06144		4626958	836135	
292.06638		916175	805747	
292.06957		2059280	889227	
292.08595		1777365	881503	
292.09783		692248	930962	
292.10375		618426	1040469	
292.14009		682853	1057024	
292.16348		986892	792186	
292.19433		2017973	1030829	
292.21290	1-	24400442	815557	
292.22099		1860604	885555	
292.23614		610625	997148	
292.34424		1001184	1070363	
292.35634		1034468	884640	
292.36861		622312	778794	
292.49336		634476	954183	
292.50943		2037713	738349	
292.51290		640466	1344435	
292.51352		2549266	839763	
292.51708		1365075	905242	
292.52111		915316	872926	
292.52762		2013334	700254	
292.53171		1639255	832180	
292.53324		656311	604517	
292.53533		873752	880501	
292.53929		737561	937136	
292.54581		1369755	759932	
292.54987		1005852	781221	
292.55345		701341	1333522	
292.63101		583876	906685	
292.67593		806593	905448	
292.68775		623876	1335736	
292.68815		1083268	977432	
292.70016		654376	996736	
292.72178		618110	886192	
292.77774		609230	837851	
292.81787		1556585	948456	
292.89133		1163134	972505	
292.98437		690777	1264847	
292.98532		620665	918378	
292.98722		702746	964944	
292.99246		896219	798354	
292.99384		706428	734982	
293.00102		688414	1780062	
293.00146		3170334	823295	
293.00402		631006	1277465	
293.00713		687903	934959	
293.00890		3866528	611434	
293.01112		806880	893413	
293.01616		960834	802485	
293.01738		1603298	881600	
293.01966		4408611	799004	
293.02217		1206116	781668	
293.02730		2686885	890111	
293.02784		828325	1235482	
293.02835		779845	918848	
293.03021		4240678	854600	
293.03122		768966	715013	
293.03271		727079	1064540	
293.03782		3879592	744609	
293.04452		765962	1045909	
293.04548		14457642	829101	
293.05601		1962413	890282	
293.05676		1280941	980379	
293.06375		662255	1012913	
293.06481		902064	1144038	
293.06659		3072048	871800	
293.06756		1388849	974443	
293.06998		848177	1189936	
293.07424		746322	909545	
293.08187		5503285	811374	
293.10302		1921851	979107	
293.10634		868763	978200	
293.11605		1006846	923918	
293.11825		2456383	804486	
293.12411		1077953	946786	
293.13940		1917957	750639	
293.14278		964870	1095558	
293.16051		2555211	832355	
293.17577		19578704	846381	
293.17913	1-	537416512	823893	
293.19591		798357	1320269	
293.19690		17099604	809666	
293.20662		42728280	793901	
293.21214		13631321	826065	
293.21627	1-	1820186	887554	
293.21750		580795	956646	
293.24854		3259492	868381	
293.34785		762879	1133355	
293.35052		662432	1039769	
293.50310		923627	944797	
293.50672		1131948	1013216	
293.51305		605101	1336186	
293.51726		1570863	949206	
293.52133		1595248	707170	
293.52491		1956273	808704	
293.52903		769970	1191367	
293.53238		580067	823747	
293.53548		1467380	871908	
293.53950		1318069	905648	
293.54310		1031478	890557	
293.55370		811129	951278	
293.55779		588090	1401781	
293.67586		732987	1090071	
293.68797		836750	819328	
293.71947		593095	987551	
293.85821		592365	1013426	
293.99875		1167539	1029649	
294.00931		2905910	859986	
294.01226		633207	1250023	
294.01540		589352	746713	
