mass	z	intensity	Res.	
592.37225		1214284	486994	
592.44817		776726	291340	
592.46602		1781849	462970	
592.53876		994402	466585	
592.72466		1861754	505602	
592.77739		786561	685493	
593.03585		6735523	442100	
593.05703		2612389	467924	
593.07224		7214760	454069	
593.08643		780457	405404	
593.09340		3634858	471912	
593.10861		5132972	434233	
593.12980		2406063	487140	
593.14500		2769073	456675	
593.16624		1226675	390341	
593.18135		1711285	457415	
593.20277		791352	421852	
593.21771		1179834	455417	
593.25416		986303	515801	
593.27526		1340609	548180	
593.31174		1717958	443597	
593.34803		1971403	429093	
593.36336		1605325	451394	
593.36919		954061	590030	
593.38441		3837647	399549	
593.40570		1482450	378575	
593.42077		1338580	421146	
593.42400		836564	616155	
593.44197		1332439	411488	
593.47825		1424347	462340	
593.51452		978144	411877	
593.55104		4317925	401687	
594.03110		2042657	460363	
594.03923		2335522	468820	
594.06001		1030181	410148	
594.06758		3375910	470109	
594.07558		2290471	378695	
594.09098		919849	489774	
594.09680		1344810	487183	
594.10391		2453803	423663	
594.11202		2081068	453954	
594.14023		1695791	434775	
594.14848		1093936	594769	
594.17722		800436	472067	
594.35140		872265	666334	
594.38794		1772366	401796	
594.40051		892496	604326	
594.42407		1000019	523587	
594.55440		1957219	426155	
594.77668		824446	511446	
595.01510		3757980	433548	
595.03493		775326	582762	
595.05147		8753056	434920	
595.07276		2000291	494284	
595.07898		849059	592337	
595.08787		7675813	411729	
595.09444		829349	476593	
595.10915		1658791	433243	
595.11261		783527	364690	
595.12427		5216169	477562	
595.14521		835243	466090	
595.16067		2928045	430416	
595.18219		785840	591186	
595.19705		1777586	443515	
595.25456		897209	560697	
595.26991		1218235	482589	
595.29084		998589	381071	
595.30641		1034431	499482	
595.32716		1493185	404687	
595.34241		1093571	397249	
595.36368		2428358	441872	
595.37899		6252488	452242	
595.40003		2553290	384340	
595.41313		2157004	418248	
595.42124		1226701	375495	
595.43647		1187791	529932	
595.45765		1590481	425471	
595.49389		1811414	458637	
595.56675		8253407	424005	
596.01037		911379	518296	
596.01841		1340948	423648	
596.04671		2897944	452404	
596.05478		2870297	427584	
596.08310		3094556	432890	
596.09129		2515997	404997	
596.11945		2216481	413602	
596.12763		1682465	449022	
596.15583		1187365	536402	
596.16403		1084198	476131	
596.19258		867113	558678	
596.36695		1073982	454626	
596.38234		2500672	455221	
596.40353		1280578	427675	
596.41637		1191491	396849	
596.42453		863940	442106	
596.49738		1030477	443527	
596.57016		2889302	449480	
596.77465		909677	481694	
597.03077		6647947	435275	
597.04892		779405	628874	
597.06714		10092687	432475	
597.07239		1154192	550195	
597.08224		1048209	444089	
597.08843		1354898	514885	
597.10352		7338131	448714	
597.11859		832149	493329	
597.12475		777622	511106	
597.13994		3799191	447217	
597.17627		2315932	446213	
597.21267		1695392	504611	
597.24914		1232292	440024	
597.28542		1577128	450863	
597.32181		1127340	515721	
597.34300		1573039	537504	
597.35827		1960112	492946	
597.37943		2024115	469821	
597.38554		782259	454264	
597.39464		27306164	433245	
597.41581		2586807	457702	
597.43674		1271481	418213	
597.44014		963258	445255	
597.45201		1024699	434401	
597.47332		1048509	547246	
597.50966		1969346	429968	
598.02588		1048571	476933	
598.03407		1763580	524968	
598.06240		2825984	439707	
598.07056		3310849	438409	
598.09361		868867	522894	
598.09873		2733828	428105	
598.10695		2146565	431486	
598.13521		1561352	481821	
598.14335		1188873	462829	
598.17170		893708	482903	
598.17973		823821	492931	
598.36155		960289	597392	
598.39495		1156900	721564	
598.39795		11591973	421579	
598.41896		937511	378127	
598.44023		893609	397578	
598.51323		941105	439986	
599.00999		2624871	425680	
599.04641		7577963	419651	
599.05436		918636	430404	
599.05696		836716	436160	
599.06172		1356141	297789	
599.06613		867565	366331	
599.07438		847726	451307	
599.08281		9249135	422747	
599.09392		796784	500836	
599.09804		1539953	524908	
599.11922		5203315	457877	
599.13458		905589	463948	
599.15557		3314039	429782	
599.17085		779896	461665	
599.19204		1811835	474793	
599.22817		1654911	370571	
599.26460		1260930	538950	
599.30109		1313926	403292	
599.33743		1534346	498496	
599.35868		1611660	475134	
599.37393		2958734	471624	
599.37979		2276751	427956	
599.39499		2197904	475548	
599.40138		2546065	431955	
599.41033		2428306	453181	
599.41635		816403	315427	
599.43140		2222484	482953	
599.46774		1061528	558462	
599.50419		2559388	477964	
599.52546		986014	605751	
600.01355		899793	565973	
600.04171		1327316	352673	
600.04965		2077653	398499	
600.05716		1115862	467454	
600.07810		2324440	466455	
600.08620		2938329	443778	
600.09092		815577	495827	
600.09330		1085913	447587	
600.10146		807770	367037	
600.11438		2133980	459667	
600.12261		1687004	469125	
600.15077		821471	405246	
600.15897		1045600	380535	
600.26812		840427	462784	
600.30458		937199	578364	
600.37733		1626614	508218	
600.39847		1108729	438649	
600.43494		1010428	598239	
600.50771		823428	436241	
600.67785		831253	424213	
601.02578		2687544	469651	
601.04091		2896953	440144	
601.06208		7234107	452711	
601.07727		3093053	434359	
601.09845		5980735	438967	
601.11364		2252864	422524	
601.13488		3784258	427017	
601.14992		1517124	490510	
601.17122		1954886	427793	
601.18662		1106759	455431	
601.20764		1669194	503174	
601.24405		1062477	513901	
601.28040		1450321	409341	
601.31667		1886804	456428	
601.33818		863190	348335	
601.35322		1527128	437453	
601.36244		934745	555635	
601.37425		1901146	525091	
601.38956		2335835	488329	
601.41070		2283102	426092	
601.44702		2071137	391015	
601.46382		799587	517535	
601.48382		960869	465982	
602.02914		827545	610837	
602.03613		892826	509832	
602.05728		964764	536359	
602.06535		2770588	461700	
602.07258		2038429	447736	
602.08065		1239198	445708	
602.09354		1235359	410512	
602.10188		2026144	437690	
602.10889		1339040	399739	
602.13008		1645218	531502	
602.13829		1382051	479633	
602.14555		915108	504766	
602.16646		878502	543782	
602.28370		896433	424068	
602.37744		1031098	516605	
602.39299		975547	504299	
602.41363		1011133	439972	
602.45059		981185	585929	
603.02028		1737973	435761	
603.04134		3371767	450584	
603.05661		3450616	425730	
603.07062		775929	580824	
603.07770		5667578	448612	
603.09293		3555067	442624	
603.11413		4458237	431117	
603.12934		2665215	430722	
603.15052		2320641	498492	
603.16596		1300994	505969	
603.18675		1627908	437593	
603.20177		870149	548193	
603.22309		1259271	395497	
603.25960		1814794	497350	
603.29611		1510158	512591	
603.29897		787854	427090	
603.33249		2033937	390692	
603.36882		2030868	438612	
603.38985		1814806	454935	
603.40537		1085719	525137	
603.42632		2325273	431807	
603.46277		2511132	399207	
603.70654		780722	457899	
604.01546		981837	441379	
604.04475		1032015	490144	
604.05193		1519440	487122	
604.05984		1347920	535373	
604.07277		820306	662891	
604.08105		2169682	456718	
604.08829		2198355	461157	
604.09632		1173588	500160	
604.10920		1137493	433127	
604.11745		1659733	494939	
604.12462		1794902	440659	
604.13269		1305175	442791	
604.15393		780376	477954	
604.16112		1230169	486202	
604.39332		820077	509139	
604.40864		890990	429694	
605.03584		3999650	447928	
605.05705		3781540	457041	
605.05899		948900	548967	
605.07226		5764005	450972	
605.07699		965797	446006	
605.09343		4451239	461538	
605.10862		4052904	432801	
605.12986		2965418	450475	
605.14501		2567083	473711	
605.16616		1516973	439860	
605.18152		1172654	498512	
605.20262		1071024	520690	
605.21785		1086897	490595	
605.23874		958386	521010	
605.25416		926644	426557	
605.27546		1365941	511041	
605.31172		1449912	492980	
605.34798		1885115	517919	
605.36908		1117373	420660	
605.38447		2116542	433300	
605.40564		1554880	500216	
605.42086		1814465	501099	
605.44040		824771	845977	
605.44199		3317699	467237	
605.47835		3183558	468218	
605.55119		993739	490297	
606.03105		1615857	461442	
606.03928		1401842	515515	
606.06023		1102323	570247	
606.06758		2128372	419018	
606.07565		1835508	436295	
606.08824		843893	405912	
606.09665		1298934	568242	
606.10385		2338295	464211	
606.11196		1135607	495355	
606.12474		979448	475444	
606.13293		854265	556442	
606.14033		998649	430524	
606.14849		787450	484148	
606.17660		879356	523082	
606.35156		1026569	463595	
606.40883		817166	457858	
606.42414		821775	444796	
606.43707		1046800	344786	
606.44546		1150225	458005	
606.48163		1634323	515769	
606.55470		786969	541511	
607.01515		2344507	435163	
607.03629		1732156	400884	
607.05152		6581310	434276	
607.06278		1022270	503976	
607.07262		2607679	448920	
607.07876		833983	389421	
607.08789		6259776	421270	
607.10904		2659394	423653	
607.12427		4049987	449717	
607.14563		1555012	438050	
607.16062		2175045	445341	
607.18137		783623	387703	
607.19706		1407048	471064	
607.23335		902731	365364	
607.29092		1519439	439020	
607.32736		1695313	445106	
607.36371		2256468	435969	
607.38492		1054805	405738	
607.40011		2699351	428316	
607.42127		1398616	429559	
607.43650		1285465	458719	
607.45763		1640027	444387	
607.49411		1128029	359821	
607.53047		1075808	411085	
607.56689		2337378	470461	
608.04677		2462340	477448	
608.05495		1688708	473328	
608.07589		1141638	354210	
608.08318		3204230	460000	
608.09121		2237575	435280	
608.09279		876679	779205	
608.11967		1588873	465105	
608.12765		1163913	457766	
608.14921		772747	607270	
608.15591		896907	578879	
608.16399		1053836	496796	
608.36709		1083034	449169	
608.40346		1116828	460457	
608.42472		842269	454087	
608.49718		882850	481219	
608.57033		838567	531397	
609.02648		794053	525061	
609.03078		5983430	446790	
609.05199		1031111	476885	
609.06716		7638216	426702	
609.08837		2538697	433495	
609.10352		6567114	451099	
609.12478		1569996	447376	
609.13999		3649741	464512	
609.16102		1168590	443821	
609.17634		2229455	470189	
609.21273		1290449	505943	
609.24905		1074900	594470	
609.30653		1152727	431913	
609.32195		1270744	399480	
609.34300		1708250	485516	
609.35835		2429147	452427	
609.37933		3505372	425406	
609.41577		2091230	391200	
609.43667		1621727	426819	
609.47337		1510626	402152	
609.50963		3482852	431768	
609.54602		844774	515723	
609.58254		4673769	404752	
610.02612		1089284	610518	
610.03417		1714437	498346	
610.06242		2702086	450502	
610.07058		2471175	425056	
610.09882		2769161	472339	
610.10683		2162953	451752	
610.11417		881161	511370	
610.12787		932874	565106	
610.13526		1679115	376428	
610.14309		1155339	463912	
610.17973		832269	515713	
610.36186		868632	518030	
610.38306		1131802	557881	
610.51322		1335329	459062	
610.58594		2113830	447659	
610.99216		908861	469435	
611.01004		1938238	432566	
611.04370		813888	651767	
611.04645		6376768	440058	
611.05777		836033	434407	
611.06169		785985	494981	
611.06586		1093441	563100	
611.08282		7834946	445946	
611.09775		923971	373537	
611.10423		1259843	532108	
611.11080		883524	480766	
611.11921		4600133	437736	
611.14730		838342	376854	
611.15564		2728262	438468	
611.15740		778310	664356	
611.19214		2211657	460348	
611.22850		1417035	507283	
611.26482		943693	521536	
611.28583		967502	428136	
611.30117		876623	604990	
611.32221		1006672	557266	
611.33747		1512785	410991	
611.35359		830034	450852	
611.35866		1818450	467903	
611.37391		18959698	422332	
611.39506		1933140	546123	
611.43139		1888598	392329	
611.45276		1052759	522087	
611.48899		1466201	440395	
611.52532		4953435	439933	
612.04171		1692023	489506	
612.04970		1858424	434654	
612.07809		2558329	466075	
612.08622		2761082	449772	
612.10131		804218	456870	
612.11449		2174331	446012	
612.12250		1577851	495573	
612.15077		1293437	452585	
612.19532		824319	349585	
612.37729		8324489	426562	
612.42659		774411	439177	
612.45615		808077	563630	
612.52864		2093969	434854	
612.79720		807838	417515	
613.02568		3464618	469566	
613.04087		1114283	492503	
613.06208		8097196	421706	
613.07728		2148269	481172	
613.08464		800429	483857	
613.09846		6432174	423122	
613.11361		1369518	400942	
613.13488		3346864	443141	
613.17128		1897905	494300	
613.20756		1379507	420811	
613.24404		1414581	439064	
613.28038		1281463	424802	
613.31695		1659832	482948	
613.33818		852921	502139	
613.35328		2804154	437169	
613.37446		1528507	414135	
613.38066		2058684	444864	
613.38953		8238524	418445	
613.39539		1688508	430101	
613.41071		2180029	437041	
613.44692		2039231	441739	
613.51984		2847170	447020	
613.54097		2545603	428448	
614.02906		1353178	519811	
614.05742		1315548	437367	
614.06544		2510300	459124	
614.07275		1224924	373348	
614.09383		1765853	487995	
614.10182		2121182	380393	
614.10918		1066078	351380	
614.12992		1535967	451555	
614.13851		1117919	486283	
614.16666		816097	412672	
614.17451		831713	488267	
614.21097		826339	487344	
614.35647		1435113	453889	
614.39293		3686891	439709	
614.45004		972750	288568	
614.52324		1192177	508971	
614.54420		1284082	536962	
615.02025		885511	583826	
615.04136		3201544	391652	
615.05660		2389513	414444	
615.07777		6254090	433970	
615.09298		2302474	448918	
615.11410		4800011	400875	
615.12935		1252876	499878	
615.15057		2776589	485324	
615.16593		901389	496121	
615.18691		2048014	452292	
615.22325		1461776	423766	
615.25967		1293841	443666	
615.29612		1418259	562819	
615.33250		1676308	465952	
615.35367		814869	522319	
615.36882		3325462	438232	
615.39009		1533463	497589	
615.39604		1011991	476953	
615.40521		1283607	462955	
615.42643		2184216	425278	
615.46270		1335834	545491	
615.49903		949787	408712	
615.54417		789533	449844	
616.04481		1265202	542897	
616.05186		1555506	476011	
616.06009		844082	511584	
616.07298		1153075	565741	
616.08109		2161203	383061	
616.08823		1514291	415238	
616.09642		824372	493860	
616.10924		1514036	483706	
616.11752		1653300	462741	
616.12473		1110581	452375	
616.14576		1011765	434845	
616.15388		1364278	462858	
616.16105		887478	323432	
616.19020		897079	484189	
616.33596		853437	370738	
616.35685		781374	525485	
616.37212		1846846	444357	
616.39334		1105215	483827	
616.45812		1029698	487399	
616.46610		856898	639264	
616.63107		856136	497095	
617.03590		2494040	443767	
617.05701		4182616	403579	
617.07224		3891801	443385	
617.07484		784217	543613	
617.09341		4610650	445801	
617.10860		2810458	455806	
617.12983		2944603	452278	
617.14503		1914460	380830	
617.16609		2148956	453532	
617.18119		988253	527196	
617.20239		1109342	397504	
617.23901		1411167	429790	
617.27519		1349728	498212	
617.31176		1743970	396265	
617.34820		2021987	449244	
617.35739		1089379	499100	
617.38455		1660516	419749	
617.40567		1759845	498027	
617.44171		1566566	387371	
617.47833		1964648	420143	
617.55111		1626218	498870	
618.03114		920699	475606	
618.06037		1831548	458653	
618.06747		2748540	408165	
618.07550		1468028	506243	
618.09679		1369469	439098	
618.10385		2222717	446580	
618.11207		1388926	405946	
618.12470		871038	505558	
618.13314		1049982	528448	
618.14022		1176703	502117	
618.14868		888959	450445	
618.17658		1121920	457757	
618.38782		1060999	564276	
618.40184		799367	460194	
618.48160		905610	452508	
619.01521		1935515	460578	
619.03629		1511068	479475	
619.05157		4253340	441824	
619.07272		3505821	447020	
619.08792		4349597	424042	
619.10906		3070622	448233	
619.12425		3256990	458679	
619.14532		1784991	429670	
619.16066		1805471	454044	
619.18207		1085600	509264	
619.19715		1153185	475516	
619.21823		874657	525379	
619.23337		1237922	463125	
619.25455		1047458	479768	
619.29084		1273507	433363	
619.32737		1653413	444815	
619.36371		1896102	422776	
619.38470		838310	524769	
619.40003		2166439	444516	
619.42148		1315495	435124	
619.43650		1227944	477249	
619.45767		1422504	396319	
619.49407		2324138	432736	
619.56683		2587308	415193	
620.04679		1853626	331409	
620.05496		1527738	380286	
620.06740		938170	436905	
620.07600		1044410	455596	
620.08311		2457275	399885	
620.09133		1994939	435498	
620.10682		924091	500106	
620.11233		884667	447908	
620.11952		1554876	397514	
620.12768		1601212	444798	
620.16415		882877	594727	
620.36723		1024451	473593	
620.40350		992708	508464	
620.43980		812229	471939	
620.49758		1008582	500306	
620.57005		1375944	472533	
621.03078		3417812	451409	
621.05201		1649877	429336	
621.06710		5361365	428641	
621.08826		2651862	450188	
621.10351		4657878	424277	
621.12469		1944279	438586	
621.14001		3003095	423032	
621.16133		1020120	464267	
621.17630		2040536	452391	
621.21263		1075161	394472	
621.30671		1287643	434068	
621.34299		1471196	387537	
621.37937		2134749	425211	
621.40062		819934	450864	
621.41569		2133726	438438	
621.43708		1272031	365815	
621.47318		1154783	403391	
621.50950		882656	643687	
621.58244		7212770	417886	
622.02606		1474029	387815	
622.03409		1573613	438122	
622.06246		2779886	459921	
622.07049		1989358	458324	
622.07817		951022	399730	
622.09880		2488558	391578	
622.10696		1849583	415464	
622.12795		791663	386792	
622.13525		1766639	440159	
622.14343		1194735	528136	
622.17133		954864	531633	
622.38290		1116149	528465	
622.41922		1028086	364894	
622.43990		854262	425738	
622.47167		858615	477047	
622.58582		2678009	412593	
623.01025		2230530	436326	
623.04646		5321475	414019	
623.06753		995204	295643	
623.08283		6711044	410830	
623.10411		1586948	461169	
623.10917		814084	594531	
623.11921		4513541	425855	
623.15566		2532102	433280	
623.19202		1225734	429621	
623.22849		1325831	529420	
623.26469		849416	491139	
623.30096		812424	431427	
623.32227		1459977	431339	
623.33781		1053705	383751	
623.35866		1416458	490226	
623.39506		2167050	463974	
623.43136		1071627	515203	
623.44055		901003	314514	
623.45276		1070603	413781	
623.48899		1009420	456162	
623.52518		1096973	435773	
623.56131		988174	432037	
623.59803		9967374	393687	
623.66757		822160	327655	
623.85048		768787	365417	
624.01311		948502	445317	
624.04166		1871639	439402	
624.04981		1290775	467261	
624.06729		792471	343207	
624.07804		2504472	445539	
624.08624		2078488	368897	
624.11435		1959704	399065	
624.12251		1696536	406813	
624.15063		1138713	406088	
624.15882		1259289	519227	
624.19514		766234	546864	
624.39832		899869	503069	
624.52868		1061664	433640	
624.60139		3912481	433689	
624.68483		803618	458113	
625.02570		3219240	457564	
625.05037		827688	465140	
625.05863		770601	561530	
625.06208		6647593	435484	
625.07733		1043241	487611	
625.08156		926249	501125	
625.09846		5984041	430047	
625.11366		1127210	514937	
625.11796		791594	326749	
625.13480		3406634	431640	
625.17120		1819434	399221	
625.20755		984107	455546	
625.24402		1009964	455897	
625.31670		1173549	487775	
625.33929		814125	541266	
625.35321		3616557	432999	
625.37444		1264942	528347	
625.41066		1363246	496907	
625.44703		1262383	336053	
625.46832		818991	562659	
625.48349		869423	504912	
625.50497		900400	436396	
625.54098		1464112	454237	
625.60497		1041969	435556	
626.02908		1154360	442774	
626.05745		2067256	386045	
626.06544		2654520	398611	
626.07264		935736	385531	
626.09378		1617721	412398	
626.10184		2028857	477550	
626.12999		1527865	417256	
626.13811		1508665	445333	
626.16634		907578	516073	
626.20316		993338	437933	
626.35650		1251644	517136	
627.00495		797125	466757	
627.04125		3877701	415202	
627.05683		1352517	363109	
627.07775		6039366	410111	
627.09289		1777478	441827	
627.11412		5036870	429379	
627.12942		922438	501420	
627.13371		836934	374646	
627.15045		2457927	437408	
627.18684		1969991	480841	
627.22324		1276744	522823	
627.25986		862280	455375	
627.29585		1233480	438029	
627.31715		853321	551835	
627.33250		1801033	402501	
627.35378		1121353	465826	
627.36881		6719305	418316	
627.38996		1655114	400570	
627.41104		809290	580758	
627.42633		1558090	398248	
627.46269		1082442	499854	
627.53564		2112331	488849	
628.04464		1582929	464798	
628.05187		1114833	322386	
628.07291		1474897	447003	
628.08111		1945937	393702	
628.08831		1392209	420102	
628.10788		866642	716567	
628.10964		1714514	463566	
628.11744		1284178	422219	
628.12456		982098	463790	
628.14598		1282898	418153	
628.15384		1208914	444420	
628.26321		921939	469220	
628.37217		2644820	436553	
628.53879		948566	607369	
629.02058		940123	528444	
629.03571		1716571	400632	
629.05693		5112667	397806	
629.07223		2339675	444766	
629.07528		820571	511986	
629.09341		4904795	431854	
629.10869		1800539	402051	
629.12975		3654492	447328	
629.14504		1151836	447199	
629.16622		2025820	404088	
629.20239		1204060	460972	
629.23912		1179740	486379	
629.31162		1788765	449587	
629.34808		2512221	384670	
629.36915		1190750	486592	
629.38439		2356062	461672	
629.40556		1615710	486680	
629.44199		1712478	433699	
629.47840		1083487	483768	
630.06024		2120035	394706	
630.06725		1533795	427070	
630.08863		1225059	428089	
630.09691		1788259	439654	
630.10387		1643875	377439	
630.11224		797027	526687	
630.12481		1108068	465921	
630.13303		1243492	422719	
630.14829		908900	444132	
630.25671		880740	405429	
630.35145		937829	362864	
630.38776		979813	435273	
630.55596		854119	405094	
631.01509		790377	460631	
631.03640		1212522	350842	
631.05157		2460522	428825	
631.06751		840938	394068	
631.07264		3355498	435005	
631.08791		2447210	454706	
631.10903		4129642	422040	
631.12426		2499946	431048	
631.14546		1975146	469798	
631.16075		1477994	440367	
631.18172		1322858	478622	
631.21815		1250667	478399	
631.25483		821099	487072	
631.27024		838507	458325	
631.29086		889451	572097	
631.32735		1364331	474044	
631.36377		1979244	437002	
631.40002		1678188	409077	
631.42124		1306988	399441	
631.45743		1802092	436195	
631.49401		782700	510545	
632.04660		1813103	382015	
632.05464		947055	543832	
632.07605		1046127	382013	
632.08292		1680239	441816	
632.09120		1246831	480534	
632.10415		778351	530944	
632.11225		1124719	552355	
632.11982		1259375	543544	
632.12794		902767	414389	
632.14863		821103	355758	
632.33078		803952	526402	
632.36713		1120368	454840	
632.40337		876401	425004	
632.46121		805233	479113	
632.49736		988017	431481	
632.67106		803698	417529	
633.03073		2460531	442471	
633.05195		1104243	409505	
633.06712		4222835	431395	
633.08827		2668403	455875	
633.10352		3135347	424449	
633.12473		1652083	523751	
633.13983		1998707	491808	
633.16094		1137011	522933	
633.17629		1230195	470547	
633.19747		765811	532591	
633.23380		981364	391797	
633.24591		767604	405099	
633.26990		841076	480605	
633.30647		975988	544772	
633.34294		1468276	472667	
633.37924		1757556	443033	
633.41578		1999220	400377	
633.43682		1254772	439988	
633.47314		1219956	469301	
633.50968		1319796	426087	
633.54590		1359221	340609	
633.58228		1136245	419732	
634.06239		2148214	419662	
634.07040		1233270	467664	
634.09147		776054	465995	
634.09888		1825654	414367	
634.10696		1408374	473212	
634.13510		1406582	442765	
634.14317		1027446	399764	
634.34650		805942	286826	
634.38289		957303	456467	
634.41146		841847	441850	
634.47685		771959	543247	
634.51315		1005687	460538	
635.01025		1077880	524706	
635.04643		4121464	433628	
635.06763		1032312	431022	
635.08285		4594552	418215	
635.09813		783608	449177	
635.10413		1594744	402570	
635.11909		3193720	431422	
635.14036		1099896	378387	
635.15553		2234744	435095	
635.19177		1396344	445469	
635.26492		781688	633451	
635.32224		1121656	467989	
635.35877		1825144	450609	
635.39503		1927032	407037	
635.41635		874616	499863	
635.43146		855672	459644	
635.45249		1594232	401388	
635.48894		2225016	457807	
635.52522		2064248	419296	
635.56175		1766264	403504	
635.59812		2172792	454751	
636.04161		1648504	431585	
636.04974		1368185	435533	
636.07806		2317689	378210	
636.08612		1012088	392089	
636.11437		1500281	395886	
636.12254		1288825	389685	
636.15103		1163385	471105	
636.49221		918649	406930	
636.52872		900345	395391	
636.56507		762105	385369	
636.60155		1074553	455013	
636.97280		805753	427291	
637.02562		2724729	454774	
637.04460		912249	515826	
637.06211		5193593	428460	
637.08340		1261689	441524	
637.09848		4697977	414746	
637.11358		811128	509762	
637.11969		999288	529346	
637.13492		2897785	448163	
637.17128		1844600	456539	
637.20783		1142648	509183	
637.24421		832120	498791	
637.26478		777592	493133	
637.37438		1936760	447011	
637.41069		1193336	518259	
637.43202		797176	420372	
637.44709		934520	564926	
637.50441		942968	600609	
637.54096		3670904	417934	
637.57725		2312056	422394	
637.61366		2997624	341852	
638.02873		1293688	470152	
638.05740		1578360	428214	
638.06550		2061176	433677	
638.09374		1850744	446995	
638.10189		1462136	452531	
638.13012		1549688	461340	
638.13809		917368	477427	
638.16659		1129848	480303	
638.17457		929656	539550	
638.41483		880055	255356	
638.54435		1499511	496360	
638.58037		973175	551750	
638.61710		1085559	460075	
639.00512		1336695	463148	
639.04134		3204983	426593	
639.07770		5732215	429096	
639.09709		846070	400454	
639.11153		781174	753284	
639.11410		4330359	422539	
639.13530		863094	473042	
639.15047		2881399	419304	
639.16525		779126	363731	
639.18692		1307510	402203	
639.22317		945014	436913	
639.25955		1085046	512797	
639.29622		917878	307861	
639.31730		908150	547737	
639.33229		908662	378258	
639.35329		1171574	418455	
639.37176		824310	424882	
639.38996		1465718	457163	
639.39691		767862	475032	
639.42634		1247350	448886	
639.48386		767094	575060	
639.55663		2799478	449333	
640.03657		1194613	341209	
640.04481		1668981	503749	
640.05022		795765	350088	
640.07294		1574261	529501	
640.08094		2261877	384406	
640.08842		778613	371157	
640.10933		1301621	393492	
640.11750		1906549	436641	
640.15378		1228149	450738	
640.21852		782196	326801	
640.55994		1362804	411418	
641.02062		2033523	457953	
641.03567		838515	478269	
641.05695		4469619	415605	
641.07197		1691507	370171	
641.09344		4390771	411777	
641.10844		1331059	396101	
641.12983		3570547	425826	
641.14489		848499	605844	
641.16614		1585010	462981	
641.20262		1444722	480223	
641.31166		1222002	477507	
641.34794		2227570	414947	
641.36928		800114	550458	
641.40564		1213810	479158	
641.42670		927090	510336	
641.44186		1422706	360925	
641.47807		957042	530577	
641.51477		926578	523994	
641.55107		947826	321257	
641.57251		1213298	418287	
641.60838		783217	515210	
642.05221		900464	462290	
642.06049		1704816	371734	
642.06743		1579888	422337	
642.08856		1203056	459561	
642.09680		1914736	391502	
642.10397		1036400	305285	
642.11207		1046128	427125	
642.12511		1493104	404878	
642.13306		1165936	466160	
642.16894		919664	337309	
642.44518		897135	409866	
642.48507		797167	394737	
643.03633		2175854	413373	
643.05130		2049902	416819	
643.06515		898414	539468	
643.07268		4369262	442174	
643.08788		2284398	381481	
643.10906		3843950	419227	
643.12423		1867630	435166	
643.14547		2719598	440705	
643.16078		1024110	409127	
643.18177		1585518	458475	
643.19707		782446	520348	
643.21817		1132654	494414	
643.25427		1255021	448535	
643.29088		1248877	388066	
643.32733		1306477	486170	
643.36369		2375533	484119	
643.38507		1764717	443290	
643.39995		902381	313625	
643.42124		1491053	413690	
643.45773		1364333	486169	
643.53074		1135213	370796	
643.56703		780653	583595	
643.59350		817773	466270	
644.03955		834923	457206	
644.05495		852075	567711	
644.07609		1682283	389222	
644.08320		1322859	525538	
644.09134		1045867	450253	
644.11266		1284459	450309	
644.11959		1383275	512607	
644.14071		865387	554777	
644.14874		1138539	521226	
644.15596		901739	399768	
644.29426		962155	540656	
644.36693		1314667	456866	
644.48928		861546	542309	
645.03077		1406825	508739	
645.05191		3121001	425197	
645.06721		3027817	425653	
645.08823		3497833	421461	
645.10351		3476329	420079	
645.12460		2801513	423545	
645.13989		2286441	431071	
645.16109		1764713	424508	
645.17635		793449	571894	
645.19761		956521	555731	
645.21249		802665	569042	
645.27043		948585	494343	
645.30668		818536	377867	
645.34307		1576808	463745	
645.37935		2638696	447010	
645.40038		1014376	508650	
645.41586		981352	483255	
645.43682		1394280	411192	
645.47310		1079656	500604	
646.02610		909159	446344	
646.03449		766567	471564	
646.05523		958567	383492	
646.06242		1896295	367258	
646.07069		1251687	445443	
646.09161		1465447	416627	
646.09883		2674023	414615	
646.10347		778599	461896	
646.10700		1305447	446256	
646.12791		1319015	450304	
646.13522		1101927	489734	
646.14335		1130855	511479	
646.17170		863847	519089	
646.38260		1079910	465459	
646.44008		969830	472103	
647.03128		1050725	392974	
647.04648		3191653	421565	
647.06773		2147173	440530	
647.08281		3883877	436401	
647.10403		2381669	453529	
647.11924		2889573	447627	
647.14036		1434469	441582	
647.15553		1961317	441160	
647.17685		1181541	486286	
647.19189		1141349	402044	
647.22827		905061	423847	
647.28581		917093	442584	
647.32230		1066085	434336	
647.35863		1947493	436758	
647.37998		869220	433896	
647.39508		1849188	469962	
647.43140		1370468	445634	
647.45267		1290084	378237	
647.52539		1040228	494981	
647.59808		2456420	424455	
647.63916		804580	382373	
648.04171		1595236	427903	
648.04986		1240932	475729	
648.07070		889956	386070	
648.07812		1808740	457107	
648.08614		918116	563289	
648.09330		808676	255202	
648.10693		825828	413664	
648.11452		1618788	413825	
648.12253		1028708	431648	
648.15091		1224292	400329	
648.18729		798563	514348	
648.39822		776035	605038	
648.60128		1227107	489088	
649.02569		1874275	444653	
649.04497		821859	403518	
649.06209		4276067	419378	
649.08328		1484387	359189	
649.09840		4631395	418913	
649.11978		1402211	401839	
649.13478		3105635	416755	
649.15612		956259	548910	
649.17118		1763171	447785	
649.20760		1231715	445457	
649.29424		889059	348531	
649.33778		1150307	450955	
649.37441		1474403	405867	
649.41057		1636707	411736	
