mass,intensity,C,O,H,N,assign,numbers,calculated_mass,abs_error,rel_error
371.113628,1.0,20.0,7.0,20.0,0.0,1.0,1.0,372.120905,-5.799999878153272e-07,-0.0015628636192668388
371.134748,1.0,17.0,9.0,24.0,0.0,1.0,1.0,372.142035,-1.0580000019411173e-05,-0.02850716640364586
371.134754,1.0,17.0,9.0,24.0,0.0,1.0,1.0,372.142035,-4.580000034559717e-06,-0.012340531263099433
371.15001,1.0,21.0,6.0,24.0,0.0,1.0,1.0,372.15729,-3.5799999802410554e-06,-0.009645695497195473
371.171142,1.0,18.0,8.0,28.0,0.0,1.0,1.0,372.17841999999996,-1.57999998529057e-06,-0.0042567964114262145
371.171148,1.0,18.0,8.0,28.0,0.0,1.0,1.0,372.17841999999996,4.420000056404305e-06,0.011908253322546247
371.18639,1.0,22.0,5.0,28.0,0.0,1.0,1.0,372.193675,-8.579999967617269e-06,-0.02311507156180287
371.1864,1.0,22.0,5.0,28.0,0.0,1.0,1.0,372.193675,1.4200000071351582e-06,0.0038255712147189616
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
372.036097,1.0,17.0,9.0,11.0,1.0,1.0,1.0,373.04338400000006,-1.0580000076254592e-05,-0.02843810093044437
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
372.072488,1.0,18.0,8.0,15.0,1.0,1.0,1.0,373.079769,-4.579999977716298e-06,-0.012309429279050316
372.072495,1.0,18.0,8.0,15.0,1.0,1.0,1.0,373.079769,2.420000004610401e-06,0.006504108842042734
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
372.093595,1.0,15.0,10.0,19.0,1.0,1.0,1.0,373.1008990000001,-2.7580000090177137e-05,-0.07412113635059248
372.093604,1.0,15.0,10.0,19.0,1.0,1.0,1.0,373.1008990000001,-1.8580000056056534e-05,-0.04993367221667302
,,,,,,,,,,
,,,,,,,,,,
372.108874,1.0,19.0,7.0,19.0,1.0,1.0,1.0,373.11615400000005,-3.5800000370844742e-06,-0.00962084026269278
,,,,,,,,,,
,,,,,,,,,,
372.145271,1.0,20.0,6.0,23.0,1.0,1.0,1.0,373.15253900000005,8.419999932618438e-06,0.02262557283071975
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
373.020115,1.0,17.0,10.0,10.0,0.0,1.0,1.0,374.02740000000006,-8.580000081304107e-06,-0.023001440770302983
373.020124,1.0,17.0,10.0,10.0,0.0,1.0,1.0,374.02740000000006,4.199999528164966e-07,0.0011259444887656961
373.035379,1.0,21.0,7.0,10.0,0.0,1.0,1.0,374.042655,4.199999528164966e-07,0.001125898444116467
,,,,,,,,,,
373.041249,1.0,14.0,12.0,14.0,0.0,1.0,1.0,374.04853,-4.580000034559717e-06,-0.012277462738603787
373.041254,1.0,14.0,12.0,14.0,0.0,1.0,1.0,374.04853,4.199999528164966e-07,0.0011258807124224835
373.056502,1.0,18.0,9.0,14.0,0.0,1.0,1.0,374.06378500000005,-6.580000029510202e-06,-0.01763807893505151
373.056505,1.0,18.0,9.0,14.0,0.0,1.0,1.0,374.06378500000005,-3.5800000370844742e-06,-0.009596401588237883
,,,,,,,,,,
,,,,,,,,,,
373.071763,1.0,22.0,6.0,14.0,0.0,1.0,1.0,374.07904,-5.800000446587461e-07,-0.001554660797683437
,,,,,,,,,,
373.077641,1.0,15.0,11.0,18.0,0.0,1.0,1.0,374.084915,2.420000004610401e-06,0.00648658546817176
373.092901,1.0,19.0,8.0,18.0,0.0,1.0,1.0,374.10017,7.419999991986614e-06,0.01988780802877462
,,,,,,,,,,
373.108145,1.0,23.0,5.0,18.0,0.0,1.0,1.0,374.115425,-3.5800000370844742e-06,-0.009595073399119912
373.114019,1.0,16.0,10.0,22.0,0.0,1.0,1.0,374.1213,-4.580000034559717e-06,-0.012275068213289829
373.114032,1.0,16.0,10.0,22.0,0.0,1.0,1.0,374.1213,8.419999989461857e-06,0.02256682747718761
373.129275,1.0,20.0,7.0,22.0,0.0,1.0,1.0,374.136555,-3.5799999802410554e-06,-0.009594529885764272
373.144526,1.0,24.0,4.0,22.0,0.0,1.0,1.0,374.15181,-7.580000026985445e-06,-0.020313844901440267
373.150406,1.0,17.0,9.0,26.0,0.0,1.0,1.0,374.157685,-2.5800000396092315e-06,-0.006914102190764417
373.165659,1.0,21.0,6.0,26.0,0.0,1.0,1.0,374.17294,-4.579999977716298e-06,-0.012273369393072416
373.165664,1.0,21.0,6.0,26.0,0.0,1.0,1.0,374.17294,4.2000000965991546e-07,0.0011255055064763823
373.186805,1.0,18.0,8.0,30.0,0.0,1.0,1.0,374.19407,1.1419999981887585e-05,0.03060129626471543
373.186809,1.0,18.0,8.0,30.0,0.0,1.0,1.0,374.19407,1.5419999971788556e-05,0.041319788373839754
373.202062,1.0,22.0,5.0,30.0,0.0,1.0,1.0,374.20932500000004,1.341999997683807e-05,0.035959072425591446
374.01535,1.0,16.0,10.0,9.0,1.0,1.0,1.0,375.02264900000006,-2.2580000045957505e-05,-0.06037185384492242
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
374.051758,1.0,17.0,9.0,13.0,1.0,1.0,1.0,375.05903400000005,4.199999528164966e-07,0.0011228391361189556
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
374.088133,1.0,18.0,8.0,17.0,1.0,1.0,1.0,375.095419,-9.579999965092512e-06,-0.02560893842920302
374.088137,1.0,18.0,8.0,17.0,1.0,1.0,1.0,375.095419,-5.579999975191541e-06,-0.014916270855152888
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
374.124512,1.0,19.0,7.0,21.0,1.0,1.0,1.0,375.13180400000005,-1.5580000063630806e-05,-0.04164389010584478
374.12452,1.0,19.0,7.0,21.0,1.0,1.0,1.0,375.13180400000005,-7.580000026985445e-06,-0.020260634151927397
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
374.999376,1.0,16.0,11.0,8.0,0.0,1.0,1.0,376.006665,-1.2580000014361659e-05,-0.03354672252671071
374.999382,1.0,16.0,11.0,8.0,0.0,1.0,1.0,376.006665,-6.5799999726667835e-06,-0.01754669551073229
375.014635,1.0,20.0,8.0,8.0,0.0,1.0,1.0,376.02191999999997,-8.579999967617269e-06,-0.022879107018362814
,,,,,,,,,,
375.035772,1.0,17.0,10.0,12.0,0.0,1.0,1.0,376.04305000000005,-1.5800000421339888e-06,-0.004212931565722719
375.035776,1.0,17.0,10.0,12.0,0.0,1.0,1.0,376.04305000000005,2.419999947766982e-06,0.0064527175875801835
375.035779,1.0,17.0,10.0,12.0,0.0,1.0,1.0,376.04305000000005,5.41999994019271e-06,0.014451954303252518
375.051028,1.0,21.0,7.0,12.0,0.0,1.0,1.0,376.058305,-5.800000446587461e-07,-0.0015464563522240128
375.056894,1.0,14.0,12.0,16.0,0.0,1.0,1.0,376.06418,-9.58000002193593e-06,-0.02554279144095917
375.056907,1.0,14.0,12.0,16.0,0.0,1.0,1.0,376.06418,3.4200000020856436e-06,0.009118616237310471
375.056912,1.0,14.0,12.0,16.0,0.0,1.0,1.0,376.06418,8.419999989461857e-06,0.02244992618470089
,,,,,,,,,,
375.072159,1.0,18.0,9.0,16.0,0.0,1.0,1.0,376.07943500000005,4.199999528164966e-07,0.0011197844007837879
375.087417,1.0,22.0,6.0,16.0,0.0,1.0,1.0,376.09469,3.4200000020856436e-06,0.009117874519596704
,,,,,,,,,,
375.093295,1.0,15.0,11.0,20.0,0.0,1.0,1.0,376.100565,6.419999994511372e-06,0.017115741817009478
375.093298,1.0,15.0,11.0,20.0,0.0,1.0,1.0,376.100565,9.4199999869371e-06,0.02511375179765835
375.108551,1.0,19.0,8.0,20.0,0.0,1.0,1.0,376.11582,7.419999991986614e-06,0.019780940669589308
375.123796,1.0,23.0,5.0,20.0,0.0,1.0,1.0,376.131075,-2.5799999827658127e-06,-0.006877729459652334
375.129683,1.0,16.0,10.0,24.0,0.0,1.0,1.0,376.13695,9.4199999869371e-06,0.025111315936406715
375.144919,1.0,20.0,7.0,24.0,0.0,1.0,1.0,376.152205,-9.579999965092512e-06,-0.025536797861022108
375.144924,1.0,20.0,7.0,24.0,0.0,1.0,1.0,376.152205,-4.579999977716298e-06,-0.012208615083690425
375.144928,1.0,20.0,7.0,24.0,0.0,1.0,1.0,376.152205,-5.799999878153272e-07,-0.0015460691176273273
375.181311,1.0,21.0,6.0,28.0,0.0,1.0,1.0,376.18859,-2.5799999827658127e-06,-0.006876675109133602
375.217692,1.0,22.0,5.0,32.0,0.0,1.0,1.0,376.22497500000003,-6.580000029510202e-06,-0.017536486604448818
,,,,,,,,,,
,,,,,,,,,,
376.031018,1.0,16.0,10.0,11.0,1.0,1.0,1.0,377.03829900000005,-4.580000034559717e-06,-0.01217984638320373
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
376.067422,1.0,17.0,9.0,15.0,1.0,1.0,1.0,377.07468400000005,1.4419999974313313e-05,0.03834418811825001
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
376.103793,1.0,18.0,8.0,19.0,1.0,1.0,1.0,377.11106900000004,4.199999528164966e-07,0.0011167128878609757
,,,,,,,,,,
,,,,,,,,,,
376.140187,1.0,19.0,7.0,23.0,1.0,1.0,1.0,377.14745400000004,9.4199999869371e-06,0.02504385415998397
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
377.015045,1.0,16.0,11.0,10.0,0.0,1.0,1.0,378.02231500000005,6.419999937667953e-06,0.017028497994471155
377.015052,1.0,16.0,11.0,10.0,0.0,1.0,1.0,378.02231500000005,1.341999997683807e-05,0.03559539574255001
377.030286,1.0,20.0,8.0,10.0,0.0,1.0,1.0,378.03757,-7.580000026985445e-06,-0.02010448578920115
,,,,,,,,,,
377.051419,1.0,17.0,10.0,14.0,0.0,1.0,1.0,378.05870000000004,-4.580000034559717e-06,-0.012146884493119271
377.051422,1.0,17.0,10.0,14.0,0.0,1.0,1.0,378.05870000000004,-1.5800000421339888e-06,-0.004190409981092682
,,,,,,,,,,
377.066683,1.0,21.0,7.0,14.0,0.0,1.0,1.0,378.073955,4.419999999560886e-06,0.011722064554721972
377.072525,1.0,14.0,12.0,18.0,0.0,1.0,1.0,378.07983,-2.858000003080896e-05,-0.07579443776978703
377.072538,1.0,14.0,12.0,18.0,0.0,1.0,1.0,378.07983,-1.5580000006787387e-05,-0.04131830997140233
,,,,,,,,,,
377.087811,1.0,18.0,9.0,18.0,0.0,1.0,1.0,378.09508500000004,2.419999947766982e-06,0.006417603213822741
377.099037,1.0,17.0,8.0,18.0,2.0,1.0,1.0,378.106318,-4.579999977716298e-06,-0.01214535050036815
377.108945,1.0,15.0,11.0,22.0,0.0,1.0,1.0,378.116215,6.419999994511372e-06,0.017024258054953778
377.124203,1.0,19.0,8.0,22.0,0.0,1.0,1.0,378.13147,9.420000043780519e-06,0.024978508323902294
377.160571,1.0,20.0,7.0,26.0,0.0,1.0,1.0,378.167855,-7.579999970142026e-06,-0.020097540816752094
377.160577,1.0,20.0,7.0,26.0,0.0,1.0,1.0,378.167855,-1.57999998529057e-06,-0.004189197073188724
377.160582,1.0,20.0,7.0,26.0,0.0,1.0,1.0,378.167855,3.4200000020856436e-06,0.00906775565980446
377.19696,1.0,21.0,6.0,30.0,0.0,1.0,1.0,378.20424,-3.5800000370844742e-06,-0.009491062804653765
377.196965,1.0,21.0,6.0,30.0,0.0,1.0,1.0,378.20424,1.4199999502917393e-06,0.0037646112828392973
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
378.046658,1.0,16.0,10.0,13.0,1.0,1.0,1.0,379.05394900000005,-1.4580000066155563e-05,-0.038566668313612135
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
378.061915,1.0,20.0,7.0,13.0,1.0,1.0,1.0,379.069204,-1.2580000014361659e-05,-0.03327497300108015
,,,,,,,,,,
378.083056,1.0,17.0,9.0,17.0,1.0,1.0,1.0,379.09033400000004,-1.5800000421339888e-06,-0.004178976066396345
378.083063,1.0,17.0,9.0,17.0,1.0,1.0,1.0,379.09033400000004,5.41999994019271e-06,0.014335474054791792
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
378.098313,1.0,21.0,6.0,17.0,1.0,1.0,1.0,379.105589,4.2000000965991546e-07,0.0011108222259111626
378.119453,1.0,18.0,8.0,21.0,1.0,1.0,1.0,379.12671900000004,1.0419999984412343e-05,0.02755742901281607
,,,,,,,,,,
,,,,,,,,,,
378.155812,1.0,19.0,7.0,25.0,1.0,1.0,1.0,379.16310400000003,-1.5580000006787387e-05,-0.04119994857248785
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
379.009551,1.0,19.0,9.0,8.0,0.0,1.0,1.0,380.016835,-7.580000026985445e-06,-0.01999949607334683
,,,,,,,,,,
379.030695,1.0,16.0,11.0,12.0,0.0,1.0,1.0,380.03796500000004,6.419999937667953e-06,0.01693794202516488
379.045942,1.0,20.0,8.0,12.0,0.0,1.0,1.0,380.05322,-1.57999998529057e-06,-0.004168360112111608
379.045947,1.0,20.0,8.0,12.0,0.0,1.0,1.0,380.05322,3.4200000020856436e-06,0.009022652871383013
,,,,,,,,,,
379.067079,1.0,17.0,10.0,16.0,0.0,1.0,1.0,380.07435000000004,5.41999994019271e-06,0.014298260757676375
379.078308,1.0,16.0,9.0,16.0,2.0,1.0,1.0,380.08558300000004,1.4199999502917393e-06,0.003745927741905346
379.082323,1.0,21.0,7.0,16.0,0.0,1.0,1.0,380.089605,-5.58000003203496e-06,-0.014719757935098863
379.082328,1.0,21.0,7.0,16.0,0.0,1.0,1.0,380.089605,-5.799999878153272e-07,-0.001530010620319202
,,,,,,,,,,
379.103444,1.0,18.0,9.0,20.0,0.0,1.0,1.0,380.11073500000003,-1.4580000009312144e-05,-0.03845915999990795
379.103451,1.0,18.0,9.0,20.0,0.0,1.0,1.0,380.11073500000003,-7.580000026985445e-06,-0.019994542405221853
379.114716,1.0,17.0,8.0,20.0,2.0,1.0,1.0,380.121968,2.442000000590916e-05,0.06441322105235599
379.139836,1.0,19.0,8.0,24.0,0.0,1.0,1.0,380.14712,-7.579999970142026e-06,-0.01999262343443654
379.139842,1.0,19.0,8.0,24.0,0.0,1.0,1.0,380.14712,-1.57999998529057e-06,-0.004167327751565001
379.139845,1.0,19.0,8.0,24.0,0.0,1.0,1.0,380.14712,1.4200000071351582e-06,0.0037453199020407845
379.155099,1.0,23.0,5.0,24.0,0.0,1.0,1.0,380.162375,4.2000000965991546e-07,0.0011077261278237892
379.176228,1.0,20.0,7.0,28.0,0.0,1.0,1.0,380.18350499999997,-5.799999878153272e-07,-0.00152963172526556
379.176233,1.0,20.0,7.0,28.0,0.0,1.0,1.0,380.18350499999997,4.420000056404305e-06,0.011656848904884566
379.212607,1.0,21.0,6.0,32.0,0.0,1.0,1.0,380.21989,-6.580000029510202e-06,-0.017351743871506366
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
380.02595,1.0,15.0,11.0,11.0,1.0,1.0,1.0,381.03321400000004,1.2419999979362828e-05,0.03268197863688737
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
380.041186,1.0,19.0,8.0,11.0,1.0,1.0,1.0,381.048469,-6.580000029510202e-06,-0.017313912996551384
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
380.062313,1.0,16.0,10.0,15.0,1.0,1.0,1.0,381.06959900000004,-9.58000002193593e-06,-0.025206392989393638
380.062322,1.0,16.0,10.0,15.0,1.0,1.0,1.0,381.06959900000004,-5.800000446587461e-07,-0.0015260656242024068
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
380.077558,1.0,20.0,7.0,15.0,1.0,1.0,1.0,381.084854,-1.9579999996688358e-05,-0.05151580140569193
,,,,,,,,,,
,,,,,,,,,,
380.098715,1.0,17.0,9.0,19.0,1.0,1.0,1.0,381.1059840000001,7.4199999351431956e-06,0.01952124446183196
380.098723,1.0,17.0,9.0,19.0,1.0,1.0,1.0,381.1059840000001,1.5419999914945137e-05,0.04056840757906239
,,,,,,,,,,
,,,,,,,,,,
380.113947,1.0,21.0,6.0,19.0,1.0,1.0,1.0,381.12123900000006,-1.5580000063630806e-05,-0.04098770957128496
,,,,,,,,,,
380.135076,1.0,18.0,8.0,23.0,1.0,1.0,1.0,381.14236900000003,-1.658000000426263e-05,-0.04361607505081333
380.135081,1.0,18.0,8.0,23.0,1.0,1.0,1.0,381.14236900000003,-1.1580000016886416e-05,-0.03046285543134709
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
381.009957,1.0,15.0,12.0,10.0,0.0,1.0,1.0,382.01723000000004,3.4199999452422247e-06,0.008976143227779804
381.025212,1.0,19.0,9.0,10.0,0.0,1.0,1.0,382.03248500000007,3.4199999452422247e-06,0.008975783852440255
,,,,,,,,,,
381.046341,1.0,16.0,11.0,14.0,0.0,1.0,1.0,382.05361500000004,2.419999947766982e-06,0.006350933436117111
,,,,,,,,,,
,,,,,,,,,,
381.057552,1.0,15.0,10.0,14.0,2.0,1.0,1.0,382.06484800000004,-1.9580000053531776e-05,-0.05138331454334168
381.061588,1.0,20.0,8.0,14.0,0.0,1.0,1.0,382.06887,-5.58000003203496e-06,-0.01464330231058335
381.076872,1.0,24.0,5.0,14.0,0.0,1.0,1.0,382.08412500000003,2.3419999951590498e-05,0.06145741626532113
381.082728,1.0,17.0,10.0,18.0,0.0,1.0,1.0,382.09000000000003,4.4199999427174674e-06,0.011598531284570493
,,,,,,,,,,
381.093974,1.0,16.0,9.0,18.0,2.0,1.0,1.0,382.10123300000004,1.741999996673904e-05,0.045710510150283934
381.097984,1.0,21.0,7.0,18.0,0.0,1.0,1.0,382.105255,5.419999997036129e-06,0.014222064205503981
,,,,,,,,,,
381.119106,1.0,18.0,9.0,22.0,0.0,1.0,1.0,382.126385,-2.5800000396092315e-06,-0.006769537393932782
381.119111,1.0,18.0,9.0,22.0,0.0,1.0,1.0,382.126385,2.419999947766982e-06,0.006349720803601954
381.134353,1.0,22.0,6.0,22.0,0.0,1.0,1.0,382.14164,-1.0580000019411173e-05,-0.027759240110825627
381.134359,1.0,22.0,6.0,22.0,0.0,1.0,1.0,382.14164,-4.579999977716298e-06,-0.012016759627059228
381.155496,1.0,19.0,8.0,26.0,0.0,1.0,1.0,382.16276999999997,2.4200000614538197e-06,0.006349114959249648
381.170748,1.0,23.0,5.0,26.0,0.0,1.0,1.0,382.178025,-5.799999878153272e-07,-0.0015216277504467033
381.170752,1.0,23.0,5.0,26.0,0.0,1.0,1.0,382.178025,3.4200000020856436e-06,0.008972356835200314
381.191881,1.0,20.0,7.0,30.0,0.0,1.0,1.0,382.199155,2.420000004610401e-06,0.006348508783193104
381.207121,1.0,24.0,4.0,30.0,0.0,1.0,1.0,382.21441000000004,-1.2580000071205077e-05,-0.033000433040717196
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
382.056836,1.0,19.0,8.0,13.0,1.0,1.0,1.0,383.064119,-6.580000029510202e-06,-0.017222568501588605
,,,,,,,,,,
,,,,,,,,,,
382.077969,1.0,16.0,10.0,17.0,1.0,1.0,1.0,383.08524900000003,-3.5800000370844742e-06,-0.009369815397768915
382.077977,1.0,16.0,10.0,17.0,1.0,1.0,1.0,383.08524900000003,4.4199999427174674e-06,0.011568319057335952
,,,,,,,,,,
,,,,,,,,,,
382.093231,1.0,20.0,7.0,17.0,1.0,1.0,1.0,383.100504,3.4200000020856436e-06,0.00895069507809638
,,,,,,,,,,
382.114362,1.0,17.0,9.0,21.0,1.0,1.0,1.0,383.1216340000001,4.4199999427174674e-06,0.011567217519862463
,,,,,,,,,,
,,,,,,,,,,
382.150755,1.0,18.0,8.0,25.0,1.0,1.0,1.0,383.158019,1.2419999979362828e-05,0.0325002628330875
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
383.004475,1.0,18.0,10.0,8.0,0.0,1.0,1.0,384.01175,1.4200000071351582e-06,0.003707528501162181
383.004482,1.0,18.0,10.0,8.0,0.0,1.0,1.0,384.01175,8.419999989461857e-06,0.021984076910781053
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
383.025604,1.0,15.0,12.0,12.0,0.0,1.0,1.0,384.03288000000003,4.199999528164966e-07,0.0010965323164570915
383.040863,1.0,19.0,9.0,12.0,0.0,1.0,1.0,384.04813500000006,4.4199999427174674e-06,0.01153923868095887
,,,,,,,,,,
383.05611,1.0,23.0,6.0,12.0,0.0,1.0,1.0,384.06339,-3.5800000370844742e-06,-0.009345889397468362
383.061992,1.0,16.0,11.0,16.0,0.0,1.0,1.0,384.06926500000003,3.4199999452422247e-06,0.008928058686757482
383.077249,1.0,20.0,8.0,16.0,0.0,1.0,1.0,384.08452,5.419999997036129e-06,0.014148582332113724
,,,,,,,,,,
383.098377,1.0,17.0,10.0,20.0,0.0,1.0,1.0,384.10565,3.4200000020856436e-06,0.008927210887363387
383.113622,1.0,21.0,7.0,20.0,0.0,1.0,1.0,384.120905,-6.5799999726667835e-06,-0.017175061378179823
383.113626,1.0,21.0,7.0,20.0,0.0,1.0,1.0,384.120905,-2.5799999827658127e-06,-0.006734294495612151
,,,,,,,,,,
,,,,,,,,,,
383.134765,1.0,18.0,9.0,24.0,0.0,1.0,1.0,384.142035,6.419999994511372e-06,0.01675650601560882
383.150026,1.0,22.0,6.0,24.0,0.0,1.0,1.0,384.15729,1.2420000036206247e-05,0.03241550096151174
383.150034,1.0,22.0,6.0,24.0,0.0,1.0,1.0,384.15729,2.042000001600819e-05,0.0532950494688151
,,,,,,,,,,
383.171144,1.0,19.0,8.0,28.0,0.0,1.0,1.0,384.17841999999996,4.200000665033343e-07,0.0010961161169885335
383.186398,1.0,23.0,5.0,28.0,0.0,1.0,1.0,384.193675,-5.799999878153272e-07,-0.0015136236328913931
383.207502,1.0,20.0,7.0,32.0,0.0,1.0,1.0,384.214805,-2.6580000035858475e-05,-0.06936189896370681
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
384.036097,1.0,18.0,9.0,11.0,1.0,1.0,1.0,385.04338400000006,-1.0580000076254592e-05,-0.0275494938077516
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
384.072491,1.0,19.0,8.0,15.0,1.0,1.0,1.0,385.079769,-1.57999998529057e-06,-0.0041138066961702024
,,,,,,,,,,
,,,,,,,,,,
384.093618,1.0,16.0,10.0,19.0,1.0,1.0,1.0,385.1008990000001,-4.580000091403136e-06,-0.011924176494396052
384.093625,1.0,16.0,10.0,19.0,1.0,1.0,1.0,385.1008990000001,2.419999890923563e-06,0.006300546880786067
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
385.00486,1.0,14.0,13.0,10.0,0.0,1.0,1.0,386.01214500000003,-8.580000024460688e-06,-0.022285433031834164
385.020125,1.0,18.0,10.0,10.0,0.0,1.0,1.0,386.02740000000006,1.4199999502917393e-06,0.003688118771172648
,,,,,,,,,,
385.035374,1.0,22.0,7.0,10.0,0.0,1.0,1.0,386.042655,-4.580000034559717e-06,-0.011895011066073418
385.041251,1.0,15.0,12.0,14.0,0.0,1.0,1.0,386.04853,-2.5800000396092315e-06,-0.006700580867397067
385.041257,1.0,15.0,12.0,14.0,0.0,1.0,1.0,386.04853,3.4199999452422247e-06,0.008882164918867968
385.041261,1.0,15.0,12.0,14.0,0.0,1.0,1.0,386.04853,7.419999991986614e-06,0.019270661987538563
385.05651,1.0,19.0,9.0,14.0,0.0,1.0,1.0,386.06378500000005,1.4199999502917393e-06,0.0036877702711525105
,,,,,,,,,,
385.071762,1.0,23.0,6.0,14.0,0.0,1.0,1.0,386.07904,-1.5800000421339888e-06,-0.004103131410955002
385.077629,1.0,16.0,11.0,18.0,0.0,1.0,1.0,386.084915,-9.58000002193593e-06,-0.02487810067495749
385.077635,1.0,16.0,11.0,18.0,0.0,1.0,1.0,386.084915,-3.5800000370844742e-06,-0.00929682669595827
385.092891,1.0,20.0,8.0,18.0,0.0,1.0,1.0,386.10017,-2.5799999827658127e-06,-0.006699682188539316
385.092895,1.0,20.0,8.0,18.0,0.0,1.0,1.0,386.10017,1.4200000071351582e-06,0.0036874219845971406
,,,,,,,,,,
,,,,,,,,,,
385.114027,1.0,17.0,10.0,22.0,0.0,1.0,1.0,386.1213,3.4200000020856436e-06,0.008880486719029955
385.129277,1.0,21.0,7.0,22.0,0.0,1.0,1.0,386.136555,-1.57999998529057e-06,-0.004102518503911532
385.129282,1.0,21.0,7.0,22.0,0.0,1.0,1.0,386.136555,3.4200000020856436e-06,0.008880134962279093
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
385.150405,1.0,18.0,9.0,26.0,0.0,1.0,1.0,386.157685,-3.5800000370844742e-06,-0.009295070161186704
385.150412,1.0,18.0,9.0,26.0,0.0,1.0,1.0,386.157685,3.4200000020856436e-06,0.008879647783125423
385.150416,1.0,18.0,9.0,26.0,0.0,1.0,1.0,386.157685,7.419999991986614e-06,0.01926520051321096
385.165655,1.0,22.0,6.0,26.0,0.0,1.0,1.0,386.17294,-8.579999967617269e-06,-0.022276129390657297
385.186796,1.0,19.0,8.0,30.0,0.0,1.0,1.0,386.19407,2.420000004610401e-06,0.006282666046035495
385.202046,1.0,23.0,5.0,30.0,0.0,1.0,1.0,386.20932500000004,-2.5800000396092315e-06,-0.006697783842013216
,,,,,,,,,,
386.015358,1.0,17.0,10.0,9.0,1.0,1.0,1.0,387.02264900000006,-1.4580000066155563e-05,-0.037770518099840895
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
386.051751,1.0,18.0,9.0,13.0,1.0,1.0,1.0,387.05903400000005,-6.580000029510202e-06,-0.017044347066075608
386.051757,1.0,18.0,9.0,13.0,1.0,1.0,1.0,387.05903400000005,-5.800000446587461e-07,-0.001502389340657103
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
386.088138,1.0,19.0,8.0,17.0,1.0,1.0,1.0,387.095419,-4.579999977716298e-06,-0.01186257625380943
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
386.109278,1.0,16.0,10.0,21.0,1.0,1.0,1.0,387.1165490000001,5.41999994019271e-06,0.014037476561733153
,,,,,,,,,,
,,,,,,,,,,
386.124526,1.0,20.0,7.0,21.0,1.0,1.0,1.0,387.13180400000005,-1.5800000421339888e-06,-0.004091944271196047
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
386.999382,1.0,17.0,11.0,8.0,0.0,1.0,1.0,388.006665,-6.5799999726667835e-06,-0.01700261106015612
387.020515,1.0,14.0,13.0,12.0,0.0,1.0,1.0,388.027795,-3.5800000370844742e-06,-0.009250155736794661
387.035777,1.0,18.0,10.0,12.0,0.0,1.0,1.0,388.04305000000005,3.4199999452422247e-06,0.008836392262625954
