peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
1376,466.475126037,0.004416457729160704,0.3096906822315834,0.0,O2,H62_C31_O2,0,31,62,2,0,0
1483,480.490616037,0.00663661839896774,-0.03248970835157052,0.0,O2,H64_C32_O2,0,32,64,2,0,0
698,384.024646037,0.0040602035940745865,0.37669717693536203,22.0,O2S1,H8_C26_O2_S,0,26,8,2,0,1
7,226.062976037,0.003019050593319217,-0.0807429873190496,9.0,O3,H10_C14_O3,0,14,10,3,0,0
15,238.062966037,0.0034287231993195906,-0.11867868606763948,10.0,O3,H10_C15_O3,0,15,10,3,0,0
21,242.188156037,0.004517993486118688,-0.16039182362004012,1.0,O3,H26_C14_O3,0,14,26,3,0,0
28,248.141236037,0.0037275588696896404,-0.03475037100363222,5.0,O3,H20_C15_O3,0,15,20,3,0,0
32,250.156896037,0.006951659547026696,0.005208731102057182,4.0,O3,H22_C15_O3,0,15,22,3,0,0
34,252.078636037,0.003773511562058052,-0.033033342769564336,10.0,O3,H12_C16_O3,0,16,12,3,0,0
43,256.203846037,0.004435737952511242,0.004219296510337935,1.0,O3,H28_C15_O3,0,15,28,3,0,0
55,262.062976037,0.003738468519207778,-0.06965119714157948,12.0,O3,H10_C17_O3,0,17,10,3,0,0
57,263.066406037,0.00442338004616737,0.21632180553720148,12.0,O3,H10_C16_13C_O3,0,17,10,3,0,0
59,264.078546037,0.0032860913287837312,-0.3723399776618733,11.0,O3,H12_C17_O3,0,17,12,3,0,0
62,266.094386037,0.003448661809767773,0.34423499622362785,10.0,O3,H14_C17_O3,0,17,14,3,0,0
68,268.203796037,0.00447973447552223,-0.18239488298361478,2.0,O3,H28_C16_O3,0,16,28,3,0,0
75,270.219486037,0.02637449577616481,-0.033280353202902534,1.0,O3,H30_C16_O3,0,16,30,3,0,0
83,272.235156037,0.01863836556743159,0.04016013272427079,0.0,O3,H32_C16_O3,0,16,32,3,0,0
89,276.078666037,0.003978321568532149,0.07850298742730462,12.0,O3,H12_C18_O3,0,18,12,3,0,0
91,276.172526037,0.020189072197892507,-0.0679683828646226,5.0,O3,H24_C17_O3,0,17,24,3,0,0
96,278.188186037,0.004070955951408894,-0.03179502390397033,4.0,O3,H26_C17_O3,0,17,26,3,0,0
102,280.203846037,0.003725005671795448,0.003857905624094571,3.0,O3,H28_C17_O3,0,17,28,3,0,0
118,284.235116037,0.004200544258031736,-0.10226393001438391,1.0,O3,H32_C17_O3,0,17,32,3,0,0
129,286.250846037,0.003996270895478943,0.17767283731120545,0.0,O3,H34_C17_O3,0,17,34,3,0,0
134,288.172436037,0.003967634465540361,-0.37745108964048385,6.0,O3,H24_C18_O3,0,18,24,3,0,0
145,292.203836037,0.007523053840585673,-0.03052321338090653,4.0,O3,H28_C18_O3,0,18,28,3,0,0
152,294.219506037,0.007554379820775949,0.03741084389728566,3.0,O3,H30_C18_O3,0,18,30,3,0,0
155,295.222826037,0.003368792929389286,-0.08072885257594616,3.0,O3,H30_C17_13C_O3,0,18,30,3,0,0
160,296.235136037,0.021228710713534216,-0.030607442888062098,2.0,O3,H32_C18_O3,0,18,32,3,0,0
166,298.062966037,0.004055077232405282,-0.09478869635453924,15.0,O3,H10_C20_O3,0,20,10,3,0,0
170,298.250786037,0.04831891173568194,-0.03064870368167472,1.0,O3,H34_C18_O3,0,18,34,3,0,0
182,300.172686037,0.0040077678340797425,0.4704925084028524,7.0,O3,H24_C19_O3,0,19,24,3,0,0
185,300.266446037,0.017722050454558293,0.002614344529556532,0.0,O3,H36_C18_O3,0,18,36,3,0,0
192,302.094266037,0.0033552774889247772,-0.09401370102533642,13.0,O3,H14_C20_O3,0,20,14,3,0,0
202,304.110046037,0.0036519962889446354,0.33384296694833326,12.0,O3,H16_C20_O3,0,20,16,3,0,0
225,310.063006037,0.0046377975371454765,0.03788584818221371,16.0,O3,H10_C21_O3,0,21,10,3,0,0
235,312.078576037,0.006460255390049841,-0.21894165507598007,15.0,O3,H12_C21_O3,0,21,12,3,0,0
250,314.188106037,0.007061828843077975,-0.2827764585273386,7.0,O3,H26_C20_O3,0,20,26,3,0,0
272,318.219506037,0.0033947422439397027,0.034589331587382005,5.0,O3,H30_C20_O3,0,20,30,3,0,0
300,324.172426037,0.004024659456310499,-0.3663821796014137,9.0,O3,H24_C21_O3,0,21,24,3,0,0
353,334.156836037,0.003637743084831509,-0.1756570379909427,11.0,O3,H22_C22_O3,0,22,22,3,0,0
355,334.250776037,0.0034801606652684505,-0.057265386852988515,4.0,O3,H34_C21_O3,0,21,34,3,0,0
454,350.094306037,0.004856133697483601,0.03313107298237445,17.0,O3,H14_C24_O3,0,24,14,3,0,0
534,362.188136037,0.004758976799092197,-0.16247081033444646,11.0,O3,H26_C24_O3,0,24,26,3,0,0
567,366.219626037,0.0037098530290955254,0.3577279608623171,9.0,O3,H30_C24_O3,0,24,30,3,0,0
792,396.266496037,0.0037686057990242742,0.12815870252164022,8.0,O3,H36_C26_O3,0,26,36,3,0,0
